"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag5";"926144";"S\Stag5\Stag5.slave";"0";"S\Stag5";"524288";"Stag5";"OCS/ECS";"";"";"";"";"";"stag 5 series bnk";"Best";"2.460246";"Pouet";"";"";"BNK-Team";"s\stag-5-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023183.jpg";"n/a";"Stag 5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23183";"stag 5 stag5 bnk team stag5bnkteam"
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"Stag6";"926144";"S\Stag6\Stag6.slave";"0";"S\Stag6";"524288";"Stag6";"OCS/ECS";"";"";"";"";"";"stag 6 series bnk";"Best";"2.520924";"Pouet";"";"";"BNK-Team";"s\stag-6-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023184.jpg";"n/a";"Stag 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23184";"stag 6 stag6 bnk team stag6bnkteam"
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"StagExtra";"926148";"S\StagExtra\StagExtra.slave";"0";"S\StagExtra";"524288";"StagExtra";"OCS/ECS";"";"";"";"";"";"stag extra series bnk";"Best";"2.871769";"Pouet";"";"";"BNK-Team";"s\stag-extra-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023185.jpg";"n/a";"Stag EXTRA";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23185";"stag extra stagextra bnk team stagextrabnkteam"
"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Bnk";"whdload";"0";"Stag Series";"StagSeries";"6467943";"S\StagSeries\StagSeries.slave";"0";"S\StagSeries";"524288";"StagSeries";"OCS/ECS";"";"";"";"";"";"stag series bnk";"Best";"3.055542";"Pouet";"";"";"BNK-Team";"s\stag-1-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023179.jpg";"n/a";"Stag 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23179";"stag 1 stag1 bnk team stag1bnkteam"
"NoError, EmulTrap, ClearMem";"Stateline ? 1992 Complex.";"1992 Complex";"whdload";"0";"Stateline";"Stateline";"698285";"S\Stateline\Stateline.Slave";"0";"S\Stateline";"524288";"Stateline";"OCS/ECS";"";"";"";"";"";"stateline complex";"Exact";"100";"Pouet";"";"";"Complex";"s\stateline-complex";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009571.gif";"october 1992";"Stateline";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9571";"stateline stateline complex statelinecomplex"
"Disk, NoError, EmulTrap";"State of the Art (C) 1992 Spaceballs";"1992 Spaceballs";"whdload";"0";"State of the Art";"StateOfTheArt";"918926";"S\StateOfTheArt\StateOfTheArt.Slave";"4096";"S\StateOfTheArt";"1032192";"StateOfTheArt";"OCS/ECS";"";"";"";"";"";"state of the art spaceballs";"Exact";"100";"Pouet";"amiga demo";"1st";"Spaceballs";"s\state-of-the-art-spaceballs";"demo";"The Party 1992";"http://content.pouet.net/files/screenshots/00000/00000099.gif";"december 1992";"State of the Art";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=99";"state of the art stateoftheart spaceballs stateoftheartspaceballs"
"NoError, EmulTrap, NoDivZero, ClearMem";"Static Chaos ? 1992 The Silents";"1992 The Silents";"whdload";"0";"Static Chaos";"StaticChaos";"463405";"S\StaticChaos\StaticChaos.Slave";"524288";"S\StaticChaos";"524288";"StaticChaos";"OCS/ECS";"";"";"";"";"";"static chaos the silents";"Exact";"100";"Pouet";"";"";"The Silents";"s\static-chaos-the-silents";"demo";"";"http://content.pouet.net/files/screenshots/00005/00005262.gif";"july 1992";"Static Chaos";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5262";"static chaos staticchaos the silents staticchaosthesilents"
"Disk";"Status Quo from Mad Elks (1 disk).";"Mad Elks";"whdload";"0";"Status Quo";"StatusQuo";"910883";"S\StatusQuo\StatusQuo.Slave";"0";"S\StatusQuo";"524288";"StatusQuo";"OCS/ECS";"";"";"";"";"";"status quo mad elks";"Exact";"100";"Pouet";"amiga demo";"6th";"mad elks";"s\status-quo-mad-elks";"demo";"Warszawa 2 1992";"http://content.pouet.net/files/screenshots/00017/00017989.jpg";"november 1992";"status quo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17989";"status quo statusquo mad elks statusquomadelks"
"Disk";"Status Quo from Mad Elks (1 disk).";"Mad Elks";"whdload";"0";"Status Quo";"StatusQuo";"910883";"S\StatusQuo\StatusQuoFast.Slave";"262144";"S\StatusQuo";"524288";"StatusQuo";"OCS/ECS";"";"";"";"";"";"status quo mad elks";"Exact";"100";"Pouet";"amiga demo";"6th";"mad elks";"s\status-quo-mad-elks";"demo";"Warszawa 2 1992";"http://content.pouet.net/files/screenshots/00017/00017989.jpg";"november 1992";"status quo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17989";"status quo statusquo mad elks statusquomadelks"
"NoError, EmulTrap, ClearMem";"Stereo Sounds ? 1991 Eon.";"1991 Eon";"whdload";"0";"Stereo Sounds";"StereoSounds";"920805";"S\StereoSounds\StereoSounds.Slave";"0";"S\StereoSounds";"524288";"StereoSounds";"OCS/ECS";"";"";"";"";"";"stereo sounds eon";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Eon";;"Musicdisk";"Amega Party";;"7/91";"Stereo Sounds";;;"stereo sounds stereosounds eon stereosoundseon"
"NoError, EmulTrap, ClearMem";"Steve Vizard ? 1990 Decay.";"1990 Decay";"whdload";"0";"Steve Vizard";"SteveVizard";"693662";"S\SteveVizard\SteveVizard.Slave";"1048576";"S\SteveVizard";"524288";"SteveVizard";"OCS/ECS";"";"";"";"";"";"steve vizard decay";"Best";"4.515943";"Janeway Amiga Scene Demo Database";;;"Decay";;"Demo";"";;"10/90";"Steve Vizard Demo";;;"steve vizard demo stevevizarddemo decay stevevizarddemodecay"
"NoError, ClearMem";"Stop Fascism ? 1993 Alcatraz & Interactive";"1993 Alcatraz & Interactive";"whdload";"0";"Stop Fascism";"StopFascism";"566725";"S\StopFascism\StopFascism.Slave";"589824";"S\StopFascism";"393216";"StopFascism";"OCS/ECS";"";"";"";"";"";"stop fascism alcatraz interactive";"Exact";"100";"Pouet";"";"";"Alcatraz,Interactive";"s\stop-fascism-alcatraz-interactive";"demo";"";"http://content.pouet.net/files/screenshots/00008/00008675.gif";"february 1993";"Stop Fascism";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8675";"stop fascism stopfascism alcatraz interactive stopfascismalcatrazinteractive"
"NoError, EmulTrap, ClearMem";"Strange Music #1 ? 1991 Strange.";"1991 Strange";"whdload";"0";"Strange Music #1";"StrangeMusic1";"919741";"S\StrangeMusic1\StrangeMusic1.Slave";"0";"S\StrangeMusic1";"524288";"StrangeMusic1";"OCS/ECS";"";"";"";"";"";"strange music 1";"Best";"1.812762";"Pouet";"";"";"Willow (Amiga)";"s\strange-dream-1-willow-amiga";"demopack";"";"http://content.pouet.net/files/screenshots/00051/00051635.jpg";"1992";"Strange Dream #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51635";"strange dream #1 strangedream#1 willow amiga strangedream1willowamiga"
"NoError, EmulTrap, ClearMem";"Strange Music #2 ? 1991 Strange.";"1991 Strange";"whdload";"0";"Strange Music #2";"StrangeMusic2";"919712";"S\StrangeMusic2\StrangeMusic2.Slave";"0";"S\StrangeMusic2";"524288";"StrangeMusic2";"OCS/ECS";"";"";"";"";"";"strange music 2";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Strange";;"Musicdisk";"Hackerence 4 - Mai 1991";;"";"Strange Music 2";;;"strange music 2 strangemusic2 strange strangemusic2strange"
"NoError, EmulTrap, ClearMem";"Strange Music #3 ? 1991 Strange.";"1991 Strange";"whdload";"0";"Strange Music #3";"StrangeMusic3";"919819";"S\StrangeMusic3\StrangeMusic3.Slave";"0";"S\StrangeMusic3";"524288";"StrangeMusic3";"OCS/ECS";"";"";"";"";"";"strange music 3";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Strange";;"Musicdisk";"";;"";"Strange Music 3";;;"strange music 3 strangemusic3 strange strangemusic3strange"
"NoError, EmulTrap, ClearMem";"Subliminal Vision ? 1991 Bass.";"1991 Bass";"whdload";"0";"Subliminal Vision";"SubliminalVision";"919364";"S\SubliminalVision\SubliminalVision.Slave";"0";"S\SubliminalVision";"524288";"SubliminalVision";"OCS/ECS";"";"";"";"";"";"subliminal vision bass";"Exact";"100";"Pouet";"";"";"Bass";"s\subliminal-vision-bass";"demo";"";"http://content.pouet.net/files/screenshots/00048/00048942.gif";"1991";"Subliminal Vision";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48942";"subliminal vision subliminalvision bass subliminalvisionbass"
"Disk, NoError, EmulTrap";"Substance, ?1991 Quartex";"1991 Alliance Design / Quartex";"whdload";"0";"- Substance -";"Substance";"372836";"S\Substance\Substance.Slave";"0";"S\Substance";"1048576";"Substance";"OCS/ECS";"";"";"";"";"";"substance alliance design quartex";"Best";"4.94202";"Pouet";"amiga demo";"2nd";"Quartex,Alliance design";"s\substance-quartex-alliance-design_#2";"demo";"Amiga Summit Convention 1991";"http://content.pouet.net/files/screenshots/00003/00003017.png";"april 1991";"Substance";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3017";"substance substance quartex alliance design substancequartexalliancedesign"
"NoError, EmulTrap";"Subtle Shades ? 1993 Nuance - 1 disk";"1993 Nuance";"whdload";"0";"Subtle Shades";"SubtleShades";"919610";"S\SubtleShades\SubtleShades.Slave";"905216";"S\SubtleShades";"1048576";"SubtleShades";"OCS/ECS";"";"";"";"";"";"subtle shades nuance";"Exact";"100";"Pouet";"amiga demo";"2nd";"Nuance";"s\subtle-shades-nuance";"demo";"680xx Convention 1993";"http://content.pouet.net/files/screenshots/00007/00007671.jpg";"july 1993";"subtle shades";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=7671";"subtle shades subtleshades nuance subtleshadesnuance"
"NoError, Req68020, ReqAGA, ClearMem";"Sumea ? 1996 Virtual Dreams";"1996 Virtual Dreams";"whdload";"0";"Sumea";"SumeaAGA";"3343240";"S\SumeaAGA\SumeaAGA.Slave";"3407872";"S\SumeaAGA";"786432";"Sumea";"AGA";"";"";"";"";"";"sumea aga virtual dreams";"Best";"3.089079";"Pouet";"amiga demo";"1st";"Virtual Dreams,Fairlight";"s\sumea-virtual-dreams-fairlight_#2";"demo";"Assembly 1996";"http://content.pouet.net/files/screenshots/00001/00001154.jpg";"august 1996";"sumea";"Amiga AGA";"http://www.pouet.net/prod.php?which=1154";"sumea sumea virtual dreams fairlight sumeavirtualdreamsfairlight"
"NoError, Req68020, ReqAGA, ClearMem";"Sun ? 1996 TRSI";"1996 TRSI";"whdload";"0";"Sun";"SunAGA";"1730384";"S\SunAGA\SunAGA.Slave";"4096";"S\SunAGA";"1232896";"Sun";"AGA";"";"";"";"";"";"sun aga trsi";"Best";"2.572891";"Janeway Amiga Scene Demo Database";;;"TRSI";;"Slideshow";"";;"4/95";"Sun";;;"sun sun trsi suntrsi"
"NoError, EmulTrap, ClearMem";"Sunset Glow ? 1988 Thrust.";"1988 Thrust";"whdload";"0";"Sunset Glow";"SunsetGlow";"125223";"S\SunsetGlow\SunsetGlow.Slave";"0";"S\SunsetGlow";"524288";"SunsetGlow";"OCS/ECS";"";"";"";"";"";"sunset glow thrust";"Exact";"100";"Pouet";"";"";"thrust";"s\sunset-glow-thrust";"demo";"";"http://content.pouet.net/files/screenshots/00018/00018963.jpg";"1988";"Sunset glow";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18963";"sunset glow sunsetglow thrust sunsetglowthrust"
"NoError";"Sweet Music music disk by Crusaders (c) 1990 - 1 disk.";"";"whdload";"0";"";"SweetMusic";"922626";"S\SweetMusic\SweetMusic.slave";"";"S\SweetMusic";"524288";"SweetMusic";"OCS/ECS";"";"";"";"";"";"sweet music";"Exact";"100";"Pouet";"";"";"Crusaders";"s\sweet-music-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005501.gif";"december 1990";"sweet music";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5501";"sweet music sweetmusic crusaders sweetmusiccrusaders"
