"Compo";"Rank";"Groups";"ProductionPath";"Type";"Party";"ScreenshotUrl";"Date";"Name";"Platform";"ProductionUrl"
"";"";"Rebels";"w\what-cha-want-06-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00021/00021605.png";"n/a";"What 'Cha Want #06";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21605"
"";"";"Rebels";"w\what-cha-want-15-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00048/00048439.jpg";"n/a";"what 'cha want #15";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48439"
"";"";"Rebels";"w\what-cha-want-16-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00048/00048443.jpg";"n/a";"what 'cha want #16";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48443"
"";"";"Rebels";"w\what-cha-want-17-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00048/00048442.jpg";"n/a";"what 'cha want #17";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48442"
"";"";"Rebels";"w\what-cha-want-18-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00048/00048440.jpg";"n/a";"what 'cha want #18";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48440"
"";"";"Rebels";"w\what-cha-want-19-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00048/00048441.jpg";"n/a";"what 'cha want #19";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48441"
"";"";"Rebels";"w\what-cha-want-21-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00021/00021606.png";"n/a";"What 'Cha Want #21";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21606"
"";"";"Rebels";"w\what-the-fuck-is-that-2-rebels";"demopack";"";"http://content.pouet.net/files/screenshots/00048/00048438.png";"n/a";"What the fuck is that??? #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48438"
"amiga demo";"n/a";"Rebels";"w\wheels-of-steel-rebels";"demo";"Bamiga Sector 1 and Warfalcons Party 1989";"http://content.pouet.net/files/screenshots/00001/00001647.png";"february 1989";"Wheels of Steel";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=1647"
"";"";"Rebels";"w\wildside-rebels";"bbstro";"";"http://content.pouet.net/files/screenshots/00002/00002732.png";"n/a";"wildside";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2732"
"";"";"Rebels";"w\wonderland-rebels";"bbstro";"";"http://content.pouet.net/files/screenshots/00002/00002712.gif";"march 1991";"wonderland";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2712"
"";"";"Recall (Amiga)";"e\eastern-energy-recall-amiga";"intro";"";"http://content.pouet.net/files/screenshots/00024/00024106.png";"1993";"Eastern Energy";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=24106"
"";"";"Recall (Amiga)";"m\musicdisk-preview-recall-amiga";"intro";"";"http://content.pouet.net/files/screenshots/00029/00029180.png";"n/a";"musicdisk preview";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=29180"
"";"";"Recall (Amiga)";"r\rave-nation-recall-amiga";"musicdisk";"";"http://content.pouet.net/files/screenshots/00024/00024105.png";"1993";"Rave Nation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=24105"
"n/a";"n/a";"Red Sector Inc.,TCC";"c\cebird-red-sector-inc-tcc";"demo";"CeBIT 1992";"http://content.pouet.net/files/screenshots/00016/00016957.jpg";"march 1992";"CeBird";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16957"
"amiga demo";"1st";"Red Sector Inc.";"c\cebit-demo-90-revenge-of-babbnaasen-red-sector-inc";"demo";"CeBIT Demo Competition 1990";"http://content.pouet.net/files/screenshots/00003/00003024.png";"march 1990";"Cebit demo 90 - Revenge of babbnaasen";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3024"
"";"";"Red Sector Inc.,Defjam";"c\cinemascope-red-sector-inc-defjam_#2";"cracktro";"";"http://content.pouet.net/files/screenshots/00067/00067256.gif";"1990";"Cinemascope";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67256"
"";"";"Red Sector Inc.";"c\commando-100-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00015/00015963.jpg";"november 1989";"Commando 100";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=15963"
"";"";"Red Sector Inc.";"c\cracks-intro-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00025/00025577.jpg";"n/a";"Cracks intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=25577"
"combined demo";"1st";"Red Sector Inc.";"c\cresta-red-sector-inc";"dentro";"7DX 2015";"http://content.pouet.net/files/screenshots/00065/00065268.png";"march 2015";"Cresta";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65268"
"";"";"Red Sector Inc.";"c\criminal-issue-1-red-sector-inc";"diskmag";"";"http://content.pouet.net/files/screenshots/00031/00031981.png";"february 1990";"Criminal issue #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31981"
"";"";"Red Sector Inc.";"c\criminal-one-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00006/00006924.jpg";"n/a";"criminal one";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=6924"
"";"";"Red Sector Inc.,TCC";"d\demomaker-red-sector-inc-tcc";"demotool";"";"http://content.pouet.net/files/screenshots/00012/00012558.jpg";"february 1991";"DemoMaker";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12558"
"";"";"Red Sector Inc.";"d\demomaker-red-sector-inc";"bbstro";"";"http://content.pouet.net/files/screenshots/00029/00029178.png";"n/a";"demomaker";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=29178"
"";"";"Red Sector Inc.";"d\dragons-lair-trainer-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00016/00016959.jpg";"1989";"Dragon's Lair Trainer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16959"
"";"";"Red Sector Inc.";"f\ferrari-formula-one-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00055/00055665.png";"april 1987";"Ferrari Formula One";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55665"
"";"";"Red Sector Inc.";"f\flash-packer-v14-red-sector-inc";"demotool";"";"http://content.pouet.net/files/screenshots/00047/00047981.png";"1988";"Flash packer v1.4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=47981"
"";"";"Red Sector Inc.";"f\follow-me-red-sector-inc";"demo";"";"http://content.pouet.net/files/screenshots/00003/00003117.png";"1990";"Follow Me";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3117"
"";"";"Red Sector Inc.";"l\letter-writer-20-red-sector-inc";"intro";"";"http://content.pouet.net/files/screenshots/00025/00025576.jpg";"n/a";"Letter Writer 2.0";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=25576"
"";"";"Red Sector Inc.";"m\martin-galway-music-show-red-sector-inc";"musicdisk";"";"http://content.pouet.net/files/screenshots/00006/00006930.jpg";"january 1990";"martin galway music show";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=6930"
"amiga demo";"1st";"Red Sector Inc.";"m\megademo-red-sector-inc";"demo";"Tristar Party 1989";"http://content.pouet.net/files/screenshots/00003/00003119.gif";"september 1989";"Megademo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3119"
"";"";"Defjam,Red Sector Inc.";"m\megademo-v10-defjam-red-sector-inc_#2";"demo";"";"http://content.pouet.net/files/screenshots/00020/00020591.png";"1988";"Megademo v1.0";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=20591"
"";"";"Red Sector Inc.,Paradox";"n\news-on-tour-7-red-sector-inc-paradox_#2";"diskmag";"";"http://content.pouet.net/files/screenshots/00049/00049589.jpg";"may 1990";"News on tour #7";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49589"
"";"";"Red Sector Inc.";"p\packdisks-intro-red-sector-inc";"intro";"";"http://content.pouet.net/files/screenshots/00025/00025575.jpg";"1988";"Packdisks Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=25575"
"";"";"Red Sector Inc.,The Jungle Command";"r\red-sector-intro-red-sector-inc-the-jungle-command";"intro";"";"http://content.pouet.net/files/screenshots/00025/00025574.jpg";"1988";"Red Sector Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=25574"
"";"";"Red Sector Inc.";"r\return-to-genesis-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027207.jpg";"1988";"Return to Genesis";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27207"
"";"";"Red Sector Inc.,Defjam";"s\speedball-red-sector-inc-defjam_#2";"cracktro";"";"http://content.pouet.net/files/screenshots/00010/00010365.gif";"1988";"Speedball";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10365"
"";"";"Red Sector Inc.";"s\ssdpcm-mp-red-sector-inc";"demo";"";"http://content.pouet.net/files/screenshots/00065/00065976.gif";"july 2015";"Ssdpcm-mp";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65976"
"";"";"Red Sector Inc.";"s\starray-trainer-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00051/00051699.png";"1988";"Starray trainer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51699"
"";"";"Red Sector Inc.";"s\stryx-trainer-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027258.png";"1990";"Stryx trainer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27258"
"";"";"Red Sector Inc.";"t\t-shirts-red-sector-inc";"demo";"";"http://content.pouet.net/files/screenshots/00029/00029177.png";"n/a";"T-shirts";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=29177"
"";"";"Red Sector Inc.,Defjam,Sinners";"t\the-classic-red-sector-inc-defjam-sinners_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00011/00011097.png";"december 1988";"The Classic";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11097"
"";"";"Red Sector Inc.";"t\the-return-red-sector-inc";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009685.png";"january 1989";"the return";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9685"
"";"";"Sinners,Red Sector Inc.";"u\update-intro-sinners-red-sector-inc";"intro";"";"http://content.pouet.net/files/screenshots/00053/00053750.png";"1988";"Update intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53750"
"zx enhanced demo";"1st";"Red Sector Inc.";"v\vectorize-red-sector-inc";"demo";"DiHalt Lite 2016";"http://content.pouet.net/files/screenshots/00066/00066795.png";"january 2016";"Vectorize";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66795"
"";"";"Red Sector Inc.";"w\westbank-red-sector-inc";"intro";"";"http://content.pouet.net/files/screenshots/00016/00016958.jpg";"october 1987";"WestBank";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16958"
"";"";"Red Sector Inc.";"w\wrangler-red-sector-inc";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027253.png";"1989";"Wrangler";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27253"
"";"";"Red Sector Inc.";"x\xenon-ii-musicripp-red-sector-inc";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012614.gif";"september 1989";"Xenon II Musicripp";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12614"
"";"";"redbullz";"r\redpack-4-redbullz";"musicdisk";"";"http://content.pouet.net/files/screenshots/00014/00014095.png";"n/a";"redpack #4";"Amiga AGA";"http://www.pouet.net/prod.php?which=14095"
"";"";"redbullz";"r\redpack-5-redbullz";"musicdisk";"";"http://content.pouet.net/files/screenshots/00014/00014096.png";"july 1998";"redpack #5";"Amiga AGA";"http://www.pouet.net/prod.php?which=14096"
"";"";"Redline";"c\c64-impossible-mission-scroller-redline";"intro";"";"http://content.pouet.net/files/screenshots/00021/00021569.png";"n/a";"C64 Impossible mission scroller";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21569"
"";"";"Redline";"f\first-demo-redline";"demo";"";"http://content.pouet.net/files/screenshots/00021/00021571.png";"n/a";"First demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21571"
"";"";"Redline";"f\first-intro-redline";"intro";"";"http://content.pouet.net/files/screenshots/00021/00021570.png";"n/a";"First intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21570"
"none";"n/a";"Rednex";"d\dansktoppen-7-intro-rednex";"intro";"The Gathering 1996";"http://content.pouet.net/files/screenshots/00015/00015613.jpg";"april 1996";"dansktoppen #7 intro";"Amiga AGA";"http://www.pouet.net/prod.php?which=15613"
"";"";"cult,Bacteria,Rednex";"d\digital-adventure-cult-bacteria-rednex_#3";"demo";"";"http://content.pouet.net/files/screenshots/00063/00063774.png";"n/a";"Digital Adventure";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63774"
"amiga demo";"7th";"Rednex";"d\digital-aggravation-rednex";"demo";"The Party 1991";"http://content.pouet.net/files/screenshots/00008/00008075.gif";"december 1991";"Digital Aggravation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8075"
"amiga 4k";"3rd";"Rednex";"d\dma-design-rednex";"4k";"The Gathering 1996";"http://content.pouet.net/files/screenshots/00056/00056678.jpg";"april 1996";"Dma Design";"Amiga AGA";"http://www.pouet.net/prod.php?which=56678"
"";"";"Traders Dream,Rednex";"d\dragonstone-traders-dream-rednex";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058625.png";"1994";"Dragonstone";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58625"
"amiga demo";"6th";"Rednex";"e\emptyhead-rednex";"demo";"The Party 1993";"http://content.pouet.net/files/screenshots/00010/00010234.gif";"december 1993";"Emptyhead";"Amiga AGA";"http://www.pouet.net/prod.php?which=10234"
"amiga demo";"5th";"Rednex";"q\quackbusted-2-rednex";"demo";"South Sealand Party 1994";"http://content.pouet.net/files/screenshots/00010/00010256.jpg";"june 1994";"Quackbusted 2";"Amiga AGA";"http://www.pouet.net/prod.php?which=10256"
"";"";"Rednex";"r\revival-intro-rednex";"intro";"";"http://content.pouet.net/files/screenshots/00052/00052643.jpg";"n/a";"Revival Intro";"Amiga AGA";"http://www.pouet.net/prod.php?which=52643"
"";"";"Movement,Rednex";"t\the-fishing-trip-part-iii-movement-rednex_#2";"invitation";"";"http://content.pouet.net/files/screenshots/00005/00005154.jpg";"1994";"The fishing-trip part III";"Amiga AGA";"http://www.pouet.net/prod.php?which=5154"
"";"";"Movement,Crystal,Rednex";"t\the-fishing-trip-trailer-movement-crystal-rednex_#3";"intro";"";"http://content.pouet.net/files/screenshots/00053/00053267.gif";"n/a";"The Fishing-Trip trailer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53267"
"amiga 64k";"3rd";"Redrats";"s\short-redrats";"64k";"Amiganica Hungarica 1997";"http://content.pouet.net/files/screenshots/00015/00015172.png";"november 1997";"Short";"Amiga AGA";"http://www.pouet.net/prod.php?which=15172"
"";"";"Reflect";"f\first-intro-reflect";"intro";"";"http://content.pouet.net/files/screenshots/00054/00054839.png";"april 1992";"First Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=54839"
"amiga demo";"1st";"Reflect";"s\sound-vision-reflect";"demo";"Assembly 1992";"http://content.pouet.net/files/screenshots/00005/00005458.png";"july 1992";"Sound Vision";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5458"
"";"";"Reflectors";"m\mutter-reflectors";"intro";"";"http://content.pouet.net/files/screenshots/00063/00063819.png";"n/a";"Mutter";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63819"
"";"";"Reflex (Amiga)";"e\escape-from-tharkan-reflex-amiga";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058595.png";"november 1990";"Escape From Tharkan";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58595"
"amiga 40k";"14th";"Reflex (Amiga)";"w\wormtro-reflex-amiga";"40k";"The Party 1992";"http://content.pouet.net/files/screenshots/00055/00055474.png";"december 1992";"Wormtro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55474"
"amiga demo";"4th";"Reflex (Amiga)";"x\xs-excess-reflex-amiga";"demo";"ECC 1993";"http://content.pouet.net/files/screenshots/00057/00057187.png";"august 1993";"XS Excess";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=57187"
"amiga demo";"1st";"Reform";"c\cubature-demorph-reform";"demo";"Amiga Workshop 1996";"http://content.pouet.net/files/screenshots/00058/00058481.jpg";"september 1996";"Cubature Demorph";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58481"
"";"";"Regency";"t\the-starting-intro-regency";"intro";"";"http://content.pouet.net/files/screenshots/00063/00063114.png";"n/a";"The Starting Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63114"
"";"";"Reggatta Software";"a\abracadabra-reggatta-software";"demo";"";"http://content.pouet.net/files/screenshots/00060/00060522.png";"1992";"Abracadabra";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=60522"
"amiga 64k";"4th";"Reksio Design";"s\slyboots-reksio-design";"64k";"Quast 1998";"http://content.pouet.net/files/screenshots/00015/00015196.png";"n/a";"slyboots";"Amiga AGA";"http://www.pouet.net/prod.php?which=15196"
"";"";"Rektum";"m\myth-no-aga-rektum";"intro";"";"http://content.pouet.net/files/screenshots/00007/00007592.jpg";"september 1995";"Myth no AgA";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=7592"
"";"";"relax";"f\first-intro-relax";"intro";"";"http://content.pouet.net/files/screenshots/00062/00062908.png";"may 1987";"First Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=62908"
"amiga demo";"n/a";"Relax (amiga)";"p\political-relax-amiga";"demo";"Anarchy Easter Party 1991";"http://content.pouet.net/files/screenshots/00032/00032135.png";"march 1991";"Political";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32135"
"";"";"Relay";"a\alfred-relay";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048852.png";"april 1991";"Alfred";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48852"
"";"";"Relay";"a\arsetro-relay";"intro";"";"http://content.pouet.net/files/screenshots/00048/00048885.png";"1992";"Arsetro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48885"
"";"";"Relay";"b\bernard-summer-1-relay";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048848.png";"april 1991";"Bernard Summer 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48848"
"";"";"Relay";"g\groovy-jives-3-relay";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048850.png";"november 1991";"Groovy Jives #3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48850"
"";"";"Relay";"l\loony-toones-relay";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048849.png";"october 1991";"Loony Toones";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48849"
"";"";"Relay";"m\merry-melodies-relay";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048851.png";"october 1991";"Merry Melodies";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48851"
"";"";"Relay";"n\new-intro-relay";"intro";"";"http://content.pouet.net/files/screenshots/00048/00048886.png";"1992";"New Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48886"
"";"";"Relay";"s\small-greets-relay";"intro";"";"http://content.pouet.net/files/screenshots/00048/00048847.png";"n/a";"Small greets";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48847"
"n/a";"n/a";"Dynamic Technologies,remedy";"h\happy-birthday-intro-dynamic-technologies-remedy_#2";"intro";"Ramses &amp";"http://content.pouet.net/files/screenshots/00049/00049631.gif";"march 1994";"Happy Birthday Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49631"
"";"";"remedy (amiga)";"0\2d-remedy-amiga";"demo";"";"http://content.pouet.net/files/screenshots/00008/00008864.gif";"february 1993";"2d";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8864"
"";"";"remedy (amiga)";"d\dynamix-remedy-amiga";"cracktro";"";"http://content.pouet.net/files/screenshots/00008/00008867.jpg";"n/a";"dynamix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8867"
"";"";"remedy (amiga)";"f\first-intro-remedy-amiga";"intro";"";"http://content.pouet.net/files/screenshots/00008/00008868.jpg";"october 1992";"first intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8868"
"amiga demo";"4th";"remedy (amiga)";"j\jumptro-remedy-amiga";"40k";"Sun&apos";"http://content.pouet.net/files/screenshots/00008/00008865.jpg";"july 1993";"jumptro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8865"
"amiga demo";"n/a";"remedy (amiga)";"t\trip-to-mars-remedy-amiga";"demo";"The Party 1994";"http://content.pouet.net/files/screenshots/00008/00008870.jpg";"december 1994";"trip to mars";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8870"
"n/a";"n/a";"remedy (amiga)";"w\waldtro-remedy-amiga";"intro";"680xx Convention 1993";"http://content.pouet.net/files/screenshots/00008/00008869.jpg";"july 1993";"waldtro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8869"
"amiga demo";"4th";"remedy (amiga)";"w\we-love-snails-remedy-amiga";"intro";"Sun&apos";"http://content.pouet.net/files/screenshots/00008/00008866.jpg";"july 1993";"we love snails";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8866"
"amiga demo";"5th";"replay";"w\we-love-you-replay";"64k";"The Party 1999";"http://content.pouet.net/files/screenshots/00005/00005007.jpg";"december 1999";"we love you";"Amiga AGA";"http://www.pouet.net/prod.php?which=5007"
"amiga 64k";"7th";"replay";"w\wx-co-123-replay";"64k";"Assembly 1999";"http://content.pouet.net/files/screenshots/00012/00012314.png";"august 1999";"wx-co 123";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12314"
"pc demo";"2nd";"Residue";"t\the-gdp-of-taiwan-residue";"demo";"Sundown 2010";"http://content.pouet.net/files/screenshots/00055/00055779.png";"september 2010";"The GDP of Taiwan";"Windows,Amiga PPC/RTG";"http://www.pouet.net/prod.php?which=55779"
"";"";"Resistance";"a\apano-sin-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004799.gif";"september 2000";"Apano Sin";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4799"
"";"";"Resistance";"a\arteffect-4-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00024/00024673.jpg";"2000";"ArtEffect 4";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=24673"
"";"";"Resistance";"b\booze-till-you-die-in-y2k-resistance";"intro";"";"http://content.pouet.net/files/screenshots/00007/00007716.jpg";"january 2000";"booze till you die in y2k";"Amiga AGA";"http://www.pouet.net/prod.php?which=7716"
"";"";"Resistance";"c\cracktro-1-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004797.gif";"n/a";"cracktro #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4797"
"";"";"Resistance";"c\cracktro-2-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004798.gif";"n/a";"cracktro #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4798"
"";"";"Resistance";"c\cracktro-4-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004800.gif";"n/a";"cracktro #4";"Amiga AGA";"http://www.pouet.net/prod.php?which=4800"
"";"";"Resistance";"c\cracktro-5-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004801.gif";"n/a";"cracktro #5";"Amiga AGA";"http://www.pouet.net/prod.php?which=4801"
"";"";"Resistance";"c\cracktro-6-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004802.gif";"n/a";"cracktro #6";"Amiga AGA";"http://www.pouet.net/prod.php?which=4802"
"";"";"Resistance";"c\cracktro-7-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00004/00004803.gif";"n/a";"cracktro #7";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4803"
"";"";"Resistance";"c\cracktro-8-resistance";"cracktro";"";"http://content.pouet.net/files/screenshots/00007/00007714.gif";"n/a";"cracktro #8";"Amiga AGA";"http://www.pouet.net/prod.php?which=7714"
"wild demo";"4th";"Resistance";"d\donkey-downfall-resistance";"game";"Solskogen 2014";"http://content.pouet.net/files/screenshots/00063/00063736.jpg";"july 2014";"Donkey Downfall";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63736"
"wild demo";"3rd";"Resistance";"f\flappy-bird-resistance";"game";"Solskogen 2014";"http://content.pouet.net/files/screenshots/00063/00063735.jpg";"july 2014";"Flappy Bird";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63735"
"combined demo";"13th";"Resistance";"k\kuck-i-rompa-resistance";"intro";"The Party 2001";"http://content.pouet.net/files/screenshots/00004/00004787.gif";"december 2001";"kuck i rompa";"Amiga AGA";"http://www.pouet.net/prod.php?which=4787"
"oldskool demo";"1st";"Resistance";"o\oldskool-resistance";"intro";"Solskogen 2011";"http://content.pouet.net/files/screenshots/00057/00057307.png";"july 2011";"Oldskool";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=57307"
"amiga demo";"5th";"Resistance";"p\pentacolor-resistance";"intro";"Gerp 2014";"http://content.pouet.net/files/screenshots/00064/00064075.png";"september 2014";"PentaColor";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64075"
"combined 64k/4k";"4th";"Resistance";"r\resist-resistance";"64k";"Solskogen 2012";"http://content.pouet.net/files/screenshots/00059/00059474.jpg";"july 2012";"Resist";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=59474"
"amiga demo";"4th";"Resistance";"r\rse20-resistance";"intro";"RetroKomp / LOAD  ERROR 2015";"http://content.pouet.net/files/screenshots/00066/00066524.jpg";"october 2015";"RSE20";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66524"
"wild demo";"3rd";"Resistance";"s\summerchip-resistance";"musicdisk";"Solskogen 2016";"http://content.pouet.net/files/screenshots/00067/00067809.png";"july 2016";"Summerchip";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67809"
"oldskool demo";"3rd";"Resistance,Wanted Team";"s\sun-candy-resistance-wanted-team";"demo";"Solskogen 2014";"http://content.pouet.net/files/screenshots/00063/00063723.jpg";"july 2014";"Sun Candy";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63723"
"";"";"nightfall,resolution 101";"c\circle-bobs-nightfall-resolution-101_#2";"intro";"";"http://content.pouet.net/files/screenshots/00032/00032915.png";"n/a";"Circle Bobs";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32915"
"";"";"resolution 101";"d\dragon-fighter-playable-demo-resolution-101";"cracktro";"";"http://content.pouet.net/files/screenshots/00012/00012745.jpg";"july 1991";"dragon fighter playable demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12745"
"";"";"nightfall,resolution 101";"t\tilt-nightfall-resolution-101_#2";"cracktro";"";"http://content.pouet.net/files/screenshots/00051/00051680.png";"1991";"Tilt";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51680"
