"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName";"SetName"
"SphericalDreams\SphericalDreams.Slave";"NoError, EmulTrap, ClearMem";"Tuneshow IV - Spherical Dreams";"Tuneshow IV - Spherical Dreams";"1990 The Acoustic Revolution";"0";"S\SphericalDreams_v1.0_AcousticRevolution.lha";"SphericalDreams";"SphericalDreams";"0";"whdload";"524288";"920208";"SphericalDreams";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stag1\Stag1.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag1_v1.1_BnK.lha";"Stag1";"Stag1";"0";"whdload";"524288";"926758";"Stag1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stag2\Stag2.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag2_v1.1_BnK.lha";"Stag2";"Stag2";"0";"whdload";"524288";"926758";"Stag2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stag3\Stag3.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag3_v1.1_BnK.lha";"Stag3";"Stag3";"0";"whdload";"524288";"926758";"Stag3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stag4\Stag4.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag4_v1.1_BnK.lha";"Stag4";"Stag4";"0";"whdload";"524288";"926758";"Stag4";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stag5\Stag5.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag5_v1.1_BnK.lha";"Stag5";"Stag5";"0";"whdload";"524288";"926758";"Stag5";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stag6\Stag6.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\Stag6_v1.1_BnK.lha";"Stag6";"Stag6";"0";"whdload";"524288";"926758";"Stag6";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StagExtra\StagExtra.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\StagExtra_v1.1_BnK.lha";"StagExtra";"StagExtra";"0";"whdload";"524288";"926762";"StagExtra";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StagSeries\StagSeries.slave";"NoError, EmulTrap";"Stag Series by BnK (c) 19??.";"Stag Series";"Bnk";"0";"S\StagSeries_v1.1_BnK.lha";"StagSeries";"StagSeries";"0";"whdload";"524288";"6468605";"StagSeries";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Stateline\Stateline.Slave";"NoError, EmulTrap, ClearMem";"Stateline ? 1992 Complex.";"Stateline";"1992 Complex";"0";"S\Stateline_v1.0_Complex.lha";"Stateline";"Stateline";"0";"whdload";"524288";"698285";"Stateline";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StatusQuo\StatusQuo.Slave";"Disk";"Status Quo from Mad Elks (1 disk).";"Status Quo";"Mad Elks";"0";"S\StatusQuo_v1.0_MadElks.lha";"StatusQuo";"StatusQuo";"0";"whdload";"524288";"908128";"StatusQuo";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StereoSounds\StereoSounds.Slave";"NoError, EmulTrap, ClearMem";"Stereo Sounds ? 1991 Eon.";"Stereo Sounds";"1991 Eon";"0";"S\StereoSounds_v1.0_Eon.lha";"StereoSounds";"StereoSounds";"0";"whdload";"524288";"920805";"StereoSounds";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StrangeMusic1\StrangeMusic1.Slave";"NoError, EmulTrap, ClearMem";"Strange Music #1 ? 1991 Strange.";"Strange Music #1";"1991 Strange";"0";"S\StrangeMusic1_v1.0_Strange.lha";"StrangeMusic1";"StrangeMusic1";"0";"whdload";"524288";"919741";"StrangeMusic1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StrangeMusic2\StrangeMusic2.Slave";"NoError, EmulTrap, ClearMem";"Strange Music #2 ? 1991 Strange.";"Strange Music #2";"1991 Strange";"0";"S\StrangeMusic2_v1.0_Strange.lha";"StrangeMusic2";"StrangeMusic2";"0";"whdload";"524288";"919712";"StrangeMusic2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"StrangeMusic3\StrangeMusic3.Slave";"NoError, EmulTrap, ClearMem";"Strange Music #3 ? 1991 Strange.";"Strange Music #3";"1991 Strange";"0";"S\StrangeMusic3_v1.0_Strange.lha";"StrangeMusic3";"StrangeMusic3";"0";"whdload";"524288";"919819";"StrangeMusic3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SubliminalVision\SubliminalVision.Slave";"NoError, EmulTrap, ClearMem";"Subliminal Vision ? 1991 Bass.";"Subliminal Vision";"1991 Bass";"0";"S\SubliminalVision_v1.0_Bass.lha";"SubliminalVision";"SubliminalVision";"0";"whdload";"524288";"919364";"SubliminalVision";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SunsetGlow\SunsetGlow.Slave";"NoError, EmulTrap, ClearMem";"Sunset Glow ? 1988 Thrust.";"Sunset Glow";"1988 Thrust";"0";"S\SunsetGlow_v1.0_Thrust.lha";"SunsetGlow";"SunsetGlow";"0";"whdload";"524288";"125223";"SunsetGlow";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SunTracker2\SunTracker2.Slave";"NoError, EmulTrap, ClearMem";"Sun Tracker 2 ? 1990 Analog, Powerlords, Demons.";"Sun Tracker 2";"1990 Analog, Powerlords, Demons";"0";"S\SunTracker2_v1.0_Analog&Powerlords&Demons.lha";"SunTracker2";"SunTracker2";"0";"whdload";"524288";"921835";"SunTracker2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SweetMusic\SweetMusic.slave";"NoError, EmulTrap, ClearMem";"Sweet Music ? 1990 Crusaders.";"Sweet Music";"1990 Crusaders";"0";"S\SweetMusic_v1.1_Crusaders.lha";"SweetMusic";"SweetMusic";"0";"whdload";"524288";"917621";"SweetMusic";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Synthesis\Synthesis.Slave";"NoError, EmulTrap, ClearMem";"Synthesis ? 1990 Underground";"Synthesis";"1990 Underground";"4096";"S\Synthesis_v1.0_Underground.lha";"Synthesis";"Synthesis";"0";"whdload";"524288";"134966";"Synthesis";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SyntheticPower\SyntheticPower.Slave";"NoError, EmulTrap, ClearMem";"Synthetic Power ? 1990 Cave.";"Synthetic Power";"1990 Cave";"0";"S\SyntheticPower_v1.0_Cave.lha";"SyntheticPower";"SyntheticPower";"0";"whdload";"524288";"317331";"SyntheticPower";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SyntheticVibes\SyntheticVibes.Slave";"NoError, EmulTrap, ClearMem";"Synthetic Vibes 1991 Quartz.";"Synthetic Vibes";"1991 Quartz";"0";"S\SyntheticVibes_v1.0_Quartz.lha";"SyntheticVibes";"SyntheticVibes";"0";"whdload";"524288";"870197";"SyntheticVibes";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SystemViolation\SystemViolation.Slave";"NoError";"System Violation ? 1991 Anarchy - 1 disk";"System Violation";"1991 Anarchy";"0";"S\SystemViolation_v1.1_Anarchy.lha";"SystemViolation";"SystemViolation";"0";"whdload";"524288";"920917";"SystemViolation";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Tag\Tag.Slave";"NoError, EmulTrap, ClearMem";"Tag ? 1993 Jetset & Skid Row.";"Tag";"1993 Jetset & Skid Row";"0";"T\Tag_v1.0_Jetset&SkidRow.lha";"Tag";"Tag";"0";"whdload";"524288";"397581";"Tag";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Talktime1\Talktime1.Slave";"NoError";"Talktime #1 ? 1993 Essence";"Talktime #1";"1994 Essence";"36864";"T\Talktime1_v1.0_Essence.lha";"Talktime1";"Talktime1";"0";"whdload";"458752";"65198";"Talktime1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Technomania\Technomania.Slave";"NoError, ClearMem";"Technomania ? 1991 Shining 8";"Technomania";"1991 Shining 8";"4096";"T\Technomania_v1.0_Shining8.lha";"Technomania";"Technomania";"0";"whdload";"524288";"923557";"Technomania";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Technomania2\Technomania2.Slave";"NoError, ClearMem";"Technomania 2 ? 1992 Shining 8";"Technomania 2";"1992 Shining 8";"4096";"T\Technomania2_v1.0_Shining8.lha";"Technomania2";"Technomania2";"0";"whdload";"524288";"925388";"Technomania2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TechnoTrance\TechnoTrance.slave";"NoError, EmulTrap, ClearMem";"Techno Trance ? 1991 Bastards.";"Techno Trance";"1991 Bastards";"0";"T\TechnoTrance_v1.1_Bastards.lha";"TechnoTrance";"TechnoTrance";"0";"whdload";"524288";"920034";"TechnoTrance";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TechnoTrance3\TechnoTrance3.slave";"NoError, EmulTrap, ClearMem";"Techno Trance III ? 1992 Bastards.";"Techno Trance III";"1992 Bastards";"0";"T\TechnoTrance3_v1.1_Bastards.lha";"TechnoTrance3";"TechnoTrance3";"0";"whdload";"524288";"919914";"TechnoTrance3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Techtech\Techtech.Slave";"NoError, EmulTrap, ClearMem";"Techtech ? 1987 Sodan & Magician 42.";"Techtech";"1987 Sodan & Magician 42";"0";"T\Techtech_v1.0_Sodan&Magician42.lha";"Techtech";"Techtech";"0";"whdload";"524288";"921851";"Techtech";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Tekknobert\Tekknobert.Slave";"NoError, EmulTrap, ClearMem";"Tekknobert-The Final Collapse ? 1992 Wildfire.";"Tekknobert-The Final Collapse";"1992 Wildfire";"0";"T\Tekknobert_v1.0_Wildfire.lha";"Tekknobert";"Tekknobert";"0";"whdload";"524288";"919945";"Tekknobert";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TeraTunes\TeraTunes.Slave";"NoError, EmulTrap, ClearMem";"Tera Tunes Volume 1 ? 1989 The Giants.";"Tera Tunes Volume 1";"1989 The Giants";"0";"T\TeraTunes_v1.0_Giants.lha";"TeraTunes";"TeraTunes";"0";"whdload";"524288";"836994";"TeraTunes";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TeraTunes2\TeraTunes2.Slave";"NoError, EmulTrap, ClearMem";"Tera Tunes 2 ? 1990 Team-X.";"Tera Tunes 2";"1990 Team-X";"0";"T\TeraTunes2_v1.0_TeamX.lha";"TeraTunes2";"TeraTunes2";"0";"whdload";"524288";"1096672";"TeraTunes2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TerminalFuckup\TerminalFuckup.Slave";"NoError, ClearMem";"Terminal Fuckup ? 1993 Sanity";"Terminal Fuckup";"1993 Sanity";"4096";"T\TerminalFuckup_v1.0_Sanity.lha";"TerminalFuckup";"TerminalFuckup";"0";"whdload";"524288";"168278";"TerminalFuckup";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Testament\Testament.Slave";"NoError, EmulTrap, ClearMem";"Testament 1992 Katharsis.";"Testament";"1992 Katharsis";"0";"T\Testament_v1.0_Katharsis.lha";"Testament";"Testament";"0";"whdload";"524288";"921729";"Testament";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ThalionSoundDemo\ThalionSoundDemo.slave";"Disk, NoError, EmulTrap";"Thalion Sound Demo ? 1989 Thalion";"Thalion Sound Demo";"1989 Thalion";"0";"T\ThalionSoundDemo_v1.0_Thalion.lha";"ThalionSoundDemo";"ThalionSoundDemo";"0";"whdload";"524288";"916670";"ThalionSound";"OCS/ECS";"";"";"Demo";"";"";"A-Demos";"Demos"
"ThirdDimension\ThirdDimension.Slave";"NoError, EmulTrap";"3rd Dimension (c) 1990 Crytoburners - 1 file.";"Third Dimension";"1990 Cryptoburners";"4096";"T\ThirdDimension_v1.0_Cryptoburners.lha";"ThirdDimension";"ThirdDimension";"0";"whdload";"524288";"338825";"ThirdDimension";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TitanTrax\TitanTrax.Slave";"NoError, ClearMem";"Titan Trax #1 1989 Titanics.";"Titan Trax #1";"1989 Titanics";"0";"T\TitanTrax_v1.02_Titanics.lha";"TitanTrax";"TitanTrax";"0";"whdload";"524288";"798772";"TitanTrax";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ToxicWaste\ToxicWaste.Slave";"NoError, ClearMem";"Toxic Waste ? 1991 Mirage.";"Toxic Waste";"1991 Mirage";"0";"T\ToxicWaste_v1.0_Mirage&UnitedGraphicArtists.lha";"ToxicWaste";"ToxicWaste";"0";"whdload";"524288";"1826388";"ToxicWaste";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ToxicZiemniak\ToxicZiemniak.Slave";"NoError, EmulTrap, ClearMem";"Toxic Ziemniak ? 1992 Alchemy.";"Toxic Ziemniak";"1992 Alchemy";"0";"T\ToxicZiemniak_v1.0_Alchemy.lha";"ToxicZiemniak";"ToxicZiemniak";"0";"whdload";"524288";"449267";"ToxicZiemniak";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Trash\Trash.Slave";"NoError, EmulTrap, ClearMem";"Trash ? 1992 Digital";"Trash";"1992 Digital";"4096";"T\Trash_v1.0_Digital.lha";"Trash";"Trash";"0";"whdload";"524288";"334337";"Trash";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Trashcan\Trashcan.Slave";"NoError, ClearMem";"Trashcan ? 1990 Wizzcat";"Trashcan";"1990 Wizzcat";"0";"T\Trashcan_v1.0_Wizzcat.lha";"Trashcan";"Trashcan";"0";"whdload";"524288";"349148";"Trashcan";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TropicalSunset\TropicalSunset.Slave";"NoError, EmulTrap, ClearMem";"Tropical Sunset ? 1990 The Silents.";"Tropical Sunset";"1990 The Silents";"0";"T\TropicalSunset_v1.0_Silents.lha";"TropicalSunset";"TropicalSunset";"0";"whdload";"524288";"343940";"TropicalSunset";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TuneDisk1\TuneDisk1.Slave";"NoError, EmulTrap, ClearMem";"Tune Disk #1 ? 1990 Concept";"Tune disk #1";"1990 Concept";"4096";"T\TuneDisk1_v1.0_Concept.lha";"TuneDisk1";"TuneDisk1";"0";"whdload";"524288";"2728453";"TuneDisk1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TuneShow2\TuneShow2.slave";"NoError, EmulTrap, ClearMem";"Tune Show 2 ? 1989 Prophets AG & The Acoustic Revolution.";"Tune Show 2";"1989 Prophets AG & The Acoustic Revolution";"0";"T\TuneShow2_v1.01_ProphetsAG&AcousticRevolution.lha";"TuneShow2";"TuneShow2";"0";"whdload";"524288";"1825460";"TuneShow2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TuneShow3\TuneShow3.Slave";"NoError, EmulTrap, ClearMem";"Tuneshow III ? 1990 The Acoustic Revolution";"Tuneshow III";"1990 The Acoustic Revolution";"0";"T\TuneShow3_v1.0_AcousticRevolution.lha";"TuneShow3";"TuneShow3";"0";"whdload";"524288";"2723301";"TuneShow3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Turmoil\Turmoil.slave";"Disk, NoError";"Turmoil ? 1991 Sanity (1 disk)";"Turmoil";"1991 Sanity";"4096";"T\Turmoil_v1.1_Sanity.lha";"Turmoil";"Turmoil";"0";"whdload";"524288";"912343";"Turmoil";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TurricanMusicDisk\TurricanMusicDisk.slave";"Disk, NoError";"Turrican MusicDisk ? 1991 Andromeda (1 disk)";" Turrican Music-Disk ";"1991 Andromeda";"4096";"T\TurricanMusicDisk_v1.0_Andromeda.lha";"TurricanMusicDisk";"TurricanMusicDisk";"0";"whdload";"524288";"909544";"TurricanMusicDisk";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TurricanMusicShow\TurricanMusicShow.Slave";"NoError, ClearMem";"Turrican Music-Show ? 1990 Spreadpoint";"Turrican Music-Show";"1990 Spreadpoint";"4096";"T\TurricanMusicShow_v1.0_Spreadpoint.lha";"TurricanMusicShow";"TurricanMusicShow";"0";"whdload";"352256";"244131";"TurricanMusicShow";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"TympanicMembrane\TympanicMembrane.Slave";"NoError, EmulTrap, ClearMem";"Tympanic Membrane ? 1993 Panacea.";"Tympanic Membrane";"1993 Panacea";"0";"T\TympanicMembrane_v1.0_Panacea.lha";"TympanicMembrane";"TympanicMembrane";"0";"whdload";"524288";"505315";"TympanicMembrane";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Ufonix\Ufonix.Slave";"NoError, EmulTrap, ClearMem";"Ufonix ? 1990 Enigma.";"Ufonix";"1990 Enigma";"0";"U\Ufonix_v1.0_Enigma.lha";"Ufonix";"Ufonix";"0";"whdload";"524288";"920459";"Ufonix";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"UltimateGameBoySimulator\UltimateGameBoySimulator.Slave";"Disk, NoError, EmulTrap";"The Ultimate Gameboy Simulator, ?1992 Symbiosis";"Ultimate Gameboy Simulator";"1992 Symbiosis";"0";"U\UltimateGameBoySimulator_v1.0_Symbiosis.lha";"UltimateGameBoySimulator";"UltimateGameBoySimulator";"0";"whdload";"524288";"930069";"UltimateGameBoySimulator";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Unbelievable\Unbelievable.Slave";"NoError, ClearMem";"Unbelievable ? 1992 Atomic.";"Unbelievable";"1992 Atomic";"0";"U\Unbelievable_v1.0_Atomic.lha";"Unbelievable";"Unbelievable";"0";"whdload";"524288";"920974";"Unbelievable";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"UniversalIntensity\UniversalIntensity.Slave";"NoError, EmulTrap, ClearMem";"Universal Intensity ? 1991 Complex.";"Universal Intensity";"1991 Complex";"0";"U\UniversalIntensity_v1.0_Complex.lha";"UniversalIntensity";"UniversalIntensity";"0";"whdload";"524288";"694545";"UniversalIntensity";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Unleashed\Unleashed.Slave";"NoError, EmulTrap, ClearMem";"Unleashed ? 1993 Insane.";"Unleashed";"1993 Insane";"0";"U\Unleashed_v1.0_Insane.lha";"Unleashed";"Unleashed";"0";"whdload";"524288";"1821852";"Unleashed";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VaginalMassacre\VaginalMassacre.slave";"NoError, EmulTrap, ClearMem";"Vaginal Massacre ? 1993 U.D.O.";"Vaginal Massacre";"1993 U.D.O.";"0";"V\VaginalMassacre_v1.01_UDO.lha";"VaginalMassacre";"VaginalMassacre";"0";"whdload";"524288";"229770";"VaginalMassacre";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VectorBalls\VectorBalls.slave";"NoError";"";"Vector Balls";"Hypnosis";"0";"V\VectorBalls_v1.0_Hypnosis.lha";"VectorBalls";"VectorBalls";"0";"whdload";"524288";"266897";"VectorBalls";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VectorBobDemo\VectorBobDemo.slave";"NoError";"VectorBob Demo, ?1990 Dual-Crew";"VectorBob Demo";"1990 Dual-Crew";"0";"V\VectorBobDemo_v1.0_DualCrew.lha";"VectorBobDemo";"VectorBobDemo";"0";"whdload";"524288";"44612";"VectorBob";"OCS/ECS";"";"";"Demo";"";"";"A-Demos";"Demos"
"Vectordance\Vectordance.Slave";"NoError, EmulTrap, ClearMem";"Vectordance ? 1991 Cult.";"Vectordance";"1991 Cult";"0";"V\Vectordance_v1.0_Cult.lha";"Vectordance";"Vectordance";"0";"whdload";"524288";"513563";"Vectordance";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Vectordance2\Vectordance2.Slave";"NoError, EmulTrap, ClearMem";"Vector Dance 2 ? 1991 Cult.";"Vector Dance 2";"1991 Cult";"0";"V\Vectordance2_v1.0_Cult.lha";"Vectordance2";"Vectordance2";"0";"whdload";"524288";"920918";"Vectordance2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VectorDemoProphetsAG\VectorDemoProphetsAG.Slave";"NoError, EmulTrap, ClearMem";"Vector Demo ? 1989 Prophets AG.";"Vector Demo";"1989 Prophets AG";"0";"V\VectorDemo_v1.0_ProphetsAG.lha";"VectorDemoProphetsAG";"VectorDemoProphetsAG";"0";"whdload";"524288";"269231";"VectorDemoProphetsAG";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VectorDemoTristanLorach\VectorDemoTristanLorach.Slave";"NoError, EmulTrap, ClearMem";"Vectordemo (Vector all Times) 1991 Tristan Lorach.";"Vectordemo aka Vector All Times";"1991 Tristan Lorach";"0";"V\VectorDemo_v1.0_TristanLorach.lha";"VectorDemoTristanLorach";"VectorDemoTristanLorach";"0";"whdload";"524288";"294293";"VectorDemoTristanLorach";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VectorUpYourAss\VectorUpYourAss.Slave";"NoError, ClearMem";"Vector Up Your Ass ? 1991 New Wave.";"Vector Up Your Ass";"1991 New Wave";"0";"V\VectorUpYourAss_v1.0_NewWave.lha";"VectorUpYourAss";"VectorUpYourAss";"0";"whdload";"524288";"921340";"VectorUpYourAss";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VisionOfTheArt\VisionOfTheArt.Slave";"NoError, EmulTrap, ClearMem";"Vision of the Art ? 1994 Mystic.";"Vision of the Art";"1994 Mystic";"0";"V\VisionOfTheArt_v1.0_Mystic.lha";"VisionOfTheArt";"VisionOfTheArt";"0";"whdload";"524288";"863063";"VisionOfTheArt";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VoyageFantasyForce\VoyageFantasyForce.slave";"NoError";"Voyage by The Fantastic Force (c) 1991 - 1 disk.";"";"";"";"V\Voyage_v1.0_FantasyForce.lha";"VoyageFantasyForce";"VoyageFantasyForce";"1024";"whdload";"524288";"288528";"VoyageFantasyForce";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"VoyageRazor1911\VoyageRazor1911.Slave";"NoError, ClearMem";"Voyage ? 1990 Razor 1911";"Voyage";"1991 Razor 1911";"4096";"V\Voyage_v1.1_Razor1911.lha";"VoyageRazor1911";"VoyageRazor1911";"0";"whdload";"524288";"909300";"VoyageRazor1911";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WalkmanMusic\WalkmanMusic.Slave";"NoError, EmulTrap, ClearMem";"Walkman Music ? 1989 It.";"Walkman Music";"1989 It";"0";"W\WalkmanMusic_v1.0_It.lha";"WalkmanMusic";"WalkmanMusic";"0";"whdload";"524288";"591015";"WalkmanMusic";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WallKefrens\WallKefrens.Slave";"NoError, EmulTrap";"The Wall by Kefrens (1 disk).";"The Wall";"1990 Kefrens";"0";"W\Wall_v1.0_Kefrens.lha";"WallKefrens";"WallKefrens";"0";"whdload";"524288";"911241";"WallKefrens";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Waterproof\Waterproof.slave";"NoError, EmulTrap, ClearMem";"Waterproof ? 1990 Rebels.";"Waterproof";"1990 Rebels";"0";"W\Waterproof_v1.02_Rebels.lha";"Waterproof";"Waterproof";"0";"whdload";"524288";"172265";"Waterproof";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WaterproofFixed\WaterproofFixed.slave";"NoError, EmulTrap, ClearMem";"Waterproof ? 1990 Rebels.";"Waterproof";"1990 Rebels";"0";"W\Waterproof_v1.02_Fixed_Rebels.lha";"WaterproofFixed";"WaterproofFixed";"0";"whdload";"524288";"172270";"Waterproof";"OCS/ECS";"";"";"";"Fixed";"";"A-Demos";"Demos"
"WhiteRoom\WhiteRoom.Slave";"NoError, EmulTrap, ClearMem";"The White Room ? 1992 Genesis & Live Act.";"The White Room";"1992 Genesis & Live Act";"0";"W\WhiteRoom_v1.0_Genesis&LiveAct.lha";"WhiteRoom";"WhiteRoom";"0";"whdload";"524288";"920228";"WhiteRoom";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WibblyWobbly\WibblyWobbly.Slave";"NoError, EmulTrap, ClearMem";"Wibbly Wobbly ? 1990 Magnetic Fields.";"Wibbly Wobbly";"1990 Magnetic Fields";"0";"W\WibblyWobbly_v1.0_MagneticFields.lha";"WibblyWobbly";"WibblyWobbly";"0";"whdload";"524288";"380570";"WibblyWobbly";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WickedHouse\WickedHouse.Slave";"NoError, ClearMem";"Wicked House ? 1992 Origin.";"Wicked House";"1992 Origin";"0";"W\WickedHouse_v1.0_Origin.lha";"WickedHouse";"WickedHouse";"0";"whdload";"524288";"925186";"WickedHouse";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WithVectorsToHeaven\WithVectorsToHeaven.Slave";"Disk, NoError, EmulTrap, ClearMem";"With Vectors To Heaven ? 1991 W.F.M.H.";"With Vectors To Heaven";"1991 W.F.M.H.";"0";"W\WithVectorsToHeaven_v1.0_WFMH.lha";"WithVectorsToHeaven";"WithVectorsToHeaven";"0";"whdload";"524288";"915238";"WithVectorsToHeaven";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WorldOfNoise1\WorldOfNoise1.Slave";"NoError, EmulTrap, ClearMem";"World of Noise 1 ? 1988 Digitech, Italian Bad Boys";"World of Noise 1";"1988 Digitech, Italian Bad Boys & Knight Hawks";"0";"W\WorldOfNoise1_v1.0_Digitech&KnightHawks&ItalianBadBoys.lha";"WorldOfNoise1";"WorldOfNoise1";"0";"whdload";"524288";"864782";"WorldOfNoise1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WorldsWave\WorldsWave.Slave";"NoError, EmulTrap, ClearMem";"World's Wave ? 1988 Subway.";"World";"1988 Subway";"0";"W\WorldsWave_v1.0_Subway.lha";"WorldsWave";"WorldsWave";"0";"whdload";"524288";"691604";"WorldsWave";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WorldsWave2\WorldsWave2.Slave";"NoError, ClearMem";"World's Wave 2 ? 1989 Subway & Dream Team.";"World";"1989 Subway&Dream Team";"0";"W\WorldsWave2_v1.0_Subway&DreamTeam.lha";"WorldsWave2";"WorldsWave2";"0";"whdload";"524288";"804547";"WorldsWave2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"WorldsWave3\WorldsWave3.Slave";"NoError, EmulTrap, ClearMem";"World's Wave 3 ? 1989 Subway & Dream Team.";"World";"1989 Subway & Dream Team";"0";"W\WorldsWave3_v1.0_Subway&DreamTeam.lha";"WorldsWave3";"WorldsWave3";"0";"whdload";"524288";"921254";"WorldsWave3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
