"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName";"SetName"
"PixelNation\PixelNation.Slave";"NoError, EmulTrap, ClearMem";"Pixel Nation ? 1991 Defjam.";"Pixel Nation";"1991 Defjam";"0";"P\PixelNation_v1.0_DefJam.lha";"PixelNation";"PixelNation";"0";"whdload";"524288";"493351";"PixelNation";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"PointBlank\PointBlank.Slave";"Disk, NoError";"Point Blank ? 1992 Andromeda.";"Point Blank";"1992 Andromeda";"0";"P\PointBlank_v1.0_Andromeda.lha";"PointBlank";"PointBlank";"0";"whdload";"524288";"912206";"PointBlank";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Polychrome\Polychrome.Slave";"NoError, EmulTrap, ClearMem";"Polychrome ? 1994 Intense.";"Polychrome";"1994 Intense";"0";"P\Polychrome_v1.0_Intense.lha";"Polychrome";"Polychrome";"0";"whdload";"524288";"917866";"Polychrome";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"PowerAndAgony\PowerAndAgony.Slave";"NoError, EmulTrap, ClearMem";"Power and Agony ? 1991 Trackers.";"Power and Agony";"1991 Trackers";"0";"P\PowerAndAgony_v1.0_Trackers.lha";"PowerAndAgony";"PowerAndAgony";"0";"whdload";"524288";"546041";"PowerAndAgony";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Powertrax\Powertrax.Slave";"NoError, EmulTrap, ClearMem";"Powertrax ? 1988 The Light Circle.";"Powertrax";"1988 The Light Circle";"0";"P\Powertrax_v1.0_TheLightCircle.lha";"Powertrax";"Powertrax";"0";"whdload";"524288";"302281";"Powertrax";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ProjectBeat\ProjectBeat.Slave";"NoError, EmulTrap, ClearMem";"Project Beat ? 1989 Crusaders.";"Project Beat";"1989 Crusaders";"0";"P\ProjectBeat_v1.0_Crusaders.lha";"ProjectBeat";"ProjectBeat";"0";"whdload";"524288";"839402";"ProjectBeat";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ProjectTechno\ProjectTechno.Slave";"NoError, EmulTrap, ClearMem";"Project Techno ? 1992 Quartz.";"Project Techno";"1992 Quartz";"0";"P\ProjectTechno_v1.0_Quartz.lha";"ProjectTechno";"ProjectTechno";"0";"whdload";"524288";"1820142";"ProjectTechno";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"PropagandaZeroDefects\PropagandaZeroDefects.slave";"NoError, EmulTrap, ClearMem";"Propaganda ? 1991 Zero Defects.";"Propaganda";"1991 Zero Defects";"4096";"P\Propaganda_v1.01_ZeroDefects.lha";"PropagandaZeroDefects";"PropagandaZeroDefects";"0";"whdload";"524288";"1580635";"PropagandaZeroDefects";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"PsygnosisMusicPictureDisc\PsygnosisMusicPictureDisc.Slave";"NoError, ClearMem";"Psygnosis Musical Picture Disc #1 ?1989 Psygnosis&SRS";"Psygnosis Musical Picture Disc #1";"1989 Psygnosis & S.R.S";"4096";"P\PsygnosisMusicalPictureDisc_v1.0_Psygnosis&SRS.lha";"PsygnosisMusicPictureDisc";"PsygnosisMusicPictureDisc";"0";"whdload";"524288";"814122";"PsygnosisMusicPictureDisc";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"PublicAttack\PublicAttack.slave";"NoError, EmulTrap, ClearMem";"Public Attack ? 1991 Cult.";"Public Attack";"1991 Cult";"0";"P\PublicAttack_v1.01_Cult.lha";"PublicAttack";"PublicAttack";"0";"whdload";"524288";"256494";"PublicAttack";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"PuggsInSpace\PuggsInSpace.Slave";"Disk, NoError, EmulTrap";"Puggs in Space Demo (c) 198? Dionysus.";"Puggs in Space";"198? Dionysus";"0";"P\PuggsInSpace_v1.0_Dionysus.lha";"PuggsInSpace";"PuggsInSpace";"0";"whdload";"524288";"928384";"PuggsInSpace";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Punisher\Punisher.Slave";"NoError, EmulTrap, ClearMem";"The Punisher ? 1992 Digital";"The Punisher";"1992 Digital";"4096";"P\Punisher_v1.0_Digital.lha";"Punisher";"Punisher";"0";"whdload";"524288";"925671";"Punisher";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Purple\Purple.Slave";"NoError, EmulTrap, ClearMem";"Purple ? 1990 The Warfalcons.";"Purple";"1990 Warfalcons";"0";"P\Purple_v1.0_Warfalcons.lha";"Purple";"Purple";"0";"whdload";"524288";"588768";"Purple";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"QED\QED.Slave";"NoError";"QED ? 1993 Talent.";"QED";"1993 by Talent";"0";"Q\QED_v1.0_Talent.lha";"QED";"QED";"0";"whdload";"524288";"924761";"QED";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Quartzbox\Quartzbox.Slave";"NoError, EmulTrap, ClearMem";"Quartzbox ? 1991 Quartz.";"Quartzbox";"1991 Quartz";"0";"Q\Quartzbox_v1.0_Quartz.lha";"Quartzbox";"Quartzbox";"0";"whdload";"524288";"721714";"Quartzbox";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"QuickMusique\QuickMusique.Slave";"NoError, EmulTrap, ClearMem";"Quick Musique ? 1992 Oxygen.";"Quick Musique";"1992 Oxygen";"0";"Q\QuickMusique_v1.0_Oxygen.lha";"QuickMusique";"QuickMusique";"0";"whdload";"524288";"492185";"QuickMusique";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RainheartProject\RainheartProject.slave";"NoError, EmulTrap, ClearMem";"Rainheart Project ? 1990 Bad Company.";"Rainheart Project";"1990 Bad Company";"0";"R\RainheartProject_v1.01_BadCompany.lha";"RainheartProject";"RainheartProject";"0";"whdload";"524288";"749167";"RainheartProject";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RapIsCrap\RapIsCrap.Slave";"NoError, EmulTrap, ClearMem";"Rap is Crap ? 1991 Taipan.";"Rap is Crap";"1991 Taipan";"0";"R\RapIsCrap_v1.0_Taipan.lha";"RapIsCrap";"RapIsCrap";"0";"whdload";"524288";"1821032";"RapIsCrap";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RayOfHope2\RayOfHope2.slave";"Disk, NoError";"Ray Of Hope 2 ? 1992 Majic 12 (1 disk)";"Ray Of Hope 2";"1992 Majic 12";"4096";"R\RayOfHope2_v1.0_Majic12.lha";"RayOfHope2";"RayOfHope2";"0";"whdload";"524288";"912899";"RayOfHope2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RaytracedDreams\RaytracedDreams.Slave";"NoError, EmulTrap, ClearMem";"Orgasm ? 1993 Old Bulls.";"Raytraced Dreams";"1993 Old Bulls";"0";"R\RaytracedDreams_v1.0_OldBulls.lha";"RaytracedDreams";"RaytracedDreams";"0";"whdload";"524288";"918672";"RaytracedDreams";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RealEmpathy\RealEmpathy.Slave";"NoError, EmulTrap, ClearMem";"Real Empathy ? 1991 Virtual.";"Real Empathy";"1991 Virtual";"0";"R\RealEmpathy_v1.0_Virtual.lha";"RealEmpathy";"RealEmpathy";"0";"whdload";"524288";"1652899";"RealEmpathy";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Reflex\Reflex.slave";"Disk, NoError, EmulTrap";":";"Reflex";"1992 Liquid";"0";"R\Reflex_v1.0_Liquid.lha";"Reflex";"Reflex";"0";"whdload";"524288";"908600";"Reflex";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Revenge\Revenge.Slave";"NoError, EmulTrap, ClearMem";"Revenge ? 1990 Fraxion.";"Revenge";"1990 Fraxion";"0";"R\Revenge_v1.0_Fraxion.lha";"Revenge";"Revenge";"0";"whdload";"524288";"926665";"Revenge";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RhythmNation\RhythmNation.Slave";"NoError, EmulTrap, ClearMem";"Rhythm Nation ? 1992 The Lost Boys.";"Rhythm Nation";"1992 The Lost Boys";"0";"R\RhythmNation_v1.0_LostBoys.lha";"RhythmNation";"RhythmNation";"0";"whdload";"524288";"1821499";"RhythmNation";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RockBox1\RockBox1.Slave";"NoError, ClearMem";"Rock Box 1 ? 1989 Avoid.";"Rock Box 1";"1989 Avoid";"0";"R\RockBox1_v1.0_Avoid.lha";"RockBox1";"RockBox1";"0";"whdload";"524288";"420265";"RockBox1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RockBox2\RockBox2.Slave";"NoError, ClearMem";"Rock Box 2 ? 1990 Avoid.";"Rock Box 2";"1990 Avoid";"0";"R\RockBox2_v1.0_Avoid.lha";"RockBox2";"RockBox2";"0";"whdload";"524288";"920181";"RockBox2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Rolling\Rolling.Slave";"NoError, EmulTrap, ClearMem";"Rolling ? 1992 OMD & Ringard.";"Rolling";"1992 OMD & Ringard";"0";"R\Rolling_v1.0_OMD&Ringard.lha";"Rolling";"Rolling";"0";"whdload";"524288";"1821372";"Rolling";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Route66\Route66.Slave";"NoError, EmulTrap, ClearMem";"Route 66 ? 1990 D-Mob.";"Route 66";"1990 D-Mob";"0";"R\Route66_v1.0_DMob.lha";"Route66";"Route66";"0";"whdload";"524288";"136968";"Route66";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RoyalMusic\RoyalMusic.Slave";"NoError, EmulTrap, ClearMem";"Royal Music ? 1992 The Magic Guild.";"Royal Music";"1992 The Magic Guild";"0";"R\RoyalMusic_v1.0_MagicGuild.lha";"RoyalMusic";"RoyalMusic";"0";"whdload";"524288";"590205";"RoyalMusic";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"RoyalMusic2\RoyalMusic2.Slave";"NoError, EmulTrap, ClearMem";"Royal Music 2 ? 1992 The Magic Guild.";"Royal Music 2";"1992 The Magic Guild";"0";"R\RoyalMusic2_v1.0_MagicGuild.lha";"RoyalMusic2";"RoyalMusic2";"0";"whdload";"524288";"869690";"RoyalMusic2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Rubbish\Rubbish.Slave";"NoError, EmulTrap, ClearMem";"Rubbish ? 1991 Amega Industries.";"Rubbish";"1991 Amega Industries";"0";"R\Rubbish_v1.0_AmegaIndustries.lha";"Rubbish";"Rubbish";"0";"whdload";"524288";"115385";"Rubbish";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SaneSounds\SaneSounds.slave";"NoError, EmulTrap, ClearMem";"Sane Sounds ? 1989 Academy.";"Sane Sounds";"1989 Academy";"0";"S\SaneSounds_v1.01_Academy.lha";"SaneSounds";"SaneSounds";"0";"whdload";"524288";"915731";"SaneSounds";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Screwballs\Screwballs.Slave";"NoError, EmulTrap, ClearMem";"Screwballs ? 1990 Phenomena.";"Screwballs (aka Corkscew)";"1990 Phenomena";"0";"S\Screwballs_v1.0_Phenomena.lha";"Screwballs";"Screwballs";"0";"whdload";"524288";"196475";"Screwballs";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SCRMusax2\SCRMusax2.Slave";"NoError, EmulTrap, ClearMem";"SCR Musax 2 1991 Scrapers.";"SCR Musax 2";"1991 Scrapers";"0";"S\SCRMusax2_v1.0_Scrapers.lha";"SCRMusax2";"SCRMusax2";"0";"whdload";"524288";"723569";"SCRMusax2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SeeingIsBelieving\SeeingIsBelieving.Slave";"NoError, EmulTrap, ClearMem";"Seeing is Believing ? 1991 Anarchy.";"Seeing is Believing";"1991 Anarchy";"0";"S\SeeingIsBelieving_v1.1_Anarchy.lha";"SeeingIsBelieving";"SeeingIsBelieving";"0";"whdload";"524288";"749836";"SeeingIsBelieving";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Sensenmann\Sensenmann.Slave";"NoError, EmulTrap, ClearMem";"Sensenmann ? 1989 United Forces.";"Sensenmann";"1989 United Forces";"0";"S\Sensenmann_v1.0_UnitedForces.lha";"Sensenmann";"Sensenmann";"0";"whdload";"524288";"160339";"Sensenmann";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ShadowFire\ShadowFire.Slave";"NoError, EmulTrap, ClearMem";"Shadow Fire ? 1989 Exact.";"Shadow Fire";"1989 Exact";"0";"S\ShadowFire_v1.0_Exact.lha";"ShadowFire";"ShadowFire";"0";"whdload";"524288";"136858";"ShadowFire";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"ShedTears\ShedTears.Slave";"NoError";"Shed Tears ? 1993 Ozone - 2 disks";"Shed Tears";"1993 Ozone";"0";"S\ShedTears_v1.0_Ozone.lha";"ShedTears";"ShedTears";"0";"whdload";"524288";"1815391";"ShedTears";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Sigh\Sigh.Slave";"NoError, EmulTrap, ClearMem";"Sigh ? 1991 Old Bulls.";"Sigh";"1991 Old Bulls";"0";"S\Sigh_v1.0_OldBulls.lha";"Sigh";"Sigh";"0";"whdload";"524288";"920720";"Sigh";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SiliconSounds\SiliconSounds.Slave";"NoError, EmulTrap, ClearMem";"Silicon Sounds ? 1992 Quartz.";"Silicon Sounds";"1992 Quartz";"0";"S\SiliconSounds_v1.0_Quartz.lha";"SiliconSounds";"SiliconSounds";"0";"whdload";"524288";"927336";"SiliconSounds";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Smau92MusicDisk\Smau92MusicDisk.Slave";"NoError, EmulTrap, ClearMem";"Smau 92 Music Disk ? 1992 Nightfall.";"Smau 92 Music Disk";"1992 Nightfall";"0";"S\Smau92MusicDisk_v1.0_Nightfall.lha";"Smau92MusicDisk";"Smau92MusicDisk";"0";"whdload";"524288";"898643";"Smau92MusicDisk";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Snap\Snap.slave";"NoError, EmulTrap, ClearMem";"Snap! ? 1991 Rebels.";"Snap!";"1991 Rebels";"0";"S\Snap_v1.01_Rebels.lha";"Snap";"Snap";"0";"whdload";"524288";"166899";"Snap";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SOFTMovie\SOFTMovie.Slave";"NoError, EmulTrap, ClearMem";"S.O.F.T. Movie ? 1993 Genocide.";"S.O.F.T. Movie";"1993 Genocide";"0";"S\SOFTMovie_v1.0_Genocide.lha";"SOFTMovie";"SOFTMovie";"0";"whdload";"524288";"348377";"SOFTMovie";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SOS\SOS.Slave";"NoError, ClearMem";"S.O.S. ? 1992 Melon Dezign";"S.O.S. (Smell Of Shit)";"1992 Melon Dezign";"4096";"S\SOS_v1.0_MelonDezign.lha";"SOS";"SOS";"0";"whdload";"524288";"754999";"SOS";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundAndVision\SoundAndVision.Slave";"NoError, EmulTrap, ClearMem";"Sound and Vision ? 1990 Rebels.";"Sound & Vision";"1990 Rebels";"0";"S\SoundAndVision_v1.0_Rebels.lha";"SoundAndVision";"SoundAndVision";"0";"whdload";"524288";"919322";"SoundAndVision";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundAndVision2\SoundAndVision2.Slave";"NoError, EmulTrap, ClearMem";"Sound and Vision 2 ? 1990 Rebels.";"Sound & Vision 2";"1990 Rebels";"0";"S\SoundAndVision2_v1.0_Rebels.lha";"SoundAndVision2";"SoundAndVision2";"0";"whdload";"524288";"920858";"SoundAndVision2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundAtaxVol1\SoundAtaxVol1.Slave";"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 1 ? 1989 Magnetic Fields.";"Sound Atax Vol. 1";"1989 Magnetic Fields";"0";"S\SoundAtaxVol1_v1.0_MagneticFields.lha";"SoundAtaxVol1";"SoundAtaxVol1";"0";"whdload";"524288";"920492";"SoundAtaxVol1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundAtaxVol2\SoundAtaxVol2.Slave";"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 2 ? 1989 Magnetic Fields.";"Sound Atax Vol. 2";"1989 Magnetic Fields";"0";"S\SoundAtaxVol2_v1.0_MagneticFields.lha";"SoundAtaxVol2";"SoundAtaxVol2";"0";"whdload";"524288";"920546";"SoundAtaxVol2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundAtaxVol3\SoundAtaxVol3.Slave";"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 3 ? 1990 Magnetic Fields.";"Sound Atax Vol. 3";"1990 Magnetic Fields";"0";"S\SoundAtaxVol3_v1.0_MagneticFields.lha";"SoundAtaxVol3";"SoundAtaxVol3";"0";"whdload";"524288";"921965";"SoundAtaxVol3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundBarrier\SoundBarrier.Slave";"NoError, EmulTrap";"Sound Barrier ? 1993 Balance - 2 disks";"Sound Barrier";"1993 Balance";"0";"S\SoundBarrier_v1.0_Balance.lha";"SoundBarrier";"SoundBarrier";"0";"whdload";"524288";"1817170";"SoundBarrier";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Soundbox2\Soundbox2.Slave";"NoError, EmulTrap, ClearMem";"Soundbox 2 ? 1989 Genesis.";"Soundbox 2";"1989 Genesis";"0";"S\Soundbox2_v1.0_Genesis&AlphaFlight.lha";"Soundbox2";"Soundbox2";"0";"whdload";"524288";"627850";"Soundbox2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundDeLight\SoundDeLight.slave";"NoError, EmulTrap, ClearMem";"Sound De Light ? 1989 Software of Sweden.";"Sound De Light";"1989 Software of Sweden";"0";"S\SoundDeLight_v1.01_SoftwareOfSweden.lha";"SoundDeLight";"SoundDeLight";"0";"whdload";"524288";"681490";"SoundDeLight";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundDisk1\SoundDisk1.Slave";"NoError, ClearMem";"Sound Disk 1 ? 1988 Mygon.";"Sound Disk 1";"1988 Mygon";"0";"S\SoundDisk1_v1.0_Mygon.lha";"SoundDisk1";"SoundDisk1";"0";"whdload";"524288";"918403";"SoundDisk1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundDisk2\SoundDisk2.Slave";"NoError, ClearMem";"Sound Disk 2 ? 1988 Mygon.";"Sound Disk 2";"1988 Mygon";"0";"S\SoundDisk2_v1.0_Mygon.lha";"SoundDisk2";"SoundDisk2";"0";"whdload";"524288";"918421";"SoundDisk2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundDiskPossessed\SoundDiskPossessed.Slave";"NoError, EmulTrap, ClearMem";"Sounddisk ? 1991 Possessed.";"Sounddisk";"1991 Possessed";"0";"S\SoundDisk_v1.0_Possessed.lha";"SoundDiskPossessed";"SoundDiskPossessed";"0";"whdload";"524288";"737475";"SoundDiskPossessed";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundEngine\SoundEngine.Slave";"NoError, EmulTrap, ClearMem";"Sound Engine ? 1990 Absence.";"Sound Engine";"1990 Absence";"0";"S\SoundEngine_v1.01_Absence.lha";"SoundEngine";"SoundEngine";"0";"whdload";"524288";"846230";"SoundEngine";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundEngine2\SoundEngine2.Slave";"NoError, EmulTrap, ClearMem";"Sound Engine 2 ? 1990 Absence.";"Sound Engine 2";"1990 Absence";"0";"S\SoundEngine2_v1.0_Absence.lha";"SoundEngine2";"SoundEngine2";"0";"whdload";"524288";"925021";"SoundEngine2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundErection\SoundErection.Slave";"NoError, EmulTrap, ClearMem";"Sound Erection ? 1989 Shining 8.";"Sound Erection";"1989 Shining 8";"0";"S\SoundErection_v1.0_Shining8.lha";"SoundErection";"SoundErection";"0";"whdload";"524288";"702429";"SoundErection";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundHighlights1\SoundHighlights1.Slave";"NoError, EmulTrap, ClearMem";"Sound Highlights 1 ? 1991 Timex.";"Sound Highlights 1";"1991 Timex";"0";"S\SoundHighlights1_v1.0_Timex.lha";"SoundHighlights1";"SoundHighlights1";"0";"whdload";"524288";"919729";"SoundHighlights1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundMania\SoundMania.Slave";"NoError, ClearMem";"Sound Mania ? 1990 Pussy.";"Sound Mania";"1990 Pussy";"0";"S\SoundMania_v1.0_Pussy.lha";"SoundMania";"SoundMania";"0";"whdload";"524288";"504601";"SoundMania";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundMania2Pussy\SoundMania2Pussy.Slave";"NoError, EmulTrap, ClearMem";"Sound Mania 2 ? 1990 Pussy.";"Sound Mania 2";"1990 Pussy";"0";"S\SoundMania2_v1.0_Pussy.lha";"SoundMania2Pussy";"SoundMania2Pussy";"0";"whdload";"524288";"918780";"SoundMania2Pussy";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundOfMusic7\SoundOfMusic7.slave";"NoError, EmulTrap, ClearMem";"Sound of Music 7 ? 1990 Cave.";"Sound of Music 7";"1990 Cave";"0";"S\SoundOfMusic7_v1.01_Cave.lha";"SoundOfMusic7";"SoundOfMusic7";"0";"whdload";"524288";"922541";"SoundOfMusic7";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundOfSilents\SoundOfSilents.Slave";"NoError, ClearMem";"Sound of Silents ? 1990 The Silents";"Sound of Silents";"1990 The Silents";"4096";"S\SoundOfSilents_v1.0_Silents.lha";"SoundOfSilents";"SoundOfSilents";"0";"whdload";"524288";"923897";"SoundOfSilents";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundQuest1\SoundQuest1.Slave";"NoError, EmulTrap, ClearMem";"Sound Quest 1 ? 1988 Quest.";"Sound Quest 1";"1988 Quest";"0";"S\SoundQuest1_v1.0_Quest.lha";"SoundQuest1";"SoundQuest1";"0";"whdload";"524288";"582698";"SoundQuest1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundQuest2\SoundQuest2.Slave";"NoError, EmulTrap, ClearMem";"Sound Quest 2 ? 1988 Quest.";"Sound Quest 2";"1988 Quest";"0";"S\SoundQuest2_v1.0_Quest.lha";"SoundQuest2";"SoundQuest2";"0";"whdload";"524288";"785572";"SoundQuest2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Soundrevolution6\Soundrevolution6.Slave";"NoError, EmulTrap, ClearMem";"Soundrevolution 6 ? 1990 Celtic.";"Soundrevolution 6";"1990 Celtic";"0";"S\Soundrevolution6_v1.0_Celtic.lha";"Soundrevolution6";"Soundrevolution6";"0";"whdload";"524288";"861851";"Soundrevolution6";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundsOfGnome\SoundsOfGnome.slave";"Disk, NoError, EmulTrap";"";"";"";"";"S\SoundsOfGnome_v1.0_Mahoney&Kaktus.lha";"SoundsOfGnome";"SoundsOfGnome";"0";"whdload";"524288";"915344";"SoundsOfGnome";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundtrackerInjury\SoundtrackerInjury.Slave";"NoError, EmulTrap, ClearMem";"Soundtracker Injury ? 1989 Electronic Artists.";"Soundtracker Injury";"1989 Electronic Artists";"0";"S\SoundtrackerInjury_v1.0_ElectronicArtists.lha";"SoundtrackerInjury";"SoundtrackerInjury";"0";"whdload";"524288";"552253";"SoundtrackerInjury";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundtrackerInjury2\SoundtrackerInjury2.Slave";"NoError, EmulTrap, ClearMem";"Soundtracker Injury 2 ? 1989 Electronic Artists.";"Soundtracker Injury 2";"1989 Electronic Artists";"0";"S\SoundtrackerInjury2_v1.0_ElectronicArtists.lha";"SoundtrackerInjury2";"SoundtrackerInjury2";"0";"whdload";"524288";"511543";"SoundtrackerInjury2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundtrackerInjury3\SoundtrackerInjury3.Slave";"NoError, EmulTrap, ClearMem";"Soundtracker Injury 3 ? 1989 Electronic Artists.";"Soundtracker Injury 3";"1989 Electronic Artists";"0";"S\SoundtrackerInjury3_v1.0_ElectronicArtists.lha";"SoundtrackerInjury3";"SoundtrackerInjury3";"0";"whdload";"524288";"540348";"SoundtrackerInjury3";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SoundtrackerInjury4\SoundtrackerInjury4.Slave";"NoError, EmulTrap, ClearMem";"Soundtracker Injury 4 ? 1989 Visual Arts.";"Soundtracker Injury 4";"1989 Visual Arts";"0";"S\SoundtrackerInjury4_v1.0_VisualArts.lha";"SoundtrackerInjury4";"SoundtrackerInjury4";"0";"whdload";"524288";"522420";"SoundtrackerInjury4";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Soundtrip\Soundtrip.Slave";"NoError, EmulTrap, ClearMem";"Soundtrip ? 1991 Shadows.";"Soundtrip";"1991 Shadows";"0";"S\Soundtrip_v1.0_Shadows.lha";"Soundtrip";"Soundtrip";"0";"whdload";"524288";"841045";"Soundtrip";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SpacedOutVol1\SpacedOutVol1.Slave";"NoError, EmulTrap, ClearMem";"Spaced Out Vol. 1 ? 1991 Magnetic Fields.";"Spaced Out Vol. 1";"1991 Magnetic Fields";"0";"S\SpacedOutVol1_v1.0_MagneticFields.lha";"SpacedOutVol1";"SpacedOutVol1";"0";"whdload";"524288";"922089";"SpacedOutVol1";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"SpacedOutVol2\SpacedOutVol2.Slave";"NoError, EmulTrap, ClearMem";"Spaced Out Vol. 2 ? 1991 Magnetic Fields.";"Spaced Out Vol. 2";"1991 Magnetic Fields";"0";"S\SpacedOutVol2_v1.0_MagneticFields.lha";"SpacedOutVol2";"SpacedOutVol2";"0";"whdload";"524288";"922157";"SpacedOutVol2";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Spaceship\Spaceship.Slave";"NoError, EmulTrap, ClearMem";"Spaceship ? 1988 Doctor Mabuse Orgasm Crackings.";"Spaceship";"1988 Doctor Mabuse Orgasm Crackings";"0";"S\Spaceship_v1.0_DoctorMabuseOrgasmCrackings.lha";"Spaceship";"Spaceship";"0";"whdload";"524288";"125548";"Spaceship";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
"Spellcheck\Spellcheck.Slave";"NoError, EmulTrap, ClearMem";"Spellcheck ? 1991 Andromeda.";"Spellcheck";"1991 Andromeda";"0";"S\Spellcheck_v1.0_Andromeda.lha";"Spellcheck";"Spellcheck";"0";"whdload";"524288";"196895";"Spellcheck";"OCS/ECS";"";"";"";"";"";"A-Demos";"Demos"
