"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName";"SetName"
"DaleyThompsonsOC2Disk\DaleyThompsonsOC2Disk.Slave";"NoError, EmulTrap, ClearMem";"Daley Thompson's Olympic Challenge (c) 1988 Ocean -";"Daley Thompson";"1988 Ocean";"4096";"D\DaleyThompsonsOlympicChallenge_v1.0_2Disk_0313.lha";"DaleyThompsonsOC2Disk";"DaleyThompsonsOC2Disk";"0";"whdload";"524288";"1827864";"DaleyThompsonsOC";"OCS/ECS";"";"";"";"2Disk";"";"A-Games";"Games"
"Damocles\Damocles.slave";"Disk, NoError";"Damocles ? 1990 Novagen.";"Mercenary 2 - Damocles";"1990 Novagen";"0";"D\Damocles_v1.3_0643.lha";"Damocles";"Damocles";"0";"whdload";"524288";"499029";"Damocles";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DamoclesNTSC\DamoclesNTSC.slave";"Disk, NoError";"Damocles ? 1990 Novagen.";"Mercenary 2 - Damocles";"1990 Novagen";"0";"D\Damocles_v1.3_NTSC_1192.lha";"DamoclesNTSC";"DamoclesNTSC";"0";"whdload";"524288";"499042";"Damocles";"OCS/ECS";"";"";"";"NTSC";"";"A-Games";"Games"
"DanDare3\DanDare3.Slave";"NoError, EmulTrap, ClearMem";"Dan Dare 3 ? 1990 Virgin.";"Dan Dare III";"1990 Virgin";"0";"D\DanDare3_v1.1_2257.lha";"DanDare3";"DanDare3";"0";"whdload";"524288";"400958";"DanDare3";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DangerFreak\DangerFreak.slave";"Disk, NoError, ClearMem";"Danger Freak ? 1989 Rainbow Arts (SPS ID: 975).";"Danger Freak";"1989 Rainbow Arts";"0";"D\DangerFreak_v1.0_0975.lha";"DangerFreak";"DangerFreak";"0";"whdload";"524288";"793392";"DangerFreak";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DangerFreak\DangerFreak.slave";"Disk, NoError, ClearMem";"Danger Freak ? 1989 Rainbow Arts (SPS ID: 975).";"Danger Freak";"1989 Rainbow Arts";"0";"D\DangerFreak_v1.1_0975.lha";"DangerFreak";"DangerFreak";"0";"whdload";"524288";"794207";"DangerFreak";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DarkFusion\DarkFusion.Slave";"NoError, EmulTrap";"Dark Fusion (c) 1989 Esprit Software Programs Ltd/";"Dark Fusion";"1989 Esprit Software Programs Ltd/Gremlin";"0";"D\DarkFusion_v1.0_2163.lha";"DarkFusion";"DarkFusion";"0";"whdload";"524288";"269412";"DarkFusion";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Darkman\Darkman.slave";"NoError, EmulTrap";"Darman ? 1991 OCEAN.";"Darkman";"1991 Ocean";"0";"D\Darkman_v1.2_1564.lha";"Darkman";"Darkman";"0";"whdload";"524288";"919141";"Darkman";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DarkSpyre\DarkSpyre.Slave";"NoError, EmulTrap";"DarkSpyre ? 1991 Electronic Zoo.";"DarkSpyre";"1991 Electronic Zoo";"0";"D\DarkSpyre_v1.0_0111.lha";"DarkSpyre";"DarkSpyre";"0";"whdload";"524288";"1664722";"DarkSpyre";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Datastorm\Datastorm.Slave";"NoError, EmulTrap, NoKbd, ClearMem";"DataStorm ? 1989 Visionary Design Technologies Inc.";"DataStorm";"1989 Visionary Design Technologies Inc";"0";"D\Datastorm_v1.2_1555.lha";"Datastorm";"Datastorm";"0";"whdload";"524288";"914784";"Datastorm";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DaysOfThunder\DaysOfThunder.Slave";"NoError, EmulTrap, EmulTrapV, EmulChk, ClearMem, EmulDivZero";"Days of Thunder ? 1990 Mindscape.";"Days of Thunder";"1990 Mindscape";"0";"D\DaysOfThunder_v1.1_0285.lha";"DaysOfThunder";"DaysOfThunder";"0";"whdload";"524288";"521754";"DaysOfThunder";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DeathTrap\DeathTrap.Slave";"NoError, EmulTrap";"Death Trap ? 1990 Anco.";"Death Trap";"1990 Anco";"0";"D\DeathTrap_v1.0_1021.lha";"DeathTrap";"DeathTrap";"0";"whdload";"524288";"919322";"DeathTrap";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Deep\Deep.Slave";"NoError, EmulTrap, NoKbd";"The Deep (c) 1988 Cream Corp/US Gold - 1 disk.";"The Deep";"1988 Cream Corp/US Gold";"4096";"D\Deep_v1.0.lha";"Deep";"Deep";"0";"whdload";"524288";"923196";"Deep";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DeepSpace\DeepSpace.slave";"NoError, EmulTrap";"Deep Space by Psygnosis (c) 1986 - 1 disk.";"Deep Space";"1986 Psygnosis";"0";"D\DeepSpace_v1.2.lha";"DeepSpace";"DeepSpace";"0";"whdload";"528384";"804501";"DeepSpace";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Defender2\Defender2.Slave";"NoError, EmulTrap, NoKbd";"Defender 2 (c) 1990 Arc - 1 disk.";"Defender 2";"1990 Arc";"4096";"D\Defender2_v1.0.lha";"Defender2";"Defender2";"0";"whdload";"524288";"450577";"Defender2";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DefendersOfTheEarth\DefendersOfTheEarth.slave";"NoError, EmulTrap, ClearMem";"Defenders of the Earth ? 1990 Hi-Tec.";"Defenders Of The Earth";"Enigma Variations";"0";"D\DefendersOfTheEarth_v1.2_0456.lha";"DefendersOfTheEarth";"DefendersOfTheEarth";"0";"whdload";"524288";"849659";"DefendersOfTheEarth";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Deflektor\Deflektor.slave";"Disk, NoError, EmulTrap";"Deflektor (c) 1988 Gremlin.";"Deflektor";"1988 Gremlin";"0";"D\Deflektor_v1.11_1087.lha";"Deflektor";"Deflektor";"0";"whdload";"524288";"409947";"Deflektor";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DemonBlue\DemonBlue.slave";"NoError, EmulTrap, ClearMem";"Demon Blue ? 1992 MicroValue.";"Demon Blue";"1992 MicroValue";"0";"D\DemonBlue_v1.2.lha";"DemonBlue";"DemonBlue";"0";"whdload";"524288";"917711";"DemonBlue";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Denaris1Disk\Denaris1Disk.Slave";"NoError, EmulTrap, ClearMem";"Denaris ? 1989 Factor 5.";"Denaris";"1990 Factor 5";"0";"D\Denaris_v2.0_1Disk_2166.lha";"Denaris1Disk";"Denaris1Disk";"0";"whdload";"524288";"920826";"Denaris";"OCS/ECS";"";"";"";"1Disk";"";"A-Games";"Games"
"Denaris2Disk\Denaris2Disk.Slave";"NoError, EmulTrap, ClearMem";"Denaris ? 1989 Factor 5.";"Denaris";"1990 Factor 5";"0";"D\Denaris_v2.0_2Disk_0049.lha";"Denaris2Disk";"Denaris2Disk";"0";"whdload";"524288";"1558570";"Denaris";"OCS/ECS";"";"";"";"2Disk";"";"A-Games";"Games"
"DeviousDesigns\DeviousDesigns.Slave";"NoError, EmulTrap, ClearMem";"Devious Designs by Image Works (c) 1991 - 2 disks.";"Devious Designs";"1991 Image Works";"0";"D\DeviousDesigns_v1.3_0256.lha";"DeviousDesigns";"DeviousDesigns";"0";"whdload";"524288";"1815144";"DeviousDesigns";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DickTracy\DickTracy.Slave";"Disk, NoError, EmulTrap, ClearMem";"Dick Tracy ? 1990 Titus.";"Dick Tracy";"1990 Titus";"0";"D\DickTracy_v1.0.lha";"DickTracy";"DickTracy";"0";"whdload";"524288";"641182";"DickTracy";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DieHard2\DieHard2.Slave";"NoError, EmulTrap";"Die Hard 2 ? 1992 Grandslam.";"Die Hard 2";"1989 Grandslam";"0";"D\DieHard2_v1.1_0113.lha";"DieHard2";"DieHard2";"0";"whdload";"524288";"767609";"DieHard2";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Digger\Digger.Slave";"NoError";"Digger (c) 1993 Justin Leck - 1 disk.";"Digger";"1993 Justin Leck";"0";"D\Digger_v1.0.lha";"Digger";"Digger";"0";"whdload";"327680";"60048";"Digger";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DimosQuest\DimosQuest.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Dimo'S Quest ? 1993 Infernal Bytes/Boeder Software.";"Dimo";"1993 Infernal Bytes/Boeder Software";"0";"D\DimosQuest_v1.3_1216.lha";"DimosQuest";"DimosQuest";"0";"whdload";"524288";"836517";"DimosQuest";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DinosaurDetectiveAgency\DinosaurDetectiveAgency.Slave";"NoError, EmulTrap";"Dinosaur Detective Agency";"Dinosaur Detective Agency";"1993 Alternative Software / Maximum Effect";"4096";"D\DinosaurDetectiveAgency_v1.0_2617.lha";"DinosaurDetectiveAgency";"DinosaurDetectiveAgency";"0";"whdload";"524288";"899918";"DinosaurDetectiveAgency";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DinoWars\DinoWars.slave";"NoError, ClearMem";"DinoWars ?1991 DigiTek";"DinoWars";"1991 DigiTek";"4096";"D\DinoWars_v1.1.lha";"DinoWars";"DinoWars";"0";"whdload";"524288";"1865497";"DinoWars";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DinoWarsDe\DinoWarsDe.Slave";"NoError, ClearMem";"DinoWars ?1991 DigiTek";"DinoWars";"1991 DigiTek";"4096";"D\DinoWars_v1.1_De.lha";"DinoWarsDe";"DinoWarsDe";"0";"whdload";"524288";"1865499";"DinoWars";"OCS/ECS";"De";"";"";"";"";"A-Games";"Games"
"Disc\Disc.Slave";"NoError, EmulTrap";"Disc ? 1990 Loriciel.";"Disc";"1991 Loriciel";"0";"D\Disc_v2.0_1503.lha";"Disc";"Disc";"0";"whdload";"524288";"827465";"Disc";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Discovery\Discovery.Slave";"NoError, EmulTrap, ClearMem";"Discovery: In the steps of Columbus ?1992 Impressions";"Discovery: In the steps of Columbus";"1992 Impressions";"4096";"D\Discovery_v1.0_2175.lha";"Discovery";"Discovery";"0";"whdload";"524288";"1079104";"Discovery";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Ditris\Ditris.Slave";"NoError, NoKbd, ClearMem";"Ditris ? 1990 Magic Soft";"Ditris";"1990 Magic Soft";"4096";"D\Ditris_v1.0.lha";"Ditris";"Ditris";"0";"whdload";"524288";"241852";"Ditris";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzyCollection\Disk1.Slave";"NoError, EmulTrap";"Dizzy Collection ?? 1991 Code Masters - 2 disks";"Dizzy Collection [disk 1]";"1991 Code Masters";"0";"D\DizzyCollection_v2.0_1348.lha";"DizzyCollection";"DizzyCollection";"0";"whdload";"524288";"1705179";"DizzyCollection";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzyCollection\Disk2.Slave";"NoError, EmulTrap";"Dizzy Collection ?? 1991 Code Masters - 2 disks";"Dizzy Collection [disk 2]";"1991 Code Masters";"0";"D\DizzyCollection_v2.0_1348.lha";"DizzyCollection";"DizzyCollection";"0";"whdload";"524288";"1705179";"DizzyCollection";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzyDice\DizzyDice.Slave";"NoError, EmulTrap";"Dizzy Dice (c) 1990 Smash 16 - 1 disk.";"Dizzy Dice";"1990 Smash 16";"0";"D\DizzyDice_v1.0.lha";"DizzyDice";"DizzyDice";"0";"whdload";"524288";"190503";"DizzyDice";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzyPanic\DizzyPanic.slave";"NoError, EmulTrap";"Dizzy Panic by Code Masters/Big Red Software (c) 1992 - 1 disk.";"Dizzy Panic";"1992 Code Masters";"0";"D\DizzyPanic_v1.1.lha";"DizzyPanic";"DizzyPanic";"0";"whdload";"524288";"118893";"DizzyPanic";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzyPrinceOfTheYolkfolk\DizzyPrinceOfTheYolkfolk.slave";"NoError, EmulTrap, ClearMem";"Dizzy - Prince of the Yolkfolk ?? 1992 Codemasters.";"Dizzy - Prince of the Yolkfolk";"1992 Code Masters";"0";"D\DizzyPrinceOfTheYolkfolk_v2.0_1146.lha";"DizzyPrinceOfTheYolkfolk";"DizzyPrinceOfTheYolkfolk";"0";"whdload";"524288";"265370";"DizzyPrinceOfTheYolkfolk";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzysExcellentAdventures\Disk1.Slave";"NoError, EmulTrap, ClearMem";"Dizzy's Excellent Adventures ? 1992 Codemasters";"Dizzy";"1992 Codemasters";"4096";"D\DizzysExcellentAdventures_v1.0_2502.lha";"DizzysExcellentAdventures";"DizzysExcellentAdventures";"0";"whdload";"524288";"1085201";"DizzysExcellentAdventures";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DizzysExcellentAdventures\Disk2.Slave";"NoError, EmulTrap, ClearMem";"Dizzy's Excellent Adventures ? 1992 Codemasters";"Dizzy";"1992 Codemasters";"4096";"D\DizzysExcellentAdventures_v1.0_2502.lha";"DizzysExcellentAdventures";"DizzysExcellentAdventures";"0";"whdload";"524288";"1085201";"DizzysExcellentAdventures";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DogsOfWar\DogsOfWar.Slave";"NoError, EmulTrap";"Dogs of War (c) 1989 Elite Systems";"Dogs of War";"1989 Elite Systems";"4096";"D\DogsOfWar_v1.3_3008.lha";"DogsOfWar";"DogsOfWar";"0";"whdload";"524288";"621995";"DogsOfWar";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Dominator\Dominator.slave";"NoError, EmulTrap, ClearMem";"Dominator by System 3 (c) 1989 - 1 disk.";"Dominator";"1989 System 3";"0";"D\Dominator_v2.0_0646.lha";"Dominator";"Dominator";"0";"whdload";"524288";"448613";"Dominator";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DonkeyKong\DonkeyKong.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Donkey Kong ? 1991 Bignonia.";"Donkey Kong";"1991 Bignomia";"0";"D\DonkeyKong_v1.0.lha";"DonkeyKong";"DonkeyKong";"0";"whdload";"524288";"403830";"DonkeyKong";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Doodlebug\Doodlebug.Slave";"NoError, EmulTrap, NoKbd";"Doodle Bug - Bug Bash 2 ? 1992 Core Design.";"Doodle Bug - Bug Bash 2";"1992 Core Design/ Mutation Software";"0";"D\Doodlebug_v1.3_1862.lha";"Doodlebug";"Doodlebug";"0";"whdload";"524288";"929600";"Doodlebug";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Doofus\Doofus.Slave";"NoError, EmulTrap";"Doofus by Prestige Software (c) 1993 - 1 disk.";"Doofus";"1993 Prestige";"0";"D\Doofus_v1.1_0648.lha";"Doofus";"Doofus";"0";"whdload";"524288";"913207";"Doofus";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DoubleDragon\DoubleDragon.Slave";"NoError, EmulTrap, ClearMem";"Double Dragon ? 1988 Ocean Software.";"Double Dragon";"1988 Ocean Software";"4096";"D\DoubleDragon_v1.0_2438.lha";"DoubleDragon";"DoubleDragon";"0";"whdload";"524288";"918398";"DoubleDragon";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DoubleDragon2\DoubleDragon2.Slave";"Disk, NoError, EmulTrap";"Double Dragon II - The Revenge ? 1989 Virgin Games Ltd.";"Double Dragon II";"1989 Virgin Games Ltd";"0";"D\DoubleDragon2_v1.5_0768.lha";"DoubleDragon2";"DoubleDragon2";"0";"whdload";"524288";"950941";"DoubleDragon2";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DoubleDragon2NTSC\DoubleDragon2NTSC.Slave";"Disk, NoError, EmulTrap";"Double Dragon II - The Revenge ? 1989 Virgin Games Ltd.";"Double Dragon II";"1989 Virgin Games Ltd";"0";"D\DoubleDragon2_v1.5_NTSC_2635.lha";"DoubleDragon2NTSC";"DoubleDragon2NTSC";"0";"whdload";"524288";"949494";"DoubleDragon2";"OCS/ECS";"";"";"";"NTSC";"";"A-Games";"Games"
"DoubleDragon3\DoubleDragon3.slave";"NoError, EmulTrap, ClearMem";"Double Dragon 3 ? 1991 The Sales Curve.";"Double Dragon 3";"1991 The Sales Curve";"0";"D\DoubleDragon3_v1.3_0321.lha";"DoubleDragon3";"DoubleDragon3";"0";"whdload";"524288";"1319716";"DoubleDragon3";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DoubleDribble\DoubleDribble.slave";"NoError, ClearMem";"Double Dribble ? 1990 Konami.";"Double Dribble";"1990 Konami";"0";"D\DoubleDribble_v1.01.lha";"DoubleDribble";"DoubleDribble";"0";"whdload";"524288";"607983";"DoubleDribble";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Dragonflight\Dragonflight.Slave";"NoError, EmulTrap";"";"Dragon Flight";"1990 Thalion";"4096";"D\Dragonflight_v1.5_2098.lha";"Dragonflight";"Dragonflight";"0";"whdload";"524288";"1805044";"Dragonflight";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DragonflightDe\DragonflightDe.Slave";"NoError, EmulTrap";"";"Dragon Flight";"1990 Thalion";"4096";"D\Dragonflight_v1.5_De_0058.lha";"DragonflightDe";"DragonflightDe";"0";"whdload";"524288";"1814206";"Dragonflight";"OCS/ECS";"De";"";"";"";"";"A-Games";"Games"
"DragonflightFr\DragonflightFr.Slave";"NoError, EmulTrap";"";"Dragon Flight";"1990 Thalion";"4096";"D\DragonFlight_v1.5_Fr_2755.lha";"DragonflightFr";"DragonflightFr";"0";"whdload";"524288";"1810660";"Dragonflight";"OCS/ECS";"Fr";"";"";"";"";"A-Games";"Games"
"DragonScape\DragonScape.slave";"NoError, EmulTrap";"Dragonscape by Free Spirit/Wicked Software (c) 1988-89 - 1 disk.";"Dragonscape";"1989 Free Spirit";"0";"D\DragonScape_v1.1.lha";"DragonScape";"DragonScape";"0";"whdload";"524288";"575250";"DragonScape";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DragonsKingdomDemo\DragonsKingdomDemo.Slave";"NoError, EmulTrap";"Dragon's Kingdom (Demo) ? 1991 GENIAS/GOLDEN TEAM.";"Dragon";"1991 GOLDEN TEAM/GENIAS ";"0";"D\DragonsKingdomDemo_v1.0.lha";"DragonsKingdomDemo";"DragonsKingdomDemo";"0";"whdload";"524288";"919547";"DragonsKingdom";"OCS/ECS";"";"";"Demo";"";"";"A-Games";"Games"
"DragonsLair2\DragonsLair2.Slave";"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Dragon'S Lair 2 (Time Warp) ? 1990 Ready Soft (6 disks).";"Dragon";"1990 Ready Soft";"0";"D\DragonsLair2_v1.0_0059.lha";"DragonsLair2";"DragonsLair2";"0";"whdload";"532480";"6166277";"DragonsLair2";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DragonsLair3\DragonsLair3.Slave";"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Dragon'S Lair 3 (Curse of Mordread) ? 1992 Ready Soft (7 disks).";"Dragon";"1992 Ready Soft";"0";"D\DragonsLair3_v1.0a_0649.lha";"DragonsLair3";"DragonsLair3";"0";"whdload";"532480";"7190815";"DragonsLair3";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DragonTiles\DragonTiles.Slave";"NoError, ClearMem";"Dragon Tiles ?1992 S.J.Smith";"Dragon Tiles ECS";"1992 S.J.Smith";"12288";"D\DragonTiles_v1.0.lha";"DragonTiles";"DragonTiles";"0";"whdload";"294912";"313064";"DragonTiles";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DrivinForce\DrivinForce.Slave";"NoError, EmulTrap, ClearMem";"Drivin' Force ? 1989 Digital Magic Software";"Drivin";"1989 Digital Magic Software";"4096";"D\DrivinForce_v1.1_1521.lha";"DrivinForce";"DrivinForce";"0";"whdload";"524288";"985054";"DrivinForce";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DrMario\DrMario.slave";"Disk, NoError, EmulTrap";"Dr. Mario by Trash Danmark in 1992.";"";"";"";"D\DrMario_v1.0.lha";"DrMario";"DrMario";"0";"whdload";"524288";"112320";"DrMario";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Dux\Dux.Slave";"NoError, EmulTrap";"Duck (c) 1991 Gremlin. This game was hidden in";"Duck";"1991 Gremlin";"0";"D\Dux_v1.0.lha";"Dux";"Dux";"0";"whdload";"65536";"18807";"Dux";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DynaBlaster\DynaBlaster.slave";"NoError";"Dyna Blaster ? 1991 Hudson Soft (1 disk)";"Dyna Blaster";"1991 Hudson Soft";"4096";"D\DynaBlaster_v1.6_0664.lha";"DynaBlaster";"DynaBlaster";"0";"whdload";"524288";"939667";"DynaBlaster";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DynamiteDux\DynamiteDux.slave";"NoError, EmulTrap, ClearMem";"Dynamite Dux ? 1989 Activision/Sega.";"Dynamite Dux";"1989 Activision/Sega";"0";"D\DynamiteDux_v2.0_1183.lha";"DynamiteDux";"DynamiteDux";"0";"whdload";"524288";"926270";"DynamiteDux";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"DynastyWars\DynastyWars.slave";"NoError, ClearMem";"Dynasty Wars by US Gold/Tiertex (c) 1990 - 1 disk.";"Dynasty Wars";"1990 US Gold";"0";"D\DynastyWars_v1.1_0862.lha";"DynastyWars";"DynastyWars";"0";"whdload";"524288";"788733";"DynastyWars";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Dyter07\Dyter07.slave";"NoError, NoKbd, ClearMem";"Dyter-07 ? 1989/90 reLINE";"Dyter-07";"1990 reLINE";"0";"D\Dyter07_v1.2.lha";"Dyter07";"Dyter07";"0";"whdload";"524288";"1336789";"Dyter07";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EaglesRider\EaglesRider.slave";"NoError, EmulTrap";"Eagle's Rider by Microids (c) 1991";"Eagle";"1991 Microids";"0";"E\EaglesRider_v1.0.lha";"EaglesRider";"EaglesRider";"0";"whdload";"524288";"1243007";"EaglesRider";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Eco\Eco.Slave";"NoError, EmulTrap";"Eco (c) 1987 Denton Designs/Ocean - 1 disk.";"Eco";"1987 Denton Designs/Ocean";"4096";"E\Eco_v1.1_1139.lha";"Eco";"Eco";"0";"whdload";"524288";"284646";"Eco";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EddTheDuck\EddTheDuck.Slave";"Disk, NoError, EmulTrap";"";"";"";"";"E\EddTheDuck_v1.1_0650.lha";"EddTheDuck";"EddTheDuck";"0";"whdload";"524288";"920642";"EddTheDuck";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EddTheDuck2\EddTheDuck2.Slave";"NoError, EmulTrap";"Edd The Duck 2 by Zeppelin (c) 1992 - 1 disk.";"Edd The Duck 2";"1992 Zeppelin";"0";"E\EddTheDuck2_v1.1.lha";"EddTheDuck2";"EddTheDuck2";"0";"whdload";"524288";"764450";"EddTheDuck2";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"ElectronicPool\ElectronicPool.slave";"NoError, EmulTrap, ClearMem";"Electronic Pool ? 1987 Microdeal.";"Electronic Pool";"1987 Microdeal";"0";"E\ElectronicPool_v1.0.lha";"ElectronicPool";"ElectronicPool";"0";"whdload";"524288";"208714";"ElectronicPool";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"ElfMicroValue\ElfMicroValue.Slave";"NoError";"Elf (c) 1988 Microvalue/Pumpkinsoft - 1 disk.";"Elf";"1988 Microvalue/Pumpkinsoft";"0";"E\Elf_v1.0_MicroValue_0863.lha";"ElfMicroValue";"ElfMicroValue";"0";"whdload";"524288";"427177";"ElfMicroValue";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"ElfOcean\ElfOcean.slave";"NoError, ClearMem";"Elf ? 1991 Ocean";"Elf";"1991 Ocean";"0";"E\Elf_v1.2_Ocean_0473.lha";"ElfOcean";"ElfOcean";"0";"whdload";"524288";"1855695";"ElfOcean";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"ElfOceanNTSC\ElfOceanNTSC.Slave";"NoError, ClearMem";"Elf ? 1991 Ocean";"Elf";"1991 Ocean";"0";"E\Elf_v1.2_Ocean_NTSC.lha";"ElfOceanNTSC";"ElfOceanNTSC";"0";"whdload";"524288";"1855708";"ElfOcean";"OCS/ECS";"";"";"";"NTSC";"";"A-Games";"Games"
"Eliminator\Eliminator.Slave";"NoError, EmulTrap, NoKbd, ClearMem";"Eliminator ? 1988 Hewson/Linel.";"Eliminator";"1988 Hewson";"8192";"E\Eliminator_v1.3_0770.lha";"Eliminator";"Eliminator";"0";"whdload";"524288";"1015851";"Eliminator";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Elite\Elite.slave";"NoError, EmulTrap";"Elite ?? 1989 Mr Micro";"Elite v2.0";"1989 Mr Micro";"0";"E\Elite_v2.1_1572.lha";"Elite";"Elite";"0";"whdload";"524288";"1088914";"Elite";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EmlynHughesIntlSoccer\EmlynHughesIntlSoccer.slave";"NoError, EmulTrap";"Emlyn Hughes International Soccer by Audiogenic (c) 1989 - 1 disk.";"Emlyn Hughes International Soccer";"1989 Audiogenic";"0";"E\EmlynHughesInternationalSoccer_v1.1_1077.lha";"EmlynHughesIntlSoccer";"EmlynHughesIntlSoccer";"0";"whdload";"524288";"439267";"EmlynHughesIntlSoccer";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EMotion\EMotion.Slave";"NoError, EmulTrap, NoDivZero";"E-Motion (c) 1990 Assembly Line/US Gold - 1 disk.";"E-Motion";"1990 Assembly Line/US Gold";"0";"E\EMotion_v1.0_0475.lha";"EMotion";"EMotion";"0";"whdload";"524288";"374755";"EMotion";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EmpireStrikesBack\EmpireStrikesBack.Slave";"NoError, EmulTrap";"Empire Strikes Back (c) 1989 Vektor Grafix/Domark - 1";"Empire Strikes Back";"1989 Vektor Grafix/Domark";"0";"E\EmpireStrikesBack_v1.2_1235.lha";"EmpireStrikesBack";"EmpireStrikesBack";"0";"whdload";"524288";"457147";"EmpireStrikesBack";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"EnchantedLand\EnchantedLand.Slave";"Disk, NoError, EmulTrap, NoKbd";"Enchanted Land ? 1990 Thalion";"Enchanted Land";"1990 Thalion";"0";"E\EnchantedLand_v1.3_3063.lha";"EnchantedLand";"EnchantedLand";"0";"whdload";"524288";"1015197";"EnchantedLand";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
"Encounter\Encounter.slave";"Disk, NoError, EmulTrap, EmulDivZero";"Encounter (c) 1991 Novagen.";"Encounter";"1991 Novagen";"0";"E\Encounter_v1.2_0651.lha";"Encounter";"Encounter";"0";"whdload";"524288";"484894";"Encounter";"OCS/ECS";"";"";"";"";"";"A-Games";"Games"
