"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"Harpoon&Battleset1\Harpoon&Battleset1.Slave";"NoError, EmulPriv";"Harpoon ? 1990 Three Sixty";"-* Harpoon *-";"1990 Three Sixty";"786432";"H\Harpoon&Battleset1_v1.0.lha";"Harpoon&Battleset1";"Harpoon&Battleset1";"0";"whdload";"524288";"1825440";"Harpoon&Battleset1";"OCS/ECS";"";"";"";"";"";"harpoon battleset 1";"Best";"2.942066";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=3388";"3388";"Commercial";"English";"2";"1 Only";"Harpoon & Battleset 1: Greenland - Iceland - United Kingdom Gap";"Electronic Arts";"h\harpoon-battleset-1-greenland-iceland-united-kingdom-gap";"OCS";"Strategy - War";"harpoon battleset 1 greenland iceland united kingdom gap harpoonbattleset1greenlandicelandunitedkingdomgap 3388 electronic arts harpoonbattleset1greenlandicelandunitedkingdomgap english"
"Harpoon&Battleset2\Harpoon&Battleset2.slave";"NoError, EmulPriv";"Harpoon ? 1990 Three Sixty";"-* Harpoon *-";"1990 Three Sixty";"786432";"H\Harpoon&Battleset2_v1.0_1033.lha";"Harpoon&Battleset2";"Harpoon&Battleset2";"0";"whdload";"524288";"1825440";"Harpoon&Battleset2";"OCS/ECS";"";"";"";"";"";"harpoon battleset 2 north atlantic convoys";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=3389";"3389";"Commercial";"English";"1";"1 Only";"Harpoon Battleset 2: North Atlantic Convoys";"Electronic Arts";"h\harpoon-battleset-2-north-atlantic-convoys";"OCS";"Strategy - War";"harpoon battleset 2 north atlantic convoys harpoonbattleset2northatlanticconvoys 3389 electronic arts harpoonbattleset2northatlanticconvoys english"
"Harpoon&Battleset3\Harpoon&Battleset3.slave";"NoError, EmulPriv";"Harpoon ? 1990 Three Sixty";"-* Harpoon *-";"1990 Three Sixty";"786432";"H\Harpoon&Battleset3_v1.0_1788.lha";"Harpoon&Battleset3";"Harpoon&Battleset3";"0";"whdload";"524288";"1825440";"Harpoon&Battleset3";"OCS/ECS";"";"";"";"";"";"harpoon battleset 3 the mediterranean conflict";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=3390";"3390";"Commercial";"English";"1";"1 Only";"Harpoon Battleset 3: The Mediterranean Conflict";"Electronic Arts";"h\harpoon-battleset-3-the-mediterranean-conflict";"OCS";"Strategy - War";"harpoon battleset 3 the mediterranean conflict harpoonbattleset3themediterraneanconflict 3390 electronic arts harpoonbattleset3themediterraneanconflict english"
"Harpoon&Battleset4\Harpoon&Battleset4.slave";"NoError, EmulPriv";"Harpoon ? 1990 Three Sixty";"-* Harpoon *-";"1990 Three Sixty";"786432";"H\Harpoon&Battleset4_v1.0.lha";"Harpoon&Battleset4";"Harpoon&Battleset4";"0";"whdload";"524288";"1825440";"Harpoon&Battleset4";"OCS/ECS";"";"";"";"";"";"harpoon battleset 4";"Best";"2.127752";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=3391";"3391";"Commercial";"English";"1";"1 Only";"Harpoon Battleset 4: The Indian Ocean";"Electronic Arts";"h\harpoon-battleset-4-the-indian-ocean";"OCS,ECS";"Strategy - War";"harpoon battleset 4 the indian ocean harpoonbattleset4theindianocean 3391 electronic arts harpoonbattleset4theindianocean english"
"HarrierCombatSimNTSC\HarrierCombatSimNTSC.slave";"NoError, EmulPriv, Examine";"Harrier Combat Simulator ? 1988 Mindscape.";"Harrier Combat Simulator/Strike Force Harrier";"1988 Mindscape";"786432";"H\HarrierCombatSimulator_v1.01_NTSC_0919.lha";"HarrierCombatSimNTSC";"HarrierCombatSimNTSC";"0";"whdload";"524288";"674309";"HarrierCombatSim";"OCS/ECS";"";"";"";"NTSC";"";"harrier combat sim simulator strike force";"Best";"1.079516";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1340";"1340";"Commercial";"English";"1";"1 Only";"Strike Force Harrier";"Mirrorsoft";"s\strike-force-harrier";"OCS";"Simulation - Flight";"strike force harrier strikeforceharrier 1340 mirrorsoft strikeforceharrier english"
"HATE\HATE.slave";"NoError";"HATE by Gremlin (c) 1990 - 1 disk.";"HATE";"19xx Gremlin";"0";"H\HATE_v1.0_1930.lha";"HATE";"HATE";"0";"whdload";"524288";"460674";"HATE";"OCS/ECS";"";"";"";"";"";"hate hostile all terrain encounter";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1571";"1571";"Commercial";"English";"1";"1 Only";"H.A.T.E.: Hostile All Terrain Encounter";"Gremlin Graphics";"h\hate-hostile-all-terrain-encounter";"OCS";"";"hate hostile all terrain encounter hatehostileallterrainencounter 1571 gremlin graphics hatehostileallterrainencounter english"
"Hawkeye\Hawkeye.slave";"NoError, EmulTrap";"Hawkeye by Thalamus (c) 1988 - 1 disk.";"Hawkeye";"1988 Thalamus";"0";"H\Hawkeye_v1.0.lha";"Hawkeye";"Hawkeye";"0";"whdload";"524288";"896566";"Hawkeye";"OCS/ECS";"";"";"";"";"";"hawkeye";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=489";"489";"Commercial";"English";"1";"1 Only";"Hawkeye";"Thalamus";"h\hawkeye";"OCS,ECS";"Platformer - Scrolling Screen";"hawkeye hawkeye 489 thalamus hawkeye english"
"HeadOverHeels\HeadOverHeels.slave";"Disk, NoError";"Head over Heels (c) 1991 Ocean.";"";"";"";"H\HeadOverHeels_v1.0_1674.lha";"HeadOverHeels";"HeadOverHeels";"0";"whdload";"524288";"224100";"HeadOverHeels";"OCS/ECS";"";"";"";"";"";"head over heels";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=490";"490";"Commercial";"English";"1";"1 Only";"Head Over Heels";"Ocean";"h\head-over-heels";"OCS,ECS";"Adventure - Isometric 3D";"head over heels headoverheels 490 ocean headoverheels english"
"HeartOfChina\HeartOfChina.slave";"NoError, EmulPriv, ClearMem, Examine";"Heart Of China ?1991 Dynamix";"Heart Of China";"1991 Dynamix";"1310720";"H\HeartOfChina_v1.1_0969.lha";"HeartOfChina";"HeartOfChina";"0";"whdload";"524288";"7185355";"HeartOfChina";"OCS/ECS";"";"";"";"";"";"heart of china";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=491";"491";"Commercial";"English";"9";"1 Only";"Heart of China";"Dynamix";"h\heart-of-china";"OCS,ECS";"Adventure - Point and Click";"heart of china heartofchina 491 dynamix heartofchina english"
"HeartOfChinaDe\HeartOfChinaDe.slave";"NoError, EmulPriv, ClearMem, Examine";"Heart Of China ?1991 Dynamix";"Heart Of China";"1991 Dynamix";"1310720";"H\HeartOfChina_v1.1_De_1869.lha";"HeartOfChinaDe";"HeartOfChinaDe";"0";"whdload";"524288";"7276395";"HeartOfChina";"OCS/ECS";"De";"";"";"";"";"heart of china";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=491";"491";"Commercial";"English";"9";"1 Only";"Heart of China";"Dynamix";"h\heart-of-china";"OCS,ECS";"Adventure - Point and Click";"heart of china heartofchina 491 dynamix heartofchina english"
"HeartOfTheDragon3Disk\HeartOfTheDragon3Disk.Slave";"NoError, EmulPriv, Examine";"Heart Of The Dragon ? Roger Uzun & Adam Pollack.";"Heart Of The Dragon";"Roger Uzun & Adam Pollack.";"786432";"H\HeartOfTheDragon_v1.1_3Disk.lha";"HeartOfTheDragon3Disk";"HeartOfTheDragon3Disk";"0";"whdload";"524288";"2097527";"HeartOfTheDragon";"OCS/ECS";"";"";"";"3Disk";"";"heart of the dragon";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=492";"492";"Commercial";"English";"4";"1 or 2, Simultaneous";"Heart of the Dragon";"Avatar Consulting";"h\heart-of-the-dragon";"OCS,ECS";"Adventure - Miscellaneous";"heart of the dragon heartofthedragon 492 avatar consulting heartofthedragon english"
"HeartOfTheDragon4Disk\HeartOfTheDragon4Disk.slave";"NoError, EmulPriv, Examine";"Heart Of The Dragon ? Roger Uzun & Adam Pollack.";"Heart Of The Dragon";"Roger Uzun & Adam Pollack.";"786432";"H\HeartOfTheDragon_v1.1_4Disk_2267.lha";"HeartOfTheDragon4Disk";"HeartOfTheDragon4Disk";"0";"whdload";"524288";"2167065";"HeartOfTheDragon";"OCS/ECS";"";"";"";"4Disk";"";"heart of the dragon";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=492";"492";"Commercial";"English";"4";"1 or 2, Simultaneous";"Heart of the Dragon";"Avatar Consulting";"h\heart-of-the-dragon";"OCS,ECS";"Adventure - Miscellaneous";"heart of the dragon heartofthedragon 492 avatar consulting heartofthedragon english"
"HeavyMetal\HeavyMetal.slave";"NoError, EmulTrap";"Heavy Metal by Access (c) 1990 - 1 disk.";"Heavy Metal";"1990 Access";"0";"H\HeavyMetal_v1.0.lha";"HeavyMetal";"HeavyMetal";"0";"whdload";"524288";"929985";"HeavyMetal";"OCS/ECS";"";"";"";"";"";"heavy metal";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=493";"493";"Commercial";"English";"1";"1 Only";"Heavy Metal";"Access Software";"h\heavy-metal";"OCS";"";"heavy metal heavymetal 493 access software heavymetal english"
"HeavyMetalHeroes\HeavyMetalHeroes.Slave";"NoError, EmulTrap, NoKbd, ClearMem";"Heavy Metal Heroes (Gold edition) ? 1991 PLayers.";"Heavy Metal Heroes (Gold Edition)";"1991 Players ";"0";"H\HeavyMetalHeroes_v1.0.lha";"HeavyMetalHeroes";"HeavyMetalHeroes";"0";"whdload";"524288";"833980";"HeavyMetalHeroes";"OCS/ECS";"";"";"";"";"";"heavy metal heroes gold edition";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/game/73c26378-9ea5-579a-ae84-ceb1d32d7d0b";;;"English";;"1 - 2 (2 simultaneous)";"Heavy Metal Heroes";"Players (Interceptor Group)";"h\heavy-metal-heroes";;;"heavy metal heroes heavymetalheroes players interceptor group heavymetalheroes english"
"Heimdall\Heimdall.slave";"NoError";"Heimdall ? 1991 Core Design.";"Heimdall";"1991 Core Design";"0";"H\Heimdall_v2.2_0234.lha";"Heimdall";"Heimdall";"0";"whdload";"1048576";"4574625";"Heimdall";"OCS/ECS";"";"";"";"";"";"heimdall";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1197";"1197";"Commercial";"English";"5";"1 Only";"Heimdall";"Core Design";"h\heimdall";"OCS,ECS";"Adventure - Miscellaneous";"heimdall heimdall 1197 core design heimdall english"
"Heimdall2\Heimdall2.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Heimdall 2 Aga/Ecs/CD32 (C)1994 Core Design.";"Heimdall 2 ECS ";"1994 Core Design";"262144";"H\Heimdall2_v1.6_1165.lha";"Heimdall2";"Heimdall2";"0";"whdload";"1048576";"2823631";"Heimdall2";"OCS/ECS";"";"";"";"";"";"heimdall 2 into the hall of worlds";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=529";"529";"Commercial";"English";"";"1 Only";"Heimdall 2: Into the Hall of Worlds";"Core Design";"h\heimdall-2-into-the-hall-of-worlds-cd32";"CD32";"Adventure - Miscellaneous";"heimdall 2 into the hall of worlds heimdall2intothehallofworlds 529 core design heimdall2intothehallofworlds english"
"Heimdall2AGA\Heimdall2AGA.Slave";"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Heimdall 2 Aga/Ecs/CD32 (C)1994 Core Design.";"Heimdall 2 AGA ";"1994 Core Design";"524288";"H\Heimdall2_v1.6_AGA_1166.lha";"Heimdall2AGA";"Heimdall2AGA";"0";"whdload";"2097152";"5123433";"Heimdall2";"AGA";"";"";"";"";"";"heimdall 2 into the hall of worlds";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=529";"529";"Commercial";"English";"";"1 Only";"Heimdall 2: Into the Hall of Worlds";"Core Design";"h\heimdall-2-into-the-hall-of-worlds-cd32";"CD32";"Adventure - Miscellaneous";"heimdall 2 into the hall of worlds heimdall2intothehallofworlds 529 core design heimdall2intothehallofworlds english"
"Heimdall2CD32\Heimdall2CD32.Slave";"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Heimdall 2 Aga/Ecs/CD32 (C)1994 Core Design.";"Heimdall 2 CD32 ";"1994 Core Design";"524288";"H\Heimdall2_v1.6_CD32.lha";"Heimdall2CD32";"Heimdall2CD32";"0";"whdload";"2097152";"5031226";"Heimdall2";"CD32";"";"";"";"";"";"heimdall 2 into the hall of worlds";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=529";"529";"Commercial";"English";"";"1 Only";"Heimdall 2: Into the Hall of Worlds";"Core Design";"h\heimdall-2-into-the-hall-of-worlds-cd32";"CD32";"Adventure - Miscellaneous";"heimdall 2 into the hall of worlds heimdall2intothehallofworlds 529 core design heimdall2intothehallofworlds english"
"HeimdallDe\HeimdallDe.slave";"NoError";"Heimdall ? 1991 Core Design.";"Heimdall";"1991 Core Design";"0";"H\Heimdall_v2.2_De.lha";"HeimdallDe";"HeimdallDe";"0";"whdload";"1048576";"4574627";"Heimdall";"OCS/ECS";"De";"";"";"";"";"heimdall";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1197";"1197";"Commercial";"English";"5";"1 Only";"Heimdall";"Core Design";"h\heimdall";"OCS,ECS";"Adventure - Miscellaneous";"heimdall heimdall 1197 core design heimdall english"
"HeimdallEs\HeimdallEs.slave";"NoError";"Heimdall ? 1991 Core Design.";"Heimdall";"1991 Core Design";"0";"H\Heimdall_v2.2_Es.lha";"HeimdallEs";"HeimdallEs";"0";"whdload";"1048576";"4574627";"Heimdall";"OCS/ECS";"Es";"";"";"";"";"heimdall";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1197";"1197";"Commercial";"English";"5";"1 Only";"Heimdall";"Core Design";"h\heimdall";"OCS,ECS";"Adventure - Miscellaneous";"heimdall heimdall 1197 core design heimdall english"
"HeimdallFr\HeimdallFr.slave";"NoError";"Heimdall ? 1991 Core Design.";"Heimdall";"1991 Core Design";"0";"H\Heimdall_v2.2_Fr.lha";"HeimdallFr";"HeimdallFr";"0";"whdload";"1048576";"4574627";"Heimdall";"OCS/ECS";"Fr";"";"";"";"";"heimdall";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1197";"1197";"Commercial";"English";"5";"1 Only";"Heimdall";"Core Design";"h\heimdall";"OCS,ECS";"Adventure - Miscellaneous";"heimdall heimdall 1197 core design heimdall english"
"Hellbent\Hellbent.Slave";"Disk, NoError, EmulTrap";"Hellbent, ?1988 Novagen Software";"- H E L L B E N T -";"1988 Novagen Software";"0";"H\Hellbent_v1.0_1119.lha";"Hellbent";"Hellbent";"0";"whdload";"524288";"494971";"Hellbent";"OCS/ECS";"";"";"";"";"";"hellbent";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=3516";"3516";"Commercial";"English";"1";"1 Only";"Hellbent";"Novagen";"h\hellbent";"OCS";"";"hellbent hellbent 3516 novagen hellbent english"
"HellfireAttack\HellfireAttack.Slave";"NoError, EmulTrap, NoKbd, ClearMem";"Hellfire Attack (c) 1988 Martech - 1 disk.";"Hellfire Attack";"1988 Martech";"0";"H\HellfireAttack_v1.0.lha";"HellfireAttack";"HellfireAttack";"0";"whdload";"524288";"131934";"HellfireAttack";"OCS/ECS";"";"";"";"";"";"hellfire attack";"Exact";"N/A";"Open Amiga Game Database";"1988";"https://oagd.net/game/28cfb820-febe-5b47-9f02-41bc771cdf7e";;;"English";;"1";"Hellfire Attack";"Martech";"h\hellfire-attack";;;"hellfire attack hellfireattack martech hellfireattack english"
"HellowoonDe\HellowoonDe.Slave";"NoError, EmulPriv, Examine";"Hellowoon: Das Geheimnis des Zauberstabs ? 1987 Dragonware.";"Hellowoon: Das Geheimnis des Zauberstabs";"1987 Dragonware";"262144";"H\Hellowoon_v1.0_De.lha";"HellowoonDe";"HellowoonDe";"0";"whdload";"524288";"756333";"Hellowoon";"OCS/ECS";"De";"";"";"";"";"hellowoon das geheimnis des zauberstabs";"Exact";"100";"Games Custom";"1987";"http://www.mobygames.com/game/hellowoon-das-geheimnis-des-zauberstabs";;"";"German";"";"";"Hellowoon: Das Geheimnis des Zauberstabs";"ariolasoft�GmbH";;"ECS/OCS";"Adventure";"hellowoon das geheimnis des zauberstabs hellowoondasgeheimnisdeszauberstabs ariolasoft�gmb h hellowoondasgeheimnisdeszauberstabs german"
"Hellraider\Hellraider.slave";"NoError, EmulTrap, ClearMem";"Hellraider by Atari (c) 19?? - 1 disk.";"Hellraider";"19?? Atari";"0";"H\Hellraider_v1.0.lha";"Hellraider";"Hellraider";"0";"whdload";"524288";"798714";"Hellraider";"OCS/ECS";"";"";"";"";"";"hellraider";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2980";"2980";"Commercial";"English";"1";"1 Only";"Hellraider";"Arc Developments";"h\hellraider";"OCS";"";"hellraider hellraider 2980 arc developments hellraider english"
"HellRaisers\HellRaisers.Slave";"NoError, ClearMem";"Hell Raisers ?1988 Exocet";"Hell Raisers";"1988 Exocet";"4096";"H\HellRaisers_v1.0.lha";"HellRaisers";"HellRaisers";"0";"whdload";"389120";"710186";"HellRaisers";"OCS/ECS";"";"";"";"";"";"hell raisers";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=3155";"3155";"Commercial";"English";"1";"1 or 2, Simultaneous";"Hell Raisers";"Exocet Software";"h\hell-raisers";"OCS";"";"hell raisers hellraisers 3155 exocet software hellraisers english"
"HellrunMachine\HellrunMachine.Slave";"NoError, EmulTrap";"Hellrun Machine by Amiga Fun (c) 199? - 1 disk.";"Hellrun Machine";"199x Amiga Fun";"0";"H\HellrunMachine_v1.0.lha";"HellrunMachine";"HellrunMachine";"0";"whdload";"524288";"911876";"HellrunMachine";"OCS/ECS";"";"";"";"";"";"the hellrun machine";"Exact";"N/A";"Open Amiga Game Database";"1992";"https://oagd.net/game/c25982d3-dedc-51f8-affb-0e4ec6c86f14";;;"English";;"1";"The Hellrun Machine";"Amiga Fun (CompuTec Verlag) / Amiga Mania (MC Publications)";"t\the-hellrun-machine";;;"the hellrun machine thehellrunmachine amiga fun compu tec verlag amiga mania mc publications thehellrunmachine english"
"HelterSkelter\HelterSkelter.Slave";"NoError, EmulTrap";"Helter Skelter (c) 1990 Audiogenic.";"Helter Skelter";"1990 Audiogenic";"0";"H\HelterSkelter_v1.3_2071.lha";"HelterSkelter";"HelterSkelter";"0";"whdload";"524288";"339609";"HelterSkelter";"OCS/ECS";"";"";"";"";"";"helter skelter";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2200";"2200";"Commercial";"English";"1";"1 or 2, Simultaneous";"Helter Skelter";"Audiogenic";"h\helter-skelter";"OCS";"Arcade - Catch it";"helter skelter helterskelter 2200 audiogenic helterskelter english"
"HeroesOfTheLance\HeroesOfTheLance.slave";"NoError, EmulTrap, ClearMem";"Heroes Of The Lance ? 1988 SSI.";"Heroes of the Lance";"1988 SSI";"0";"H\HeroesOfTheLance_v1.01_0778.lha";"HeroesOfTheLance";"HeroesOfTheLance";"0";"whdload";"524288";"1203926";"HeroesOfTheLance";"OCS/ECS";"";"";"";"";"";"heroes of the lance";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2723";"2723";"Commercial";"English";"2";"1 Only";"Heroes of the Lance";"Strategic Simulations, Inc.";"h\heroes-of-the-lance";"OCS";"Adventure - RPG 3D";"heroes of the lance heroesofthelance 2723 strategic simulations inc heroesofthelance english"
"HeroQuest\HeroQuest.slave";"NoError, EmulTrap, ClearMem";"";"Hero Quest & Return of the Witchlord";"1991 Gremlin Graphics Ltd.";"0";"H\HeroQuest_v1.3a_0127.lha";"HeroQuest";"HeroQuest";"0";"whdload";"524288";"956668";"HeroQuest";"OCS/ECS";"";"";"";"";"";"hero quest return of the witchlord";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1268";"1268";"Commercial";"English,German,French,Italian,Spanish";"1";"";"HeroQuest";"Gremlin Graphics";"h\heroquest";"OCS,ECS";"Adventure - Isometric 3D";"hero quest heroquest 1268 gremlin graphics heroquest english,german,french,italian,spanish"
"HeroQuest&ReturnWitchLord\HeroQuest&ReturnWitchLord.slave";"NoError, EmulTrap, ClearMem";"";"Hero Quest & Return of the Witchlord";"1991 Gremlin Graphics Ltd.";"0";"H\HeroQuest&ReturnOfTheWitchLord_v1.3a_0127&0508.lha";"HeroQuest&ReturnWitchLord";"HeroQuest&ReturnWitchLord";"0";"whdload";"524288";"1857804";"HeroQuest&ReturnWitchLord";"OCS/ECS";"";"";"";"";"";"hero quest return witch lord of the witchlord";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1268";"1268";"Commercial";"English,German,French,Italian,Spanish";"1";"";"HeroQuest";"Gremlin Graphics";"h\heroquest";"OCS,ECS";"Adventure - Isometric 3D";"hero quest heroquest 1268 gremlin graphics heroquest english,german,french,italian,spanish"
"HeroQuest2\HeroQuest2.Slave";"NoError, EmulPriv, Examine";"Hero Quest 2 - Legacy Of Sorasil ? 1993-1994 Gremlin.";"Hero Quest II - Legacy Of Sorasil";"1992 Gremlin";"786432";"H\HeroQuest2_v1.1_1455.lha";"HeroQuest2";"HeroQuest2";"0";"whdload";"524288";"1981998";"HeroQuest2";"OCS/ECS";"";"";"";"";"";"hero quest 2 legacy of sorasil";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=495";"495";"Commercial";"English,German,French";"3";"";"HeroQuest II: Legacy of Sorasil";"Gremlin Graphics";"h\heroquest-ii-legacy-of-sorasil";"OCS,ECS";"Adventure - Isometric 3D";"hero quest 2 legacy of sorasil heroquest2legacyofsorasil 495 gremlin graphics heroquestiilegacyofsorasil english,german,french"
"HeroQuestDeFix\HeroQuestDeFix.slave";"Disk, NoError, EmulTrap";"";"Hero Quest & Return of the Witchlord";"1991 Gremlin Graphics Ltd.";"0";"H\HeroQuest_v1.2_German_fix_by_Viddi.lha";"HeroQuestDeFix";"HeroQuestDeFix";"0";"whdload";"524288";"1865374";"HeroQuest";"OCS/ECS";"De";"";"";"Fix";"";"hero quest return of the witchlord";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1268";"1268";"Commercial";"English,German,French,Italian,Spanish";"1";"";"HeroQuest";"Gremlin Graphics";"h\heroquest";"OCS,ECS";"Adventure - Isometric 3D";"hero quest heroquest 1268 gremlin graphics heroquest english,german,french,italian,spanish"
"HerosQuest\HerosQuest.slave";"NoError, EmulPriv, Examine";"Hero's Quest / Quest For Glory ? 1989 Sierra.";"Hero";"1989 Sierra";"1048576";"H\HerosQuest_v1.4b_0795.lha";"HerosQuest";"HerosQuest";"0";"whdload";"524288";"3211931";"HerosQuest";"OCS/ECS";"";"";"";"";"";"heros quest hero";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/amiga/heros-quest";;;"English";;"1";"Hero's Quest";"Sierra";"h\heros-quest";;;"heros quest herosquest sierra herosquest english"
"HexumaDe\HexumaDe.Slave";"NoError, EmulPriv, Examine";"Hexuma - Das Auge des Kal ? 1992 Software 2000.";"Hexuma - Das Auge des Kal";"1992 Software 2000";"786432";"H\Hexuma_v1.0_De_0684.lha";"HexumaDe";"HexumaDe";"0";"whdload";"524288";"3278726";"Hexuma";"OCS/ECS";"De";"";"";"";"";"hexuma das auge des kal";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1572";"1572";"Commercial";"German";"5";"1 Only";"Hexuma: Das Auge Des Kal";"Software 2000";"h\hexuma-das-auge-des-kal";"OCS,ECS";"Adventure - Graphics/Text";"hexuma das auge des kal hexumadasaugedeskal 1572 software 2000 hexumadasaugedeskal german"
"HighSeasTraderAGA\HighSeasTraderAGA.Slave";"NoError, Req68020, ReqAGA, EmulPriv, Examine";"High Seas Trader ? 1995 Impressions";"High Seas Trader";"1995 Impressions";"1572864";"H\HighSeasTrader_v1.0_AGA_2108.lha";"HighSeasTraderAGA";"HighSeasTraderAGA";"0";"whdload";"2093056";"3507825";"HighSeasTrader";"AGA";"";"";"";"";"";"high seas trader";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1573";"1573";"Commercial";"English";"4";"1 Only";"High Seas Trader";"Impressions";"h\high-seas-trader-aga";"AGA";"Strategy - Trading";"high seas trader highseastrader 1573 impressions highseastrader english"
"HighSteel\HighSteel.Slave";"NoError, EmulTrap";"High Steel (c) 1989 Screen 7";"High Steel";"1989 Screen 7";"0";"H\HighSteel_v1.0_1397.lha";"HighSteel";"HighSteel";"0";"whdload";"524288";"362488";"HighSteel";"OCS/ECS";"";"";"";"";"";"high steel";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=3256";"3256";"Commercial";"English";"1";"1 Only";"High Steel";"Screen 7";"h\high-steel";"OCS";"Arcade - Miscellaneous";"high steel highsteel 3256 screen 7 highsteel english"
"HighwayHawks\HighwayHawks.slave";"NoError, EmulTrap, EmulPriv, Examine";"Highway Hawks ?? 1988 Anco";"Highway Hawks";"1988 Anco";"524288";"H\HighwayHawks_v1.1-B_2538.lha";"HighwayHawks";"HighwayHawks";"0";"whdload";"524288";"1818341";"HighwayHawks";"OCS/ECS";"";"";"";"";"";"highway hawks";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=496";"496";"Commercial";"English";"2";"1 Only";"Highway Hawks";"Anco";"h\highway-hawks";"OCS";"Racing - Cars";"highway hawks highwayhawks 496 anco highwayhawks english"
"HighwayPatrol2\HighwayPatrol2.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Highway Patrol 2 ? 1989 Titus/Micro?ds.";"Highway Patrol II ";"1989 Titus/Microïds. ";"262144";"H\HighwayPatrol2_v1.3_2305.lha";"HighwayPatrol2";"HighwayPatrol2";"0";"whdload";"524288";"741880";"HighwayPatrol2";"OCS/ECS";"";"";"";"";"";"highway patrol 2";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2720";"2720";"Commercial";"English";"1";"1 Only";"Highway Patrol II";"Microids";"h\highway-patrol-ii";"OCS";"Racing - Cars";"highway patrol 2 highwaypatrol2 2720 microids highwaypatrolii english"
