"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"DeconstructionAGA\DeconstructionAGA.Slave";"NoError, Req68020, EmulPriv, ClearMem, Examine";"Deconstruction ? 1994-98 Brain-Logo";"Deconstruciton";"1994-98 Brain Logo.";"524288";"D\Deconstruction_v1.2_AGA.lha";"DeconstructionAGA";"DeconstructionAGA";"0";"whdload";"2097152";"3844496";"Deconstruction";"AGA";"";"";"";"";"";"deconstruction deconstruciton";"Exact";"100";"Games Custom";"1996";"http://hol.abime.net/5574";;"Shareware";"English, French";"1";"1";"Deconstruction";"";;"AGA";"Reaction & Navigation";"deconstruction deconstruction deconstruction english, french"
"Deep\Deep.Slave";"NoError, EmulTrap, NoKbd";"The Deep (c) 1988 Cream Corp/US Gold - 1 disk.";"The Deep";"1988 Cream Corp/US Gold";"4096";"D\Deep_v1.0.lha";"Deep";"Deep";"0";"whdload";"524288";"923196";"Deep";"OCS/ECS";"";"";"";"";"";"deep the";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1296";"1296";"Commercial";"English";"1";"1 or 2, Simultaneous";"Deep, The";"US Gold";"d\deep-the";"OCS";"";"deep the deepthe 1296 us gold deepthe english"
"DeepCore\DeepCore.Slave";"Disk, NoError, EmulTrap, ClearMem";"Deep Core ? 1993 ICE.";"Deep Core";"1993 ICE";"0";"D\DeepCore_v1.2_BETA.lha";"DeepCore";"DeepCore";"0";"whdload";"1044480";"2451922";"DeepCore";"OCS/ECS";"";"";"";"";"";"deep core";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2623";"2623";"Commercial";"English";"3";"1 Only";"Deep Core";"ICE";"d\deep-core";"OCS,ECS";"";"deep core deepcore 2623 ice deepcore english"
"DeepCore\DeepCore.Slave";"Disk, NoError, EmulTrap";"Deep Core ? 1993 ICE";"Deep Core";"1993 ICE";"0";"D\DeepCore_v1.1.lha";"DeepCore";"DeepCore";"0";"whdload";"1044480";"2448175";"DeepCore";"OCS/ECS";"";"";"";"";"";"deep core";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2623";"2623";"Commercial";"English";"3";"1 Only";"Deep Core";"ICE";"d\deep-core";"OCS,ECS";"";"deep core deepcore 2623 ice deepcore english"
"DeepCoreCD32\DeepCoreCD32.Slave";"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Deep Core ? 1993 ICE.";"Deep Core CD³²";"1993 ICE";"524288";"D\DeepCore_v1.0_CD32_BETA.lha";"DeepCoreCD32";"DeepCoreCD32";"0";"whdload";"1912832";"4793308";"DeepCore";"CD32";"";"";"";"";"";"deep core";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2623";"2623";"Commercial";"English";"3";"1 Only";"Deep Core";"ICE";"d\deep-core";"OCS,ECS";"";"deep core deepcore 2623 ice deepcore english"
"DeepSpace\DeepSpace.slave";"NoError, EmulTrap";"Deep Space by Psygnosis (c) 1986 - 1 disk.";"Deep Space";"1986 Psygnosis";"0";"D\DeepSpace_v1.2.lha";"DeepSpace";"DeepSpace";"0";"whdload";"528384";"804501";"DeepSpace";"OCS/ECS";"";"";"";"";"";"deep space";"Exact";"100";"Lemon Amiga";"1986";"http://www.lemonamiga.com/games/details.php?id=2361";"2361";"Commercial";"English";"1";"1 Only";"Deep Space";"Psygnosis";"d\deep-space";"OCS";"";"deep space deepspace 2361 psygnosis deepspace english"
"Defender2\Defender2.Slave";"NoError, EmulTrap, NoKbd";"Defender 2 (c) 1990 Arc - 1 disk.";"Defender 2";"1990 Arc";"4096";"D\Defender2_v1.0.lha";"Defender2";"Defender2";"0";"whdload";"524288";"450577";"Defender2";"OCS/ECS";"";"";"";"";"";"defender 2";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2363";"2363";"Commercial";"English";"1";"1 or 2";"Defender II";"Arc Developments";"d\defender-ii";"OCS";"";"defender 2 defender2 2363 arc developments defenderii english"
"DefenderOfTheCrown\DefenderOfTheCrown.Slave";"NoError, EmulPriv, Examine";"Defender Of The Crown ? 1985-1991 Cinemaware";"Defender Of The Crown";"1986 Cinemaware/Master Designer Software";"524288";"D\DefenderOfTheCrown_v3.1_0317.lha";"DefenderOfTheCrown";"DefenderOfTheCrown";"0";"whdload";"524288";"1612031";"DefenderOfTheCrown";"OCS/ECS";"";"";"";"";"";"defender of the crown";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=313";"313";"Commercial";"English";"2";"1 Only";"Defender of the Crown";"Cinemaware";"d\defender-of-the-crown";"OCS";"Strategy - War";"defender of the crown defenderofthecrown 313 cinemaware defenderofthecrown english"
"DefenderOfTheCrown2CD32\DefenderOfTheCrown2CD32.slave";"NoError, EmulPriv, Examine";"Defender Of The Crown 2 CDTV/CD????,";"Defender Of The Crown 2 CD³²/CDTV";"1993 Commodore Electronics";"786432";"D\DefenderOfTheCrown2_v1.2_CD32.lha";"DefenderOfTheCrown2CD32";"DefenderOfTheCrown2CD32";"0";"whdload";"1048576";"10168999";"DefenderOfTheCrown2";"CD32";"";"";"";"";"";"defender of the crown 2";"Exact";"N/A";"Open Amiga Game Database";"1993";"https://oagd.net/amiga/defender-of-the-crown-ii";;;"English, German, Spanish, French, Italian";;"1";"Defender of the Crown II";"Commodore";"d\defender-of-the-crown-ii";;;"defender of the crown 2 defenderofthecrown2 commodore defenderofthecrownii english, german, spanish, french, italian"
"DefenderOfTheCrownCDTV\DefenderOfTheCrownCDTV.Slave";"NoError, EmulPriv, Examine";"Defender Of The Crown ? 1985-1991 Cinemaware";"Defender Of The Crown CDTV";"1985-1989 Master Designer Software";"786432";"D\DefenderOfTheCrown_v3.1_CDTV.lha";"DefenderOfTheCrownCDTV";"DefenderOfTheCrownCDTV";"0";"whdload";"524288";"904375";"DefenderOfTheCrown";"CDTV";"";"";"";"";"";"defender of the crown";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=313";"313";"Commercial";"English";"2";"1 Only";"Defender of the Crown";"Cinemaware";"d\defender-of-the-crown";"OCS";"Strategy - War";"defender of the crown defenderofthecrown 313 cinemaware defenderofthecrown english"
"DefenderOfTheCrownNTSC\DefenderOfTheCrownNTSC.Slave";"NoError, EmulPriv, Examine";"Defender Of The Crown ? 1985-1991 Cinemaware";"Defender Of The Crown";"1986 Cinemaware/Master Designer Software";"524288";"D\DefenderOfTheCrown_v3.1_NTSC_0902.lha";"DefenderOfTheCrownNTSC";"DefenderOfTheCrownNTSC";"0";"whdload";"524288";"1613617";"DefenderOfTheCrown";"OCS/ECS";"";"";"";"NTSC";"";"defender of the crown";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=313";"313";"Commercial";"English";"2";"1 Only";"Defender of the Crown";"Cinemaware";"d\defender-of-the-crown";"OCS";"Strategy - War";"defender of the crown defenderofthecrown 313 cinemaware defenderofthecrown english"
"DefenderRatsoft\DefenderRatsoft.slave";"NoError, EmulTrap, NoDivZero, ClearMem";"";"Defender";"1994 Giles.F.McArdell";"524288";"D\Defender_v1.0_Ratsoft.lha";"DefenderRatsoft";"DefenderRatsoft";"0";"whdload";"524288";"391224";"DefenderRatsoft";"OCS/ECS";"";"";"";"";"";"defender ratsoft";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=2501";"2501";"Shareware";"English";"1";"1 or 2";"Defender";"(unknown)";"d\defender";"OCS,ECS";"";"defender defender 2501 unknown defender english"
"DefendersOfTheEarth\DefendersOfTheEarth.slave";"NoError, EmulTrap, ClearMem";"Defenders of the Earth ? 1990 Hi-Tec.";"Defenders Of The Earth";"Enigma Variations";"0";"D\DefendersOfTheEarth_v1.2_0456.lha";"DefendersOfTheEarth";"DefendersOfTheEarth";"0";"whdload";"524288";"849659";"DefendersOfTheEarth";"OCS/ECS";"";"";"";"";"";"defenders of the earth";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1297";"1297";"Commercial";"English";"1";"1 Only";"Defenders of the Earth";"Hi-Tec Software";"d\defenders-of-the-earth";"OCS,ECS";"";"defenders of the earth defendersoftheearth 1297 hi tec software defendersoftheearth english"
"DefenseurCouronne2CD32Fr\DefenseurCouronne2CD32Fr.slave";"NoError, EmulPriv, Examine";"Defender Of The Crown 2 CDTV/CD????,";"Defender Of The Crown 2 CD³²/CDTV";"1993 Commodore Electronics";"786432";"D\DefenseurDeLaCouronne2_v1.2_CD32_Fr.lha";"DefenseurCouronne2CD32Fr";"DefenseurCouronne2CD32Fr";"0";"whdload";"1048576";"11280534";"DefenseurCouronne2";"CD32";"Fr";"";"";"";"";"defender of the crown ii";"Exact";"N/A";"Open Amiga Game Database";"1993";"https://oagd.net/amiga/defender-of-the-crown-ii";;;"English, German, Spanish, French, Italian";;"1";"Defender of the Crown II";"Commodore";"d\defender-of-the-crown-ii";;;"defender of the crown 2 defenderofthecrown2 commodore defenderofthecrownii english, german, spanish, french, italian"
"DefensorDeLaCorona2CD32Es\DefensorDeLaCorona2CD32Es.slave";"NoError, EmulPriv, Examine";"Defender Of The Crown 2 CDTV/CD????,";"Defender Of The Crown 2 CD³²/CDTV";"1993 Commodore Electronics";"786432";"D\DefensorDeLaCorona2_v1.2_CD32_Es.lha";"DefensorDeLaCorona2CD32Es";"DefensorDeLaCorona2CD32Es";"0";"whdload";"1048576";"10809054";"DefensorDeLaCorona2";"CD32";"Es";"";"";"";"";"defender of the crown ii";"Exact";"N/A";"Open Amiga Game Database";"1993";"https://oagd.net/amiga/defender-of-the-crown-ii";;;"English, German, Spanish, French, Italian";;"1";"Defender of the Crown II";"Commodore";"d\defender-of-the-crown-ii";;;"defender of the crown 2 defenderofthecrown2 commodore defenderofthecrownii english, german, spanish, french, italian"
"Deflektor\Deflektor.slave";"Disk, NoError, EmulTrap";"Deflektor (c) 1988 Gremlin.";"Deflektor";"1988 Gremlin";"0";"D\Deflektor_v1.11_1087.lha";"Deflektor";"Deflektor";"0";"whdload";"524288";"409947";"Deflektor";"OCS/ECS";"";"";"";"";"";"deflektor";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1261";"1261";"Commercial";"English";"1";"1 Only";"Deflektor";"Gremlin Graphics";"d\deflektor";"OCS";"Arcade - Miscellaneous";"deflektor deflektor 1261 gremlin graphics deflektor english"
"DejaVu2LostInLasVegas\DejaVu2LostInLasVegas.Slave";"NoError, EmulPriv, ClearMem, Examine";"D?j? Vu II: Lost in Las Vegas!! ?1989 Mindscape";"Déjà Vu II: Lost in Las Vegas!!";"1989 Mindscape";"327680";"D\DejaVu2LostInLasVegas_v1.0.lha";"DejaVu2LostInLasVegas";"DejaVu2LostInLasVegas";"0";"whdload";"524288";"750325";"DejaVu2LostInLasVegas";"OCS/ECS";"";"";"";"";"";"deja vu 2 lost in las vegas";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=314";"314";"Commercial";"English";"1";"1 Only";"Deja Vu II: Lost in Las Vegas";"Mindscape";"d\deja-vu-ii-lost-in-las-vegas";"OCS";"Adventure - Point and Click";"deja vu 2 lost in las vegas dejavu2lostinlasvegas 314 mindscape dejavuiilostinlasvegas english"
"DejaVuNTSC\DejaVuNTSC.slave";"NoError, EmulPriv, ClearMem, Examine";"D?j? Vu: A Nightmare Comes True!! ?1986 Mindscape";"Déjà Vu: A Nightmare Comes True!!";"1986 Mindscape";"262144";"D\DejaVu_v1.1_NTSC_1832.lha";"DejaVuNTSC";"DejaVuNTSC";"0";"whdload";"524288";"698963";"DejaVu";"OCS/ECS";"";"";"";"NTSC";"";"deja vu nightmare comes true";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=1424";"1424";"Commercial";"English";"1";"1 Only";"Deja Vu: A Nightmare Comes True";"Mindscape";"d\deja-vu-a-nightmare-comes-true";"OCS";"Adventure - Point and Click";"deja vu a nightmare comes true dejavuanightmarecomestrue 1424 mindscape dejavuanightmarecomestrue english"
"Deliverance\Deliverance.slave";"NoError, EmulTrap, ClearMem";"Deliverance ? 1993 21st Century Entertainment";"Deliverance";"1990 21st Century Entertainment";"0";"D\Deliverance_v2.0_1500.lha";"Deliverance";"Deliverance";"0";"whdload";"1048576";"2030010";"Deliverance";"OCS/ECS";"";"";"";"";"";"deliverance";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=315";"315";"Commercial";"English";"2";"1 Only";"Deliverance";"21st Century Entertainment";"d\deliverance";"OCS,ECS";"";"deliverance deliverance 315 21 st century entertainment deliverance english"
"Deliverance512k\Deliverance512k.slave";"NoError, EmulTrap, ClearMem";"Deliverance ? 1993 21st Century Entertainment";"Deliverance";"1990 21st Century Entertainment";"524288";"D\Deliverance_v2.0_512k_1500.lha";"Deliverance512k";"Deliverance512k";"0";"whdload";"524288";"2030022";"Deliverance";"OCS/ECS";"";"512k";"";"";"";"deliverance";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=315";"315";"Commercial";"English";"2";"1 Only";"Deliverance";"21st Century Entertainment";"d\deliverance";"OCS,ECS";"";"deliverance deliverance 315 21 st century entertainment deliverance english"
"DeltaCommandArcadia\DeltaCommandArcadia.Slave";"NoError, EmulTrap, EmulPriv";"Arcadia Systems version of Delta Command game";"Delta Command (Arcadia)";"1989 Arcadia Systems";"1527808";"D\DeltaCommand_v1.0_Arcadia.lha";"DeltaCommandArcadia";"DeltaCommandArcadia";"0";"whdload";"524288";"1202855";"DeltaCommandArcadia";"OCS/ECS";"";"";"";"";"";"delta command arcadia";"Best";"2.009623";"Games Custom";"1990";"http://hol.abime.net/4195";;"Commercial";"English";"1";"1 or 2";"Delta Command";"Arcadia (Mastertronic)";;"ECS/OCS";"Shooter - Commando";"delta command deltacommand arcadia mastertronic deltacommand english"
"DeluxeGalaga\DeluxeGalaga.slave";"NoError, EmulPriv, Examine";"Deluxe Galaga ? 1995 Edgar M.Vigdal";"Deluxe Galaga (ECS) V2.6";"1995 Edgar M.Vigdal.";"458752";"D\DeluxeGalaga_v1.3.lha";"DeluxeGalaga";"DeluxeGalaga";"0";"whdload";"786432";"1226926";"DeluxeGalaga";"OCS/ECS";"";"";"";"";"";"deluxe galaga 2 6";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1298";"1298";"Shareware";"English";"1";"1 or 2";"Deluxe Galaga";"(unknown)";"d\deluxe-galaga-aga";"AGA";"";"deluxe galaga deluxegalaga 1298 unknown deluxegalaga english"
"DeluxeGalagaAGA\DeluxeGalagaAGA.Slave";"NoError, Req68020, EmulPriv, Examine";"Deluxe Galaga ? 1995 Edgar M.Vigdal";"Deluxe Galaga (AGA) V2.6";"1995 Edgar M.Vigdal.";"720896";"D\DeluxeGalaga_v1.3_AGA.lha";"DeluxeGalagaAGA";"DeluxeGalagaAGA";"0";"whdload";"2097152";"1665809";"DeluxeGalaga";"AGA";"";"";"";"";"";"deluxe galaga 2 6";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1298";"1298";"Shareware";"English";"1";"1 or 2";"Deluxe Galaga";"(unknown)";"d\deluxe-galaga-aga";"AGA";"";"deluxe galaga deluxegalaga 1298 unknown deluxegalaga english"
"DeluxePacMan\DeluxePacMan.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Deluxe Pacman ? 1995 Edgar M.Vigdal";"Deluxe Pacman (ECS) v1.6";"1995 Edgar M.Vigdal.";"786432";"D\DeluxePacMan_v1.0.lha";"DeluxePacMan";"DeluxePacMan";"0";"whdload";"1048576";"591938";"DeluxePacMan";"OCS/ECS";"";"";"";"";"";"deluxe pac man pacman 1 6";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1299";"1299";"Shareware";"English";"1";"1 or 2";"Deluxe Pacman";"(unknown)";"d\deluxe-pacman-aga";"AGA";"Arcade - Pac-Man";"deluxe pacman deluxepacman 1299 unknown deluxepacman english"
"DeluxePacManAGA\DeluxePacManAGA.Slave";"NoError, EmulTrap, Req68020, EmulPriv, Examine";"Deluxe Pacman ? 1995 Edgar M.Vigdal";"Deluxe Pacman (AGA) v1.6";"1995 Edgar M.Vigdal.";"1048576";"D\DeluxePacMan_v1.0_AGA.lha";"DeluxePacManAGA";"DeluxePacManAGA";"0";"whdload";"1048576";"760946";"DeluxePacMan";"AGA";"";"";"";"";"";"deluxe pac man pacman 1 6";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1299";"1299";"Shareware";"English";"1";"1 or 2";"Deluxe Pacman";"(unknown)";"d\deluxe-pacman-aga";"AGA";"Arcade - Pac-Man";"deluxe pacman deluxepacman 1299 unknown deluxepacman english"
"DeluxeStripPoker2\DeluxeStripPoker2.Slave";"NoError, EmulPriv, Examine";"Strip Poker III ? 1991 Artworx";"Strip Poker 3";"1991 Artworx";"786432";"D\DeluxeStripPoker2_v1.0.lha";"DeluxeStripPoker2";"DeluxeStripPoker2";"0";"whdload";"524288";"1687186";"DeluxeStripPoker2";"OCS/ECS";"";"";"";"";"";"deluxe strip poker 2 3";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/deluxe-strip-poker-2";;;"English";;"1";"Deluxe Strip Poker 2";"Artworx / CDS / Guildhall";"d\deluxe-strip-poker-2";;;"deluxe strip poker 2 deluxestrippoker2 artworx cds guildhall deluxestrippoker2 english"
"DeluxeStripPoker2&DDisks\DeluxeStripPoker2&DDisks.Slave";"NoError, EmulPriv, Examine";"Strip Poker III ? 1991 Artworx";"Strip Poker 3";"1991 Artworx";"786432";"D\DeluxeStripPoker2&DataDisks_v1.0.lha";"DeluxeStripPoker2&DDisks";"DeluxeStripPoker2&DDisks";"0";"whdload";"524288";"6249277";"DeluxeStripPoker2";"OCS/ECS";"";"";"";"";"DDisks";"deluxe strip poker 2 3";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/deluxe-strip-poker-2";;;"English";;"1";"Deluxe Strip Poker 2";"Artworx / CDS / Guildhall";"d\deluxe-strip-poker-2";;;"deluxe strip poker 2 deluxestrippoker2 artworx cds guildhall deluxestrippoker2 english"
"DemonBlue\DemonBlue.slave";"NoError, EmulTrap, ClearMem";"Demon Blue ? 1992 MicroValue.";"Demon Blue";"1992 MicroValue";"0";"D\DemonBlue_v1.2.lha";"DemonBlue";"DemonBlue";"0";"whdload";"524288";"917711";"DemonBlue";"OCS/ECS";"";"";"";"";"";"demon blue";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1946";"1946";"Commercial";"English";"1";"1 Only";"Demon Blue";"MicroValue";"d\demon-blue";"OCS,ECS";"Platformer - Multi Screen";"demon blue demonblue 1946 micro value demonblue english"
"Demoniak\Demoniak.Slave";"NoError, EmulPriv, ClearMem, Examine";"Demoniak ?1991 Palace Software";"Demoniak";"1991 Palace Software";"786432";"D\Demoniak_v1.0.lha";"Demoniak";"Demoniak";"0";"whdload";"524288";"1025229";"Demoniak";"OCS/ECS";"";"";"";"";"";"demoniak";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2364";"2364";"Commercial";"English";"2";"1 Only";"Demoniak";"Palace Software";"d\demoniak";"OCS,ECS";"Adventure - Graphics/Text";"demoniak demoniak 2364 palace software demoniak english"
"DemonsTombTheAwakening\DemonsTombTheAwakening.Slave";"NoError, EmulPriv, Examine";"Demon's Tomb: The Awakening ? 1989 Melbourne House.";"Demon";"1989 Melbourne House";"262144";"D\DemonsTombTheAwakening_v1.0.lha";"DemonsTombTheAwakening";"DemonsTombTheAwakening";"0";"whdload";"524288";"755173";"DemonsTombTheAwakening";"OCS/ECS";"";"";"";"";"";"demons tomb the awakening demon";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1947";"1947";"Commercial";"English";"1";"1 Only";"Demon's Tomb: The Awakening";"Melbourne House";"d\demons-tomb-the-awakening";"OCS";"Adventure - Graphics/Text";"demons tomb the awakening demonstombtheawakening 1947 melbourne house demonstombtheawakening english"
"Denaris1Disk\Denaris1Disk.Slave";"NoError, EmulTrap, ClearMem";"Denaris ? 1989 Factor 5.";"Denaris";"1990 Factor 5";"0";"D\Denaris_v2.0_1Disk_2166.lha";"Denaris1Disk";"Denaris1Disk";"0";"whdload";"524288";"920826";"Denaris";"OCS/ECS";"";"";"";"1Disk";"";"denaris";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=317";"317";"Commercial";"English";"1";"1 or 2";"Denaris";"Electronic Arts";"d\denaris";"OCS";"";"denaris denaris 317 electronic arts denaris english"
"Denaris2Disk\Denaris2Disk.Slave";"NoError, EmulTrap, ClearMem";"Denaris ? 1989 Factor 5.";"Denaris";"1990 Factor 5";"0";"D\Denaris_v2.0_2Disk_0049.lha";"Denaris2Disk";"Denaris2Disk";"0";"whdload";"524288";"1558570";"Denaris";"OCS/ECS";"";"";"";"2Disk";"";"denaris";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=317";"317";"Commercial";"English";"1";"1 or 2";"Denaris";"Electronic Arts";"d\denaris";"OCS";"";"denaris denaris 317 electronic arts denaris english"
"Denjoy\Denjoy.Slave";"NoError, ClearMem";"Denjoy ?1991 Johnannes Lipp";"Denjoy";"1991 Johannes Lipp";"131072";"D\Denjoy_v1.0.1.lha";"Denjoy";"Denjoy";"0";"whdload";"397312";"442578";"Denjoy";"OCS/ECS";"";"";"";"";"";"denjoy";"Exact";"N/A";"Open Amiga Game Database";"[unreleased]";"https://oagd.net/amiga/denjoy";;;"English";;"1";"Denjoy";"";"d\denjoy";;;"denjoy denjoy denjoy english"
"Dennis\Dennis.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Dennis ? 1993 Ocean.";"Dennis ECS";"1993 Ocean";"0";"D\Dennis_v1.5.2.lha";"Dennis";"Dennis";"0";"whdload";"1048576";"1398660";"Dennis";"OCS/ECS";"";"";"";"";"";"dennis";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=360";"360";"Commercial";"English";"2";"1 Only";"Dennis";"Ocean";"d\dennis-aga";"AGA";"Platformer - Scrolling Screen";"dennis dennis 360 ocean dennis english"
"DennisAGA\DennisAGA.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Dennis ? 1993 Ocean.";"Dennis AGA";"1993 Ocean";"0";"D\Dennis_v1.5.2_AGA.lha";"DennisAGA";"DennisAGA";"0";"whdload";"2097152";"1436545";"Dennis";"AGA";"";"";"";"";"";"dennis";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=360";"360";"Commercial";"English";"2";"1 Only";"Dennis";"Ocean";"d\dennis-aga";"AGA";"Platformer - Scrolling Screen";"dennis dennis 360 ocean dennis english"
"DennisAGADesktopDynamite\DennisAGADeskDyn.slave";"NoError, EmulTrap, NoKbd, ClearMem";"Dennis ? 1993 Ocean.";"Dennis AGA";"1993 Ocean";"0";"D\Dennis_v1.5.2_AGA_DesktopDynamite.lha";"DennisAGADesktopDynamite";"DennisAGADesktopDynamite";"0";"whdload";"2097152";"1392085";"DennisAGADesktopDynamite";"OCS/ECS";"";"";"";"";"";"dennis agadesktop dynamite";"Exact";"N/A";"Open Amiga Game Database";"1994";"https://oagd.net/amiga/dennis-aga";;;"English";;"1";"Dennis [AGA]";"Ocean";"d\dennis-aga";;;"dennis aga dennisaga ocean dennisaga english"
"DennisCD32\DennisCD32.slave";"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Dennis ? 1993 Ocean.";"Dennis CD32";"1994 Ocean";"839680";"D\Dennis_v1.5.2_CD32.lha";"DennisCD32";"DennisCD32";"0";"whdload";"1310720";"1647925";"Dennis";"CD32";"";"";"";"";"";"dennis";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=360";"360";"Commercial";"English";"2";"1 Only";"Dennis";"Ocean";"d\dennis-aga";"AGA";"Platformer - Scrolling Screen";"dennis dennis 360 ocean dennis english"
"DenverJeFaisDesCouleursFr\DenverJeFaisDesCouleursFr.Slave";"NoError, EmulPriv, Examine";"Denver: Je decouvre les couleurs ? 1990 Loriciel.";"Denver: Je découvre les couleurs";"1990 Loriciel.";"262144";"D\DenverJeFaisDesCouleurs_v1.0_Fr.lha";"DenverJeFaisDesCouleursFr";"DenverJeFaisDesCouleursFr";"0";"whdload";"524288";"912250";"DenverJeFaisDesCouleurs";"OCS/ECS";"Fr";"";"";"";"";"je decouvre les couleurs";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/game/f8de3cb1-9475-554a-abfc-5ff2899f165f";;;"French";;"1";"Je Découvre Les Couleurs";"Loriciel";"j\je-decouvre-les-couleurs";;;"je decouvre les couleurs jedecouvrelescouleurs loriciel jedecouvrelescouleurs french"
"DesertStrike\DesertStrike.slave";"NoError, EmulTrap, NoDivZero, ClearMem";"Desert Strike - Return to the Gulf ? 1993 Electronic Arts";"Desert Strike - Return to the Gulf";"1993 Electronic Arts";"0";"D\DesertStrike_v3.1_0112.lha";"DesertStrike";"DesertStrike";"0";"whdload";"1048576";"2772646";"DesertStrike";"OCS/ECS";"";"";"";"";"";"desert strike return to the gulf";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=318";"318";"Commercial";"English";"3";"1 Only";"Desert Strike: Return to the Gulf";"Electronic Arts";"d\desert-strike-return-to-the-gulf";"OCS,ECS";"";"desert strike return to the gulf desertstrikereturntothegulf 318 electronic arts desertstrikereturntothegulf english"
"Destroyer\Destroyer.Slave";"NoError, EmulPriv, ClearMem, Examine";"Destroyer ?1988 Epix";"Destroyer";"1988 Epyx";"786432";"D\Destroyer_v1.0_0318.lha";"Destroyer";"Destroyer";"0";"whdload";"524288";"530963";"Destroyer";"OCS/ECS";"";"";"";"";"";"destroyer";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=1980";"1980";"Commercial";"English";"1";"1 Only";"Destroyer";"Epyx";"d\destroyer";"OCS";"Simulation - Marine";"destroyer destroyer 1980 epyx destroyer english"
"Detonator\Detonator.Slave";"NoError, EmulPriv, ClearMem, Examine";"Detonator ?1987 Creative Vision";"Detonator";"1987 Creative Vision";"327680";"D\Detonator_v1.0.lha";"Detonator";"Detonator";"0";"whdload";"524288";"769586";"Detonator";"OCS/ECS";"";"";"";"";"";"detonator";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=2365";"2365";"Commercial";"English";"1";"1 or 2";"Detonator";"Creative Vision";"d\detonator";"OCS";"Arcade - Breakout/Pong";"detonator detonator 2365 creative vision detonator english"
