"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords";"AssignName"
"NoError, EmulPriv, Examine";"782385";"H\HoleInOne\HoleInOne.Slave";"Hole In One ? 1988 Digitek";"0";"HoleInOne";"Hole In One";"1988 Digitek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HoleInOne";"OCS/ECS";"";"";"";"";"";"hole in one";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1225";"1225";"Commercial";"English";"1";"1 to 4";"Hole-In-One";"DigiTek Software";"h\hole-in-one";"OCS,ECS";"Sports - Golf";"hole in one holeinone 1225 digi tek software holeinone english";"A-Games"
"NoError, EmulPriv, Examine";"2030386";"H\HoleInOne&DataDisks\HoleInOne&DataDisks.Slave";"Hole In One ? 1988 Digitek";"0";"HoleInOne&DataDisks";"Hole In One";"1988 Digitek";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HoleInOnes";"OCS/ECS";"";"";"";"";"&DataDisk";"hole in ones one";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1225";"1225";"Commercial";"English";"1";"1 to 4";"Hole-In-One";"DigiTek Software";"h\hole-in-one";"OCS,ECS";"Sports - Golf";"hole in one holeinone 1225 digi tek software holeinone english";"A-Games"
"NoError, EmulPriv, Examine";"1770655";"H\HolidayMakerCDTVDe\HolidayMakerCDTVDe.Slave";"Holiday Maker ? 1990 Software 2000.";"0";"HolidayMakerCDTVDe";"Holiday Maker";"1990 Software 2000";"622592";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HolidayMaker";"CDTV";"De";"";"";"";"";"holiday maker";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2926";"2926";"Commercial";"German";"2";"1 Only";"Holiday Maker";"Software 2000";"h\holiday-maker";"OCS";"Adventure - Point and Click";"holiday maker holidaymaker 2926 software 2000 holidaymaker german";"A-Games"
"NoError, EmulPriv, Examine";"1626687";"H\HolidayMakerDe\HolidayMakerDe.Slave";"Holiday Maker ? 1990 Software 2000.";"0";"HolidayMakerDe";"Holiday Maker";"1990 Software 2000";"622592";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HolidayMaker";"OCS/ECS";"De";"";"";"";"";"holiday maker";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2926";"2926";"Commercial";"German";"2";"1 Only";"Holiday Maker";"Software 2000";"h\holiday-maker";"OCS";"Adventure - Point and Click";"holiday maker holidaymaker 2926 software 2000 holidaymaker german";"A-Games"
"NoError, ClearMem";"801495";"H\HollywoodPoker\HollywoodPoker.Slave";"Hollywood Poker ? 1987 reLINE";"0";"HollywoodPoker";"Hollywood Poker";"1987 reLINE";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HollywoodPoker";"OCS/ECS";"";"";"";"";"";"hollywood poker";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=501";"501";"Commercial";"English";"1";"1 Only";"Hollywood Poker";"Diamond Software";"h\hollywood-poker";"OCS";"Cards - Poker";"hollywood poker hollywoodpoker 501 diamond software hollywoodpoker english";"A-Games"
"NoError, EmulTrap, NoKbd";"1615653";"H\HollywoodPokerPro\HollywoodPokerPro.Slave";"Hollywood Poker Pro ? 1991 Reline/Softgold";"0";"HollywoodPokerPro";"Hollywood Poker Pro";"1991 Reline";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HollywoodPokerPro";"OCS/ECS";"";"";"";"";"";"hollywood poker pro";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=502";"502";"Commercial";"English";"2";"1 Only";"Hollywood Poker Pro";"reLINE Software";"h\hollywood-poker-pro";"OCS,ECS";"Cards - Poker";"hollywood poker pro hollywoodpokerpro 502 re line software hollywoodpokerpro english";"A-Games"
"NoError, EmulTrap, NoKbd";"375594";"H\HongKongPhooey\HongKongPhooey.Slave";"Hong Kong Phooey (c) 1990 Hi-Tec - 1 disk.";"0";"HongKongPhooey";"Hong Kong Phooey";"1990 Hi-Tec";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HongKongPhooey";"OCS/ECS";"";"";"";"";"";"hong kong phooey";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2302";"2302";"Commercial";"English";"1";"1 Only";"Hong Kong Phooey";"Hi-Tec Software";"h\hong-kong-phooey";"OCS";"Platformer - Scrolling Screen";"hong kong phooey hongkongphooey 2302 hi tec software hongkongphooey english";"A-Games"
"Disk, NoError, EmulTrap";"3672327";"H\Hook\Hook.slave";"Hook ? 1992 Ocean Software Ltd.";"0";"Hook";"-> H O O K <-";"1991 Ocean Software Ltd.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hook";"OCS/ECS";"";"";"";"";"";"hook";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1269";"1269";"Commercial";"English,German,French";"4";"1 Only";"Hook";"Ocean";"h\hook";"OCS,ECS";"Adventure - Point and Click";"hook hook 1269 ocean hook english,german,french";"A-Games"
"NoError, EmulTrap, ClearMem";"826995";"H\HorrorZombiesFromTheCrypt\HorrorZombiesFromTheCrypt.Slave";"Horror Zombies From The Crypt ? 1991 Millenium.";"0";"HorrorZombiesFromTheCrypt";"Horror Zombies From the Crypt";"1991 Millenium";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HorrorZombiesFromTheCrypt";"OCS/ECS";"";"";"";"";"";"horror zombies from the crypt";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2307";"2307";"Commercial";"English";"";"1 Only";"Horror Zombies from the Crypt";"Millennium";"h\horror-zombies-from-the-crypt";"OCS,ECS";"Platformer - Scrolling Screen";"horror zombies from the crypt horrorzombiesfromthecrypt 2307 millennium horrorzombiesfromthecrypt english";"A-Games"
"NoError, NoDivZero, EmulPriv";"940317";"H\Hostages\Hostages.Slave";"Hostages/Operation Jupiter ? 1988 Infogrames.";"0";"Hostages";"Hostages/Operation Jupiter";"1988 Infogrames";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hostages";"OCS/ECS";"";"";"";"";"";"hostages operation jupiter";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=504";"504";"Commercial";"English";"1";"1 Only";"Hostages";"Infogrames";"h\hostages";"OCS";"Arcade - Miscellaneous";"hostages hostages 504 infogrames hostages english";"A-Games"
"Disk, NoError, EmulTrap, NoKbd, ClearMem";"2076703";"H\HostileBreed\HostileBreed.Slave";"Hostile Breed ? 1993 Palace/Titus.";"0";"HostileBreed";"Hostile Breed";"1993 Palace/Titus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HostileBreed";"OCS/ECS";"";"";"";"";"";"hostile breed";"Exact";"7.7";"Open Amiga Game Database";"[unreleased]";"https://oagd.net/amiga/hostile-breed";"";"";"English, German, French";"";"1";"Hostile Breed";"Titus / Palace [unreleased]";"h\hostile-breed";"";"";"hostile breed hostilebreed titus palace unreleased hostilebreed english, german, french";"A-Games"
"NoError, EmulTrap";"533355";"H\HotRod\HotRod.Slave";"Hot Rod (c) 1990 Activision/SEGA";"0";"HotRod";"Hot Rod";"1990 Activision/SEGA";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HotRod";"OCS/ECS";"";"";"";"";"";"hot rod";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1624";"1624";"Commercial";"English";"1";"1 to 4, Simultaneous";"Hot Rod";"Activision";"h\hot-rod";"OCS,ECS";"Racing - Overhead";"hot rod hotrod 1624 activision hotrod english";"A-Games"
"NoError, EmulPriv, Examine";"950704";"H\HotRubber\HotRubber.Slave";"Grand Prix 500 II ? 1991 Micro?ds/Titus/Palace.";"0";"HotRubber";"Grand Prix 500 II/Hot Rubber";"1991 Micro?ds/Palace/Titus.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HotRubber";"OCS/ECS";"";"";"";"";"";"hot rubber grand prix 500 2";"Exact";"N/A";"Open Amiga Game Database";"1992";"https://oagd.net/game/0099a9a6-734b-52d6-90bb-77a995398a70";"";"";"English";"";"1 - 2 (2 simultaneous)";"Hot Rubber";"Palace";"h\hot-rubber";"";"";"hot rubber hotrubber palace hotrubber english";"A-Games"
"NoError, EmulTrap";"575448";"H\Hotshot\Hotshot.Slave";"Hotshot (c) 1988 Prism Leisure Corporation - 1 disk.";"0";"Hotshot";"Hotshot";"1988 Prism Leisure Corporation ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hotshot";"OCS/ECS";"";"";"";"";"";"hotshot";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1410";"1410";"Commercial";"English";"1";"1 or 2, Simultaneous";"Hotshot";"Addictive Games";"h\hotshot";"OCS";"Arcade - Breakout/Pong";"hotshot hotshot 1410 addictive games hotshot english";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"1580593";"H\HoundOfShadow\HoundOfShadow.Slave";"The Hound Of Shadow ?1989 Electronic Arts";"0";"HoundOfShadow";"The Hound Of Shadow";"1989 Electronic Arts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HoundOfShadow";"OCS/ECS";"";"";"";"";"";"hound of shadow the";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2856";"2856";"Commercial";"English";"2";"1 Only";"Hound of Shadow, The";"Electronic Arts";"h\hound-of-shadow-the";"OCS";"Adventure - Graphics/Text";"hound of shadow the houndofshadowthe 2856 electronic arts houndofshadowthe english";"A-Games"
"NoError, EmulTrap, NoKbd";"722043";"H\HuckleberryHound\HuckleberryHound.Slave";"Huckleberry Hound (c) 1993 Alternative - 1 disk.";"0";"HuckleberryHound";"Huckleberry Hound";"1993 Quex Development Ltd";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HuckleberryHound";"OCS/ECS";"";"";"";"";"";"huckleberry hound";"Best";"2,239606";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2564";"2564";"Commercial";"English";"1";"1 Only";"Huckleberry Hound in Hollywood Capers";"Alternative Software";"h\huckleberry-hound-in-hollywood-capers";"OCS,ECS";"Platformer - Scrolling Screen";"huckleberry hound in hollywood capers huckleberryhoundinhollywoodcapers 2564 alternative software huckleberryhoundinhollywoodcapers english";"A-Games"
"NoError, ClearMem";"1098383";"H\HudsonHawk\HudsonHawk.Slave";"Hudson Hawk ? 1991 Ocean.";"0";"HudsonHawk";"Hudson Hawk";"1991 Ocean";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HudsonHawk";"OCS/ECS";"";"";"";"";"";"hudson hawk";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1226";"1226";"Commercial";"English";"1";"1 Only";"Hudson Hawk";"Ocean";"h\hudson-hawk";"OCS,ECS";"Platformer - Scrolling Screen";"hudson hawk hudsonhawk 1226 ocean hudsonhawk english";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"3538512";"H\Hugo1Dk\Hugo1Dk.Slave";"Hugo - P? Nye Eventyr (5 disks) ? 1992 SliverRock.";"0";"Hugo1Dk";"Hugo - P? Nye Eventyr (5 Disks)";"1992 SilverRock";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo1";"OCS/ECS";"Dk";"";"";"";"";"hugo 1 nye eventyr 5 disks";"Best";"1,618358";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=508";"508";"Commercial";"Danish";"6";"1 Only";"Hugo på nye Eventyr";"Silverrock Productions";"h\hugo-pa-nye-eventyr";"OCS,ECS";"Arcade - Miscellaneous";"hugo pa nye eventyr hugopanyeeventyr 508 silverrock productions hugopanyeeventyr danish";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"3186292";"H\Hugo1Fi\Hugo1Fi.Slave";"Hugo - P? Nye Eventyr (5 disks) ? 1992 SliverRock.";"0";"Hugo1Fi";"Hugo - P? Nye Eventyr (5 Disks)";"1992 SilverRock";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo1";"OCS/ECS";"Fi";"";"";"";"";"hugo 1 nye eventyr 5 disks";"Best";"1,618358";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=508";"508";"Commercial";"Danish";"6";"1 Only";"Hugo på nye Eventyr";"Silverrock Productions";"h\hugo-pa-nye-eventyr";"OCS,ECS";"Arcade - Miscellaneous";"hugo pa nye eventyr hugopanyeeventyr 508 silverrock productions hugopanyeeventyr danish";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"4017716";"H\Hugo2Dk\Hugo2Dk.Slave";"Hugo - P? Nye Eventyr 2 (5/6 disks) ? 1992 SliverRock.";"0";"Hugo2Dk";"Hugo - P? Nye Eventyr 2 (5/6 Disks)";"1992 SilverRock";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo2";"OCS/ECS";"Dk";"";"";"";"";"hugo 2 nye eventyr 5 6 disks";"Best";"1,272072";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2201";"2201";"Commercial";"Danish";"6";"1 Only";"Hugo på nye Eventyr Del 2";"Silverrock Productions";"h\hugo-pa-nye-eventyr-del-2";"OCS,ECS";"Arcade - Miscellaneous";"hugo pa nye eventyr del 2 hugopanyeeventyrdel2 2201 silverrock productions hugopanyeeventyrdel2 danish";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"3088154";"H\Hugo2Fi\Hugo2Fi.Slave";"Hugo - P? Nye Eventyr 2 (5/6 disks) ? 1992 SliverRock.";"0";"Hugo2Fi";"Hugo - P? Nye Eventyr 2 (5/6 Disks)";"1992 SilverRock";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo2";"OCS/ECS";"Fi";"";"";"";"";"hugo 2 nye eventyr 5 6 disks";"Best";"1,272072";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2201";"2201";"Commercial";"Danish";"6";"1 Only";"Hugo på nye Eventyr Del 2";"Silverrock Productions";"h\hugo-pa-nye-eventyr-del-2";"OCS,ECS";"Arcade - Miscellaneous";"hugo pa nye eventyr del 2 hugopanyeeventyrdel2 2201 silverrock productions hugopanyeeventyrdel2 danish";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"5242579";"H\HugoDe\HugoDe.Slave";"HUGO (8 disks version) ? 1991 SliverRock/ITE.";"0";"HugoDe";"Hugo (8 Disks version)";"1991 SilverRock/ITE";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hugo";"OCS/ECS";"De";"";"";"";"";"hugo 507";"Best";"2,196049";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=507";"507";"Commercial";"Danish";"3";"1 Only";"Skærmtrolden Hugo";"Silverrock Productions";"s\sk-rmtrolden-hugo";"OCS,ECS";"Arcade - Miscellaneous";"skærmtrolden hugo skærmtroldenhugo 507 silverrock productions skrmtroldenhugo danish";"A-Games"
"NoError, EmulTrap";"846617";"H\HumanKillingMachine\HumanKillingMachine.slave";"Human Killing Machine ? 1988 Go!.";"0";"HumanKillingMachine";"Human Killing Machine";"1988 Go!";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HumanKillingMachine";"OCS/ECS";"";"";"";"";"";"human killing machine";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=509";"509";"Commercial";"English";"1";"1 Only";"Human Killing Machine";"US Gold";"h\human-killing-machine";"OCS";"Sports - Fighting";"human killing machine humankillingmachine 509 us gold humankillingmachine english";"A-Games"
"NoError, EmulTrap";"2741241";"H\Humans\Humans.slave";"The Humans & Human Race - Jurassic Levels ? 1992 Imagitec Design.";"0";"Humans";"The Humans / Human Race : Jurassic Levels";"1992 Imagitec Design";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans";"OCS/ECS";"";"";"";"";"";"humans the";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=510";"510";"Commercial";"English";"3";"";"Humans, The";"Mirage";"h\humans-the";"OCS,ECS";"Arcade - Miscellaneous";"humans the humansthe 510 mirage humansthe english";"A-Games"
"NoError, EmulTrap, ClearMem";"2345858";"H\Humans2\Humans2.slave";"Human Race: The Jurassic Levels ? 1993 Mirage.";"0";"Humans2";"Human Race: The Jurassic Levels";"1993 Mirage";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans2";"OCS/ECS";"";"";"";"";"";"humans 2 the jurassic levels";"Exact";"N/A";"Open Amiga Game Database";"1993";"https://oagd.net/game/bf62bc1a-ae22-5b56-998d-135442786402";"";"";"English, German";"";"1";"Humans 2: The Jurassic Levels";"Mirage / Gametek";"h\humans-2-the-jurassic-levels";"";"";"humans 2 the jurassic levels humans2thejurassiclevels mirage gametek humans2thejurassiclevels english, german";"A-Games"
"NoError, EmulTrap, ClearMem";"2345253";"H\Humans2De\Humans2De.slave";"Human Race: The Jurassic Levels ? 1993 Mirage.";"0";"Humans2De";"Human Race: The Jurassic Levels";"1993 Mirage";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans2";"OCS/ECS";"De";"";"";"";"";"humans 2 the jurassic levels";"Exact";"N/A";"Open Amiga Game Database";"1993";"https://oagd.net/game/bf62bc1a-ae22-5b56-998d-135442786402";"";"";"English, German";"";"1";"Humans 2: The Jurassic Levels";"Mirage / Gametek";"h\humans-2-the-jurassic-levels";"";"";"humans 2 the jurassic levels humans2thejurassiclevels mirage gametek humans2thejurassiclevels english, german";"A-Games"
"NoError, EmulTrap";"2741243";"H\HumansDe\HumansDe.slave";"The Humans & Human Race - Jurassic Levels ? 1992 Imagitec Design.";"0";"HumansDe";"The Humans / Human Race : Jurassic Levels";"1992 Imagitec Design";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans";"OCS/ECS";"De";"";"";"";"";"humans the";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=510";"510";"Commercial";"English";"3";"";"Humans, The";"Mirage";"h\humans-the";"OCS,ECS";"Arcade - Miscellaneous";"humans the humansthe 510 mirage humansthe english";"A-Games"
"NoError, EmulTrap";"2741243";"H\HumansFr\HumansFr.slave";"The Humans & Human Race - Jurassic Levels ? 1992 Imagitec Design.";"0";"HumansFr";"The Humans / Human Race : Jurassic Levels";"1992 Imagitec Design";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Humans";"OCS/ECS";"Fr";"";"";"";"";"humans the";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=510";"510";"Commercial";"English";"3";"";"Humans, The";"Mirage";"h\humans-the";"OCS,ECS";"Arcade - Miscellaneous";"humans the humansthe 510 mirage humansthe english";"A-Games"
"Disk, NoError, EmulTrap";"1238376";"H\Hunter\Hunter.slave";"Hunter (c) 1990 Activision, french, english and german";"0";"Hunter";"Hunter";"1990 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hunter";"OCS/ECS";"";"";"";"";"";"hunter";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=512";"512";"Commercial";"English";"1";"1 Only";"Hunter";"Activision";"h\hunter";"OCS,ECS";"Adventure - Arcade 3D";"hunter hunter 512 activision hunter english";"A-Games"
"Disk, NoError, EmulTrap";"1238378";"H\HunterDe\HunterDe.slave";"Hunter (c) 1990 Activision, french, english and german";"0";"HunterDe";"Hunter";"1990 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hunter";"OCS/ECS";"De";"";"";"";"";"hunter";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=512";"512";"Commercial";"English";"1";"1 Only";"Hunter";"Activision";"h\hunter";"OCS,ECS";"Adventure - Arcade 3D";"hunter hunter 512 activision hunter english";"A-Games"
"Disk, NoError, EmulTrap";"1238378";"H\HunterFr\HunterFr.slave";"Hunter (c) 1990 Activision, french, english and german";"0";"HunterFr";"Hunter";"1990 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hunter";"OCS/ECS";"Fr";"";"";"";"";"hunter";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=512";"512";"Commercial";"English";"1";"1 Only";"Hunter";"Activision";"h\hunter";"OCS,ECS";"Adventure - Arcade 3D";"hunter hunter 512 activision hunter english";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"669603";"H\HuntForRedOctober\HuntForRedOctober.Slave";"";"0";"HuntForRedOctober";"The Hunt for Red October";"1987 Oxford Digital Enterprises";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HuntForRedOctober";"OCS/ECS";"";"";"";"";"";"the hunt for red october oxford digital";"Exact";"7.9";"Open Amiga Game Database";"1987";"https://oagd.net/amiga/the-hunt-for-red-october-oxford-digital";"";"";"English";"";"1";"The Hunt for Red October [Oxford Digital]";"Grandslam";"t\the-hunt-for-red-october-oxford-digital";"";"";"the hunt for red october oxford digital thehuntforredoctoberoxforddigital grandslam thehuntforredoctoberoxforddigital english";"A-Games"
