"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation"
"NoError, EmulTrap, ClearMem";"Musicbox ? 1990 Exodus.";"1990 Exodus";"whdload";"0";"Musicbox";"MusicBoxExodus";"585047";"MusicBoxExodus\MusicBoxExodus.Slave";"0";"MusicBoxExodus";"524288";"MusicBoxExodus";"OCS/ECS";"";"";"";"";""
