ArchiveFile;SlaveFile;SlaveOutputFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
Leatherneck.lha;LeatherneckHD\Leatherneck.slave;Leatherneck.lha_Leatherneck.slave.txt;Leatherneck;1988 Microdeal;1596;10;NoError, EmulTrap;524288;0;59;0
LeavinTeramis.lha;Leavin Teramis Install\LeavinTeramis.slave;LeavinTeramis.lha_LeavinTeramis.slave.txt;Leavin;1990 Thalion;1136;10;NoError, EmulTrap, ClearMem;524288;58;5d;0
LedStorm.lha;LEDStormHD\LedStorm.slave;LedStorm.lha_LedStorm.slave.txt;L.E.D Storm;1988 Capcom/Software Creations;3968;16;NoError, EmulPriv, Examine;524288;0;5d;524288
Legacy.lha;The Legacy Install\TheLegacy.slave;Legacy.lha_TheLegacy.slave.txt;The Legacy;1991 Hexodus;5236;15;NoError, EmulPriv, Examine;524288;0;5f;262144
Legacy.lha;The Legacy Install\TheLegacyGame.slave;Legacy.lha_TheLegacyGame.slave.txt;The Legacy (Game Only);1991 Hexodus;1440;10;NoError, EmulTrap, ClearMem;524288;58;5f;0
Legend.lha;Legend Install\getlegendsavedisk.slave;Legend.lha_getlegendsavedisk.slave.txt;;;480;3;Disk;524288;;;
Legend.lha;Legend Install\Legend.Slave;Legend.lha_Legend.Slave.txt;Legend / The four crystals of Trazere1992 Mindscape;1992 Mindscape;664;10;NoError, EmulTrap;524288;0;46;0
LegendOfDjel.lha;LegendOfDjelHD\LegendOfDjel.slave;LegendOfDjel.lha_LegendOfDjel.slave.txt;Legend Of Djel;1989 Tomahawk;5660;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;262144
LegendOfFaerghail.lha;LegendOfFaerghailHD\LegendOfFaerghail.slave;LegendOfFaerghail.lha_LegendOfFaerghail.slave.txt;Legend Of Faerghail;1990 ReLine;5304;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;851968
LegendOfKyrandia.lha;LegendOfKyrandiaHd\LegendOfKyrandia.Slave;LegendOfKyrandia.lha_LegendOfKyrandia.Slave.txt;Legend Of Kyrandia;1992 Westwood;3996;15;NoError, EmulPriv, Examine;589824;0;59;786432
LegendOfRagnarok.lha;LegendOfRagnarokHD\LegendOfRagnarok.slave;LegendOfRagnarok.lha_LegendOfRagnarok.slave.txt;Legend of Ragnarok;1995 GameTek;540;10;NoError, EmulTrap, ClearMem;1048576;0;59;4096
LegendOfTheLost.lha;LegendOfTheLost_Install\LegendOfTheLost.slave;LegendOfTheLost.lha_LegendOfTheLost.slave.txt;Legend of the Lost;1990 Impressions;1200;17;NoError, EmulTrap, ClearMem;524288;0;59;0
LegendOfTheSword.lha;LegendOfTheSword_Install\LegendOfTheSword.slave;LegendOfTheSword.lha_LegendOfTheSword.slave.txt;Legend of the Sword;1988 Rainbird;5088;17;NoError, EmulPriv, Examine;524288;0;59;786432
Legends.lha;LegendsHd\Legends.Slave;Legends.lha_Legends.Slave.txt;Legends AGA/CD32;1994 krisalis;6488;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;2097152;0;59;524288
LegendsOfValour.lha;LegendsOfValourHd\LegendsOfValour.Slave;LegendsOfValour.lha_LegendsOfValour.Slave.txt;Legends Of Valour;1992 US-GOLD.;4488;16;NoError, EmulPriv, Examine;524288;0;59;786432
Legion.lha;LegionHD\Legion.slave;Legion.lha_Legion.slave.txt;Legion;1996 Gobi;8868;17;NoError, EmulPriv, ClearMem, Examine;983040;0;5d;1310720
LeisureSuitLarry.lha;LeisureSuitLarryHD\LeisureSuitLarry.slave;LeisureSuitLarry.lha_LeisureSuitLarry.slave.txt;Leisure Suit Larry;1987 Sierra;7004;11;NoError, EmulTrap, EmulPriv;524288;0;59;524288
LeisureSuitLarry2.lha;LeisureSuitLarry2HD\LeisureSuitLarry2.Slave;LeisureSuitLarry2.lha_LeisureSuitLarry2.Slave.txt;Leisure Suit Larry 2;1990 Sierra;4000;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
LeisureSuitLarry3.lha;LeisureSuitLarry3HD\LeisureSuitLarry3.Slave;LeisureSuitLarry3.lha_LeisureSuitLarry3.Slave.txt;Leisure Suit Larry 3;1990 Sierra;4360;16;NoError, EmulPriv, Examine;1044480;0;5d;786432
LeisureSuitLarry5.lha;LeisureSuitLarry5HD\LeisureSuitLarry5.Slave;LeisureSuitLarry5.lha_LeisureSuitLarry5.Slave.txt;Leisure Suit Larry 5;1991 Sierra;4036;16;NoError, EmulPriv, Examine;524288;0;5d;1310720
LeisureSuitLarryEnhanced.lha;LeisureSuitLarryEnhHD\LeisureSuitLarryEnh.slave;LeisureSuitLarryEnhanced.lha_LeisureSuitLarryEnh.slave.txt;Leisure Suit Larry Enhanced;1991 Sierra;4056;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
Lemmings.lha;LemmingsHD\Lemmings.slave;Lemmings.lha_Lemmings.slave.txt;Lemmings;1990 Psygnosis;2036;17;NoError, EmulTrap, ClearMem;524288;0;59;4096
Lemmings.lha;LemmingsHD\LemmingsCD.slave;Lemmings.lha_LemmingsCD.slave.txt;Lemmings CDTV/CD32;1992 Psygnosis;3016;17;NoError, ClearMem;491520;0;59;344064
Lemmings2.lha;Lemmings2HD\Lemmings2.slave;Lemmings2.lha_Lemmings2.slave.txt;Lemmings 2: The Tribes;1993 Psygnosis;1428;14;NoError, EmulTrap, ClearMem;1048576;0;59;524288
Lemmings2.lha;Lemmings2HD\Lemmings2Intro.slave;Lemmings2.lha_Lemmings2Intro.slave.txt;Lemmings 2: The Tribes (intro);1993 Psygnosis;1524;15;NoError, ClearMem;438272;0;59;421888
Lemmings2.lha;Lemmings2HD\Lemmings2_512K.slave;Lemmings2.lha_Lemmings2_512K.slave.txt;Lemmings 2: The Tribes;1993 Psygnosis;1408;14;NoError, EmulTrap, ClearMem;524288;0;59;524288
Lemmings2Demo.lha;Lemmings2DemoHD\Lemmings2Demo.slave;Lemmings2Demo.lha_Lemmings2Demo.slave.txt;Lemmings 2 demo;1992 Psygnosis;556;17;NoError;499712;0;59;479232
Lemmings3.lha;Lemmings3HD\Lemmings3.slave;Lemmings3.lha_Lemmings3.slave.txt;All New World of Lemmings;1994 DMA Design / Psygnosis;4304;15;NoError, ReqAGA, EmulPriv, Examine;2093056;0;5d;1048576
LemmingsDemo.lha;LemmingsDemoHD\LemmingsDemo.slave;LemmingsDemo.lha_LemmingsDemo.slave.txt;Lemmings demo;1990 Psygnosis;584;14;NoError, EmulTrap, ClearMem;524288;0;59;4096
LemmingsHoliday94.lha;LemmingsHoliday94HD\LemmingsHoliday.slave;LemmingsHoliday94.lha_LemmingsHoliday.slave.txt;Lemmings Holiday;1993/94 Psygnosis;972;15;NoError;409600;0;59;110592
LemmingsHolidayDemo.lha;LemmingsHolidayDemoHD\LemmingsHolidayDemo.slave;LemmingsHolidayDemo.lha_LemmingsHolidayDemo.slave.txt;Lemmings Holiday demo;1994 Psygnosis;3104;17;NoError, ClearMem;409600;0;59;204800
LemmingsNewYear9192.lha;LemmingsNewYear9192HD\LemmingsNewYear9192.slave;LemmingsNewYear9192.lha_LemmingsNewYear9192.slave.txt;New Year Lemmings 91/92;1991 Psygnosis;876;14;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;59;4096
LemmingsOhNoMore.lha;Oh-No!More_HD\OhNoMoreLemmings.Slave;LemmingsOhNoMore.lha_OhNoMoreLemmings.Slave.txt;Oh-No! More Lemmings;1991 Psygnosis;2372;14;NoError, EmulTrap, ClearMem;524288;0;59;528384
LemmingsXmas91.lha;LemmingsXmas91HD\XmasLemmingsDemo1991.slave;LemmingsXmas91.lha_XmasLemmingsDemo1991.slave.txt;Xmas Lemmings demo 1991;1991 Psygnosis;952;14;NoError, NoDivZero, ClearMem;491520;0;59;151552
LemmingsXmas92.lha;XmasLemmingsDemo1992HD\XmasLemmingsDemo1992.slave;LemmingsXmas92.lha_XmasLemmingsDemo1992.slave.txt;Xmas Lemmings demo 1992;1992 Psygnosis;796;14;NoError, NoDivZero, ClearMem;491520;0;59;151552
Leonardo.lha;LeonardoHd\Leonardo.slave;Leonardo.lha_Leonardo.slave.txt;Leonardo;1989 Starbyte ;1200;12;NoError, EmulTrap, ClearMem;524288;58;59;0
LesManley.lha;LesManleyHD\LesManley.slave;LesManley.lha_LesManley.slave.txt;Les Manley - Search for the King;1990-1991 Accolade;4704;16;NoError, NoKbd, EmulPriv, Examine;524288;0;5d;1048576
LesPortesDuTemps.lha;LesPortesDuTempsHD\LesPortesDuTemps.slave;LesPortesDuTemps.lha_LesPortesDuTemps.slave.txt;Les Portes Du Temps;1989 Legend Software;4984;16;NoError, EmulTrap, NoDivZero, EmulPriv, Examine;983040;0;5d;278528
LethalWeapon.lha;LethalWeaponHD\LethalWeapon.slave;LethalWeapon.lha_LethalWeapon.slave.txt;Lethal Weapon;1992 Ocean;1228;10;NoError, EmulTrap;524288;0;59;524288
LethalXcess.lha;LethalXcess Install\LethalXcess.Slave;LethalXcess.lha_LethalXcess.Slave.txt;Lethal Xcess;1991 Eclipse;732;10;Disk, NoError, NoKbd;524288;0;5d;0
LethalZone.lha;LethalZoneHD\LethalZone.slave;LethalZone.lha_LethalZone.slave.txt;Lethal Zone;1991 Infernal Byte System;1808;17;NoError, EmulTrap, ClearMem;524288;0;59;0
Lettrix.lha;Lettrix_Install\Lettrix.slave;Lettrix.lha_Lettrix.slave.txt;Lettrix;1990 Software 2000;4956;17;NoError, EmulPriv, Examine;524288;0;46;786432
Leviathan.lha;LeviathanHD\Leviathan.slave;Leviathan.lha_Leviathan.slave.txt;Leviathan;1987 English Software;1204;13;NoError, ClearMem;524288;0;59;131072
LicenceToKill.lha;LicenceToKillHD\LicenceToKill.slave;LicenceToKill.lha_LicenceToKill.slave.txt;Licence To Kill;1989 Quixel/Domark;1504;10;NoError, EmulTrap;524288;0;59;0
LifeAndDeath.lha;LifeAndDeathHD\LifeAndDeath.slave;LifeAndDeath.lha_LifeAndDeath.slave.txt;Life & Death;1991 The Software Toolworks / Mindscape;5756;16;NoError, NoKbd, EmulPriv, Examine;786432;0;5d;524288
LightCorridor.lha;Light Corridor Install\LightCorridor.slave;LightCorridor.lha_LightCorridor.slave.txt;Light Corridor;1990 Infogrames;1688;11;Disk, NoError, EmulTrap;524288;0;59;290816
LightRacer.lha;LightRacerHd\LightRacer.slave;LightRacer.lha_LightRacer.slave.txt;Light Racer;1989 A.Eberl & W.Singer ;840;13;NoError, EmulTrap;1048576;5f;5d;0
LimesAndNapoleon.lha;LimesAndNapoleonHd\LimesAndNapoleon.Slave;LimesAndNapoleon.lha_LimesAndNapoleon.Slave.txt;Limes & Napoleon;1989 EAS ;1340;13;NoError, EmulTrap;524288;5f;5d;0
LineOfFire.lha;LineOfFireHD\LineOfFire.slave;LineOfFire.lha_LineOfFire.slave.txt;;;348;8;NoError;1048576;0;5d;0
Links.lha;Links_Install\Links.slave;Links.lha_Links.slave.txt;Links - The Challenge of Golf;1992 Access;4832;17;NoError, EmulPriv, Examine;524288;0;59;1310720
Lionheart.lha;LionheartHD\Lionheart.slave;Lionheart.lha_Lionheart.slave.txt;Lionheart;1992 Thalion;2644;17;NoError, ClearMem;524288;0;5d;520192
LionheartDemo.lha;LionheartDemoHD\LionheartDemo.slave;LionheartDemo.lha_LionheartDemo.slave.txt;Lionheart Demo;1993 Thalion;1544;17;NoError, ClearMem;524288;0;5d;876544
LionheartDemo.lha;LionheartDemoHD\LionheartDemo1MB.slave;LionheartDemo.lha_LionheartDemo1MB.slave.txt;Lionheart Demo;1993 Thalion;1404;17;NoError, ClearMem;524288;0;5d;528384
LionKing.lha;lk.slave;LionKing.lha_lk.slave.txt;Disney;1994 Virgin / Disney;1116;10;Disk, NoError, EmulTrap;2097152;0;46;0
LiquidKids.lha;LiquidKidsHd\LiquidKids.slave;LiquidKids.lha_LiquidKids.slave.txt;Liquid Kids;1991 Ocean;34592;10;NoError, EmulTrap;524288;0;59;4096
LittleComputerPeople.lha;LittleComputerPeopleHD\LittleComputerPeople.slave;LittleComputerPeople.lha_LittleComputerPeople.slave.txt;Little Computer People;1985/86 Activision;4392;16;NoError, EmulPriv, Examine;524288;0;5d;524288
LittlePuff.lha;LittlePuffHD\LittlePuff.slave;LittlePuff.lha_LittlePuff.slave.txt;;;312;8;NoError, EmulTrap;524288;0;59;0
LiveAndLetDie.lha;LiveAndLetDie\LiveAndLetDie.slave;LiveAndLetDie.lha_LiveAndLetDie.slave.txt;;;384;7;Disk, NoError, EmulTrap;524288;58;59;
Livingstone2.lha;Livingstone2HD\Livingstone2.slave;Livingstone2.lha_Livingstone2.slave.txt;Livingstone 2;1990 Opera Soft;560;10;NoError, EmulTrap;524288;0;59;0
Llamatron.lha;LlamatronHD\Llamatron.slave;Llamatron.lha_Llamatron.slave.txt;Llamatron;1991 Jeff Minter;476;10;NoError, NoKbd;524288;0;5d;0
Locomotion.lha;LocomotionHD\Locomotion.slave;Locomotion.lha_Locomotion.slave.txt;Locomotion;1992 Kingsoft;3976;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
Logical.lha;LogicalHd\logical.Slave;Logical.lha_logical.Slave.txt;Logical ECS/CDTV ;1991 Rainbow Arts;4616;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
Logo.lha;LogoHD\Logo.slave;Logo.lha_Logo.slave.txt;Logo;1989 Starbyte;4460;16;NoError, EmulPriv, Examine;524288;0;59;294912
Lollypop.lha;LollypopHD\Lollypop.slave;Lollypop.lha_Lollypop.slave.txt;Lollypop;1995 Rainbow Arts;904;15;NoError, EmulTrap;1048576;0;59;4096
LombardRACRally.lha;LombardRacRallyHd\LombardRacRally.Slave;LombardRACRally.lha_LombardRacRally.Slave.txt;Lombard Rac Rally;1988 Red Hat/Mandarin Software;4864;16;NoError, NoKbd, EmulPriv, Examine;524288;0;59;262144
Loom.lha;LoomHD\Loom.slave;Loom.lha_Loom.slave.txt;Loom;1990 Lucasfilm Games;8144;13;NoError, EmulPriv;524288;0;59;589824
Loom.lha;LoomHD\Loom13.slave;Loom.lha_Loom13.slave.txt;Loom;1990 Lucasfilm Games;8292;13;NoError, EmulPriv;524288;0;59;589824
Loom.lha;LoomHD\Loom31.slave;Loom.lha_Loom31.slave.txt;Loom;1990 Lucasfilm Games;8292;13;NoError, EmulPriv;524288;0;59;851968
Loopz.lha;LoopzHD\Loopz.slave;Loopz.lha_Loopz.slave.txt;Loopz;1990 Audiogenic/Mindscape;920;10;NoError;524288;0;59;4096
LordsOfChaos.lha;Lords of Chaos Install\LordsOfChaos.slave;LordsOfChaos.lha_LordsOfChaos.slave.txt;Lords Of Chaos;1991 Blade Software;1008;10;Disk, NoError, EmulTrap;524288;58;59;0
LordsOfDoom.lha;LordsOfDoom_Install\LordsOfDoom.slave;LordsOfDoom.lha_LordsOfDoom.slave.txt;Lords of Doom;1990/91 Starbyte;5620;17;NoError, EmulPriv, Examine;524288;0;59;786432
LordsOfTheRealm.lha;LordsOfTheRealmHd\LordsOfTheRealmAGa.Slave;LordsOfTheRealm.lha_LordsOfTheRealmAGa.Slave.txt;Lords Of The Realm AGA (no Fast);1994 Impressions ;4968;16;NoError, Req68020, EmulPriv, Examine;2097152;0;59;524288
LordsOfTheRealm.lha;LordsOfTheRealmHd\LordsOfTheRealmAgaFast.Slave;LordsOfTheRealm.lha_LordsOfTheRealmAgaFast.Slave.txt;Lords Of The Realm AGA (1 Mo Fast);1994 Impressions ;4964;16;NoError, Req68020, EmulPriv, Examine;2097152;0;59;1572864
LordsOfTheRealm.lha;LordsOfTheRealmHd\LordsOfTheRealmECS.Slave;LordsOfTheRealm.lha_LordsOfTheRealmECS.Slave.txt;Lords Of The Realm ECS;1994 Impressions ;5044;16;NoError, EmulPriv, Examine;524288;0;59;917504
LordsOfTheRisingSun.lha;LordsOfTheRisingSunHD\LordsOfTheRisingSun.Slave;LordsOfTheRisingSun.lha_LordsOfTheRisingSun.Slave.txt;Lords Of The Rising Sun;1989 Cinemaware;8664;16;NoError, EmulPriv, Examine;524288;0;5d;786432
LordsOfTime.lha;LordsOfTime_Install\LordsOfTime.slave;LordsOfTime.lha_LordsOfTime.slave.txt;Lords of Time;1992 Hollyware;5484;17;NoError, EmulPriv, Examine;524288;0;59;786432
LordsOfWar.lha;LordsOfWar Install\lordsofwar.slave;LordsOfWar.lha_lordsofwar.slave.txt;Lords of War;1989 Digital Concepts;5108;16;NoError, EmulPriv, Examine;917504;0;59;262144
Lorna.lha;LornaHd\Lorna.slave;Lorna.lha_Lorna.slave.txt;Lorna;1990 Toposoft;760;10;NoError, EmulTrap;1048576;0;59;4096
LostDutchmanMine.lha;LostDutchmanMineHD\LostDutchManMine.slave;LostDutchmanMine.lha_LostDutchManMine.slave.txt;Lost DutchMan Mine;1989 Magnetic Scrolls;4660;16;NoError, EmulPriv, Examine;524288;0;5d;655360
LostInMine.lha;LostInMineHD\LostInMine.slave;LostInMine.lha_LostInMine.slave.txt;Lost In Mine;1995 MarkSoft;4692;16;NoError, EmulPriv, ClearMem, Examine;589824;0;59;786432
LostPatrol.lha;LostPatrolHD\LostPatrol.Slave;LostPatrol.lha_LostPatrol.Slave.txt;Lost Patrol;1990 OCEAN;2280;15;NoError, EmulTrap, NoDivZero, EmulPriv;524288;0;59;262144
LostVikings.lha;TheLostVikingsWHD\TheLostVikings.slave;LostVikings.lha_TheLostVikings.slave.txt;The Lost Vikings;1992-93 Interplay;6568;16;NoError, EmulPriv, Examine;1048576;0;59;262144
LotharMatthaus.lha;LotharMatthausHD\LotharMatthaus.slave;LotharMatthaus.lha_LotharMatthaus.slave.txt;Lothar Matthaus;1993 Ocean;480;10;NoError, EmulTrap;1048576;0;0;0
Lotus2.lha;Lotus2 Install\Lotus2.Slave;Lotus2.lha_Lotus2.Slave.txt;Lotus Turbo Challenge II;1991 Magnetic Fields Ltd., Gremlin Ltd.;4060;10;Disk, NoError;524288;0;5f;532480
Lotus3.lha;Lotus3HD\Lotus3.slave;Lotus3.lha_Lotus3.slave.txt;Lotus 3;1992 Gremlin;6668;13;Disk, NoError, EmulTrap, ClearMem;1048576;0;59;0
LotusEspritTC.lha;LotusEspritTCHd\LotusEspritTC.slave;LotusEspritTC.lha_LotusEspritTC.slave.txt;Lotus Turbo Esprit Challenge;1990 Gremlin/Magnetic Fields ;5500;13;NoError, EmulTrap, NoKbd, ClearMem;524288;5f;5d;4096
LunarC.lha;LunarCHD\LunarC.slave;LunarC.lha_LunarC.slave.txt;Lunar-C CD??;1993 Eikon/Mindscape;4088;15;NoError, EmulPriv, Examine;1048576;0;5d;720896
LupoAlberto.lha;LupoAlberto_Install\LupoAlberto.slave;LupoAlberto.lha_LupoAlberto.slave.txt;Lupo Alberto;1991 Idea;4964;17;NoError, EmulPriv, Examine;524288;0;59;786432
LureOfTheTemptress.lha;LureOfTheTemptressHD\LureOfTheTemptress.slave;LureOfTheTemptress.lha_LureOfTheTemptress.slave.txt;Lure Of The Temptress;1992 Revolution Software;7608;11;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
Luxor.lha;LuxorHD\Luxor.slave;Luxor.lha_Luxor.slave.txt;Luxor;1988 Software Horizons Ltd/Paradox Software;732;10;NoError, EmulTrap;524288;0;59;0
M1TankPlatoon.lha;M1TankPlatoonHD\M1TankPlatoon.slave;M1TankPlatoon.lha_M1TankPlatoon.slave.txt;M1 Tank Platoon;1990 Microprose;4204;15;NoError, EmulPriv, Examine;524288;0;5d;786432
Mach3.lha;Mach3Hd\Mach3.Slave;Mach3.lha_Mach3.Slave.txt;Mach 3;1988 Loriciel.;1344;16;NoError, EmulPriv, Examine;524288;0;59;262144
MadProfessorMariarti.lha;MadProfessorMariartiHD\Mariarti.slave;MadProfessorMariarti.lha_Mariarti.slave.txt;Mad Professor Mariarti;1990 Krisalis;1088;17;NoError, EmulTrap;524288;0;59;0
MadShow.lha;MadShowHD\MadShow.slave;MadShow.lha_MadShow.slave.txt;Mad Show;1988 Silmarils;4692;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
MadTV.lha;MadTvHd\madtv.Slave;MadTV.lha_madtv.Slave.txt;Mad TV ;1991 Rainbow Arts;1456;14;NoError, EmulTrap, EmulPriv;1048576;0;59;393216
Mafdet.lha;Mafdet Install\Mafdet.slave;Mafdet.lha_Mafdet.slave.txt;Mafdet And The Book Of The Dead;1989 Software Horizons;4012;17;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
MagicBoy.lha;MagicBoyHD\MagicBoy.slave;MagicBoy.lha_MagicBoy.slave.txt;Magic Boy;1993 Blue Turtle;356;10;NoError;524288;0;59;0
MagicFly.lha;MagicFly\MagicFly0512k.slave;MagicFly.lha_MagicFly0512k.slave.txt;Magic Fly;1990 Electronic Arts;4620;16;EmulPriv, ClearMem, Examine;524288;58;57;786432
MagicFly.lha;MagicFly\MagicFly1024k.slave;MagicFly.lha_MagicFly1024k.slave.txt;Magic Fly;1990 Electronic Arts;4620;16;EmulPriv, ClearMem, Examine;1048576;58;57;786432
Magician.lha;MagicianHD\Magician.slave;Magician.lha_Magician.slave.txt;Magician;1990 Loriciel;324;10;NoError, EmulTrap;524288;0;0;0
MagicJohnsons.lha;MagicJohnsons_Install\MagicJohnsonsBasketball.slave;MagicJohnsons.lha_MagicJohnsonsBasketball.slave.txt;Magic Johnson;1989 Melbourne House;4680;16;NoError, EmulPriv, Examine;524288;0;59;786432
MagiclandDizzy.lha;MagiclandDizzyHD\MagiclandDizzy.slave;MagiclandDizzy.lha_MagiclandDizzy.slave.txt;Magicland Dizzy;1992 Code Masters;1372;17;NoError, EmulTrap, ClearMem;524288;0;59;524288
MagicLines.lha;MagicLinesHD\MagicLines.slave;MagicLines.lha_MagicLines.slave.txt;Magic Lines;1990 Thalion;1324;10;NoError, EmulTrap, NoKbd;524288;0;59;4096
MagicMarble.lha;MAgicMarbleHd\MagicMarble.Slave;MagicMarble.lha_MagicMarble.Slave.txt;Magic Marble;1989 Sphinx;4548;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
MagicPockets.lha;MagicPocketsHD\MagicPockets.slave;MagicPockets.lha_MagicPockets.slave.txt;Magic Pockets;1991 The Bitmap Brothers;2356;13;NoError, EmulTrap, ClearMem;524288;0;5d;0
MagicPocketsDemo.lha;MagicPocketsDemoHD\MagicPocketsDemo.slave;MagicPocketsDemo.lha_MagicPocketsDemo.slave.txt;Magic Pockets Demo;1992 The Bitmap Brothers;2008;10;NoError, EmulTrap, ClearMem;1048576;0;5d;0
Magnatron.lha;MagnatronHD\Magnatron.slave;Magnatron.lha_Magnatron.slave.txt;Magnatron;BSP Design;1180;15;NoError, EmulTrap;524288;0;59;0
MajorMotion.lha;MajorMotionHD\MajorMotion.slave;MajorMotion.lha_MajorMotion.slave.txt;Major Motion;1988 Microdeal;6400;13;NoError, ClearMem;524288;0;5d;327680
ManchesterUnited.lha;ManchesterUnited_Install\ManchesterUnited.slave;ManchesterUnited.lha_ManchesterUnited.slave.txt;Manchester United;1990 Krisalis;2476;17;NoError, EmulTrap, ClearMem;524288;0;59;0
ManchesterUnitedDBL.lha;ManchesterUtdDBL_Install\ManchesterUnited_DBL.slave;ManchesterUnitedDBL.lha_ManchesterUnited_DBL.slave.txt;Manchester United: The Double;1995 Krisalis;1624;17;NoError, EmulTrap, ClearMem;524288;0;59;1048576
ManchesterUnitedEurope.lha;ManchesterUtdEur_Install\ManchesterUnitedEurope.slave;ManchesterUnitedEurope.lha_ManchesterUnitedEurope.slave.txt;Manchester United Europe;1991 Krisalis;1888;10;NoError, EmulTrap;524288;0;46;524288
ManchesterUnitedPLC.lha;ManchesterUtdPLC_Install\ManchesterUnited_PLC.slave;ManchesterUnitedPLC.lha_ManchesterUnited_PLC.slave.txt;Manchester United Premier League Champions;1994 Krisalis;1804;17;NoError, EmulTrap, ClearMem;524288;0;59;524288
ManFromTheCouncil.lha;ManFromTheCouncilHD\ManFromTheCouncil.slave;ManFromTheCouncil.lha_ManFromTheCouncil.slave.txt;Man From The Council;1987 Pumpkinsoft/Tynesoft;716;10;NoError, EmulTrap;524288;0;59;0
ManhattanDealers.lha;ManhattanDealersHd\ManhattanDealers.Slave;ManhattanDealers.lha_ManhattanDealers.Slave.txt;Manhattan dealers / Operation: Clean Streets;1988-89 Silmarils/Broderbund;8408;17;NoError, EmulPriv, Examine;524288;0;59;262144
ManHunter.lha;ManHunterHD\ManHunter.slave;ManHunter.lha_ManHunter.slave.txt;ManHunter: New York;1988-1989 Sierra;4356;16;NoError, EmulPriv, Examine;524288;0;5d;262144
ManHunter2.lha;ManHunter2HD\ManHunter2.slave;ManHunter2.lha_ManHunter2.slave.txt;ManHunter 2: San Francisco;1988-1989 Sierra;4372;16;NoError, EmulPriv, Examine;524288;0;5d;524288
ManiacMansion.lha;ManiacMansionHD\ManiacMansion.slave;ManiacMansion.lha_ManiacMansion.slave.txt;Maniac Mansion;1989 Lucasfilm;4736;16;NoError, EmulPriv, Examine;524288;0;5d;589824
Maniax.lha;Maniax\maniax.slave;Maniax.lha_maniax.slave.txt;Maniax;1990 Kingsoft;1184;10;NoError, EmulTrap;524288;0;5d;0
ManicMiner.lha;WHD_ManicMiner\Slave1;ManicMiner.lha_Slave1.txt;Manic Miner;1983/1991 Software Projects;4380;14;EmulTrap, ClearMem;524288;58;59;0
Manix.lha;ManixHD\Manix.slave;Manix.lha_Manix.slave.txt;Manix;1990 Millennium;616;15;NoError, EmulTrap;524288;0;59;0
Marblelous.lha;MarblelousHD\Marblelous.slave;Marblelous.lha_Marblelous.slave.txt;Marblelous;1994 APC&TCP;452;10;NoError, EmulTrap, NoKbd;524288;0;59;0
MarbleMadness.lha;MarbleMadnessHD\MarbleMadness.slave;MarbleMadness.lha_MarbleMadness.slave.txt;Marble Madness;1984-1986 Atari Games & Electronic Arts;4676;16;NoError, EmulPriv, Examine;524288;0;5d;524288
MariasXMasBox.lha;MariasXMasBoxHD\MariasXMasBox.Slave;MariasXMasBox.lha_MariasXMasBox.Slave.txt;Maria;1988 Anco;3752;15;NoError, EmulPriv, Examine;524288;0;59;262144
MarvinsAdventure.lha;MarvinsAdventure\MarvinsAdventure.slave;MarvinsAdventure.lha_MarvinsAdventure.slave.txt;Marvin;1994 21st Century Entertainment;5520;16;Req68020, ReqAGA, EmulPriv, ClearMem, Examine;2097152;0;59;524288
MasterAxe.lha;MasterAxeHD\MasterAxe.slave;MasterAxe.lha_MasterAxe.slave.txt;Master Axe;1994 Epic;980;10;NoError, EmulTrap, NoDivZero, ReqAGA, ClearMem;2097152;0;5d;0
MasterBlaster.lha;MasterBlasterHd\MasterBlaster.Slave;MasterBlaster.lha_MasterBlaster.Slave.txt;Master Blaster v2.2 & v2.21;1994-95 neXus Software.;5004;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
MasterBlazer.lha;Masterblazer\masterblazer.slave;MasterBlazer.lha_masterblazer.slave.txt;;;1224;4;Disk, NoError, EmulTrap;524288;0;5d;
