ArchiveFile;SlaveFile;SlaveOutputFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
CarmenWorld.lha;CarmenWorldHD\CarmenWorld.slave;CarmenWorld.lha_CarmenWorld.slave.txt;Where in the World is Carmen Sandiego;1990 Broderbund;3892;16;NoError, EmulPriv, Examine;524288;0;5d;524288
Carnage.lha;CarnageHD\Carnage.slave;Carnage.lha_Carnage.slave.txt;Carnage;1992 Zeppelin Games;428;10;NoError, EmulTrap;589824;0;59;0
CarrierCommand.lha;CarrierCommand\CarrierMicro\CarrierCommand.Slave;CarrierCommand.lha_CarrierCommand.Slave.txt;;;648;6;Disk, NoError, EmulTrap;524288;0;5a;
CarrierCommand.lha;CarrierCommand\CarrierMicro\CarrierInstall.Slave;CarrierCommand.lha_CarrierInstall.Slave.txt;;;216;5;NoError, EmulTrap;524288;0;59;
CarrierCommand.lha;CarrierCommand\CarrierRainbird\CarrierCommand.Slave;CarrierCommand.lha_CarrierCommand.Slave.txt;;;672;6;Disk, NoError, EmulTrap;524288;0;5a;
CarrierCommand.lha;CarrierCommand\CarrierRainbird\CarrierInstall.Slave;CarrierCommand.lha_CarrierInstall.Slave.txt;;;564;5;NoError, EmulTrap;524288;0;59;
Carthage.lha;CarthageHd\Carthage.Slave;Carthage.lha_Carthage.Slave.txt;Carthage;1990 Psygnosis;1228;10;NoError, EmulTrap, NoDivZero, ClearMem;1048576;0;5d;0
Carver.lha;CarverHD\Carver.slave;Carver.lha_Carver.slave.txt;Carver;1991 Art Edition;4388;16;NoError, EmulPriv, Examine;524288;0;5d;786432
CarVup.lha;Car-Vup Install\Car-Vup.Slave;CarVup.lha_Car-Vup.Slave.txt;Car-Vup;1990 Core;1880;10;Disk, NoError, EmulTrap;524288;58;59;0
CastleKingdoms.lha;CastleKingdomsHD\CastleKingdoms.slave;CastleKingdoms.lha_CastleKingdoms.slave.txt;Castle Kingdoms;1997 Mutation Software;544;10;NoError, EmulTrap, NoKbd;524288;0;5d;0
CastleMaster.lha;CastleMaster Install\CastleMaster.Slave;CastleMaster.lha_CastleMaster.Slave.txt;Castlemaster;1990 Incentive Software/Domark;928;10;Disk, NoError, EmulTrap;524288;0;5d;0
CastleMaster2.lha;CastleMaster2HD\CastleMaster2.slave;CastleMaster2.lha_CastleMaster2.slave.txt;-* Castle Master 2: The Crypt *-;1991 Incentive Software/Domark;1568;14;NoError, EmulPriv;524288;0;59;262144
CastleOfDrBrain.lha;CastleOfDrBrainHD\CastleOfDrBrain.slave;CastleOfDrBrain.lha_CastleOfDrBrain.slave.txt;Castle Of Dr Brain;1992 Sierra;4448;16;NoError, EmulPriv, Examine;524288;0;5d;1310720
Castles.lha;CastlesHD\Castles.slave;Castles.lha_Castles.slave.txt;Castles;1991 Interplay;4516;16;NoError, EmulPriv, Examine;1044480;0;5d;786432
Castles2.lha;Castles2HD\Castles2.slave;Castles2.lha_Castles2.slave.txt;Castles 2 CD??;1992 Interplay;6144;16;NoError, Req68020, ReqAGA, EmulPriv, Examine;2093056;0;5d;1572864
CastleVania.lha;CastleVaniaHD\Castlevania.slave;CastleVania.lha_Castlevania.slave.txt;Castlevania;1990 Konami;7032;13;NoError, EmulPriv;524288;0;59;589824
CastleWarrior.lha;CastleWarriorHd\castleWarrior.slave;CastleWarrior.lha_castleWarrior.slave.txt;Castle Warrior;1989 Delphine Software;10560;13;NoError, Req68020;524288;0;59;262144
CatchEm.lha;Catch'emHD\Catch'em.slave;CatchEm.lha_Catch'em.slave.txt;;;448;8;Disk, NoError, EmulTrap, NoKbd;524288;0;59;0
Cattivik.lha;Cattivik_Install\Cattivik.slave;Cattivik.lha_Cattivik.slave.txt;Cattivik;1992 Idea;4996;17;NoError, EmulPriv, Examine;524288;0;59;786432
Cavemania.lha;Cavemania_ORIGINALHD\Cavemania.slave;Cavemania.lha_Cavemania.slave.txt;Cavemania;1992 Atlantis;1044;15;Disk, NoError, EmulTrap;524288;0;59;0
Cavemania.lha;Cavemania_QUARTEXHD\Cavemania.slave;Cavemania.lha_Cavemania.slave.txt;Cavemania;1992 Atlantis;1044;15;Disk, NoError, EmulTrap;524288;0;59;0
Cavitas.lha;CavitasHD\Cavitas.Slave;Cavitas.lha_Cavitas.Slave.txt;Cavitas;1992 Nite Time Games;4676;15;NoError, EmulPriv, Examine;1048576;0;59;262144
Cedric.lha;CedricHd\cedric.Slave;Cedric.lha_cedric.Slave.txt;Cedric ;1996 NEO/Alcatraz;6364;16;NoError, EmulTrap, Req68020, NoKbd, EmulPriv, Examine;2097152;0;59;524288
Cedric.lha;CedricHd\cedricFast.Slave;Cedric.lha_cedricFast.Slave.txt;Cedric ;1996 NEO/Alcatraz;6360;16;NoError, EmulTrap, Req68020, NoKbd, EmulPriv, Examine;2097152;0;59;1572864
CelticLegends.lha;CelticLegendsHD\CelticLegends.Slave;CelticLegends.lha_CelticLegends.Slave.txt;Celtic Legends;1991 UbiSoft;1256;10;Disk, NoError, EmulTrap, ClearMem;524288;0;59;0
CentrefoldSquares.lha;CentrefoldSquaresHD\CentrefoldSquares.Slave;CentrefoldSquares.lha_CentrefoldSquares.Slave.txt;Centrefold Squares;1988 CDS;3496;15;NoError, EmulPriv, Examine;524288;0;59;262144
Centurion.lha;CenturionHD\Centurion.slave;Centurion.lha_Centurion.slave.txt;Centurion : Defender of Rome;1991 Electronic Arts;4332;16;NoError, EmulPriv, Examine;524288;0;5d;524288
Century.lha;Century_Install\Century.slave;Century.lha_Century.slave.txt;Century;1990 Software 2000;4652;17;NoError, EmulPriv, Examine;524288;0;59;786432
ChambersOfShaolin.lha;ChambersOfShaolin_Install\ChambersOfShaolin.slave;ChambersOfShaolin.lha_ChambersOfShaolin.slave.txt;Chambers of Shaolin;1989 Thalion;1300;10;NoError, EmulTrap, ClearMem;524288;0;59;0
ChampionDriver.lha;ChampionDriverHD\ChampionDriver.slave;ChampionDriver.lha_ChampionDriver.slave.txt;Champion Driver;1991 Idea;1740;14;NoError, ClearMem;524288;0;59;4096
ChampionshipGolf.lha;ChampionShipGolfHd\championshipgolf.Slave;ChampionshipGolf.lha_championshipgolf.Slave.txt;Championship Golf;1986 Activision/GamesStar;1596;14;NoError, EmulPriv;524288;0;59;262144
ChampionsOfKrynn.lha;ChampionsOfKrynnHD\ChampionsOfKrynn.slave;ChampionsOfKrynn.lha_ChampionsOfKrynn.slave.txt;Champions Of Krynn;1990 TSR/SSI;4208;15;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
ChaosEngine.lha;ChaosEngineHD\ChaosEngineAGA.slave;ChaosEngine.lha_ChaosEngineAGA.slave.txt;The Chaos Engine AGA;1992/93 The Bitmap Brothers;1328;13;NoError, EmulTrap, Req68020, ReqAGA, ClearMem;2093056;0;59;0
ChaosEngine.lha;ChaosEngineHD\ChaosEngineCD32.slave;ChaosEngine.lha_ChaosEngineCD32.slave.txt;Chaos Engine CD??;1994 The Bitmap Brothers;8768;16;NoError, Req68020, EmulPriv, Examine;1835008;0;5d;1572864
ChaosEngine.lha;ChaosEngineHD\ChaosEngineECS.slave;ChaosEngine.lha_ChaosEngineECS.slave.txt;The Chaos Engine;1992-3 The Bitmap Brothers;568;10;Disk, NoError, EmulTrap;1044480;58;59;0
ChaosEngine2.lha;ChaosEngine2\CE2_AGA.slave;ChaosEngine2.lha_CE2_AGA.slave.txt;The Chaos Engine 2 AGA;1996 The Bitmap Brothers;1860;10;NoError;2097152;0;59;0
ChaosEngine2.lha;ChaosEngine2\CE2_ECS.slave;ChaosEngine2.lha_CE2_ECS.slave.txt;The Chaos Engine 2 ECS;1996 The Bitmap Brothers;1880;10;NoError;1048576;0;59;0
ChaosEngineDemo.lha;ChaosEngineDemoHD\ChaosEngineDemo.slave;ChaosEngineDemo.lha_ChaosEngineDemo.slave.txt;Chaos Engine Demo;1993 The Bitmap Brothers;440;10;NoError, ClearMem, EmulDivZero;524288;0;5d;393216
ChaosInAndromeda.lha;ChaosInAndromedaHD\ChaosInAndromeda.slave;ChaosInAndromeda.lha_ChaosInAndromeda.slave.txt;Chaos In Andromeda: Eyes of The Eagle;1991 On-line;3752;16;NoError, EmulPriv, ClearMem;524288;0;5d;393216
ChaosInAndromeda.lha;ChaosInAndromedaHD\ChaosInAndromedaCDTV.slave;ChaosInAndromeda.lha_ChaosInAndromedaCDTV.slave.txt;Chaos In Andromeda: Eyes of The Eagle (CDTV);1991 On-line;4144;16;NoError, EmulPriv, ClearMem;1048576;0;5d;393216
ChaosStrikesBack.lha;ChaosStrikesBackHD\ChaosStrikesBack.slave;ChaosStrikesBack.lha_ChaosStrikesBack.slave.txt;Chaos Strikes Back;1989-1990 FTL/Software Heaven;4208;16;NoError, EmulTrap, EmulPriv, Examine;1044480;0;5d;786432
CharlieJCool.lha;CharlieJCoolHD\CJC_AGA.slave;CharlieJCool.lha_CJC_AGA.slave.txt;Charlie J Cool AGA;1996 Nevada;548;10;Disk, NoError, NoDivZero, ReqAGA;2097152;0;59;0
CharlieJCool.lha;CharlieJCoolHD\CJC_OCS.slave;CharlieJCool.lha_CJC_OCS.slave.txt;Charlie J Cool OCS;1996 Nevada;552;10;Disk, NoError, NoDivZero;524288;0;59;0
ChaseHQ.lha;ChaseHQHD\ChaseHQ.slave;ChaseHQ.lha_ChaseHQ.slave.txt;Chase H.Q.;1989 Teque/Ocean;1964;10;NoError, EmulTrap;524288;0;5d;0
ChaseHQ2.lha;ChaseHQ2 Install\ChaseHQ2.Slave;ChaseHQ2.lha_ChaseHQ2.Slave.txt;Chase HQ 2;1990 Ocean;892;17;NoError, EmulTrap, ClearMem;524288;0;59;0
Chessmaster2000.lha;Chessmaster2000HD\Chessmaster2000.slave;Chessmaster2000.lha_Chessmaster2000.slave.txt;The Chessmaster 2000;1986 The Software Toolworks;4040;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
Chessmaster2100.lha;Chessmaster2100HD\Chessmaster2100.slave;Chessmaster2100.lha_Chessmaster2100.slave.txt;Chessmaster 2100;1990 The Software Toolworks;4152;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
ChessPlayer2150.lha;ChessPlayer2150HD\ChessPlayer2150.slave;ChessPlayer2150.lha_ChessPlayer2150.slave.txt;Chess Player 2150;1989 Oxford Softworks;4252;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
ChessSimulator.lha;ChessSimulatorHD\ChessSimulator.slave;ChessSimulator.lha_ChessSimulator.slave.txt;Chess Simulator;1990 Infogrames;4188;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
Chicago90.lha;Chicago90Hd\chicago90.slave;Chicago90.lha_chicago90.slave.txt;Chicago 90;1989 Micro?ds.;1628;16;NoError, EmulPriv, Examine;524288;0;59;786432
ChichenItza.lha;ChichenItzaHD\Chichen Itza.slave;ChichenItza.lha_Chichen Itza.slave.txt;Chichen Itza;1992 Aventuras AD;4484;16;NoError, EmulPriv, Examine;524288;0;59;262144
ChipsChallenge.lha;ChipsChallengeHD\ChipsChallenge.slave;ChipsChallenge.lha_ChipsChallenge.slave.txt;Chip;1990 Epyx Inc/US Gold;1388;13;NoError, EmulTrap, ClearMem;524288;0;59;0
ChristophKolumbus.lha;ChristophKolumbusHD\ChristophKolumbusAGA.slave;ChristophKolumbus.lha_ChristophKolumbusAGA.slave.txt;Christoph Kolombus AGA;1994 Black Legend;1508;17;NoError, ReqAGA, ClearMem, Examine;655360;0;59;372736
ChristophKolumbus.lha;ChristophKolumbusHD\ChristophKolumbusECS.slave;ChristophKolumbus.lha_ChristophKolumbusECS.slave.txt;Christoph Kolumbus ECS;1993 Software 2000;1452;17;NoError, ClearMem, Examine;393216;0;59;376832
Chrome.lha;ChromeHD\Chrome.slave;Chrome.lha_Chrome.slave.txt;Chrome;1992 Gremlin;672;10;NoError, EmulTrap;524288;0;59;4096
ChroniclesOfOmega.lha;ChroniclesOfOmegaHD\ChroniclesOfOmega.slave;ChroniclesOfOmega.lha_ChroniclesOfOmega.slave.txt;The Chronicles Of Omega;1990 ARC;2136;17;NoError, EmulPriv, Examine;524288;0;59;262144
ChubbyGristle.lha;ChubbyGristleHD\ChubbyGristle.slave;ChubbyGristle.lha_ChubbyGristle.slave.txt;Chubby Gristle;1988 Grandslam;700;10;NoError, EmulTrap;524288;0;59;0
ChuckieEgg.lha;ChuckieEggHD\ChuckieEgg.slave;ChuckieEgg.lha_ChuckieEgg.slave.txt;Chuckie Egg;1983 Nigel Alderton;896;10;NoError, EmulTrap;524288;0;59;0
ChuckieEgg2.lha;ChuckieEgg2HD\ChuckieEgg2.slave;ChuckieEgg2.lha_ChuckieEgg2.slave.txt;Chuckie Egg II;1983 Nigel Alderton;1052;10;NoError, EmulTrap;524288;0;59;0
ChuckRock.lha;ChuckRockHD\ChuckRock.slave;ChuckRock.lha_ChuckRock.slave.txt;Chuck Rock;1991 Core Design;1876;17;NoError, ClearMem;524288;0;59;4096
ChuckRock2.lha;ChuckRock2HD\ChuckRock2.slave;ChuckRock2.lha_ChuckRock2.slave.txt;Chuck Rock 2 - Son Of Chuck;1993 Core Design;984;13;NoError, ClearMem;524288;0;5d;524288
ChuckYeagerAFT2.lha;YeagersAFT2.0\YeagersAFT2.0.Slave;ChuckYeagerAFT2.lha_YeagersAFT2.0.Slave.txt;;;676;7;Disk, NoError, EmulTrap;524288;0;5a;
CircusAttractions.lha;CircusAttractionsHd\CircusAttractions.slave;CircusAttractions.lha_CircusAttractions.slave.txt;Circus Attractions;1989-91 Golden Goblins/Top Shots ;1720;13;NoError, EmulTrap, NoKbd, ClearMem;557056;5f;5d;0
CircusGames.lha;CircusGamesHD\CircusGames.slave;CircusGames.lha_CircusGames.slave.txt;Circus Games;1988 TyneSoft ;1688;13;NoError, EmulTrap;524288;5f;5d;0
CiscoHeat.lha;CiscoHeatHD\CiscoHeat.slave;CiscoHeat.lha_CiscoHeat.slave.txt;Cisco Heat;1992 Imageworks;972;10;Disk, NoError, EmulTrap;524288;0;5d;0
Citadel.lha;Citadel Install\Citadel.slave;Citadel.lha_Citadel.slave.txt;Citadel;1995 VD;1764;17;NoError, EmulTrap, ClearMem;524288;0;0;593920
CityDefence.lha;CityDefenceHd\CityDefence.Slave;CityDefence.lha_CityDefence.Slave.txt;Karate King/City Defence;1987 KingSoft;1328;14;NoError, EmulPriv;524288;0;59;262144
Civilization.lha;CivilizationHD\CivilizationAGA.slave;Civilization.lha_CivilizationAGA.slave.txt;Civilization (AGA);1994 MicroProse;6828;16;NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine;1048576;0;5d;1048576
Civilization.lha;CivilizationHD\CivilizationECS.slave;Civilization.lha_CivilizationECS.slave.txt;Civilization (ECS);1992 MicroProse;6316;16;NoError, EmulPriv, Examine;1048576;0;5d;1310720
CJInTheUSA.lha;CJInTheUSA_Install\CJInTheUSA.slave;CJInTheUSA.lha_CJInTheUSA.slave.txt;CJ in the USA;1992 Codemasters;1444;17;NoError, EmulTrap, ClearMem;524288;0;59;0
CJsElephantAntics.lha;CJsElephantAnticsHD\CJsElephantAntics.slave;CJsElephantAntics.lha_CJsElephantAntics.slave.txt;CJ;1991 Codemasters;2868;17;NoError, EmulTrap;524288;0;59;0
ClassicArcadia.lha;ClassicArcadiaHD\ClassicArcadia.slave;ClassicArcadia.lha_ClassicArcadia.slave.txt;Classic Arcadia;1994 Alternative Software;1456;15;NoError;524288;0;59;262144
ClassicBoardGames.lha;ClassicBoardGamesHD\ClassicBoardGames.slave;ClassicBoardGames.lha_ClassicBoardGames.slave.txt;Classic Board Games;1990 Merit Software;4008;15;NoError, EmulPriv, Examine;524288;0;5d;589824
Cliffhanger.lha;CliffhangerHD\Cliffhanger.slave;Cliffhanger.lha_Cliffhanger.slave.txt;Cliffhanger;1991 Spidersoft;616;10;NoError, EmulTrap;524288;0;59;524288
ClikClak.lha;ClikClakHD\ClikClak.slave;ClikClak.lha_ClikClak.slave.txt;Clik Clak;1992 Idea;748;10;NoError, EmulTrap;524288;0;5d;0
Clockwiser.lha;ClockwiserHD\ClockwiserAGA.slave;Clockwiser.lha_ClockwiserAGA.slave.txt;Clockwiser AGA;1994 Rasputin;6596;15;NoError, ReqAGA, ClearMem, Examine;1441792;0;5d;720896
Clockwiser.lha;ClockwiserHD\ClockwiserECS.slave;Clockwiser.lha_ClockwiserECS.slave.txt;Clockwiser ECS;1994 Rasputin;6284;15;NoError, ClearMem, Examine;802816;0;5d;757760
CloudKingdoms.lha;CloudKingdomsHD\CloudKingdoms.slave;CloudKingdoms.lha_CloudKingdoms.slave.txt;Cloud Kingdoms;Millennium;412;10;Disk, NoError, EmulTrap;524288;0;59;0
ClownOMania.lha;Clown'o'mania\clownomania.slave;ClownOMania.lha_clownomania.slave.txt;;;1124;5;Disk, NoError;507904;58;59;
CluedoMasterDetective.lha;CluedoMasterDetectiveHD\CluedoMasterDetective.slave;CluedoMasterDetective.lha_CluedoMasterDetective.slave.txt;Cluedo: Master Detective;1989 Leisure Genius;3900;16;NoError, EmulPriv, Examine;524288;0;5d;262144
Coala.lha;CoalaHD\Coala.slave;Coala.lha_Coala.slave.txt;Coala;1993 Empire;8168;13;NoError, EmulPriv;524288;0;59;1048576
Coala.lha;CoalaHD\CoalaAGA.slave;Coala.lha_CoalaAGA.slave.txt;Coala AGA;1993 Empire;8168;13;NoError, ReqAGA, EmulPriv;524288;0;59;1048576
Coala.lha;CoalaHD\CoalaECS.slave;Coala.lha_CoalaECS.slave.txt;Coala ECS;1993 Empire;8132;13;NoError, EmulPriv;524288;0;59;1048576
CodenameIceman.lha;CodenameIcemanHD\CodenameIceman.slave;CodenameIceman.lha_CodenameIceman.slave.txt;Codename: Iceman;1990 Sierra;3844;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
CogansRun.lha;CogansRunHD\CogansRun.slave;CogansRun.lha_CogansRun.slave.txt;Cogans Run;1987 SoftGang;4308;16;NoError, EmulPriv, Examine;524288;0;5d;262144
Colgate.lha;ColgateHD\Colgate.slave;Colgate.lha_Colgate.slave.txt;Colgate - Harald Hardtand;1992 Silver Rock;772;10;NoError, EmulTrap;524288;0;59;524288
ColonelsBequest.lha;ColonelsBequestHD\ColonelsBequest.slave;ColonelsBequest.lha_ColonelsBequest.slave.txt;Colonel;1990 Sierra;4168;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
Colonization.lha;ColonizationHD\ColonizationAGA.slave;Colonization.lha_ColonizationAGA.slave.txt;Colonization;1995 Microprose;4592;16;NoError, Req68020, EmulPriv, Examine;1048576;0;5d;1572864
Colonization.lha;ColonizationHD\ColonizationECS.slave;Colonization.lha_ColonizationECS.slave.txt;Colonization;1995 Microprose;4560;16;NoError, Req68020, EmulPriv, Examine;524288;0;5d;2097152
Colorado.lha;ColoradoHd\colorado-nofast.Slave;Colorado.lha_colorado-nofast.Slave.txt;Colorado (without fast memory);1990 Silmarils;5228;16;NoError, EmulPriv, Examine;589824;0;59;262144
Colorado.lha;ColoradoHd\Colorado.slave;Colorado.lha_Colorado.slave.txt;Colorado;1990 Silmarils;5232;16;NoError, EmulPriv, Examine;524288;0;59;524288
Colorbuster.lha;ColorbusterHD\Colorbuster.slave;Colorbuster.lha_Colorbuster.slave.txt;Colorbuster;1991 Pyramid Software;668;15;NoError, EmulTrap;524288;0;59;0
Coloris.lha;ColorisHD\Coloris.slave;Coloris.lha_Coloris.slave.txt;Coloris;1990 Avesoft;4592;17;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;262144
ColossusChessX.lha;ColossusChessXHD\ColossusChessX.slave;ColossusChessX.lha_ColossusChessX.slave.txt;Colossus Chess X;1989 CDS;4616;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
CombatAirPatrol.lha;CombatAirPatrolHD\CombatAirPatrol.slave;CombatAirPatrol.lha_CombatAirPatrol.slave.txt;Combat Air Patrol;1991 Psygnosis;5184;15;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;786432
ComboRacer.lha;ComboRacerHD\ComboRacer.Slave;ComboRacer.lha_ComboRacer.Slave.txt;Combo Racer;1990 Gremlin;4028;15;NoError, EmulPriv, Examine;524288;0;5d;262144
Commando.lha;Commando Install\Commando.slave;Commando.lha_Commando.slave.txt;Commando;1989 Elite;1920;17;NoError, EmulTrap, ClearMem;524288;58;59;0
ComputerScrabble.lha;ComputerScrabbleHD\ComputerScrabble.slave;ComputerScrabble.lha_ComputerScrabble.slave.txt;Computer Scrabble / Scrabble Deluxe;1988 Leisure Genius;4456;16;NoError, EmulPriv, Examine;524288;0;5d;786432
ConanTheCimmerian.lha;ConanTheCimmerianHd\ConanTheCimmerian.Slave;ConanTheCimmerian.lha_ConanTheCimmerian.Slave.txt;Conan The Cimmerian;Virgins Games/Synergistic;1420;14;NoError, EmulPriv;655360;0;59;786432
ConflictEurope.lha;ConflictEuropeHD\ConflictEurope.slave;ConflictEurope.lha_ConflictEurope.slave.txt;Conflict: Europe;1989 PSS;4144;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;524288;0;5d;294912
ConflictMiddleEast.lha;ConflictMiddleEast_HD\ConflictMiddleEast.slave;ConflictMiddleEast.lha_ConflictMiddleEast.slave.txt;Conflict: The Middle East Political Simulator;1990 Virgin Mastertronic;4448;17;NoError, EmulPriv, Examine;524288;0;59;262144
Conqueror.lha;Conqueror\Conqueror.Slave;Conqueror.lha_Conqueror.Slave.txt;;;384;5;NoError, EmulTrap;524288;0;41;
Conqueror.lha;Conqueror\ConquerorInstall.Slave;Conqueror.lha_ConquerorInstall.Slave.txt;;;708;5;NoError, EmulTrap;524288;0;0;
ConquestsOfCamelot.lha;ConquestsOfCamelotHD\ConquestsOfCamelot.Slave;ConquestsOfCamelot.lha_ConquestsOfCamelot.Slave.txt;Conquests Of Camelot;1990 Sierra;4216;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
ConquestsOfTheLongbow.lha;ConquestsLongbowHD\ConquestsLongbow.slave;ConquestsOfTheLongbow.lha_ConquestsLongbow.slave.txt;Conquests Of The Longbow;1992 Sierra;3864;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
ContinentalCircus.lha;ContinentalCircus-install\ContinentalCircus.slave;ContinentalCircus.lha_ContinentalCircus.slave.txt;Continental Circus;1989 Taito;980;10;Disk, NoError;524288;58;59;0
CoolCrocTwins.lha;CoolCrocTwins_Install\CoolCrocTwins.slave;CoolCrocTwins.lha_CoolCrocTwins.slave.txt;Cool Croc Twins;1991 Empire;2116;17;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
CoolSpot.lha;CoolSpot Install\CoolSpot.slave;CoolSpot.lha_CoolSpot.slave.txt;;;344;5;Disk, NoError, EmulTrap;1048576;57;58;
CoolWorld.lha;coolworld-install\CoolWorld.slave;CoolWorld.lha_CoolWorld.slave.txt;;;520;4;Disk, NoError;1048576;0;59;
Corporation.lha;Corporation Install\Corporation.Slave;Corporation.lha_Corporation.Slave.txt;Corporation;Core Design/Dementia;1844;10;Disk, NoError;528384;0;59;0
Corruption.lha;Corruption\Corruption.slave;Corruption.lha_Corruption.slave.txt;* *  * Magnetic Scrolls - Volume I *  * *;1986-91 Magnetic Scrolls;1660;14;NoError, EmulPriv;1048576;0;59;1310720
Corsarios.lha;CorsariosHD\Corsarios.Slave;Corsarios.lha_Corsarios.Slave.txt;Corsarios/Corsaires;1989 Opera Soft.;1588;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
Corx.lha;CorxHD\Corx.slave;Corx.lha_Corx.slave.txt;Corx;1991 Starbyte;472;13;NoError, EmulTrap, ClearMem;524288;0;59;0
CosmicBouncer.lha;CosmicBouncerHd\cosmicbouncer.slave;CosmicBouncer.lha_cosmicbouncer.slave.txt;Cosmic Bouncer;1988 EuroLine/Ready Soft;1848;10;NoError, EmulTrap, NoDivZero, NoKbd, ClearMem;1048576;0;5d;0
CosmicPirate.lha;CosmicPirateHD\CosmicPirate.slave;CosmicPirate.lha_CosmicPirate.slave.txt;Cosmic Pirate;1988 Palace;552;11;Disk, NoError, EmulTrap;524288;0;59;0
CosmicRelief.lha;CosmicReliefHD\CosmicRelief.Slave;CosmicRelief.lha_CosmicRelief.Slave.txt;Cosmic Relief/Terramex;1987 Grandslam;600;10;NoError, EmulTrap, ClearMem;524288;0;5f;0
CosmicSpacehead.lha;Cosmic Spacehead Install\CosmicSpacehead.slave;CosmicSpacehead.lha_CosmicSpacehead.slave.txt;Cosmic Spacehead;1993 Codemasters;1324;10;NoError, EmulTrap, ClearMem;1048576;58;5f;0
CountDuckula.lha;Count Duckula Install\CountDuckula.slave;CountDuckula.lha_CountDuckula.slave.txt;Count Duckula;1990 Alternative Software;1452;10;NoError, EmulTrap, ClearMem;524288;58;59;0
CoverGirl.lha;CoverGirl\CoverGirl.slave;CoverGirl.lha_CoverGirl.slave.txt;;;496;4;Disk, NoError, EmulTrap;524288;57;58;
CovertAction.lha;CovertActionHD\CovertAction.slave;CovertAction.lha_CovertAction.slave.txt;Covert Action;1992 Microprose;4496;16;NoError, EmulPriv, Examine;524288;0;5d;917504
Crack.lha;CrackHD\Crack.Slave;Crack.lha_Crack.Slave.txt;Crack;1988 Linel;1960;15;NoError, EmulPriv, ClearMem;524288;0;59;262144
Crackdown.lha;Crackdown Install\Crackdown.slave;Crackdown.lha_Crackdown.slave.txt;Crackdown;1991 US Gold;2356;17;NoError, EmulTrap, NoDivZero, ClearMem;524288;58;5d;4096
CrashGarrett.lha;CrashGarrett_Install\CrashGarrett.slave;CrashGarrett.lha_CrashGarrett.slave.txt;Crash Garrett;1988 ERE Informatique/Infogrames;4672;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrazyCars.lha;CrazyCarsHd\crazycars.slave;CrazyCars.lha_crazycars.slave.txt;Crazy Cars;1987-89 Titus/ EH Productions.;5160;16;NoError, EmulPriv, Examine;589824;0;59;786432
CrazyCars2_F40PursuitS.lha;CrazyCars2Hd\crazycars2.slave;CrazyCars2_F40PursuitS.lha_crazycars2.slave.txt;Crazy Cars 2/F40 Pursuit Simulator;1989 Titus;2340;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
CrazyCars3.lha;CrazyCars3\CrazyCars3.slave;CrazyCars3.lha_CrazyCars3.slave.txt;Crazy Cars III;1992 Titus Software;452;10;NoError, EmulTrap;851968;0;5d;0
CrazyCars3.lha;CrazyCars3\CrazyCars3.slave.old;CrazyCars3.lha_CrazyCars3.slave.old.txt;;;360;7;Disk, NoError, EmulTrap;851968;0;5d;
CrazySeasons.lha;CrazySeasonsHD\CrazySeasons.slave;CrazySeasons.lha_CrazySeasons.slave.txt;Crazy Seasons;1992 Proxima Design/Idea;2524;10;NoError, EmulTrap, ClearMem;524288;0;59;4096
CrazyShot.lha;CrazyShotHd\CrazyShot.Slave;CrazyShot.lha_CrazyShot.Slave.txt;Crazy Shot;1989 Hitech Productions/Loriciel.;3012;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrazySue.lha;CrazySueHD\CrazySue.slave;CrazySue.lha_CrazySue.slave.txt;Crazy Sue;1991 Hironymus Jumpshoe;808;15;NoError, NoKbd;524288;0;59;4096
CrazySue2.lha;CrazySue2HD\CrazySue2.slave;CrazySue2.lha_CrazySue2.slave.txt;Crazy Sue 2;1992 Hironymus Jumpshoe;592;15;0;524288;0;59;4096
Creature.lha;CreatureHd\Creature.Slave;Creature.lha_Creature.Slave.txt;Creature;1989 Actionware.;4596;16;NoError, EmulPriv, Examine;1048576;0;59;262144
Creatures.lha;Creatures Install\Creatures.slave;Creatures.lha_Creatures.slave.txt;Creatures: To The Rescue;1993 Thalamus;2200;10;NoError, EmulTrap, NoKbd, ClearMem;524288;58;5f;0
