"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulTrap, ClearMem";"Ray Of Hope ? 1991 Majic 12";"1991 Majic 12";"whdload";"0";"Ray Of Hope";"RayOfHope";"213385";"R\RayOfHope\RayOfHope.Slave";"233472";"R\RayOfHope";"524288";"RayOfHope";"OCS/ECS";"";"";"";"";"";"ray of hope majic 12";"Exact";"100";"ray-of-hope-majic-12";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\ray-of-hope-majic-12\screen.jpg";"ray-of-hope-majic-12"
"Disk, NoError";"Ray Of Hope 2 ? 1992 Majic 12 (1 disk)";"1992 Majic 12";"whdload";"0";"Ray Of Hope 2";"RayOfHope2";"912285";"R\RayOfHope2\RayOfHope2.slave";"4096";"R\RayOfHope2";"524288";"RayOfHope2";"OCS/ECS";"";"";"";"";"";"ray of hope 2 majic 12";"Exact";"100";"ray-of-hope-2-majic-12";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\ray-of-hope-2-majic-12\screen.jpg";"ray-of-hope-2-majic-12"
"NoError, EmulTrap, ClearMem";"Orgasm ? 1993 Old Bulls.";"1993 Old Bulls";"whdload";"0";"Raytraced Dreams";"RaytracedDreams";"918672";"R\RaytracedDreams\RaytracedDreams.Slave";"0";"R\RaytracedDreams";"524288";"RaytracedDreams";"OCS/ECS";"";"";"";"";"";"raytraced dreams old bulls";"Exact";"100";"raytraced-dreams-old-bulls";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\raytraced-dreams-old-bulls\screen.png";"raytraced-dreams-old-bulls"
"NoError, Req68020, ReqAGA, ClearMem";"Real ? 1994 Complex.";"1994 Complex";"whdload";"0";"Real";"RealAGA";"1043182";"R\RealAGA\RealAGA.Slave";"1024000";"R\RealAGA";"1351680";"Real";"AGA";"";"";"";"";"";"real aga complex";"Best";"2.54979";"real-complex";"C:\Work\First Realize\amiga-demo-database\jasdd\r\real-complex\screen_001.png";"real-complex"
"NoError, EmulTrap, ClearMem";"Real Empathy ? 1991 Virtual.";"1991 Virtual";"whdload";"0";"Real Empathy";"RealEmpathy";"1652899";"R\RealEmpathy\RealEmpathy.Slave";"0";"R\RealEmpathy";"524288";"RealEmpathy";"OCS/ECS";"";"";"";"";"";"real empathy virtual";"Exact";"100";"real-empathy-virtual";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\real-empathy-virtual\screen.png";"real-empathy-virtual"
"Disk, NoError, EmulTrap";":";"1992 Liquid";"whdload";"0";"Reflex";"Reflex";"908600";"R\Reflex\Reflex.slave";"0";"R\Reflex";"524288";"Reflex";"OCS/ECS";"";"";"";"";"";"reflex liquid";"Exact";"100";"reflex-liquid";"C:\Work\First Realize\amiga-demo-database\jasdd\r\reflex-liquid\screen_001.png";"reflex-liquid"
"NoError, EmulTrap, ClearMem";"Revenge ? 1990 Fraxion.";"1990 Fraxion";"whdload";"0";"Revenge";"Revenge";"926067";"R\Revenge\Revenge.Slave";"0";"R\Revenge";"524288";"Revenge";"OCS/ECS";"";"";"";"";"";"revenge fraxion";"Best";"3.374665";"revenge-horror-fraxion";"C:\Work\First Realize\amiga-demo-database\jasdd\r\revenge-horror-fraxion\screen_001.PNG";"revenge-horror-fraxion"
"NoError, EmulTrap, ClearMem";"Revolutions ? 1990 Amaze.";"1990 Amaze";"whdload";"0";"Revolutions";"Revolutions";"920640";"R\Revolutions\Revolutions.Slave";"524288";"R\Revolutions";"524288";"Revolutions";"OCS/ECS";"";"";"";"";"";"revolutions amaze";"Exact";"100";"revolutions-amaze";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\revolutions-amaze\screen.jpg";"revolutions-amaze"
"NoError, EmulTrap, ClearMem";"Rhythm Device ? 1993 Energy.";"1993 Energy";"whdload";"0";"Rhythm Device";"RhythmDevice";"918250";"R\RhythmDevice\RhythmDevice.Slave";"524288";"R\RhythmDevice";"524288";"RhythmDevice";"OCS/ECS";"";"";"";"";"";"rhythm device energy";"Exact";"100";"rhythm-device-energy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\rhythm-device-energy\screen.png";"rhythm-device-energy"
"NoError, EmulTrap, ClearMem";"Rhythm Nation ? 1992 The Lost Boys.";"1992 The Lost Boys";"whdload";"0";"Rhythm Nation";"RhythmNation";"1821499";"R\RhythmNation\RhythmNation.Slave";"0";"R\RhythmNation";"524288";"RhythmNation";"OCS/ECS";"";"";"";"";"";"rhythm nation the lost boys";"Exact";"100";"rhythm-nation-the-lost-boys";"C:\Work\First Realize\amiga-demo-database\jasdd\r\rhythm-nation-the-lost-boys\screen_001.png";"rhythm-nation-the-lost-boys"
"NoError, ClearMem";"Rink A Dink ? 1993 Lemon. (1 disk)";"1993 Lemon.";"whdload";"0";"Rink A Dink";"RinkADink";"922038";"R\RinkADink\RinkADink.Slave";"524288";"R\RinkADink";"524288";"RinkADink";"OCS/ECS";"";"";"";"";"";"rink a dink lemon";"Exact";"100";"rink-a-dink-lemon";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\rink-a-dink-lemon\screen.png";"rink-a-dink-lemon"
"NoError, EmulTrap, ClearMem";"Rink a Dink: REDUX ? 2013 Lemon.";"2013 Lemon.";"whdload";"0";"Rink a Dink: REDUX";"RinkADinkRedux";"920543";"R\RinkADinkRedux\RinkADinkRedux.Slave";"589824";"R\RinkADinkRedux";"524288";"RinkADinkRedux";"OCS/ECS";"";"";"";"";"";"rink adink redux dink lemon";"Best";"5.418806";"rink-a-dink-redux-lemon";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\rink-a-dink-redux-lemon\screen.gif";"rink-a-dink-redux-lemon"
"NoError, ClearMem";"Rock Box 1 ? 1989 Avoid.";"1989 Avoid";"whdload";"0";"Rock Box 1";"RockBox1";"420265";"R\RockBox1\RockBox1.Slave";"0";"R\RockBox1";"524288";"RockBox1";"OCS/ECS";"";"";"";"";"";"rock box 1 avoid";"Exact";"100";"rock-box-1-avoid";"C:\Work\First Realize\amiga-demo-database\jasdd\r\rock-box-1-avoid\screen_001.png";"rock-box-1-avoid"
"NoError, ClearMem";"Rock Box 2 ? 1990 Avoid.";"1990 Avoid";"whdload";"0";"Rock Box 2";"RockBox2";"920181";"R\RockBox2\RockBox2.Slave";"0";"R\RockBox2";"524288";"RockBox2";"OCS/ECS";"";"";"";"";"";"rock box 2 avoid";"Exact";"100";"rockbox2-avoid";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\rockbox2-avoid\screen.jpg";"rockbox2-avoid"
"NoError, EmulTrap, ClearMem";"Rolling ? 1992 OMD & Ringard.";"1992 OMD & Ringard";"whdload";"0";"Rolling";"Rolling";"1821372";"R\Rolling\Rolling.Slave";"0";"R\Rolling";"524288";"Rolling";"OCS/ECS";"";"";"";"";"";"rolling omd ringard";"Best";"2.271957";"rolling-omega-machine-designers-ringard";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\rolling-omega-machine-designers-ringard\screen.png";"rolling-omega-machine-designers-ringard"
"Disk, NoError, EmulTrap, Req68020, ReqAGA";"Roots 2 ? 1994 Sanity.";"1994 Sanity";"whdload";"0";"Roots 2.0";"Roots2AGA";"898108";"R\Roots2AGA\Roots2AGA.Slave";"4293218304";"R\Roots2AGA";"1900544";"Roots2";"AGA";"";"";"";"";"";"roots v20 sanity";"Exact";"100";"roots-v20-sanity";"C:\Work\First Realize\amiga-demo-database\jasdd\r\roots-v20-sanity\screen_001.png";"roots-v20-sanity"
"Disk, NoError, EmulTrap, Req68020, ReqAGA";"Roots ? 1994 Sanity.";"1994 Sanity";"whdload";"0";"Roots";"RootsAGA";"909093";"R\RootsAGA\RootsAGA.slave";"1507328";"R\RootsAGA";"1703936";"Roots";"AGA";"";"";"";"";"";"roots aga sanity";"Best";"3.091034";"roots-sanity";"C:\Work\First Realize\amiga-demo-database\jasdd\r\roots-sanity\screen_001.png";"roots-sanity"
"NoError, Req68020, ReqAGA, ClearMem";"Roswell ? 1994 NFA.";"1994 NFA";"whdload";"0";"Roswell";"Roswell";"919280";"R\Roswell\Roswell.Slave";"0";"R\Roswell";"1572864";"Roswell";"AGA";"";"";"";"";"";"roswell nfa";"Exact";"100";"roswell";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\roswell\screen_001.png";"roswell"
"NoError, EmulTrap, ClearMem";"Route 66 ? 1990 D-Mob.";"1990 D-Mob";"whdload";"0";"Route 66";"Route66";"136968";"R\Route66\Route66.Slave";"0";"R\Route66";"524288";"Route66";"OCS/ECS";"";"";"";"";"";"route 66 mob";"Best";"5.361891";"route-66-d-mob";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\r\route-66-d-mob\screen.jpg";"route-66-d-mob"
"NoError, EmulTrap, ClearMem";"Rubbish ? 1991 Amega Industries.";"1991 Amega Industries";"whdload";"0";"Rubbish";"Rubbish";"115385";"R\Rubbish\Rubbish.Slave";"0";"R\Rubbish";"524288";"Rubbish";"OCS/ECS";"";"";"";"";"";"rubbish amega industries";"Exact";"100";"rubbish-amega-industries";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\rubbish-amega-industries\screen_001.png";"rubbish-amega-industries"
"NoError, NoDivZero";"S ? 1994 Skarla";"1994 Skarla";"whdload";"0";"Skarla ";"SAGA";"124918";"S\SAGA\SAGA.Slave";"4096";"S\SAGA";"1626112";"S";"AGA";"";"";"";"";"";"s skarla";"Exact";"100";"s-skarla";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\s-skarla\screen.jpg";"s-skarla"
"NoError, EmulTrap, ClearMem";"Sane Sounds ? 1989 Academy.";"1989 Academy";"whdload";"0";"Sane Sounds";"SaneSounds";"915731";"S\SaneSounds\SaneSounds.slave";"0";"S\SaneSounds";"524288";"SaneSounds";"OCS/ECS";"";"";"";"";"";"sane sounds academy";"Best";"2.898489";"sane-sound-academy";"C:\Work\First Realize\amiga-demo-database\jasdd\s\sane-sound-academy\screen_001.png";"sane-sound-academy"
"NoError, EmulTrap, ClearMem";"Screwballs ? 1990 Phenomena.";"1990 Phenomena";"whdload";"0";"Screwballs (aka Corkscew)";"Screwballs";"196475";"S\Screwballs\Screwballs.Slave";"0";"S\Screwballs";"524288";"Screwballs";"OCS/ECS";"";"";"";"";"";"screwballs aka corkscew phenomena";"Best";"1.775079";"screwballs-corkscrew-phenomena";"C:\Work\First Realize\amiga-demo-database\jasdd\s\screwballs-corkscrew-phenomena\screen_001.PNG";"screwballs-corkscrew-phenomena"
"NoError, EmulTrap, ClearMem";"SCR Musax 2 1991 Scrapers.";"1991 Scrapers";"whdload";"0";"SCR Musax 2";"SCRMusax2";"723569";"S\SCRMusax2\SCRMusax2.Slave";"0";"S\SCRMusax2";"524288";"SCRMusax2";"OCS/ECS";"";"";"";"";"";"scrmusax 2 scr musax scrapers";"Best";"5.039492";"scr-musax-2-scrapers";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\scr-musax-2-scrapers\screen.png";"scr-musax-2-scrapers"
"NoError, EmulTrap, ReqAGA, ClearMem";"Seduction ? 1994 Complex";"1994 Complex";"whdload";"0";"Seduction";"SeductionAGA";"1826567";"S\SeductionAGA\SeductionAGA.Slave";"233472";"S\SeductionAGA";"1585152";"Seduction";"AGA";"";"";"";"";"";"seduction aga complex";"Best";"3.257136";"seduction-complex";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\seduction-complex\screen.gif";"seduction-complex"
"NoError, EmulTrap, ClearMem";"Seeing is Believing ? 1991 Anarchy.";"1991 Anarchy";"whdload";"0";"Seeing is Believing";"SeeingIsBelieving";"749836";"S\SeeingIsBelieving\SeeingIsBelieving.Slave";"0";"S\SeeingIsBelieving";"524288";"SeeingIsBelieving";"OCS/ECS";"";"";"";"";"";"seeing is believing anarchy";"Exact";"100";"seeing-is-believing-anarchy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\seeing-is-believing-anarchy\screen.gif";"seeing-is-believing-anarchy"
"NoError, EmulTrap, ClearMem";"Semi '93 Invitation ? 1993 Manitou.";"1993 Manitou";"whdload";"0";"Semi";"Semi93Invitation";"924741";"S\Semi93Invitation\Semi93Invitation.Slave";"524288";"S\Semi93Invitation";"524288";"Semi93Invitation";"OCS/ECS";"";"";"";"";"";"semi 93 invitation manitou";"Exact";"100";"semi93-invitation-manitou";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\semi93-invitation-manitou\screen.jpg";"semi93-invitation-manitou"
"NoError, Req68020, ReqAGA, ClearMem";"A Sensation ? 1998 Ramses";"1998 Ramses";"whdload";"0";"A Sensation";"SensationAGA";"4429631";"S\SensationAGA\SensationAGA.Slave";"4759552";"S\SensationAGA";"1323008";"Sensation";"AGA";"";"";"";"";"";"sensation aga ramses";"Best";"3.610798";"a-sensation-ramses";"C:\Work\First Realize\amiga-demo-database\jasdd\a\a-sensation-ramses\screen_001.png";"a-sensation-ramses"
"NoError, EmulTrap, ClearMem";"Sensenmann ? 1989 United Forces.";"1989 United Forces";"whdload";"0";"Sensenmann";"Sensenmann";"160339";"S\Sensenmann\Sensenmann.Slave";"0";"S\Sensenmann";"524288";"Sensenmann";"OCS/ECS";"";"";"";"";"";"sensenmann united forces";"Exact";"100";"sensenmann-united-forces";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sensenmann-united-forces\screen.png";"sensenmann-united-forces"
"Disk, NoError";"";"";"whdload";"1024";"";"Sequential";"909906";"S\Sequential\Sequential.slave";"";"S\Sequential";"1048576";"Sequential";"OCS/ECS";"";"";"";"";"";"sequential";"Best";"3.139756";"sequential-andromeda";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sequential-andromeda\screen.gif";"sequential-andromeda"
"NoError";"Seven Seas ? 1994 Andromeda - 2 disks";"1994 Andromeda";"whdload";"0";"Seven Seas";"SevenSeas";"1423286";"S\SevenSeas\SevenSeas.Slave";"524288";"S\SevenSeas";"524288";"SevenSeas";"OCS/ECS";"";"";"";"";"";"seven seas andromeda";"Exact";"100";"seven-seas-andromeda";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\seven-seas-andromeda\screen.jpg";"seven-seas-andromeda"
"Disk, NoError, EmulTrap";"Seven Sins, ?1989 Scoopex";"1991 Scoopex";"whdload";"0";"- Scoopex / Seven Sins -";"SevenSins";"471432";"S\SevenSins\SevenSins.Slave";"0";"S\SevenSins";"589824";"SevenSins";"OCS/ECS";"";"";"";"";"";"seven sins scoopex";"Exact";"100";"seven-sins-scoopex";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\seven-sins-scoopex\screen.png";"seven-sins-scoopex"
"NoError, Req68020";"";"198? *unknown*";"whdload";"0";"SexVens";"Sexvens";"840247";"S\Sexvens\Sexvens.slave";"589824";"S\Sexvens";"524288";"Sexvens";"OCS/ECS";"";"";"";"";"";"sexvens 198 unknown";"Best";"1.472212";"sexvens-morelove";"C:\Work\First Realize\amiga-demo-database\jasdd\s\sexvens-morelove\screen_001.png";"sexvens-morelove"
"NoError, EmulTrap, ClearMem";"Shadow Fire ? 1989 Exact.";"1989 Exact";"whdload";"0";"Shadow Fire";"ShadowFire";"136858";"S\ShadowFire\ShadowFire.Slave";"0";"S\ShadowFire";"524288";"ShadowFire";"OCS/ECS";"";"";"";"";"";"shadow fire exact";"Exact";"100";"shadowfire-exact";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\shadowfire-exact\screen.jpg";"shadowfire-exact"
"NoError, EmulTrap, Req68020, ReqAGA, ClearMem";"Shaft 7 ? 1996 Bomb";"1996 Bomb";"whdload";"0";"Shaft 7";"Shaft7AGA";"5174050";"S\Shaft7AGA\Shaft7AGA.Slave";"2838528";"S\Shaft7AGA";"1757184";"Shaft7";"AGA";"";"";"";"";"";"shaft 7 aga bomb";"Best";"3.867985";"shaft-no7-bomb";"C:\Work\First Realize\amiga-demo-database\jasdd\s\shaft-no7-bomb\screen_001.png";"shaft-no7-bomb"
"Disk, NoError, Req68020, ReqAGA";"Shakka Lakka ? 1994 Digital.";"1994 Digital";"whdload";"0";"Shakka Lakka";"ShakkaLakkaAGA";"912931";"S\ShakkaLakkaAGA\ShakkaLakkaAGA.Slave";"0";"S\ShakkaLakkaAGA";"1990656";"ShakkaLakka";"AGA";"";"";"";"";"";"shakka lakka aga digital";"Best";"4.475051";"shakka-lakka-digital";"C:\Work\First Realize\amiga-demo-database\jasdd\s\shakka-lakka-digital\screen_001.png";"shakka-lakka-digital"
"NoError";"Shed Tears ? 1993 Ozone - 2 disks";"1993 Ozone";"whdload";"0";"Shed Tears";"ShedTears";"1814777";"S\ShedTears\ShedTears.Slave";"0";"S\ShedTears";"524288";"ShedTears";"OCS/ECS";"";"";"";"";"";"shed tears ozone";"Exact";"100";"shed-tears-ozone";"C:\Work\First Realize\amiga-demo-database\jasdd\s\shed-tears-ozone\screen_001.png";"shed-tears-ozone"
"NoError, EmulTrap, ClearMem";"Sigh ? 1991 Old Bulls.";"1991 Old Bulls";"whdload";"0";"Sigh";"Sigh";"920720";"S\Sigh\Sigh.Slave";"0";"S\Sigh";"524288";"Sigh";"OCS/ECS";"";"";"";"";"";"sigh old bulls";"Exact";"100";"sigh-old-bulls";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\sigh-old-bulls\screen_001.png";"sigh-old-bulls"
"NoError, Req68020, ReqAGA, ClearMem";"Slicon Graphics 2 ? 1995 WFMH";"1995 WFMH";"whdload";"0";"Silicon Graphics 2";"SiliconGraphics2AGA";"1967838";"S\SiliconGraphics2AGA\SiliconGraphics2AGA.Slave";"1146880";"S\SiliconGraphics2AGA";"1708032";"SiliconGraphics2";"AGA";"";"";"";"";"";"silicon graphics 2 aga wfmh";"Best";"1.489092";"silicon-graphics-2-world-federation-of-mad-hackers";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\silicon-graphics-2-world-federation-of-mad-hackers\screen.gif";"silicon-graphics-2-world-federation-of-mad-hackers"
"NoError, EmulTrap, ClearMem";"The Simpsons ? 1991 Decay.";"1991 Decay";"whdload";"0";"The Simpsons";"Simpsons";"434281";"S\Simpsons\Simpsons.Slave";"1048576";"S\Simpsons";"524288";"Simpsons";"OCS/ECS";"";"";"";"";"";"simpsons the decay";"Best";"4.844916";"the-simpsons-decay";"C:\Work\First Realize\amiga-demo-database\jasdd\t\the-simpsons-decay\screen_001.PNG";"the-simpsons-decay"
"NoError, NoDivZero";"S ? 1994 Skarla";"1994 Skarla";"whdload";"0";"Skarla ";"SkarlaS";"124317";"S\SkarlaS\S.Slave";"4096";"S\SkarlaS";"1626112";"SkarlaS";"OCS/ECS";"";"";"";"";"";"s skarla";"Exact";"100";"s-skarla";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\s-skarla\screen.jpg";"s-skarla"
"NoError, EmulTrap, ClearMem";"Smau 92 Music Disk ? 1992 Nightfall.";"1992 Nightfall";"whdload";"0";"Smau 92 Music Disk";"Smau92MusicDisk";"898643";"S\Smau92MusicDisk\Smau92MusicDisk.Slave";"0";"S\Smau92MusicDisk";"524288";"Smau92MusicDisk";"OCS/ECS";"";"";"";"";"";"smau 92 music disk nightfall";"Exact";"100";"smau-92-music-disk-nightfall";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\smau-92-music-disk-nightfall\screen.png";"smau-92-music-disk-nightfall"
"NoError, EmulTrap, ClearMem";"Snap! ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Snap!";"Snap";"166899";"S\Snap\Snap.slave";"0";"S\Snap";"524288";"Snap";"OCS/ECS";"";"";"";"";"";"snap rebels";"Exact";"100";"snap-rebels";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\snap-rebels\screen.gif";"snap-rebels"
"NoError, EmulTrap, ClearMem";"S.O.F.T. Movie ? 1993 Genocide.";"1993 Genocide";"whdload";"0";"S.O.F.T. Movie";"SOFTMovie";"348377";"S\SOFTMovie\SOFTMovie.Slave";"0";"S\SOFTMovie";"524288";"SOFTMovie";"OCS/ECS";"";"";"";"";"";"soft movie genocide";"Exact";"100";"soft-movie-genocide";"C:\Work\First Realize\amiga-demo-database\jasdd\s\soft-movie-genocide\screen_001.PNG";"soft-movie-genocide"
"NoError";"Software ? 1992 W.F.M.H.";"1992 by W.F.M.H.";"whdload";"0";"Software";"Software";"917171";"S\Software\Software.Slave";"524288";"S\Software";"524288";"Software";"OCS/ECS";"";"";"";"";"";"software world federation of mad hackers";"Exact";"100";"software-world-federation-of-mad-hackers";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\software-world-federation-of-mad-hackers\screen.jpg";"software-world-federation-of-mad-hackers"
"NoError, EmulTrap, ClearMem";"Songs of Infinity ? 1994 Pointless.";"1994 Pointless";"whdload";"0";"Songs of Infinity";"SongsOfInfinity";"1821754";"S\SongsOfInfinity\SongsOfInfinity.Slave";"0";"S\SongsOfInfinity";"1048576";"SongsOfInfinity";"OCS/ECS";"";"";"";"";"";"songs of infinity pointless";"Exact";"100";"songs-of-infinity-pointless";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\songs-of-infinity-pointless\screen.png";"songs-of-infinity-pointless"
"NoError, EmulTrap, ReqAGA, ClearMem";"Songs Rack ? 1995 Ram Jam.";"1995 Ram Jam";"whdload";"0";"Songs Rack";"SongsRackAGA";"917367";"S\SongsRackAGA\SongsRackAGA.Slave";"0";"S\SongsRackAGA";"2097152";"SongsRack";"AGA";"";"";"";"";"";"songs rack aga ram jam";"Best";"4.735527";"songs-rack-ram-jam";"C:\Work\First Realize\amiga-demo-database\jasdd\s\songs-rack-ram-jam\screen_001.png";"songs-rack-ram-jam"
"NoError, EmulTrap";"Sonical Fantasia ? 1993 Equinox.";"1993 Equinox";"whdload";"0";"Sonical Fantasia";"SonicalFantasia";"915646";"S\SonicalFantasia\SonicalFantasia.Slave";"0";"S\SonicalFantasia";"1048576";"SonicalFantasia";"OCS/ECS";"";"";"";"";"";"sonical fantasia equinox";"Exact";"100";"sonical-fantasia-equinox";"C:\Work\First Realize\amiga-demo-database\jasdd\s\sonical-fantasia-equinox\screen_001.png";"sonical-fantasia-equinox"
"NoError, EmulTrap";"Sonic Attack ? 1994 Dual Crew/Shining - 4 disks";"1994 Dual Crew / Shining";"whdload";"0";"Sonic Attack";"SonicAttack";"2754931";"S\SonicAttack\SonicAttack.Slave";"0";"S\SonicAttack";"1048576";"SonicAttack";"OCS/ECS";"";"";"";"";"";"sonic attack dual crew shining";"Exact";"100";"sonic-attack-dual-crew-shining";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sonic-attack-dual-crew-shining\screen.jpg";"sonic-attack-dual-crew-shining"
"NoError, ClearMem";"S.O.S. ? 1992 Melon Dezign";"1992 Melon Dezign";"whdload";"0";"S.O.S. (Smell Of Shit)";"SOS";"754389";"S\SOS\SOS.Slave";"4096";"S\SOS";"524288";"SOS";"OCS/ECS";"";"";"";"";"";"sos smell of shit melon dezign";"Best";"6.893418";"smell-of-shit-sos-melon-dezign";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\smell-of-shit-sos-melon-dezign\screen.gif";"smell-of-shit-sos-melon-dezign"
"Disk, NoError, Req68020, ReqAGA";"Soulkitchen ? 1994 The Silents.";"1994 The Silents";"whdload";"0";"Soulkitchen";"SoulKitchenAGA";"1812972";"S\SoulKitchenAGA\SoulKitchenAGA.slave";"0";"S\SoulKitchenAGA";"2076672";"SoulKitchen";"AGA";"";"";"";"";"";"soul kitchen aga soulkitchen the silents";"Best";"2.722006";"soul-kitchen-the-silents";"C:\Work\First Realize\amiga-demo-database\jasdd\s\soul-kitchen-the-silents\screen_001.png";"soul-kitchen-the-silents"
"NoError, EmulTrap, ClearMem";"Sound and Vision ? 1990 Rebels.";"1990 Rebels";"whdload";"0";"Sound & Vision";"SoundAndVision";"919322";"S\SoundAndVision\SoundAndVision.Slave";"0";"S\SoundAndVision";"524288";"SoundAndVision";"OCS/ECS";"";"";"";"";"";"sound and vision rebels";"Exact";"100";"sound-and-vision-rebels";"C:\Work\First Realize\amiga-demo-database\jasdd\s\sound-and-vision-rebels\screen_001.png";"sound-and-vision-rebels"
"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 1 ? 1989 Magnetic Fields.";"1989 Magnetic Fields";"whdload";"0";"Sound Atax Vol. 1";"SoundAtaxVol1";"920492";"S\SoundAtaxVol1\SoundAtaxVol1.Slave";"0";"S\SoundAtaxVol1";"524288";"SoundAtaxVol1";"OCS/ECS";"";"";"";"";"";"sound atax vol 1 magnetic fields";"Exact";"100";"sound-atax-vol-1-magnetic-fields";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sound-atax-vol-1-magnetic-fields\screen.png";"sound-atax-vol-1-magnetic-fields"
"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 2 ? 1989 Magnetic Fields.";"1989 Magnetic Fields";"whdload";"0";"Sound Atax Vol. 2";"SoundAtaxVol2";"920546";"S\SoundAtaxVol2\SoundAtaxVol2.Slave";"0";"S\SoundAtaxVol2";"524288";"SoundAtaxVol2";"OCS/ECS";"";"";"";"";"";"sound atax vol 2 magnetic fields";"Exact";"100";"sound-atax-vol-2-magnetic-fields";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sound-atax-vol-2-magnetic-fields\screen.png";"sound-atax-vol-2-magnetic-fields"
"NoError, EmulTrap, ClearMem";"Sound Atax Vol. 3 ? 1990 Magnetic Fields.";"1990 Magnetic Fields";"whdload";"0";"Sound Atax Vol. 3";"SoundAtaxVol3";"921965";"S\SoundAtaxVol3\SoundAtaxVol3.Slave";"0";"S\SoundAtaxVol3";"524288";"SoundAtaxVol3";"OCS/ECS";"";"";"";"";"";"sound atax vol 3 magnetic fields";"Exact";"100";"sound-atax-vol-3-magnetic-fields";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sound-atax-vol-3-magnetic-fields\screen.png";"sound-atax-vol-3-magnetic-fields"
"NoError, EmulTrap";"Sound Barrier ? 1993 Balance - 2 disks";"1993 Balance";"whdload";"0";"Sound Barrier";"SoundBarrier";"1816560";"S\SoundBarrier\SoundBarrier.Slave";"0";"S\SoundBarrier";"524288";"SoundBarrier";"OCS/ECS";"";"";"";"";"";"sound barrier balance";"Exact";"100";"sound-barrier-balance";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sound-barrier-balance\screen.jpg";"sound-barrier-balance"
