"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"Exit2\Exit2.Slave";"NoError, EmulTrap";"Exit 2 (c) 1993 Vectors - 1 disk.";"Exit 2 (Czech Disk Mag)";"1993 Vectors";"4096";"E\Exit2_v1.0_Vectors.lha";"Exit2";"Exit2";"0";"whdload";"524288";"920055";"Exit2";"OCS/ECS";"";"";"";"";"";"exit 2 vectors";"Exact";"100";"exit-2-vectors";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\e\exit-2-vectors\screen.png";"exit-2-vectors"
"Exit3\Exit3.Slave";"NoError, EmulTrap";"Exit 3 (c) 1993 Vectors - 1 disk.";"Exit 3 (Czech Disk Mag)";"1993 Vectors";"4096";"E\Exit3_v1.0_Vectors.lha";"Exit3";"Exit3";"0";"whdload";"524288";"923521";"Exit3";"OCS/ECS";"";"";"";"";"";"exit 3 czech disk mag vectors";"Best";"1.607275";"exit-3-vectors";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\e\exit-3-vectors\screen.png";"exit-3-vectors"
"Exit4\Exit4.Slave";"NoError, EmulTrap";"Exit 4 (c) 1994 Vectors - 1 disk.";"Exit 4 (Czech Disk Mag)";"1993 Vectors";"4096";"E\Exit4_v1.0_Vectors.lha";"Exit4";"Exit4";"0";"whdload";"524288";"924150";"Exit4";"OCS/ECS";"";"";"";"";"";"exit 4 czech disk mag vectors";"Best";"1.631252";"exit-4-vectors";"D:\Work2\amiga-demo-database\jasdd\e\exit-4-vectors\screen_001.png";"exit-4-vectors"
"FourthDimension1\FourthDimension1.Slave";"NoError, EmulPriv, Examine";"4th Dimension #1 ? 1990 Crptoburners.";"4th Dimension #1";"Cryptoburners";"262144";"F\FourthDimension1_v1.0_Cryptoburners.lha";"FourthDimension1";"FourthDimension1";"0";"whdload";"524288";"813985";"FourthDimension1";"OCS/ECS";"";"";"";"";"";"4th dimension 1 cryptoburners";"Exact";"100";"4th-dimension-1-cryptoburners";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\0\4th-dimension-1-cryptoburners\screen.png";"4th-dimension-1-cryptoburners"
"FourthDimension2\FourthDimension2.Slave";"NoError, EmulPriv, Examine";"4th Dimesnion #2 ? 1990 Cryptoburners.";"4th Dimension #2";"1990 Cryptoburners";"262144";"F\FourthDimension2_v1.0_Cryptoburners.lha";"FourthDimension2";"FourthDimension2";"0";"whdload";"524288";"757424";"FourthDimension2";"OCS/ECS";"";"";"";"";"";"4th dimension 2 cryptoburners";"Exact";"100";"4th-dimension-2-cryptoburners";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\0\4th-dimension-2-cryptoburners\screen.png";"4th-dimension-2-cryptoburners"
"FourthDimension3\FourthDimension3.Slave";"NoError, ClearMem";"4th Dimension #3 1990 Cryptoburners.";"4th Dimension #3";"1990 Cryptoburners";"0";"F\FourthDimension3_v1.0_Cryptoburners.lha";"FourthDimension3";"FourthDimension3";"0";"whdload";"524288";"557438";"FourthDimension3";"OCS/ECS";"";"";"";"";"";"fourth dimension 3 4 th cryptoburners";"Best";"3.497118";"4th-dimension-3-cryptoburners";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\0\4th-dimension-3-cryptoburners\screen.jpg";"4th-dimension-3-cryptoburners"
"Grapevine05\Grapevine05.Slave";"NoError, EmulTrap, ClearMem";"Grapevine #5 1991 LSD.";"Grapevine #5";"1991 LSD";"524288";"G\Grapevine05_v1.0_LSD.lha";"Grapevine05";"Grapevine05";"0";"whdload";"524288";"648478";"Grapevine05";"OCS/ECS";"";"";"";"";"";"grapevine 05 5 lsd";"Best";"3.202182";"grapevine-05-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-05-lsd\screen_001.png";"grapevine-05-lsd"
"Grapevine06\Grapevine06.Slave";"NoError, EmulTrap, ClearMem";"Grapevine #6 1991 LSD.";"Grapevine #6";"1991 LSD";"524288";"G\Grapevine06_v1.0_LSD.lha";"Grapevine06";"Grapevine06";"0";"whdload";"524288";"508120";"Grapevine06";"OCS/ECS";"";"";"";"";"";"grapevine 06 6 lsd";"Best";"3.168917";"grapevine-06-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-06-lsd\screen_001.png";"grapevine-06-lsd"
"Grapevine07\Grapevine07.Slave";"NoError, EmulTrap, ClearMem";"Grapevine #7 1991 LSD.";"Grapevine #7";"1991 LSD";"524288";"G\Grapevine07_v1.0_LSD.lha";"Grapevine07";"Grapevine07";"0";"whdload";"524288";"900740";"Grapevine07";"OCS/ECS";"";"";"";"";"";"grapevine 07 7 lsd";"Best";"3.160024";"grapevine-07-intro-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-07-intro-lsd\screen_001.png";"grapevine-07-intro-lsd"
"Grapevine08\Grapevine08.Slave";"NoError, EmulPriv, Examine";"Grapevine #8 1992 LSD.";"Grapevine #8";"1992 LSD";"786432";"G\Grapevine08_v1.0_LSD.lha";"Grapevine08";"Grapevine08";"0";"whdload";"524288";"1033060";"Grapevine08";"OCS/ECS";"";"";"";"";"";"grapevine 08 8 lsd";"Best";"3.15686";"grapevine-08-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-08-lsd\screen_001.png";"grapevine-08-lsd"
"Grapevine09\Grapevine09.Slave";"NoError, EmulPriv, Examine";"Grapevine #9 1992 LSD.";"Grapevine #9";"1992 LSD";"786432";"G\Grapevine09_v1.0_LSD.lha";"Grapevine09";"Grapevine09";"0";"whdload";"524288";"1990173";"Grapevine09";"OCS/ECS";"";"";"";"";"";"grapevine 09 9 lsd";"Best";"3.109655";"grapevine-09-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-09-lsd\screen_001.png";"grapevine-09-lsd"
"Grapevine10\Grapevine10.Slave";"NoError, EmulPriv, Examine";"Grapevine #10 1992 LSD.";"Grapevine #10";"1992 LSD";"786432";"G\Grapevine10_v1.0_LSD.lha";"Grapevine10";"Grapevine10";"0";"whdload";"524288";"3126106";"Grapevine10";"OCS/ECS";"";"";"";"";"";"grapevine 10 lsd";"Exact";"100";"grapevine-10-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-10-lsd\screen_001.png";"grapevine-10-lsd"
"Grapevine11\Grapevine11.Slave";"NoError, EmulPriv, Examine";"Grapevine #11 1992 LSD.";"Grapevine #11";"1992 LSD";"786432";"G\Grapevine11_v1.0_LSD.lha";"Grapevine11";"Grapevine11";"0";"whdload";"524288";"1952802";"Grapevine11";"OCS/ECS";"";"";"";"";"";"grapevine 11 lsd";"Exact";"100";"grapevine-11-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-11-lsd\screen_001.png";"grapevine-11-lsd"
"Grapevine12\Grapevine12.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #12 1992 LSD.";"Grapevine #12";"1992 LSD";"786432";"G\Grapevine12_v1.0_LSD.lha";"Grapevine12";"Grapevine12";"0";"whdload";"524288";"2826710";"Grapevine12";"OCS/ECS";"";"";"";"";"";"grapevine 12 lsd";"Exact";"100";"grapevine-12-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-12-lsd\screen_001.png";"grapevine-12-lsd"
"Grapevine13\Grapevine13.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #13 1992 LSD.";"Grapevine #13";"1992 LSD";"786432";"G\Grapevine13_v1.0_LSD.lha";"Grapevine13";"Grapevine13";"0";"whdload";"524288";"2726788";"Grapevine13";"OCS/ECS";"";"";"";"";"";"grapevine 13 lsd";"Exact";"100";"grapevine-13-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-13-lsd\screen_001.PNG";"grapevine-13-lsd"
"Grapevine14\Grapevine14.slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #14 1993 LSD.";"Grapevine #14";"1993 LSD";"1310720";"G\Grapevine14_v1.01_LSD.lha";"Grapevine14";"Grapevine14";"0";"whdload";"524288";"2736617";"Grapevine14";"OCS/ECS";"";"";"";"";"";"grapevine 14 lsd";"Exact";"100";"grapevine-14-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-14-lsd\screen_001.png";"grapevine-14-lsd"
"Grapevine15\Grapevine15.slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #15 1993 LSD.";"Grapevine #15";"1993 LSD";"1310720";"G\Grapevine15_v1.01_LSD.lha";"Grapevine15";"Grapevine15";"0";"whdload";"524288";"2696862";"Grapevine15";"OCS/ECS";"";"";"";"";"";"grapevine 15 lsd";"Exact";"100";"grapevine-15-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-15-lsd\screen_001.png";"grapevine-15-lsd"
"Grapevine16\Grapevine16.slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #16 1993 LSD.";"Grapevine #16";"1993 LSD";"1310720";"G\Grapevine16_v1.02_LSD.lha";"Grapevine16";"Grapevine16";"0";"whdload";"524288";"2760038";"Grapevine16";"OCS/ECS";"";"";"";"";"";"grapevine 16 lsd";"Exact";"100";"grapevine-16-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-16-lsd\screen_001.png";"grapevine-16-lsd"
"Grapevine17\Grapevine17.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #17 1993 LSD.";"Grapevine #17";"1993 LSD";"786432";"G\Grapevine17_v1.0_LSD.lha";"Grapevine17";"Grapevine17";"0";"whdload";"524288";"2762029";"Grapevine17";"OCS/ECS";"";"";"";"";"";"grapevine 17 lsd";"Exact";"100";"grapevine-17-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-17-lsd\screen_001.png";"grapevine-17-lsd"
"Grapevine18\Grapevine18.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #18 1993 LSD.";"Grapevine #18";"1993 LSD";"786432";"G\Grapevine18_v1.0_LSD.lha";"Grapevine18";"Grapevine18";"0";"whdload";"524288";"2742494";"Grapevine18";"OCS/ECS";"";"";"";"";"";"grapevine 18 lsd";"Exact";"100";"grapevine-18-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-18-lsd\screen_001.png";"grapevine-18-lsd"
"Grapevine19\Grapevine19.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #19 1994 LSD.";"Grapevine #19";"1994 LSD";"786432";"G\Grapevine19_v1.0_LSD.lha";"Grapevine19";"Grapevine19";"0";"whdload";"524288";"2781269";"Grapevine19";"OCS/ECS";"";"";"";"";"";"grapevine 19 lsd";"Exact";"100";"grapevine-19-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-19-lsd\screen_001.png";"grapevine-19-lsd"
"Grapevine20\Grapevine20.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #20 1994 LSD.";"Grapevine #20";"1994 LSD";"786432";"G\Grapevine20_v1.0_LSD.lha";"Grapevine20";"Grapevine20";"0";"whdload";"524288";"1928559";"Grapevine20";"OCS/ECS";"";"";"";"";"";"grapevine 20 lsd";"Exact";"100";"grapevine-20-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-20-lsd\screen_001.png";"grapevine-20-lsd"
"Grapevine21\Grapevine21.Slave";"NoError, EmulTrap, EmulPriv, Examine";"Grapevine #21 1995 LSD.";"Grapevine #21";"1995 LSD";"786432";"G\Grapevine21_v1.0_LSD.lha";"Grapevine21";"Grapevine21";"0";"whdload";"524288";"1683165";"Grapevine21";"OCS/ECS";"";"";"";"";"";"grapevine 21 lsd";"Exact";"100";"grapevine-21-lsd";"D:\Work2\amiga-demo-database\jasdd\g\grapevine-21-lsd\screen_001.png";"grapevine-21-lsd"
"Ice01\Ice01.Slave";"NoError, EmulPriv, Examine";"ICE #1 ? 1990 Cytax.";"ICE #1";"1990 Cytax";"786432";"I\Ice1_v1.0_Cytax.lha";"Ice01";"Ice01";"0";"whdload";"524288";"389471";"Ice01";"OCS/ECS";"";"";"";"";"";"ice 1 intro cytax";"Exact";"100";"ice-1-intro-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-1-intro-cytax\screen_001.png";"ice-1-intro-cytax"
"Ice02\Ice02.slave";"NoError, EmulPriv, Examine";"ICE #2 ? 1991 Cytax.";"ICE #2";"1991 Cytax";"262144";"I\Ice2_v1.02_Cytax.lha";"Ice02";"Ice02";"0";"whdload";"524288";"468532";"Ice02";"OCS/ECS";"";"";"";"";"";"ice 2 intro cytax";"Exact";"100";"ice-2-intro-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-2-intro-cytax\screen_001.png";"ice-2-intro-cytax"
"Ice3\Ice3.Slave";"NoError, EmulTrap, EmulPriv, Examine";"I.C.E. #3 ? 1991 Cytax.";"I.C.E. #3";"Cytax";"262144";"I\Ice3_v1.0_Cytax.lha";"Ice3";"Ice3";"0";"whdload";"524288";"635381";"Ice3";"OCS/ECS";"";"";"";"";"";"ice 3 1 cytax";"Best";"4.105252";"ice-3-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-3-cytax\screen_001.png";"ice-3-cytax"
"Ice4\Ice4.Slave";"NoError, EmulPriv, Examine";"I.C.E. #4 ? 1991 Cytax.";"I.C.E. Issue #4";"1991 Cytax";"262144";"I\Ice4_v1.0_Cytax.lha";"Ice4";"Ice4";"0";"whdload";"524288";"543715";"Ice4";"OCS/ECS";"";"";"";"";"";"ice 4 1 issue cytax";"Best";"2.91948";"ice-4-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-4-cytax\screen_001.png";"ice-4-cytax"
"Ice5\Ice5.Slave";"NoError, EmulPriv, Examine";"I.C.E. #5 ? 1991 Cytax.";"I.C.E. Issue #5";"1991 Cytax";"786432";"I\Ice5_v1.0_Cytax.lha";"Ice5";"Ice5";"0";"whdload";"524288";"649308";"Ice5";"OCS/ECS";"";"";"";"";"";"ice 5 1 issue cytax";"Best";"2.981186";"ice-5-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-5-cytax\screen_001.png";"ice-5-cytax"
"Ice6\Ice6.Slave";"NoError, EmulTrap, EmulPriv, Examine";"I.C.E. #6 ? 1991 Cytax.";"I.C.E. #6";"Cytax";"786432";"I\Ice6_v1.0_Cytax.lha";"Ice6";"Ice6";"0";"whdload";"524288";"888757";"Ice6";"OCS/ECS";"";"";"";"";"";"ice 6 1 cytax";"Best";"4.31546";"ice-6-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-6-cytax\screen_001.png";"ice-6-cytax"
"Ice7\Ice7.Slave";"NoError, EmulTrap, EmulPriv, Examine";"I.C.E. #7 ? 1992 Cytax.";"I.C.E. #7";"1992 Cytax";"262144";"I\Ice7_v1.0_Cytax.lha";"Ice7";"Ice7";"0";"whdload";"524288";"1189502";"Ice7";"OCS/ECS";"";"";"";"";"";"ice 7 1 cytax";"Best";"4.310067";"ice-7-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-7-cytax\screen_001.png";"ice-7-cytax"
"Ice8\Ice8.Slave";"NoError, EmulTrap, EmulPriv, Examine";"I.C.E. #8 ? 1992 Cytax.";"I.C.E. #8";"1992 Cytax";"786432";"I\Ice8_v1.0_Cytax.lha";"Ice8";"Ice8";"0";"whdload";"524288";"745287";"Ice8";"OCS/ECS";"";"";"";"";"";"ice 8 1 cytax";"Best";"4.331604";"ice-8-cytax";"D:\Work2\amiga-demo-database\jasdd\i\ice-8-cytax\screen_001.png";"ice-8-cytax"
"McDisk1\McDisk1.Slave";"NoError, EmulTrap, ClearMem";"McDisk #1 ? 1991 Coma.";"McDisk #1";"1991 Coma";"524288";"M\McDisk1_v1.0_Coma.lha";"McDisk1";"McDisk1";"0";"whdload";"524288";"975023";"McDisk1";"OCS/ECS";"";"";"";"";"";"mc disk 1 coma";"Exact";"100";"mc-disk-1-coma";"D:\Work2\amiga-demo-database\jasdd\m\mc-disk-1-coma\screen_001.png";"mc-disk-1-coma"
"McDisk2\McDisk2.Slave";"NoError, EmulTrap, ClearMem";"McDisk #2 ? 1991 Coma.";"McDisk #2";"1991 Coma";"0";"M\McDisk2_v1.0_Coma.lha";"McDisk2";"McDisk2";"0";"whdload";"524288";"965734";"McDisk2";"OCS/ECS";"";"";"";"";"";"mc disk 2 coma";"Exact";"100";"mc-disk-2-coma";"D:\Work2\amiga-demo-database\jasdd\m\mc-disk-2-coma\screen_001.png";"mc-disk-2-coma"
"McDisk3\McDisk3.Slave";"NoError, EmulTrap, ClearMem";"McDisk #3 ? 1992 Coma.";"McDisk #3";"1992 Coma";"524288";"M\McDisk3_v1.0_Coma.lha";"McDisk3";"McDisk3";"0";"whdload";"524288";"1085117";"McDisk3";"OCS/ECS";"";"";"";"";"";"mc disk 3 coma";"Exact";"100";"mc-disk-3-coma";"D:\Work2\amiga-demo-database\jasdd\m\mc-disk-3-coma\screen_001.png";"mc-disk-3-coma"
"PENIS1\PENIS1.Slave";"NoError, EmulTrap, ClearMem";"P.E.N.I.S #1 ? 1989 Doctor Mabuse Orgasm Crackings.";"P.E.N.I.S #1";"1989 Doctor Mabuse Orgasm Crackings";"0";"P\PENIS1_v1.0_DMOC.lha";"PENIS1";"PENIS1";"0";"whdload";"524288";"570236";"PENIS1";"OCS/ECS";"";"";"";"";"";"penis 1 doctor mabuse orgasm crackings";"Exact";"100";"penis-1-doctor-mabuse-orgasm-crackings";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\p\penis-1-doctor-mabuse-orgasm-crackings\screen.gif";"penis-1-doctor-mabuse-orgasm-crackings"
"PENIS2\PENIS2.Slave";"NoError, EmulTrap, ClearMem";"P.E.N.I.S #2 ? 1989 Doctor Mabuse Orgasm Crackings.";"P.E.N.I.S #2";"1989 Doctor Mabuse Orgasm Crackings";"0";"P\PENIS2_v1.0_DMOC.lha";"PENIS2";"PENIS2";"0";"whdload";"524288";"639457";"PENIS2";"OCS/ECS";"";"";"";"";"";"penis 2 doctor mabuse orgasm crackings";"Exact";"100";"penis-2-doctor-mabuse-orgasm-crackings";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\p\penis-2-doctor-mabuse-orgasm-crackings\screen.gif";"penis-2-doctor-mabuse-orgasm-crackings"
"PENIS3\PENIS3.Slave";"NoError, EmulTrap, ClearMem";"P.E.N.I.S #3 ? 1989 Doctor Mabuse Orgasm Crackings.";"P.E.N.I.S #3";"1989 Doctor Mabuse Orgasm Crackings";"0";"P\PENIS3_v1.0_DMOC.lha";"PENIS3";"PENIS3";"0";"whdload";"524288";"723543";"PENIS3";"OCS/ECS";"";"";"";"";"";"penis 3 1 doctor mabuse orgasm crackings";"Best";"5.705731";"penis-3-doctor-mabuse-orgasm-crackings";"D:\Work2\amiga-demo-database\jasdd\p\penis-3-doctor-mabuse-orgasm-crackings\screen_001.png";"penis-3-doctor-mabuse-orgasm-crackings"
"ROM1\ROM1.Slave";"NoError, ClearMem";"R.O.M. #1 ? 1994 Essence";"R.O.M. Issue No.1";"1994 Essnce";"430080";"R\ROM1_v1.0_Essence.lha";"ROM1";"ROM1";"0";"whdload";"471040";"915964";"ROM1";"OCS/ECS";"";"";"";"";"";"rom 1 essence";"Exact";"100";"rom-1-essence";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\r\rom-1-essence\screen.jpg";"rom-1-essence"
"ROM2\ROM2.Slave";"NoError";"R.O.M. #2 ? 1994 Essence";"R.O.M. Issue No.2";"1994 Essence";"368640";"R\ROM2_v1.0_Essence.lha";"ROM2";"ROM2";"0";"whdload";"462848";"782917";"ROM2";"OCS/ECS";"";"";"";"";"";"rom 2 essence";"Exact";"100";"rom-2-essence";"D:\Work2\amiga-demo-database\pouet_new\amiga\productions\r\rom-2-essence\screen.png";"rom-2-essence"
"Scene1\Scene1.Slave";"NoError, EmulPriv, Examine";"The Scene #1 ? 1990 Mystix.";"The Scene #1";"1990 Mystix";"262144";"S\Scene1_v1.0_Mystix.lha";"Scene1";"Scene1";"0";"whdload";"524288";"529606";"Scene1";"OCS/ECS";"";"";"";"";"";"scene 1 the mystix";"Best";"5.746188";"the-scene-1-mystix";"D:\Work2\amiga-demo-database\jasdd\t\the-scene-1-mystix\screen_001.png";"the-scene-1-mystix"
"Scene2Abel\Scene2Abel.Slave";"NoError";"";"The Scene #2";"Abel 1990";"0";"S\Scene2_v1.0_Abel.lha";"Scene2Abel";"Scene2Abel";"0";"whdload";"524288";"140433";"Scene2Abel";"OCS/ECS";"";"";"";"";"";"scene 2 abel the";"Best";"4.668747";"the-scene-2-abel";"D:\Work2\amiga-demo-database\jasdd\t\the-scene-2-abel\screen_001.png";"the-scene-2-abel"
"Scene3Decay\Scene3Decay.slave";"NoError";"";"The Scene #3";"Decay";"0";"S\Scene3_v1.0_Decay.lha";"Scene3Decay";"Scene3Decay";"0";"whdload";"524288";"105856";"Scene3Decay";"OCS/ECS";"";"";"";"";"";"scene 3d ecay the 3 decay";"Best";"1.847955";"the-scene-3-decay";"D:\Work2\amiga-demo-database\jasdd\t\the-scene-3-decay\screen_001.png";"the-scene-3-decay"
"Scene4Prophecy\Scene4Prophecy.Slave";"NoError, EmulPriv, Examine";"The Scene 4 ? 1990 Prophecy.";"The Scene #4";"1990 Prophecy";"262144";"S\Scene4_v1.0_Prophecy.lha";"Scene4Prophecy";"Scene4Prophecy";"0";"whdload";"524288";"399330";"Scene4Prophecy";"OCS/ECS";"";"";"";"";"";"scene 4 prophecy the";"Best";"1.465855";"the-scene-4-dawn";"D:\Work2\amiga-demo-database\jasdd\t\the-scene-4-dawn\screen_001.png";"the-scene-4-dawn"
"SceneTalk1\SceneTalk1.slave";"NoError, EmulTrap, ClearMem";"Scene Talk ? 1992 Submission.";"Scene Talk #1";"1992 Submission";"0";"S\SceneTalk1_v1.01_Submission.lha";"SceneTalk1";"SceneTalk1";"0";"whdload";"524288";"923506";"SceneTalk1";"OCS/ECS";"";"";"";"";"";"scene talk 1 submission";"Exact";"100";"scene-talk-1-submission";"D:\Work2\amiga-demo-database\jasdd\s\scene-talk-1-submission\screen_001.png";"scene-talk-1-submission"
"SceneTalk2\SceneTalk2.slave";"NoError, EmulTrap, ClearMem";"Scene Talk 2 ? 1992 Submission.";"Scene Talk #2";"1992 Submission";"0";"S\SceneTalk2_v1.01_Submission.lha";"SceneTalk2";"SceneTalk2";"0";"whdload";"524288";"925410";"SceneTalk2";"OCS/ECS";"";"";"";"";"";"scene talk 2 submission";"Exact";"100";"scene-talk-2-submission";"D:\Work2\amiga-demo-database\jasdd\s\scene-talk-2-submission\screen_001.png";"scene-talk-2-submission"
"SceneTalk3\SceneTalk3.slave";"NoError, EmulTrap, ClearMem";"Scene Talk 3 ? 1993 Submission.";"Scene Talk #3";"1993 Submission";"0";"S\SceneTalk3_v1.01_Submission.lha";"SceneTalk3";"SceneTalk3";"0";"whdload";"524288";"922703";"SceneTalk3";"OCS/ECS";"";"";"";"";"";"scene talk 3 submission";"Exact";"100";"scene-talk-3-submission";"D:\Work2\amiga-demo-database\jasdd\s\scene-talk-3-submission\screen_001.png";"scene-talk-3-submission"
