"Year";"Url";"Id";"License";"Languages";"Disks";"Players";"Name";"Publisher";"Path";"Hardware";"Genre"
"1992";"http://www.lemonamiga.com/games/details.php?id=2064";"2064";"Commercial";"English";"1";"1 or 2, Simultaneous";"E.T.'s Rugby League";"Audiogenic";"e\ets-rugby-league";"OCS,ECS";"Sports - Rugby"
"1991";"http://www.lemonamiga.com/games/details.php?id=2371";"2371";"Commercial";"English,German,French";"2";"1 Only";"Eagle's Rider";"Infogrames";"e\eagles-rider";"OCS,ECS";
"1987";"http://www.lemonamiga.com/games/details.php?id=363";"363";"Commercial";"English";"1";"1 or 2";"Earl Weaver Baseball";"Electronic Arts";"e\earl-weaver-baseball";"OCS";"Sports - Baseball"
"1988";"http://www.lemonamiga.com/games/details.php?id=2829";"2829";"Commercial";"English";"1";"1 or 2, Simultaneous";"Easy and Fun: Four in One";"Polyglot Software";"e\easy-and-fun-four-in-one";"OCS";"Miscellaneous - (unknown)"
"1998";"http://www.lemonamiga.com/games/details.php?id=2372";"2372";"Commercial";"English";"4";"1 or 2, Simultaneous";"Eat the Whistle: France 98";"Islona Entertainment";"e\eat-the-whistle-france-98";"OCS,ECS";"Sports - Football/Soccer"
"1988";"http://www.lemonamiga.com/games/details.php?id=1563";"1563";"Commercial";"English";"1";"1 to 4, Simultaneous";"EbonStar";"MicroIllusions";"e\ebonstar";"OCS";
"1990";"http://www.lemonamiga.com/games/details.php?id=2066";"2066";"Commercial";"English";"2";"1 Only";"Eco Phantoms";"Electronic Zoo";"e\eco-phantoms";"OCS,ECS";"Strategy - Miscellaneous"
"1987";"http://www.lemonamiga.com/games/details.php?id=2065";"2065";"Commercial";"English";"1";"1 Only";"ECO: A Game of Survival";"Ocean";"e\eco-a-game-of-survival";"OCS";"Simulation - Miscellaneous"
"1992";"http://www.lemonamiga.com/games/details.php?id=2067";"2067";"Commercial";"English";"1";"1 Only";"Edd The Duck 2: Back with a Quack!";"Zeppelin Games";"e\edd-the-duck-2-back-with-a-quack";"OCS,ECS";"Platformer - Scrolling Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=1301";"1301";"Commercial";"English";"1";"1 Only";"Edd the Duck!";"Impulze";"e\edd-the-duck";"OCS,ECS";"Platformer - Scrolling Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=1472";"1472";"Commercial";"English";"1";"1 to 6";"Eddie Edwards Super Ski";"Microids";"e\eddie-edwards-super-ski";"OCS,ECS";"Sports - Skiing"
"1991";"http://www.lemonamiga.com/games/details.php?id=3431";"3431";"Commercial";"German";"2";"1 Only";"Einmal Kanzler sein";"Computerpartner T+S";"e\einmal-kanzler-sein";"OCS,ECS";"Adventure - Selectable Answers"
"1993";"http://www.lemonamiga.com/games/details.php?id=2284";"2284";"Commercial";"German";"1";"1 to 4";"Eishockey Manager";"Software 2000";"e\eishockey-manager";"OCS,ECS";"Sports - Ice Hockey"
"1995";"http://www.lemonamiga.com/games/details.php?id=3432";"3432";"Commercial";"Polish";"4";"1 Only";"Eksperyment Delfin";"MarkSoft";"e\eksperyment-delfin";"OCS,ECS";"Adventure - Point and Click"
"1991";"http://www.lemonamiga.com/games/details.php?id=365";"365";"Commercial";"English,German,French";"2";"1 Only";"Elf";"Ocean";"e\elf";"OCS,ECS";"Platformer - Multi Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=2068";"2068";"Commercial";"English";"1";"1 Only";"Elf";"MicroValue";"e\elf_#2";"OCS";"Platformer - Scrolling Screen"
"1994";"http://www.lemonamiga.com/games/details.php?id=364";"364";"Commercial";"English";"2";"1 or 2, Simultaneous";"Elfmania";"Renegade";"e\elfmania";"OCS,ECS";
"1988";"http://www.lemonamiga.com/games/details.php?id=366";"366";"Commercial";"English";"1";"1 Only";"Eliminator";"Hewson";"e\eliminator";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=367";"367";"Commercial";"English";"1";"1 Only";"Elite";"Firebird";"e\elite";"OCS";"Simulation - Space"
"2015";"http://www.lemonamiga.com/games/details.php?id=3668";"3668";"Public Domain/Freeware";"English";"1";"1 Only";"Elves' Dreamland";"(unknown)";"e\elves-dreamland";"OCS,ECS";"Platformer - Multi Screen"
"1992";"http://www.lemonamiga.com/games/details.php?id=369";"369";"Commercial";"English";"7";"1 Only";"Elvira II: The Jaws of Cerberus";"Accolade";"e\elvira-ii-the-jaws-of-cerberus";"OCS,ECS";"Adventure - RPG 3D"
"1990";"http://www.lemonamiga.com/games/details.php?id=368";"368";"Commercial";"English";"5";"1 Only";"Elvira: Mistress of the Dark";"Accolade";"e\elvira-mistress-of-the-dark";"OCS";"Adventure - RPG 3D"
"1991";"http://www.lemonamiga.com/games/details.php?id=370";"370";"Commercial";"English,German,French,Italian";"2";"1 Only";"Elvira: The Arcade Game";"Flair Software";"e\elvira-the-arcade-game";"OCS,ECS";"Arcade - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=1222";"1222";"Commercial";"English";"5";"1 Only";"Embryo";"Black Legend";"e\embryo";"OCS,ECS";
"1987";"http://www.lemonamiga.com/games/details.php?id=1262";"1262";"Commercial";"English";"1";"1 or 2, Simultaneous";"Emerald Mine";"Kingsoft";"e\emerald-mine";"OCS";"Arcade - Boulder Dash"
"1987";"http://www.lemonamiga.com/games/details.php?id=3433";"3433";"Commercial";"English";"2";"1 or 2";"Emetic Skimmer";"Kingsoft";"e\emetic-skimmer";"OCS";
"1990";"http://www.lemonamiga.com/games/details.php?id=2069";"2069";"Commercial";"English";"1";;"Emlyn Hughes Arcade Quiz";"Audiogenic";"e\emlyn-hughes-arcade-quiz";"OCS";"Educational - Quiz"
"1989";"http://www.lemonamiga.com/games/details.php?id=371";"371";"Commercial";"English";"1";"1 or 2, Simultaneous";"Emlyn Hughes International Soccer";"Audiogenic";"e\emlyn-hughes-international-soccer";"OCS";"Sports - Football/Soccer"
"1989";"http://www.lemonamiga.com/games/details.php?id=1564";"1564";"Commercial";"English";"1";"1 Only";"Emmanuelle";"Tomahawk";"e\emmanuelle";"OCS";"Adventure - Point and Click"
"1989";"http://www.lemonamiga.com/games/details.php?id=2070";"2070";"Commercial";"English";"1";;"Emperor of the Mines";"Impressions";"e\emperor-of-the-mines";"OCS";"Strategy - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=374";"374";"Commercial";"English";"1";"1 to 3";"Empire Soccer 94";"Empire Software";"e\empire-soccer-94";"OCS,ECS";"Sports - Football/Soccer"
"1990";"http://www.lemonamiga.com/games/details.php?id=2071";"2071";"Commercial";"English";"1";"1 to 3";"Empire: Wargame of the Century";"Electronic Arts";"e\empire-wargame-of-the-century";"OCS";"Strategy - War"
"1990";"http://www.lemonamiga.com/games/details.php?id=375";"375";"Commercial";"English";"1";"1 Only";"Enchanted Land";"Thalion";"e\enchanted-land";"OCS";"Platformer - Scrolling Screen"
"1986";"http://www.lemonamiga.com/games/details.php?id=2373";"2373";"Commercial";"English";"1";"1 Only";"Enchanter";"Infocom";"e\enchanter";"OCS";"Adventure - Text only"
"1991";"http://www.lemonamiga.com/games/details.php?id=376";"376";"Commercial";"English";"1";"1 Only";"Encounter";"Novagen";"e\encounter";"OCS,ECS";
"1990";"http://www.lemonamiga.com/games/details.php?id=1532";"1532";"Commercial";"English";"1";"1 or 2";"Encyclopedia of War: Ancient Battles";"Cases Computer Simulations";"e\encyclopedia-of-war-ancient-battles";"OCS";"Strategy - War"
"2013";"http://www.lemonamiga.com/games/details.php?id=3653";"3653";"Commercial";"English,German";"2";"1 or 2, Simultaneous";"Enemy 2: Missing in Action";"Anachronia";"e\enemy-2-missing-in-action";"OCS,ECS";"Adventure - Arcade 2D"
"1997";"http://www.lemonamiga.com/games/details.php?id=2075";"2075";"Commercial";"English,German";"2";"1 or 2, Simultaneous";"Enemy: Tempest of Violence";"Anachronia";"e\enemy-tempest-of-violence";"OCS,ECS";"Adventure - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=1302";"1302";"Commercial";"English";"1";"1 or 2, Simultaneous";"England Championship Special";"Grandslam";"e\england-championship-special";"OCS,ECS";"Sports - Football/Soccer"
"1988";"http://www.lemonamiga.com/games/details.php?id=3434";"3434";"Commercial";"English";"1";"1 Only";"Enigma Device, The";"King Publishing";"e\enigma-device-the";"OCS";"Brain - Logical"
"1990";"http://www.lemonamiga.com/games/details.php?id=2076";"2076";"Commercial";"English";"1";"1 Only";"Enterprise";"Arc Developments";"e\enterprise";"OCS";
"1993";"http://www.lemonamiga.com/games/details.php?id=2074";"2074";"Commercial";"English";"4";"1 Only";"Entity";"Loriciel";"e\entity";"OCS,ECS";
"1992";"http://www.lemonamiga.com/games/details.php?id=377";"377";"Commercial";"English";"3";"1 Only";"Epic";"Ocean";"e\epic";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=1565";"1565";"Licenceware";"English";"2";"1 Only";"Epsilon 9: The Revenge of the Stingons";"F1 Licenceware";"e\epsilon-9-the-revenge-of-the-stingons";"OCS,ECS";"Adventure - Point and Click"
"1995";"http://www.lemonamiga.com/games/details.php?id=2490";"2490";"Commercial";"German";"11";"1 Only";"Erben der Erde: Die Grosse Suche";"Softgold";"e\erben-der-erde-die-grosse-suche-aga";"AGA";"Adventure - Point and Click"
"1992";"http://www.lemonamiga.com/games/details.php?id=2072";"2072";"Commercial";"English";"1";"1 Only";"Erik";"Atlantis Software";"e\erik";"OCS,ECS";"Platformer - Scrolling Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=1223";"1223";"Commercial";"English";"1";"1 Only";"Escape from Colditz";"Digital Magic Software";"e\escape-from-colditz";"OCS,ECS";"Adventure - Arcade 3D"
"1990";"http://www.lemonamiga.com/games/details.php?id=2081";"2081";;"English";"1";"1 Only";"Escape from Tharkan";"CompuTec Verlag";"e\escape-from-tharkan";"OCS";"Arcade - Breakout/Pong"
"1990";"http://www.lemonamiga.com/games/details.php?id=378";"378";"Commercial";"English";"1";"1 or 2, Simultaneous";"Escape from the Planet of the Robot Monsters";"Domark";"e\escape-from-the-planet-of-the-robot-monsters";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=1397";"1397";"Commercial";"English";"1";"1 to 4, Simultaneous";"Eskimo Games";"Magic Bytes";"e\eskimo-games";"OCS";"Sports - Multi-Event"
"1992";"http://www.lemonamiga.com/games/details.php?id=379";"379";"Commercial";"English,German,French,Italian,Spanish";"4";;"España: The Games '92";"Ocean";"e\espana-the-games-92";"OCS,ECS";"Sports - Multi-Event"
"1988";"http://www.lemonamiga.com/games/details.php?id=2077";"2077";"Commercial";"English";"1";"1 to 4";"Espionage";"Grandslam";"e\espionage";"OCS";"Board - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=291";"291";"Commercial";"English";"2";"1 or 2, Simultaneous";"ESWAT: Cyber Police";"US Gold";"e\eswat-cyber-police";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=2374";"2374";"Commercial";"English";"3";"1 Only";"Euro League Manager";"Manyk";"e\euro-league-manager";"OCS,ECS";"Sports - Football/Soccer"
"1993";"http://www.lemonamiga.com/games/details.php?id=1741";"1741";"Commercial";"English";"2";;"European Champions";"Ocean";"e\european-champions";"OCS,ECS";"Sports - Football/Soccer"
"1992";"http://www.lemonamiga.com/games/details.php?id=1742";"1742";"Commercial";"English,German,French,Italian,Spanish,Swedish";"2";"1 or 2, Simultaneous";"European Championship 1992";"Elite";"e\european-championship-1992";"OCS,ECS";"Sports - Football/Soccer"
"1992";"http://www.lemonamiga.com/games/details.php?id=2078";"2078";"Commercial";"English";"1";"1 or 2, Simultaneous";"European Football Champ";"Domark";"e\european-football-champ";"OCS,ECS";"Sports - Football/Soccer"
"1990";"http://www.lemonamiga.com/games/details.php?id=2079";"2079";"Commercial";"English";"1";"1 or 2, Simultaneous";"European Soccer Challenge";"Smash 16";"e\european-soccer-challenge";"OCS";"Sports - Football/Soccer"
"1990";"http://www.lemonamiga.com/games/details.php?id=2080";"2080";"Commercial";"English,German,French,Italian,Spanish";"1";"1 Only";"European Superleague";"CDS Software";"e\european-superleague";"OCS,ECS";"Sports - Football/Soccer"
"1988";"http://www.lemonamiga.com/games/details.php?id=2285";"2285";"Commercial";"German";"1";"1 or 2, Simultaneous";"EuroSoccer '88";"Grandslam";"e\eurosoccer-88";"OCS";"Sports - Football/Soccer"
"1988";"http://www.lemonamiga.com/games/details.php?id=2073";"2073";"Commercial";"English";"1";"1 or 2, Simultaneous";"Evil Garden";"Demonware";"e\evil-garden";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=2377";"2377";"Commercial";"English";"1";"1 Only";"Evolution Cryser";"Kingsoft";"e\evolution-cryser";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=1619";"1619";"Commercial";"English";"1";"1 Only";"Excalibur";"Kingsoft";"e\excalibur";"OCS";
"1993";"http://www.lemonamiga.com/games/details.php?id=3435";"3435";"Commercial";"English";"1";"1 Only";"Excellent Card Games";"Tower Software";"e\excellent-card-games";"OCS,ECS";"Cards - Solitaire"
"1993";"http://www.lemonamiga.com/games/details.php?id=3437";"3437";"Commercial";"English";"1";"1 Only";"Excellent Card Games II";"Tower Software";"e\excellent-card-games-ii";"OCS,ECS";"Cards - Solitaire"
"1994";"http://www.lemonamiga.com/games/details.php?id=3436";"3436";"Commercial";"English";"1";"1 Only";"Excellent Card Games III";"Tower Software";"e\excellent-card-games-iii-aga";"ECS,AGA";"Cards - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=2378";"2378";"Commercial";"English";"2";"1 Only";"Executioner, The";"Hawk";"e\executioner-the";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=1193";"1193";"Commercial";"English";"2";"1 Only";"Exile";"Audiogenic";"e\exile-aga";"AGA";"Platformer - Scrolling Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=381";"381";"Commercial";"English,German,French";"1";"1 Only";"Exile";"Audiogenic";"e\exile";"OCS,ECS";"Platformer - Scrolling Screen"
"1995";"http://www.lemonamiga.com/games/details.php?id=1952";"1952";"Commercial";"English";;"1 Only";"Exile";"Audiogenic";"e\exile-cd32";"CD32";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=380";"380";"Commercial";"English";"2";"1 Only";"Exodus 3010";"Demonware";"e\exodus-3010";"OCS,ECS";"Strategy - Miscellaneous"
"2000";"http://www.lemonamiga.com/games/details.php?id=2350";"2350";"Commercial";"English,German,Polish";;"1 or 2, Simultaneous";"Exodus: The Last War";"Blittersoft";"e\exodus-the-last-war-aga";"AGA,RTG,CD-ROM";"Strategy - War"
"1989";"http://www.lemonamiga.com/games/details.php?id=382";"382";"Commercial";"English";"1";"1 Only";"Exolon";"Hewson";"e\exolon";"OCS";"Platformer - Multi Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=3440";"3440";"Commercial";"French";"4";"1 Only";"Explora II";"16 32 Diffusion";"e\explora-ii";"OCS";"Adventure - Point and Click"
"1990";"http://www.lemonamiga.com/games/details.php?id=3439";"3439";"Commercial";"French";"3";"1 Only";"Explora III: Sous Le Signe Du Serpent";"Infomedia";"e\explora-iii-sous-le-signe-du-serpent";"OCS";"Adventure - Point and Click"
"1988";"http://www.lemonamiga.com/games/details.php?id=3441";"3441";"Commercial";"French";"4";"1 Only";"Explora: Time Run";"16 32 Diffusion";"e\explora-time-run";"OCS";"Adventure - Point and Click"
"1993";"http://www.lemonamiga.com/games/details.php?id=3236";"3236";"Commercial";"Polish";"1";"1 Only";"Explorer";"ASF s.c.";"e\explorer";"OCS,ECS";"Brain - Puzzle"
"1990";"http://www.lemonamiga.com/games/details.php?id=1744";"1744";"Commercial";"English";"1";"1 or 2, Simultaneous";"Extase";"Virgin Games";"e\extase";"OCS,ECS";"Brain - Puzzle"
"1992";"http://www.lemonamiga.com/games/details.php?id=2379";"2379";"Commercial";"English";"1";"1 or 2, Simultaneous";"Extasy";"Simulmondo";"e\extasy";"OCS,ECS";"Brain - Puzzle"
"1988";"http://www.lemonamiga.com/games/details.php?id=2380";"2380";"Commercial";"English";"1";"1 Only";"Extensor";"Golden Games";"e\extensor";"OCS";"Racing - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=383";"383";"Commercial";"English";"1";"1 or 2, Simultaneous";"Exterminator";"Audiogenic";"e\exterminator";"OCS";"Arcade - Miscellaneous"
"1993";"http://www.lemonamiga.com/games/details.php?id=2830";"2830";"Shareware";"English";"1";"2 Only, Simultaneous";"Extreme Violence";"(unknown)";"e\extreme-violence";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=3149";"3149";"Commercial";"English";"1";"1 Only";"Extrial";"CompuTec Verlag";"e\extrial";"OCS,ECS";
"1991";"http://www.lemonamiga.com/games/details.php?id=2381";"2381";"Commercial";"English";"1";"1 Only";"Exxon";"Maxon Computer";"e\exxon";"OCS,ECS";"Brain - Puzzle"
"1989";"http://www.lemonamiga.com/games/details.php?id=384";"384";"Commercial";"English";"1";"1 Only";"Eye of Horus, The";"Logotron";"e\eye-of-horus-the";"OCS";
"1991";"http://www.lemonamiga.com/games/details.php?id=385";"385";"Commercial";"German";"3";"1 Only";"Eye of the Beholder";"Strategic Simulations, Inc.";"e\eye-of-the-beholder";"OCS,ECS";"Adventure - RPG 3D"
"1992";"http://www.lemonamiga.com/games/details.php?id=386";"386";"Commercial";"English";"4";"1 Only";"Eye of the Beholder II: The Legend of Darkmoon";"Strategic Simulations, Inc.";"e\eye-of-the-beholder-ii-the-legend-of-darkmoon";"OCS,ECS";"Adventure - RPG 3D"
"1993";"http://www.lemonamiga.com/games/details.php?id=1566";"1566";"Commercial";"English,German,French,Spanish";"1";"1 Only";"Eye of the Storm";"Rebellion";"e\eye-of-the-storm";"OCS,ECS";
"1991";"http://www.lemonamiga.com/games/details.php?id=391";"391";"Commercial";"English";"2";"1 Only";"F-15 Strike Eagle II";"MicroProse Software";"f\f-15-strike-eagle-ii";"OCS,ECS";"Simulation - Flight"
"1989";"http://www.lemonamiga.com/games/details.php?id=397";"397";"Commercial";"English";"1";"1 Only";"F-16 Combat Pilot";"Digital Integration";"f\f-16-combat-pilot";"OCS";"Simulation - Flight"
"1990";"http://www.lemonamiga.com/games/details.php?id=1620";"1620";"Commercial";"English";"3";"1 Only";"F-19 Stealth Fighter";"MicroProse Software";"f\f-19-stealth-fighter";"OCS,ECS";"Simulation - Flight"
"1989";"http://www.lemonamiga.com/games/details.php?id=2382";"2382";"Commercial";"Italian";"2";"1 Only";"F.1 Manager";"Simulmondo";"f\f1-manager";"OCS";"Sports - Formula One"
"1988";"http://www.lemonamiga.com/games/details.php?id=398";"398";"Commercial";"English";"1";"1 Only";"F/A-18 Interceptor";"Electronic Arts";"f\f-a-18-interceptor";"OCS";"Simulation - Flight"
"1993";"http://www.lemonamiga.com/games/details.php?id=1567";"1567";"Commercial";"English";"1";"1 or 2, Simultaneous";"F1";"Domark";"f\f1";"OCS,ECS";"Sports - Formula One"
"1991";"http://www.lemonamiga.com/games/details.php?id=396";"396";"Commercial";"English";"1";"1 Only";"F1 GP Circuits";"Idea Software";"f\f1-gp-circuits";"OCS,ECS";"Sports - Formula One"
"1992";"http://www.lemonamiga.com/games/details.php?id=390";"390";"Commercial";"English";"1";"1 Only";"F1 Tornado";"Zeppelin Games";"f\f1-tornado";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=2103";"2103";"Commercial";"English";"1";"1 or 2, Simultaneous";"F1 World Championship Edition";"Domark";"f\f1-world-championship-edition";"OCS,ECS";"Sports - Formula One"
"1993";"http://www.lemonamiga.com/games/details.php?id=392";"392";"Commercial";"English";"2";"1 Only";"F17 Challenge";"Team 17";"f\f17-challenge";"OCS,ECS";"Sports - Formula One"
"1989";"http://www.lemonamiga.com/games/details.php?id=394";"394";"Commercial";"English";"2";"1 Only";"F29 Retaliator";"Ocean";"f\f29-retaliator";"OCS";"Simulation - Flight"
"1989";"http://www.lemonamiga.com/games/details.php?id=395";"395";"Commercial";"English";"1";"1 Only";"F40 Pursuit Simulator";"Titus Software";"f\f40-pursuit-simulator";"OCS";"Racing - Cars"
"1989";"http://www.lemonamiga.com/games/details.php?id=2664";"2664";"Commercial";"English";"1";"1 or 2, Simultaneous";"Face Off";"Anco";"f\face-off";"OCS";"Sports - Ice Hockey"
"1991";"http://www.lemonamiga.com/games/details.php?id=1745";"1745";"Commercial";"English,German,French,Italian,Spanish";"1";"1 or 2, Simultaneous";"Face-Off";"Krisalis";"f\face-off_#2";"OCS,ECS";"Sports - Ice Hockey"
"1991";"http://www.lemonamiga.com/games/details.php?id=1621";"1621";"Commercial";"English";"2";"1 Only";"Faces ...Tris III";"Spectrum HoloByte";"f\faces-tris-iii";"OCS,ECS";"Brain - Puzzle"
"1986";"http://www.lemonamiga.com/games/details.php?id=1263";"1263";"Commercial";"English";"1";"1 Only";"Faery Tale Adventure, The";"MicroIllusions";"f\faery-tale-adventure-the";"OCS";"Adventure - RPG 2D"
"1988";"http://www.lemonamiga.com/games/details.php?id=1284";"1284";"Commercial";"English";"2";"1 or 2, Simultaneous";"Falcon";"Spectrum HoloByte";"f\falcon";"OCS";"Simulation - Flight"
"1989";"http://www.lemonamiga.com/games/details.php?id=2106";"2106";"Commercial";"English";"1";"1 Only";"Fallen Angel";"Screen 7";"f\fallen-angel";"OCS";
"1992";"http://www.lemonamiga.com/games/details.php?id=2842";"2842";"Commercial";"German";"1";;"Familienduell";"PCSL Software";"f\familienduell";"OCS,ECS";"Educational - Quiz"
"1991";"http://www.lemonamiga.com/games/details.php?id=1303";"1303";"Commercial";"English";"1";"1 Only";"Famous Five, The: Five on a Treasure Island";"Enigma Variations";"f\famous-five-the-five-on-a-treasure-island";"OCS,ECS";"Adventure - Graphics/Text"
"1993";"http://www.lemonamiga.com/games/details.php?id=400";"400";"Commercial";"English,German,French,Italian,Spanish,Japanese";"2";"1 Only";"Fantastic Dizzy";"Codemasters";"f\fantastic-dizzy";"OCS,ECS";"Platformer - Scrolling Screen"
"1992";"http://www.lemonamiga.com/games/details.php?id=3395";"3395";"Commercial";"English";;"1 Only";"Fantastic Voyage";"Centaur Software";"f\fantastic-voyage";"CDTV";
"1991";"http://www.lemonamiga.com/games/details.php?id=1747";"1747";"Commercial";"English";"2";"1 Only";"Fantastic Voyage";"Centaur Software";"f\fantastic-voyage_#2";"OCS,ECS";
"1994";"http://www.lemonamiga.com/games/details.php?id=2383";"2383";"Commercial";"English,French";"3";"1 Only";"Fantasy Flyer";"Gallica";"f\fantasy-flyer-aga";"ECS,AGA";
"1994";"http://www.lemonamiga.com/games/details.php?id=2384";"2384";"Commercial";"English";"2";"1 to 15";"Fantasy Manager: The Computer Game";"Anco";"f\fantasy-manager-the-computer-game";"OCS,ECS";"Sports - Football/Soccer"
"1991";"http://www.lemonamiga.com/games/details.php?id=1398";"1398";"Commercial";"English";"2";"1 Only";"Fascination";"Coktel Vision";"f\fascination";"OCS,ECS";"Adventure - Point and Click"
"1989";"http://www.lemonamiga.com/games/details.php?id=2243";"2243";"Commercial";"English";"1";"1 or 2, Simultaneous";"Fast Break";"Accolade";"f\fast-break";"OCS";"Sports - Basketball"
"1991";"http://www.lemonamiga.com/games/details.php?id=2385";"2385";"Commercial";"English";"1";"1 to 4";"Fast Eddie's Pool and Billiards";"Aegis";"f\fast-eddies-pool-and-billiards";"OCS";"Sports - Snooker/Pool"
"1992";"http://www.lemonamiga.com/games/details.php?id=323";"323";"Commercial";"English";"1";"1 Only";"Fast Food!";"Codemasters";"f\fast-food";"OCS,ECS";"Arcade - Labyrinth/Maze"
"1989";"http://www.lemonamiga.com/games/details.php?id=2253";"2253";"Commercial";"English";"1";"1 Only";"Fast Lane! The Spice Engineering Challenge";"Artronic Products";"f\fast-lane-the-spice-engineering-challenge";"OCS,ECS";"Racing - Cars"
"1990";"http://www.lemonamiga.com/games/details.php?id=3310";"3310";"Commercial";"German";"3";"1 Only";"Fatal Heritage";"Delta Konzept";"f\fatal-heritage";"OCS";"Adventure - Point and Click"
"1991";"http://www.lemonamiga.com/games/details.php?id=1569";"1569";"Commercial";"German";"2";;"Fate: Gates of Dawn";"reLINE Software";"f\fate-gates-of-dawn";"OCS,ECS";"Adventure - RPG 3D"
"1994";"http://www.lemonamiga.com/games/details.php?id=1399";"1399";"Commercial";"English";"4";"1 Only";"Fatman: The Caped Consumer";"Black Legend";"f\fatman-the-caped-consumer";"OCS,ECS";"Platformer - Scrolling Screen"
"1997";"http://www.lemonamiga.com/games/details.php?id=2287";"2287";"Public Domain/Freeware";"English";;"1 Only";"FaYoh";"(unknown)";"f\fayoh-aga";"AGA";"Platformer - Scrolling Screen"
"1995";"http://www.lemonamiga.com/games/details.php?id=526";"526";"Commercial";"English";;"1 Only";"Fears";"Manyk";"f\fears-cd32";"CD32";
"1995";"http://www.lemonamiga.com/games/details.php?id=433";"433";"Commercial";"English";"2";"1 or 2, Simultaneous";"Fears";"Manyk";"f\fears-aga";"AGA";
"1988";"http://www.lemonamiga.com/games/details.php?id=1568";"1568";"Commercial";"English,German,French";"1";"1 Only";"Federation of Free Traders";"Gremlin Graphics";"f\federation-of-free-traders";"OCS";"Adventure - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=1304";"1304";"Commercial";"English,German,French";"2";"1 Only";"Federation Quest 1: BSS Jane Seymour";"Gremlin Graphics";"f\federation-quest-1-bss-jane-seymour";"OCS,ECS";"Adventure - RPG 3D"
"1991";"http://www.lemonamiga.com/games/details.php?id=2386";"2386";"Commercial";"English";"2";"1 Only";"Femme Fatale 2.0";"Graphic Expressions";"f\femme-fatale-20";"OCS,ECS";"Brain - Puzzle"
"1988";"http://www.lemonamiga.com/games/details.php?id=2246";"2246";"Commercial";"English";"1";"1 Only";"Fernandez Must Die";"Image Works";"f\fernandez-must-die";"OCS";
"1992";"http://www.lemonamiga.com/games/details.php?id=3495";"3495";"Commercial";"English";"1";"1 Only";"FernGully: The Last Rainforest";"(unknown)";"f\ferngully-the-last-rainforest";"OCS,ECS";"Educational - Children"
"1988";"http://www.lemonamiga.com/games/details.php?id=2108";"2108";"Commercial";"English";"1";"1 Only";"Ferrari Formula One";"Electronic Arts";"f\ferrari-formula-one";"OCS";"Sports - Formula One"
"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous"
"1987";"http://www.lemonamiga.com/games/details.php?id=2092";"2092";"Commercial";"English";"1";"1 Only";"Feud";"Mastertronic";"f\feud";"OCS";"Adventure - Arcade 2D"
"1990";"http://www.lemonamiga.com/games/details.php?id=2387";"2387";"Commercial";"English";"1";"1 to 4";"Feudal Lords";"Impressions";"f\feudal-lords";"OCS";"Strategy - War"
"1990";"http://www.lemonamiga.com/games/details.php?id=1859";"1859";"Commercial";"English";"2";"1 or 2";"Fidelity Chessmaster 2100, The";"The Software Toolworks";"f\fidelity-chessmaster-2100-the";"OCS";"Board - Chess"
"1994";"http://www.lemonamiga.com/games/details.php?id=2388";"2388";"Commercial";"English,German,French";"2";"1 Only";"Fields of Glory";"MicroProse Software";"f\fields-of-glory";"OCS,ECS";"Strategy - War"
"1994";"http://www.lemonamiga.com/games/details.php?id=727";"727";"Commercial";"English,German,French";;"1 Only";"Fields of Glory";"MicroProse Software";"f\fields-of-glory-cd32";"CD32";"Strategy - War"
"1989";"http://www.lemonamiga.com/games/details.php?id=388";"388";"Commercial";"English";"3";"1 to 5";"Fiendish Freddy's Big Top o' Fun";"Mindscape";"f\fiendish-freddys-big-top-o-fun";"OCS";"Sports - Multi-Event"
