"Year";"Url";"Id";"License";"Languages";"Disks";"Players";"Name";"Publisher";"Path";"Hardware";"Genre"
"1990";"http://www.lemonamiga.com/games/details.php?id=2801";"2801";"Licenceware";"English";"2";"1 Only";"1 Across 2 Down";"Amiganuts United";"0\1-across-2-down";"OCS";"Brain - Crossword"
"1993";"http://www.lemonamiga.com/games/details.php?id=3579";"3579";"Commercial";"English";"2";"1 to 4";"10 out of 10: Dinosaurs";"10 out of 10";"0\10-out-of-10-dinosaurs";"OCS,ECS";"Educational - Miscellaneous"
"1993";"http://www.lemonamiga.com/games/details.php?id=3580";"3580";"Commercial";"English";"1";"1 to 4";"10 out of 10: English";"10 out of 10";"0\10-out-of-10-english";"OCS,ECS";"Educational - Language"
"1993";"http://www.lemonamiga.com/games/details.php?id=3581";"3581";"Commercial";"English";"2";"1 to 4";"10 out of 10: Junior Essentials";"10 out of 10";"0\10-out-of-10-junior-essentials";"OCS,ECS";"Educational - Children"
"1993";"http://www.lemonamiga.com/games/details.php?id=3582";"3582";"Commercial";"English";"2";"1 to 4";"10 out of 10: Maths Algebra";"10 out of 10";"0\10-out-of-10-maths-algebra";"OCS,ECS";"Educational - Math"
"1993";"http://www.lemonamiga.com/games/details.php?id=3583";"3583";"Commercial";"English";"1";"1 to 4";"10 out of 10: Maths Number";"10 out of 10";"0\10-out-of-10-maths-number";"OCS,ECS";"Educational - Math"
"1991";"http://www.lemonamiga.com/games/details.php?id=18";"18";"Commercial";"English,Italian";"1";"1 Only";"1000 Miglia: 1927-1933 Volume 1";"Simulmondo";"0\1000-miglia-1927-1933-volume-1";"OCS";"Racing - Cars"
"1990";"http://www.lemonamiga.com/games/details.php?id=1501";"1501";"Commercial";"English";"1";"1 Only";"1000cc Turbo";"Impressions";"0\1000cc-turbo";"OCS,ECS";"Racing - Motorcycle"
"1996";"http://www.lemonamiga.com/games/details.php?id=3649";"3649";;"English";"1";"1 to 4";"1497: five years after";"(unknown)";"0\1497-five-years-after";"OCS,ECS";"Strategy - Trading"
"1992";"http://www.lemonamiga.com/games/details.php?id=2878";"2878";"Commercial";"German";"4";"1 to 4";"1869: Erlebte Geschichte Teil I";"Flair Software";"0\1869-erlebte-geschichte-teil-i-aga";"AGA";"Strategy - Trading"
"1992";"http://www.lemonamiga.com/games/details.php?id=219";"219";"Commercial";"English";"4";"1 to 4";"1869: History Experience Part I";"Flair Software";"0\1869-history-experience-part-i-aga";"AGA";"Strategy - Trading"
"1993";"http://www.lemonamiga.com/games/details.php?id=3697";"3697";"Public Domain/Freeware";"English";;"2";"18th hole";"(unknown)";"0\18th-hole";"OCS,ECS";"Sports - Golf"
"1989";"http://www.lemonamiga.com/games/details.php?id=19";"19";"Commercial";"English";"1";"1 or 2, Simultaneous";"1943: The Battle of Midway";"Go!";"0\1943-the-battle-of-midway";"OCS";
"1997";"http://www.lemonamiga.com/games/details.php?id=3698";"3698";"Public Domain/Freeware";"English";;"2";"1945 Remix' 97";"(unknown)";"0\1945-remix-97";"OCS,ECS";
"1993";"http://www.lemonamiga.com/games/details.php?id=1502";"1502";"Commercial";"German";;;"1990: Die 1993'er Edition";"APC&TCP";"0\1990-die-1993er-edition";"OCS,ECS";"Strategy - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=2";"2";"Commercial";"English";"1";"1 Only";"1st Division Manager";"Codemasters";"0\1st-division-manager";"OCS,ECS";"Sports - Football/Soccer"
"1989";"http://www.lemonamiga.com/games/details.php?id=2867";"2867";"Commercial";"English";"1";"1 Only";"20000 Leagues under the Sea";"Coktel Vision";"0\20000-leagues-under-the-sea";"OCS";"Adventure - Point and Click"
"1988";"http://www.lemonamiga.com/games/details.php?id=3313";"3313";"Commercial";"German";"1";"1 Only";"20000 Meilen unter dem Meer";"Coktel Vision";"0\20000-meilen-unter-dem-meer";"OCS";"Adventure - Point and Click"
"1990";"http://www.lemonamiga.com/games/details.php?id=20";"20";"Commercial";"English";"1";"1 Only";"3001: O'Connors Fight";"Rainbow Arts";"0\3001-oconnors-fight";"OCS";"Strategy - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=1497";"1497";"Commercial";"English,German,French,Italian";"1";"1 Only";"3D Construction Kit";"Domark";"0\3d-construction-kit";"OCS,ECS";"Adventure - Construction Kit"
"1992";"http://www.lemonamiga.com/games/details.php?id=1715";"1715";"Commercial";"English";"2";"1 Only";"3D Construction Kit II";"Domark";"0\3d-construction-kit-ii";"OCS,ECS";"Adventure - Construction Kit"
"1988";"http://www.lemonamiga.com/games/details.php?id=1498";"1498";"Commercial";"English";"1";"1 Only";"3D Galax";"Gremlin Graphics";"0\3d-galax";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=1287";"1287";"Commercial";"English";"1";"1 or 2";"3D Pool";"Firebird";"0\3d-pool";"OCS";"Sports - Snooker/Pool"
"1992";"http://www.lemonamiga.com/games/details.php?id=8";"8";"Commercial";"English,German,French,Italian";"1";"1 or 2, Simultaneous";"3D World Boxing";"Simulmondo";"0\3d-world-boxing";"OCS,ECS";"Sports - Boxing"
"1992";"http://www.lemonamiga.com/games/details.php?id=1496";"1496";"Commercial";"English,German,French,Italian";"2";;"3D World Soccer";"Simulmondo";"0\3d-world-soccer";"OCS,ECS";"Sports - Football/Soccer"
"1992";"http://www.lemonamiga.com/games/details.php?id=2130";"2130";"Commercial";"English,German,French,Italian";"1";"1 or 2, Simultaneous";"3D World Tennis";"Simulmondo";"0\3d-world-tennis";"OCS,ECS";"Sports - Tennis"
"1992";"http://www.lemonamiga.com/games/details.php?id=3293";"3293";"Coverdisk";"German";"1";"1 Only";"3D-Motorrad";"Amiga Mania";"0\3d-motorrad";"OCS,ECS";"Racing - Miscellaneous"
"1992";"http://www.lemonamiga.com/games/details.php?id=1499";"1499";"Commercial";"English";"1";"1 Only";"4-Get-It";"T.T.R. Development";"0\4-get-it";"OCS,ECS";"Brain - Puzzle"
"1990";"http://www.lemonamiga.com/games/details.php?id=3696";"3696";"Licenceware";"English";;"1 Only";"4-Way Lynx";"Deja Vu Software";"0\4-way-lynx";"OCS,ECS";"Brain - Puzzle"
"1991";"http://www.lemonamiga.com/games/details.php?id=10";"10";"Commercial";"English";"2";"1 or 2, Simultaneous";"4D Sports Boxing";"Mindscape";"0\4d-sports-boxing";"OCS,ECS";"Sports - Boxing"
"1990";"http://www.lemonamiga.com/games/details.php?id=11";"11";"Commercial";"English";"2";"1 Only";"4D Sports Driving";"Mindscape";"0\4d-sports-driving";"OCS,ECS";"Racing - Cars"
"1988";"http://www.lemonamiga.com/games/details.php?id=12";"12";"Commercial";"English";"1";"1 or 2, Simultaneous";"4th & Inches";"Accolade";"0\4th-inches";"OCS";"Sports - American Football"
"1988";"http://www.lemonamiga.com/games/details.php?id=13";"13";"Commercial";"English";"1";"1 Only";"4x4 Off-Road Racing";"Epyx";"0\4x4-off-road-racing";"OCS";"Racing - Cars"
"1991";"http://www.lemonamiga.com/games/details.php?id=3338";"3338";"Commercial";"English,Italian";"1";"1 or 2";"500 c.c MotoManager";"Simulmondo";"0\500-cc-motomanager";"OCS,ECS";"Racing - Motorcycle"
"1990";"http://www.lemonamiga.com/games/details.php?id=14";"14";"Commercial";"English";"1";"1 Only";"5th Gear";"Hewson";"0\5th-gear";"OCS";"Racing - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=17";"17";"Commercial";"English";"1";"1 Only";"688 Attack Sub";"Electronic Arts";"0\688-attack-sub";"OCS";"Simulation - Marine"
"1991";"http://www.lemonamiga.com/games/details.php?id=1500";"1500";"Commercial";"English,German,French,Italian,Spanish";"1";"1 or 2";"7 Colors";"Infogrames";"0\7-colors";"OCS,ECS";"Brain - Puzzle"
"1990";"http://www.lemonamiga.com/games/details.php?id=16";"16";"Commercial";"English";"1";"1 Only";"9 Lives";"Arc Developments";"0\9-lives";"OCS";"Platformer - Scrolling Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=21";"21";"Commercial";"English";"2";"1 Only";"A-10 Tank Killer";"Dynamix";"a\a-10-tank-killer";"OCS,ECS";"Simulation - Flight"
"1990";"http://www.lemonamiga.com/games/details.php?id=2777";"2777";"Commercial";"German";"1";"1 Only";"A-Mopoly";"R-H-S";"a\a-mopoly";"OCS";"Board - Monopoly"
"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=22";"22";"Commercial";"English";"1";"1 Only";"A320 Airbus";"Thalion";"a\a320-airbus";"OCS,ECS";"Simulation - Flight"
"1988";"http://www.lemonamiga.com/games/details.php?id=24";"24";"Commercial";"English";"1";"1 or 2, Simultaneous";"Aaargh!";"Melbourne House";"a\aaargh";"OCS";"Arcade - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=3642";"3642";"Public Domain/Freeware";"English";"1";"1 Only";"Aardvarks";"Berlin";"a\aardvarks";"OCS,ECS";"Brain - Miscellaneous"
"1993";"http://www.lemonamiga.com/games/details.php?id=26";"26";"Commercial";"English,German";"5";"1 Only";"Abandoned Places 2";"ICE";"a\abandoned-places-2";"OCS";"Adventure - RPG 3D"
"1992";"http://www.lemonamiga.com/games/details.php?id=25";"25";"Commercial";"English";"5";"1 Only";"Abandoned Places: A Time for Heroes";"Electronic Zoo";"a\abandoned-places-a-time-for-heroes";"OCS";"Adventure - RPG 3D"
"1991";"http://www.lemonamiga.com/games/details.php?id=2142";"2142";"Commercial";"English";"3";"1 or 2, Simultaneous";"ABC Monday Night Football";"MVP Sports";"a\abc-monday-night-football";"OCS,ECS";"Sports - American Football"
"1991";"http://www.lemonamiga.com/games/details.php?id=27";"27";"Commercial";"English";"2";"1 or 2, Simultaneous";"ABC Wide World of Sports Boxing";"Data East";"a\abc-wide-world-of-sports-boxing";"OCS,ECS";"Sports - Boxing"
"1998";"http://www.lemonamiga.com/games/details.php?id=3618";"3618";"Commercial";"English";"3";"1 Only";"Abduction";"Islona Entertainment";"a\abduction";"OCS,ECS";"Adventure - Point and Click"
"1991";"http://www.lemonamiga.com/games/details.php?id=1505";"1505";"Commercial";"English,German,French,Italian,Spanish";"2";"1 Only";"Abracadabra";"Coktel Vision";"a\abracadabra";"OCS,ECS";"Adventure - Miscellaneous"
"1998";"http://www.lemonamiga.com/games/details.php?id=3400";"3400";"Open Source Conversion";"English";;"1 to 8, Simultaneous";"Abuse";"(unknown)";"a\abuse-aga";"ECS,AGA,RTG";
"1991";"http://www.lemonamiga.com/games/details.php?id=1506";"1506";"Commercial";"English";"1";"1 Only";"Abyss";"Free Spirit Software";"a\abyss";"OCS,ECS";"Arcade - Labyrinth/Maze"
"1989";"http://www.lemonamiga.com/games/details.php?id=3486";"3486";"Commercial";"English";"1";"1 Only";"ABZoo";"Indi Software";"a\abzoo";"OCS";"Educational - Children"
"1988";"http://www.lemonamiga.com/games/details.php?id=1507";"1507";"Commercial";"English";"1";"1 Only";"Academy: Tau Ceti 2";"CRL";"a\academy-tau-ceti-2";"OCS";
"1990";"http://www.lemonamiga.com/games/details.php?id=1508";"1508";"Commercial";"English";"1";"1 Only";"Accordion";"UnSane Creations";"a\accordion";"OCS,ECS";"Cards - Solitaire"
"1994";"http://www.lemonamiga.com/games/details.php?id=3501";"3501";"Shareware";"English";"1";"1 Only";"Ace the Space-Case";"Amiga Action";"a\ace-the-space-case";"OCS,ECS";"Platformer - Scrolling Screen"
;"http://www.lemonamiga.com/games/details.php?id=3717";"3717";"Public Domain/Freeware";"Czech";"1";"6 Only, Simultaneous";"Achtung! Die Kurve...";"(unknown)";"a\achtung-die-kurve";"OCS,ECS";"Racing - Overhead"
;"http://www.lemonamiga.com/games/details.php?id=3171";"3171";"Commercial";"English";"1";"1 Only";"ACSYS: Autonomous Cybernetic System";"(unknown)";"a\acsys-autonomous-cybernetic-system-aga";"AGA";
"1987";"http://www.lemonamiga.com/games/details.php?id=1509";"1509";"Commercial";"English";"1";"1 or 2";"Act Out";"Digital Image";"a\act-out";"OCS";"Arcade - Breakout/Pong"
"1995";"http://www.lemonamiga.com/games/details.php?id=1510";"1510";"Commercial";"English";"2";"1 Only";"Action Cat";"1001 Software Developments";"a\action-cat-aga";"AGA";"Platformer - Scrolling Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=28";"28";"Commercial";"English";"1";"1 Only";"Action Fighter";"Firebird";"a\action-fighter";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=1511";"1511";"Commercial";"English";"1";"1 to 12";"Action Service";"Infogrames";"a\action-service";"OCS";"Arcade - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=3643";"3643";"Commercial";"English";"2";"1 or 2";"Action Stations!";"Internecine";"a\action-stations";"OCS,ECS";"Strategy - War"
"1992";"http://www.lemonamiga.com/games/details.php?id=29";"29";"Commercial";"English,German,French";"1";"1 Only";"Addams Family, The";"Ocean";"a\addams-family-the";"OCS,ECS";"Platformer - Multi Screen"
"1988";"http://www.lemonamiga.com/games/details.php?id=1512";"1512";"Commercial";"English";"1";"1 or 2";"Addicta Ball";"Alligata Software";"a\addicta-ball";"OCS";"Arcade - Breakout/Pong"
"1994";"http://www.lemonamiga.com/games/details.php?id=2790";"2790";"Commercial";"English";"3";"1 Only";"ADI Junior";"Europress Software";"a\adi-junior";"OCS,ECS";"Educational - Children"
"1990";"http://www.lemonamiga.com/games/details.php?id=3116";"3116";"Commercial";"English";"1";"1 to 4, Simultaneous";"adidas Championship Tie-Break";"Ocean";"a\adidas-championship-tie-break";"OCS";"Sports - Tennis"
"1991";"http://www.lemonamiga.com/games/details.php?id=1513";"1513";"Commercial";"English";"1";"1 to 4";"Adrenalynn";"Loriciel";"a\adrenalynn";"OCS,ECS";"Sports - Miscellaneous"
"1991";"http://www.lemonamiga.com/games/details.php?id=1514";"1514";"Commercial";"English";"1";"1 Only";"Advanced Destroyer Simulator";"US Gold";"a\advanced-destroyer-simulator";"OCS,ECS";"Simulation - Marine"
"1991";"http://www.lemonamiga.com/games/details.php?id=1374";"1374";"Commercial";"English";"1";"1 to 4";"Advanced Fruit Machine Simulator";"Codemasters";"a\advanced-fruit-machine-simulator";"OCS,ECS";"Gambling - Slot Machine"
"1991";"http://www.lemonamiga.com/games/details.php?id=1373";"1373";"Commercial";"English,German,French,Italian,Spanish";"2";"1 Only";"Advanced Galactic Empire";"Coktel Vision";"a\advanced-galactic-empire";"OCS,ECS";"Adventure - Miscellaneous"
"1994";"http://www.lemonamiga.com/games/details.php?id=3250";"3250";"Public Domain/Freeware";"English";"1";"1 Only";"Advanced Lawnmower Simulator";"Amiga Power";"a\advanced-lawnmower-simulator";"OCS,ECS";"Simulation - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=31";"31";"Commercial";"English";"1";"1 or 2, Simultaneous";"Advanced Ski Simulator";"Codemasters";"a\advanced-ski-simulator";"OCS";"Sports - Skiing"
"1990";"http://www.lemonamiga.com/games/details.php?id=97";"97";"Commercial";"English";"1";"1 Only";"Advanced Tactical Fighter II";"Digital Integration";"a\advanced-tactical-fighter-ii";"OCS";"Simulation - Flight"
"1991";"http://www.lemonamiga.com/games/details.php?id=32";"32";"Commercial";"English,German,French";"1";;"Advantage Tennis";"Infogrames";"a\advantage-tennis";"OCS,ECS";"Sports - Tennis"
"1986";"http://www.lemonamiga.com/games/details.php?id=2134";"2134";"Commercial";"English";"1";"1 Only";"Adventure Construction Set";"Electronic Arts";"a\adventure-construction-set";"OCS";"Adventure - Construction Kit"
"1991";"http://www.lemonamiga.com/games/details.php?id=2156";"2156";"Commercial";"English";"2";"1 Only";"Adventures in Math";"Free Spirit Software";"a\adventures-in-math";"OCS,ECS";"Educational - Math"
"1991";"http://www.lemonamiga.com/games/details.php?id=1515";"1515";"Commercial";"English";"5";"1 Only";"Adventures of Maddog Williams, The";"Game Crafters";"a\adventures-of-maddog-williams-the";"OCS,ECS";"Adventure - Animated Graphics/Text"
"1991";"http://www.lemonamiga.com/games/details.php?id=33";"33";"Commercial";"English";"1";"1 or 2";"Adventures of Quik & Silva, The";"New Bits on the RAM";"a\adventures-of-quik-silva-the";"OCS,ECS";"Platformer - Scrolling Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=35";"35";"Commercial";"English,German,French,Italian";"1";"1 Only";"Adventures of Robin Hood, The";"Millennium";"a\adventures-of-robin-hood-the";"OCS,ECS";"Adventure - Isometric 3D"
"1992";"http://www.lemonamiga.com/games/details.php?id=36";"36";"Commercial";"English";"12";"1 Only";"Adventures of Willy Beamish, The";"Dynamix";"a\adventures-of-willy-beamish-the";"OCS,ECS";"Adventure - Point and Click"
"1989";"http://www.lemonamiga.com/games/details.php?id=1516";"1516";"Commercial";"English";"1";"1 Only";"Adventures Through Time";"Aurum Software";"a\adventures-through-time";"OCS";"Adventure - Animated Graphics/Text"
"1997";"http://www.lemonamiga.com/games/details.php?id=2916";"2916";"Public Domain/Freeware";"English";"3";"1 to 3, Simultaneous";"Aerial Racers";"(unknown)";"a\aerial-racers";"OCS,ECS";"Racing - Cars"
"1989";"http://www.lemonamiga.com/games/details.php?id=1517";"1517";"Commercial";"English";"1";"1 Only";"African Raiders-01";"Coktel Vision";"a\african-raiders-01";"OCS";"Racing - Cars"
"1989";"http://www.lemonamiga.com/games/details.php?id=1481";"1481";"Commercial";"English";"1";"1 Only";"After the War";"Dinamic Software";"a\after-the-war";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=37";"37";"Commercial";"English";"1";"1 Only";"Afterburner";"Activision";"a\afterburner";"OCS";
"1989";"http://www.lemonamiga.com/games/details.php?id=38";"38";"Commercial";"English";"1";"1 Only";"Afterburner";"Sega";"a\afterburner_#2";"OCS";
"1987";"http://www.lemonamiga.com/games/details.php?id=3644";"3644";"Commercial";"English";"1";"1 Only";"Age of Sail";"Conflict Recreations";"a\age-of-sail";"OCS,ECS";"Strategy - Trading"
"1992";"http://www.lemonamiga.com/games/details.php?id=40";"40";"Commercial";"English";"3";"1 Only";"Agony";"Psygnosis";"a\agony";"OCS,ECS";
"1989";"http://www.lemonamiga.com/games/details.php?id=3480";"3480";"Public Domain/Freeware";"English";"1";"1 or 2, Simultaneous";"Air Ace II";"(unknown)";"a\air-ace-ii";"OCS";
"1992";"http://www.lemonamiga.com/games/details.php?id=50";"50";"Commercial";"English";"2";"1 Only";"Air Bucks";"Impressions";"a\air-bucks";"OCS,ECS";"Strategy - Miscellaneous"
"1993";"http://www.lemonamiga.com/games/details.php?id=221";"221";"Commercial";"English";"2";"1 Only";"Air Bucks v1.2";"Impressions";"a\air-bucks-v12-aga";"AGA";"Strategy - Company"
"1990";"http://www.lemonamiga.com/games/details.php?id=1518";"1518";"Commercial";"English";"1";"1 Only";"Air Strike USA";"Spotlight Software";"a\air-strike-usa";"OCS,ECS";"Simulation - Flight"
"1990";"http://www.lemonamiga.com/games/details.php?id=1519";"1519";"Commercial";"English";"1";"1 or 2, Simultaneous";"Air Supply";"Magic Bytes";"a\air-supply";"OCS,ECS";
"1992";"http://www.lemonamiga.com/games/details.php?id=41";"41";"Commercial";"English";"2";"1 Only";"Air Support";"Psygnosis";"a\air-support";"OCS,ECS";"Simulation - Space"
"1990";"http://www.lemonamiga.com/games/details.php?id=1520";"1520";"Commercial";"English";;;"Air Warrior";"On-line Entertainments";"a\air-warrior";"OCS,ECS";"Simulation - Flight"
"1989";"http://www.lemonamiga.com/games/details.php?id=1482";"1482";"Commercial";"English";"1";"1 Only";"Airball";"Microdeal";"a\airball";"OCS";"Adventure - Miscellaneous"
"1989";"http://www.lemonamiga.com/games/details.php?id=42";"42";"Commercial";"English";"1";"1 Only";"Airborne Ranger";"MicroProse Software";"a\airborne-ranger";"OCS";
"1992";"http://www.lemonamiga.com/games/details.php?id=51";"51";"Commercial";"English";"2";"1 Only";"AirForce Commander";"Impressions";"a\airforce-commander";"OCS,ECS";"Strategy - Miscellaneous"
"1990";"http://www.lemonamiga.com/games/details.php?id=1521";"1521";"Commercial";"English";"1";"1 Only";"Airport";"Wolf Software & Design";"a\airport";"OCS,ECS";"Simulation - Flight"
"1994";"http://www.lemonamiga.com/games/details.php?id=52";"52";"Commercial";"English";"3";"1 Only";"Akira";"ICE";"a\akira";"OCS,ECS";"Platformer - Scrolling Screen"
"1994";"http://www.lemonamiga.com/games/details.php?id=580";"580";"Commercial";"English";;"1 Only";"Akira";"ICE";"a\akira-cd32";"CD32";"Platformer - Scrolling Screen"
"1994";"http://www.lemonamiga.com/games/details.php?id=222";"222";"Commercial";"English";"3";"1 Only";"Aladdin";"Virgin Interactive";"a\aladdin-aga";"AGA";"Platformer - Scrolling Screen"
"1989";"http://www.lemonamiga.com/games/details.php?id=1522";"1522";"Commercial";"English";"1";"1 Only";"Aladdin's Magic Lamp";"New Line Software";"a\aladdins-magic-lamp";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=1523";"1523";"Commercial";"French";"1";"1 or 2, Simultaneous";"Albedo";"Loriciel";"a\albedo";"OCS";
"1992";"http://www.lemonamiga.com/games/details.php?id=53";"53";"Commercial";"English";"2";"1 or 2, Simultaneous";"Alcatraz";"Infogrames";"a\alcatraz";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=2157";"2157";"Commercial";"English";"1";"1 Only";"Alert";"ECP";"a\alert";"OCS";
"1994";"http://www.lemonamiga.com/games/details.php?id=1524";"1524";"Commercial";"English";"1";"1 Only";"Alert X";"Techland Soft";"a\alert-x";"OCS,ECS";
"1996";"http://www.lemonamiga.com/games/details.php?id=3211";"3211";"Commercial";"Polish";"4";"1 Only";"Alfabet Śmierci";"Arte";"a\alfabet-smierci-aga";"AGA";"Adventure - Graphics/Text"
"1993";"http://www.lemonamiga.com/games/details.php?id=223";"223";"Commercial";"English";"2";"1 Only";"Alfred Chicken";"Mindscape";"a\alfred-chicken-aga";"AGA";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=2503";"2503";"Commercial";"English";"1";"1 Only";"Alfred Chicken";"Mindscape";"a\alfred-chicken";"OCS,ECS";"Platformer - Scrolling Screen"
"1993";"http://www.lemonamiga.com/games/details.php?id=568";"568";"Commercial";"English";;"1 Only";"Alfred Chicken";"Mindscape";"a\alfred-chicken-cd32";"CD32";"Platformer - Scrolling Screen"
"1991";"http://www.lemonamiga.com/games/details.php?id=1609";"1609";"Coverdisk";"English";"1";"1 Only";"Alianator";"Amiga Fun";"a\alianator";"OCS,ECS";
"1993";"http://www.lemonamiga.com/games/details.php?id=3172";"3172";"Coverdisk";"English";"1";"1 Only";"Alien Bash";"The One Amiga";"a\alien-bash";"OCS,ECS";
"1996";"http://www.lemonamiga.com/games/details.php?id=2499";"2499";"Coverdisk";"English";"1";"1 Only";"Alien Bash 2";"Amiga Format";"a\alien-bash-2";"OCS,ECS";
"1991";"http://www.lemonamiga.com/games/details.php?id=55";"55";"Commercial";"English";"3";"1 or 2, Simultaneous";"Alien Breed";"Team 17";"a\alien-breed";"OCS,ECS";
"1995";"http://www.lemonamiga.com/games/details.php?id=1525";"1525";"Commercial";"English";"2";"1 or 2, Simultaneous";"Alien Breed 3D";"Ocean";"a\alien-breed-3d-aga";"AGA";
"1995";"http://www.lemonamiga.com/games/details.php?id=519";"519";"Commercial";"English";;"1 or 2, Simultaneous";"Alien Breed 3D";"Ocean";"a\alien-breed-3d-cd32";"CD32";
"1996";"http://www.lemonamiga.com/games/details.php?id=1251";"1251";"Commercial";"English";"5";"1 or 2, Simultaneous";"Alien Breed 3D 2: The Killing Grounds";"Team 17";"a\alien-breed-3d-2-the-killing-grounds-aga";"AGA";
"1993";"http://www.lemonamiga.com/games/details.php?id=56";"56";"Commercial";"English";"3";"1 or 2, Simultaneous";"Alien Breed II: The Horror Continues";"Team 17";"a\alien-breed-ii-the-horror-continues";"OCS,ECS";
"1993";"http://www.lemonamiga.com/games/details.php?id=2158";"2158";"Commercial";"English";"3";"1 or 2, Simultaneous";"Alien Breed II: The Horror Continues";"Team 17";"a\alien-breed-ii-the-horror-continues-aga";"AGA";
"1992";"http://www.lemonamiga.com/games/details.php?id=57";"57";"Commercial";"English";"2";"1 or 2, Simultaneous";"Alien Breed: Special Edition 1992";"Team 17";"a\alien-breed-special-edition-1992";"OCS,ECS";
"1994";"http://www.lemonamiga.com/games/details.php?id=569";"569";"Commercial";"English";;"1 or 2, Simultaneous";"Alien Breed: Tower Assault";"Team 17";"a\alien-breed-tower-assault-cd32";"CD32";
"1994";"http://www.lemonamiga.com/games/details.php?id=58";"58";"Commercial";"English";"3";"1 or 2, Simultaneous";"Alien Breed: Tower Assault";"Team 17";"a\alien-breed-tower-assault-aga";"ECS,AGA";
"1991";"http://www.lemonamiga.com/games/details.php?id=1526";"1526";"Commercial";"English";"4";"1 Only";"Alien Drug Lords: The Chyropian Connection";"Panther Games";"a\alien-drug-lords-the-chyropian-connection";"OCS,ECS";"Adventure - Point and Click"
"1999";"http://www.lemonamiga.com/games/details.php?id=3676";"3676";"Public Domain/Freeware";"German";"1";"1 Only";"Alien Escape 1";"(unknown)";"a\alien-escape-1";"OCS,ECS";
"2000";"http://www.lemonamiga.com/games/details.php?id=3675";"3675";"Public Domain/Freeware";"German";"1";"1 Only";"Alien Escape 2";"(unknown)";"a\alien-escape-2";"OCS,ECS";
"1988";"http://www.lemonamiga.com/games/details.php?id=1527";"1527";"Commercial";"English";"2";"1 Only";"Alien Fires 2199 A.D.";"Paragon Software";"a\alien-fires-2199-ad";"OCS";"Adventure - RPG 3D"
"1995";"http://www.lemonamiga.com/games/details.php?id=2358";"2358";"Shareware";"English";"1";"1 Only";"Alien Fish Finger";"(unknown)";"a\alien-fish-finger";"OCS,ECS";
;"http://www.lemonamiga.com/games/details.php?id=3683";"3683";"Shareware";"English";"1";"2 Only, Simultaneous";"Alien Frenzy";"(unknown)";"a\alien-frenzy";"OCS,ECS";
"1993";"http://www.lemonamiga.com/games/details.php?id=3403";"3403";"Commercial";"German";"1";"1 Only";"Alien Hunter";"Intersoft";"a\alien-hunter";"OCS,ECS";"Arcade - Miscellaneous"
"1989";"http://www.lemonamiga.com/games/details.php?id=59";"59";"Commercial";"English";"1";"1 Only";"Alien Legion";"Gainstar";"a\alien-legion";"OCS";
"1995";"http://www.lemonamiga.com/games/details.php?id=3699";"3699";"Public Domain/Freeware";"English";"1";"2";"Alien Network vs Olympus";"Software 2000";"a\alien-network-vs-olympus";"OCS,ECS";
"1991";"http://www.lemonamiga.com/games/details.php?id=60";"60";"Commercial";"English";"1";"1 or 2, Simultaneous";"Alien Storm";"US Gold";"a\alien-storm";"OCS,ECS";
"1987";"http://www.lemonamiga.com/games/details.php?id=3404";"3404";"Commercial";"English";"1";"1 or 2, Simultaneous";"Alien Strike";"Diamond Games";"a\alien-strike";"OCS";
"1988";"http://www.lemonamiga.com/games/details.php?id=61";"61";"Commercial";"English";"1";"1 or 2, Simultaneous";"Alien Syndrome";"ACE";"a\alien-syndrome";"OCS";
"1995";"http://www.lemonamiga.com/games/details.php?id=3230";"3230";"Commercial";"Polish";"3";"1 Only";"Alien Target";"L.K. Avalon";"a\alien-target";"OCS,ECS";
"1992";"http://www.lemonamiga.com/games/details.php?id=1254";"1254";"Commercial";"English";"1";"1 Only";"Alien World";"Hi-Tec Software";"a\alien-world";"OCS,ECS";
"1992";"http://www.lemonamiga.com/games/details.php?id=54";"54";"Commercial";"English";"2";"1 Only";"Alien³";"Virgin Interactive";"a\alien3";"OCS,ECS";
"1990";"http://www.lemonamiga.com/games/details.php?id=1483";"1483";"Commercial";"English";"1";"1 Only";"Aliex";"Trojan Software";"a\aliex";"OCS,ECS";
