Year;Url;Path;License;Disks;Players;Name;Publisher;Language;Hardware;Genre;_Query
1996;http://www.lemonamiga.com/games/details.php?id=943;s\sensible-world-of-soccer-96-97;Commercial;2;1 or 2, Simultaneous;Sensible World of Soccer '96/'97;Renegade;English;OCS,ECS;Sports - Football/Soccer;Sensible World of Soccer '96/'97 Renegade
1995;http://www.lemonamiga.com/games/details.php?id=946;s\sensible-world-of-soccer-v11;Commercial;2;1 or 2, Simultaneous;Sensible World of Soccer v1.1;Renegade;English;OCS,ECS;Sports - Football/Soccer;Sensible World of Soccer v1.1 Renegade
1987;http://www.lemonamiga.com/games/details.php?id=947;s\sentinel-the;Commercial;1;1 Only;Sentinel, The;Firebird;English;OCS;Strategy - Miscellaneous;Sentinel, The Firebird
1993;http://www.lemonamiga.com/games/details.php?id=1032;s\settlers-the;Commercial;3;1 or 2, Simultaneous;Settlers, The;Blue Byte;English;OCS,ECS;Strategy - Miscellaneous;Settlers, The Blue Byte
1985;http://www.lemonamiga.com/games/details.php?id=949;s\seven-cities-of-gold;Commercial;1;1 Only;Seven Cities of Gold;Electronic Arts;English;OCS;Adventure - Miscellaneous;Seven Cities of Gold Electronic Arts
1989;http://www.lemonamiga.com/games/details.php?id=1812;s\seven-gates-of-jambala-the;Commercial;1;1 Only;Seven Gates of Jambala, The;Grandslam;English;OCS;Platformer - Multi Screen;Seven Gates of Jambala, The Grandslam
1994;http://www.lemonamiga.com/games/details.php?id=670;s\seven-gates-of-jambala-the-cd32;Commercial;;1 Only;Seven Gates of Jambala, The;Unique;English;CD32;Platformer - Scrolling Screen;Seven Gates of Jambala, The Unique
1991;http://www.lemonamiga.com/games/details.php?id=3094;s\seven-tiles;Public Domain/Freeware;1;1 or 2, Simultaneous;Seven Tiles;(unknown);English;OCS,ECS;Sports - Miscellaneous;Seven Tiles (unknown)
1991;http://www.lemonamiga.com/games/details.php?id=950;s\severed-heads;Commercial;2;1 Only;Severed Heads;Sir Rah Software;English;OCS,ECS;Adventure - Graphics/Text;Severed Heads Sir Rah Software
1990;http://www.lemonamiga.com/games/details.php?id=2627;s\sex-game-v10;Public Domain/Freeware;1;1 Only;Sex Game v1.0;(unknown);English;OCS;Educational - Sex;Sex Game v1.0 (unknown)
;http://www.lemonamiga.com/games/details.php?id=1253;s\sex-machine;Public Domain/Freeware;1;1 Only;Sex Machine;(unknown);English;OCS;Educational - Sex;Sex Machine (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=1327;s\sex-vixens-from-space;Commercial;2;1 Only;Sex Vixens from Space;Free Spirit Software;English;OCS;Adventure - Point and Click;Sex Vixens from Space Free Spirit Software
1989;http://www.lemonamiga.com/games/details.php?id=2653;s\sextimates;Commercial;1;1 to 4;Sextimates;Actionworks;English;OCS;Educational - Quiz;Sextimates Actionworks
1992;http://www.lemonamiga.com/games/details.php?id=2240;s\sexy-droids;Commercial;1;1 or 2;Sexy Droids;Magic Bytes;English;OCS,ECS;Brain - Puzzle;Sexy Droids Magic Bytes
1992;http://www.lemonamiga.com/games/details.php?id=1985;s\seymour-goes-to-hollywood;Commercial;1;1 Only;Seymour goes to Hollywood;Codemasters;English;OCS,ECS;Platformer - Multi Screen;Seymour goes to Hollywood Codemasters
1991;http://www.lemonamiga.com/games/details.php?id=952;s\shadow-dancer;Commercial;1;1 Only;Shadow Dancer;US Gold;English;OCS,ECS;Platformer - Scrolling Screen;Shadow Dancer US Gold
1995;http://www.lemonamiga.com/games/details.php?id=953;s\shadow-fighter;Commercial;4;1 or 2, Simultaneous;Shadow Fighter;Gremlin Interactive;English;OCS,ECS;;Shadow Fighter Gremlin Interactive
1995;http://www.lemonamiga.com/games/details.php?id=548;s\shadow-fighter-cd32;Commercial;;1 or 2, Simultaneous;Shadow Fighter;Gremlin Interactive;English;CD32;;Shadow Fighter Gremlin Interactive
1995;http://www.lemonamiga.com/games/details.php?id=2707;s\shadow-fighter-aga;Commercial;4;1 or 2, Simultaneous;Shadow Fighter;Gremlin Interactive;English;AGA;;Shadow Fighter Gremlin Interactive
1989;http://www.lemonamiga.com/games/details.php?id=954;s\shadow-of-the-beast;Commercial;2;1 Only;Shadow of the Beast;Psygnosis;English;OCS;Platformer - Scrolling Screen;Shadow of the Beast Psygnosis
1990;http://www.lemonamiga.com/games/details.php?id=955;s\shadow-of-the-beast-ii;Commercial;2;1 Only;Shadow of the Beast II;Psygnosis;English;OCS;Platformer - Scrolling Screen;Shadow of the Beast II Psygnosis
1992;http://www.lemonamiga.com/games/details.php?id=956;s\shadow-of-the-beast-iii;Commercial;3;1 Only;Shadow of the Beast III;Psygnosis;English;OCS,ECS;Platformer - Scrolling Screen;Shadow of the Beast III Psygnosis
1996;http://www.lemonamiga.com/games/details.php?id=3656;s\shadow-of-the-devil;Commercial;4;1 Only;Shadow of the Devil;Riki Computer games;Slovak;OCS,ECS;Adventure - Point and Click;Shadow of the Devil Riki Computer games
1991;http://www.lemonamiga.com/games/details.php?id=3538;s\shadow-sorcerer;Commercial;2;1 Only;Shadow Sorcerer;Strategic Simulations, Inc.;English;OCS,ECS;Adventure - RPG 2D;Shadow Sorcerer Strategic Simulations, Inc.
1990;http://www.lemonamiga.com/games/details.php?id=1328;s\shadow-warriors;Commercial;2;1 or 2, Simultaneous;Shadow Warriors;Ocean;English;OCS,ECS;;Shadow Warriors Ocean
1987;http://www.lemonamiga.com/games/details.php?id=951;s\shadowgate;Commercial;1;1 Only;Shadowgate;Mindscape;English;OCS;Adventure - Point and Click;Shadowgate Mindscape
1992;http://www.lemonamiga.com/games/details.php?id=1234;s\shadowlands;Commercial;2;1 Only;Shadowlands;Domark;English;OCS,ECS;Adventure - Isometric 3D;Shadowlands Domark
1992;http://www.lemonamiga.com/games/details.php?id=1816;s\shadoworlds;Commercial;2;1 Only;Shadoworlds;Krisalis;English;OCS,ECS;Adventure - Isometric 3D;Shadoworlds Krisalis
1986;http://www.lemonamiga.com/games/details.php?id=2455;s\shanghai;Commercial;1;1 or 2;Shanghai;Activision;English;OCS;Brain - Tile Removal;Shanghai Activision
1994;http://www.lemonamiga.com/games/details.php?id=2776;s\shaq-fu-aga;Commercial;6;1 or 2, Simultaneous;Shaq Fu;Ocean;English;AGA;;Shaq Fu Ocean
1993;http://www.lemonamiga.com/games/details.php?id=2308;s\shepherd-the;Shareware;1;1 Only;Shepherd, The;(unknown);English;OCS,ECS;Strategy - Miscellaneous;Shepherd, The (unknown)
1987;http://www.lemonamiga.com/games/details.php?id=2893;s\sherlock-the-riddle-of-the-crown-jewels;Commercial;1;1 Only;Sherlock: The Riddle of the Crown Jewels;Infocom;English;OCS;Adventure - Text only;Sherlock: The Riddle of the Crown Jewels Infocom
1989;http://www.lemonamiga.com/games/details.php?id=957;s\sherman-m4;Commercial;1;1 Only;Sherman M4;Loriciel;English;OCS;Simulation - Tank;Sherman M4 Loriciel
1991;http://www.lemonamiga.com/games/details.php?id=2712;s\shiftrix;Commercial;1;1 or 2;Shiftrix;Software 2000;English;OCS,ECS;Brain - Puzzle;Shiftrix Software 2000
1989;http://www.lemonamiga.com/games/details.php?id=1235;s\shinobi;Commercial;1;1 or 2;Shinobi;Virgin Games;English;OCS;;Shinobi Virgin Games
1990;http://www.lemonamiga.com/games/details.php?id=2277;s\shockwave;Commercial;1;1 Only;ShockWave;Digital Magic Software;English;OCS,ECS;;ShockWave Digital Magic Software
2001;http://www.lemonamiga.com/games/details.php?id=3682;s\shogo-mobile-armor-division;Commercial;1;1 Only;Shogo: Mobile Armor Division;Titan Computer;English,German;RTG,PPC,CD-ROM;;Shogo: Mobile Armor Division Titan Computer
1989;http://www.lemonamiga.com/games/details.php?id=948;s\shoot-em-up-construction-kit;Commercial;2;1 or 2, Simultaneous;Shoot-'Em-Up Construction Kit;Palace Software;English;OCS;Arcade - Construction Kit;Shoot-'Em-Up Construction Kit Palace Software
1990;http://www.lemonamiga.com/games/details.php?id=3137;s\shuffle;Commercial;1;1 or 2;Shuffle;Tale Software;English;OCS;Brain - Puzzle;Shuffle Tale Software
1989;http://www.lemonamiga.com/games/details.php?id=958;s\shufflepuck-cafe;Commercial;1;1 Only;Shufflepuck Caf?;Br?derbund;English;OCS;Sports - Miscellaneous;Shufflepuck Caf? Br?derbund
1991;http://www.lemonamiga.com/games/details.php?id=2036;s\shuttle-the-space-flight-simulator;Commercial;2;1 Only;Shuttle: The Space Flight Simulator;Virgin Games;English,German,French;OCS,ECS;Simulation - Space;Shuttle: The Space Flight Simulator Virgin Games
1989;http://www.lemonamiga.com/games/details.php?id=1329;s\sidearms;Commercial;1;1 Only;SideArms;Go!;English;OCS;;SideArms Go!
1989;http://www.lemonamiga.com/games/details.php?id=2340;s\sideshow;Commercial;3;1 Only;Sideshow;Actionware;English;OCS;;Sideshow Actionware
1988;http://www.lemonamiga.com/games/details.php?id=959;s\sidewinder;Commercial;1;1 or 2;SideWinder;Mastertronic;English;OCS;;SideWinder Mastertronic
1989;http://www.lemonamiga.com/games/details.php?id=960;s\sidewinder-ii;Commercial;1;1 Only;SideWinder II;Virgin Mastertronic;English;OCS;;SideWinder II Virgin Mastertronic
1993;http://www.lemonamiga.com/games/details.php?id=3270;s\siedler-die;Commercial;3;1 or 2, Simultaneous;Siedler, Die;Blue Byte;German;OCS,ECS;Strategy - Miscellaneous;Siedler, Die Blue Byte
1994;http://www.lemonamiga.com/games/details.php?id=2761;s\sierra-soccer-world-challenge-edition;Commercial;2;1 to 8;Sierra Soccer: World Challenge Edition;Sierra On-Line;English,German,French;OCS,ECS;Sports - Football/Soccer;Sierra Soccer: World Challenge Edition Sierra On-Line
1986;http://www.lemonamiga.com/games/details.php?id=963;s\silent-service;Commercial;1;1 Only;Silent Service;MicroProse Software;English;OCS;Simulation - Marine;Silent Service MicroProse Software
1990;http://www.lemonamiga.com/games/details.php?id=962;s\silent-service-ii;Commercial;2;1 Only;Silent Service II;MicroProse Software;English;OCS,ECS;Simulation - Marine;Silent Service II MicroProse Software
1989;http://www.lemonamiga.com/games/details.php?id=964;s\silk-worm;Commercial;1;1 or 2, Simultaneous;Silk Worm;Virgin Games;English;OCS;;Silk Worm Virgin Games
1990;http://www.lemonamiga.com/games/details.php?id=3438;s\sim-blind;Public Domain/Freeware;1;1 Only;Sim Blind;(unknown);English;OCS,ECS;Arcade - Labyrinth/Maze;Sim Blind (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=965;s\sim-city;Commercial;1;1 Only;Sim City;Infogrames;English;OCS;Strategy - Miscellaneous;Sim City Infogrames
1991;http://www.lemonamiga.com/games/details.php?id=3241;s\sim-city_#2;Commercial;;1 Only;Sim City;Infogrames;English;CDTV;Strategy - Miscellaneous;Sim City Infogrames
1994;http://www.lemonamiga.com/games/details.php?id=1188;s\sim-city-2000-aga;Commercial;3;1 Only;Sim City 2000;Maxis;English;AGA;Strategy - Miscellaneous;Sim City 2000 Maxis
1992;http://www.lemonamiga.com/games/details.php?id=1207;s\simant;Commercial;3;1 Only;SimAnt;Ocean;English;OCS,ECS;Simulation - Miscellaneous;SimAnt Ocean
1992;http://www.lemonamiga.com/games/details.php?id=1815;s\simearth;Commercial;2;1 Only;SimEarth;Ocean;English;OCS,ECS;Simulation - Miscellaneous;SimEarth Ocean
1993;http://www.lemonamiga.com/games/details.php?id=1817;s\simlife-aga;Commercial;4;1 Only;SimLife;Mindscape;English;AGA;Simulation - Miscellaneous;SimLife Mindscape
1993;http://www.lemonamiga.com/games/details.php?id=1786;s\simon-the-sorcerer-aga;Commercial;9;1 Only;Simon the Sorcerer;Blittersoft;English;AGA;Adventure - Point and Click;Simon the Sorcerer Blittersoft
1994;http://www.lemonamiga.com/games/details.php?id=575;s\simon-the-sorcerer-cd32;Commercial;;1 Only;Simon the Sorcerer;Blittersoft;English;CD32;Adventure - Point and Click;Simon the Sorcerer Blittersoft
2000;http://www.lemonamiga.com/games/details.php?id=2348;s\simon-the-sorcerer-ii-the-lion-the-wizard-and-the-wardrobe-aga;Commercial;;1 Only;Simon the Sorcerer II: the Lion, the Wizard and the Wardrobe;Epic Interactive;English,German,French,Italian;AGA,RTG,PPC,Pegasos,CD-ROM;Adventure - Point and Click;Simon the Sorcerer II: the Lion, the Wizard and the Wardrobe Epic Interactive
1991;http://www.lemonamiga.com/games/details.php?id=124;s\simpsons-the-bart-vs-the-space-mutants;Commercial;2;1 Only;Simpsons, The: Bart vs. the Space Mutants;Ocean;English;OCS,ECS;Arcade - Miscellaneous;Simpsons, The: Bart vs. the Space Mutants Ocean
1993;http://www.lemonamiga.com/games/details.php?id=125;s\simpsons-the-bart-vs-the-world;Commercial;1;1 Only;Simpsons, The: Bart vs. the World;Virgin Games;English;OCS,ECS;Arcade - Miscellaneous;Simpsons, The: Bart vs. the World Virgin Games
1990;http://www.lemonamiga.com/games/details.php?id=966;s\simulcra;Commercial;1;1 Only;Simulcra;MicroStyle;English;OCS;;Simulcra MicroStyle
1987;http://www.lemonamiga.com/games/details.php?id=967;s\sinbad-and-the-throne-of-the-falcon;Commercial;2;1 Only;Sinbad and the Throne of the Falcon;Cinemaware;English;OCS;Adventure - Miscellaneous;Sinbad and the Throne of the Falcon Cinemaware
1993;http://www.lemonamiga.com/games/details.php?id=968;s\sink-or-swim;Commercial;2;1 Only;Sink or Swim;Zeppelin Games;English;OCS,ECS;Platformer - Scrolling Screen;Sink or Swim Zeppelin Games
1989;http://www.lemonamiga.com/games/details.php?id=1330;s\sir-fred-the-legend;Commercial;1;1 Only;Sir Fred: The Legend;Ubi Soft;English;OCS;;Sir Fred: The Legend Ubi Soft
1990;http://www.lemonamiga.com/games/details.php?id=2247;s\sirius-7;Commercial;1;1 Only;Sirius 7;Actual Screenshots;English;OCS;;Sirius 7 Actual Screenshots
1998;http://www.lemonamiga.com/games/details.php?id=2349;s\sixth-sense-investigations-cd32;Commercial;;1 Only;Sixth Sense Investigations;Islona Entertainment;English;CD32,AGA,CD-ROM;Adventure - Point and Click;Sixth Sense Investigations Islona Entertainment
1989;http://www.lemonamiga.com/games/details.php?id=969;s\skate-of-the-art;Commercial;1;1 Only;Skate of the Art;Linel;English;OCS;Sports - Skateboard;Skate of the Art Linel
1995;http://www.lemonamiga.com/games/details.php?id=547;s\skeleton-krew-cd32;Commercial;;1 or 2, Simultaneous;Skeleton Krew;Core Design;English;CD32;;Skeleton Krew Core Design
1995;http://www.lemonamiga.com/games/details.php?id=2567;s\skeleton-krew-aga;Commercial;3;1 or 2, Simultaneous;Skeleton Krew;Core Design;English;AGA;;Skeleton Krew Core Design
1990;http://www.lemonamiga.com/games/details.php?id=970;s\ski-or-die;Commercial;1;1 to 6;Ski or Die;Electronic Arts;English;OCS,ECS;Sports - Multi-Event;Ski or Die Electronic Arts
1993;http://www.lemonamiga.com/games/details.php?id=3122;s\skidmarks-aga;Commercial;4;1 to 4, Simultaneous;Skidmarks;Acid Software;English;ECS,AGA;Racing - Cars;Skidmarks Acid Software
1989;http://www.lemonamiga.com/games/details.php?id=2249;s\skidoo;Commercial;1;1 Only;Skidoo;Coktel Vision;English;OCS;Racing - Miscellaneous;Skidoo Coktel Vision
1990;http://www.lemonamiga.com/games/details.php?id=971;s\skidz;Commercial;1;1 Only;Skidz;Gremlin Graphics;English;OCS;Sports - Miscellaneous;Skidz Gremlin Graphics
1988;http://www.lemonamiga.com/games/details.php?id=2269;s\skrull;Commercial;1;1 Only;Skrull;Infogrames;English;OCS;Adventure - Miscellaneous;Skrull Infogrames
1991;http://www.lemonamiga.com/games/details.php?id=1331;s\skull-and-crossbones;Commercial;1;1 or 2, Simultaneous;Skull and Crossbones;Domark;English;OCS,ECS;;Skull and Crossbones Domark
1989;http://www.lemonamiga.com/games/details.php?id=2456;s\skweek;Commercial;1;1 or 2;Skweek;Loriciel;English,French;OCS;Brain - Puzzle;Skweek Loriciel
1991;http://www.lemonamiga.com/games/details.php?id=2907;s\sky-cabbie;Commercial;2;1 or 2, Simultaneous;Sky Cabbie;Kingsoft;English;OCS,ECS;Arcade - Miscellaneous;Sky Cabbie Kingsoft
1987;http://www.lemonamiga.com/games/details.php?id=3281;s\sky-fighter;Commercial;1;1 or 2;Sky Fighter;Anco;English;OCS;;Sky Fighter Anco
1991;http://www.lemonamiga.com/games/details.php?id=2181;s\sky-high-stuntman;Commercial;1;1 Only;Sky High Stuntman;Codemasters;English;OCS,ECS;;Sky High Stuntman Codemasters
1988;http://www.lemonamiga.com/games/details.php?id=2944;s\skychase;Commercial;1;1 or 2, Simultaneous;SkyChase;Image Works;English;OCS;;SkyChase Image Works
1986;http://www.lemonamiga.com/games/details.php?id=2997;s\skyfox;Commercial;1;1 Only;Skyfox;Electronic Arts;English;OCS;;Skyfox Electronic Arts
1988;http://www.lemonamiga.com/games/details.php?id=2998;s\skyfox-ii-the-cygnus-conflict;Commercial;1;1 Only;Skyfox II: The Cygnus Conflict;Electronic Arts;English;OCS;;Skyfox II: The Cygnus Conflict Electronic Arts
1995;http://www.lemonamiga.com/games/details.php?id=3042;s\skyworker;Promotional;2;1 Only;Skyworker;BMWi;German;OCS,ECS;Simulation - Miscellaneous;Skyworker BMWi
1991;http://www.lemonamiga.com/games/details.php?id=507;s\sk-rmtrolden-hugo;Commercial;3;1 Only;Sk?rmtrolden Hugo;Silverrock Productions;Danish;OCS,ECS;Arcade - Miscellaneous;Sk?rmtrolden Hugo Silverrock Productions
1996;http://www.lemonamiga.com/games/details.php?id=1184;s\slamtilt-aga;Commercial;5;1 to 8;Slamtilt;21st Century Entertainment;English;AGA;Arcade - Pinball;Slamtilt 21st Century Entertainment
1989;http://www.lemonamiga.com/games/details.php?id=2224;s\slayer;Commercial;1;1 or 2;Slayer;Hewson;English;OCS;;Slayer Hewson
1989;http://www.lemonamiga.com/games/details.php?id=975;s\sleeping-gods-lie;Commercial;2;1 Only;Sleeping Gods Lie;Empire Software;English,German,French,Italian;OCS;Adventure - RPG 3D;Sleeping Gods Lie Empire Software
1993;http://www.lemonamiga.com/games/details.php?id=1964;s\sleepwalker-cd32;Commercial;;1 Only;Sleepwalker;Ocean;English;CD32;Platformer - Scrolling Screen;Sleepwalker Ocean
1993;http://www.lemonamiga.com/games/details.php?id=972;s\sleepwalker;Commercial;3;1 Only;Sleepwalker;Ocean;English;OCS,ECS;Platformer - Scrolling Screen;Sleepwalker Ocean
1993;http://www.lemonamiga.com/games/details.php?id=2651;s\sleepwalker-aga;Commercial;4;1 Only;Sleepwalker;Ocean;English;AGA;Platformer - Scrolling Screen;Sleepwalker Ocean
1990;http://www.lemonamiga.com/games/details.php?id=3095;s\sliders;Commercial;1;1 or 2, Simultaneous;Sliders;Microids;English;OCS;Sports - Miscellaneous;Sliders Microids
1990;http://www.lemonamiga.com/games/details.php?id=2987;s\sliding;Commercial;1;1 Only;Sliding;UGA;English;OCS;Brain - Puzzle;Sliding UGA
1992;http://www.lemonamiga.com/games/details.php?id=2726;s\sliding-skill;Commercial;1;1 Only;Sliding Skill;Funworld;English;OCS,ECS;Brain - Puzzle;Sliding Skill Funworld
1991;http://www.lemonamiga.com/games/details.php?id=2188;s\slightly-magic;Commercial;1;1 Only;Slightly Magic;Codemasters;English;OCS,ECS;Platformer - Multi Screen;Slightly Magic Codemasters
1989;http://www.lemonamiga.com/games/details.php?id=973;s\slip-stream;Commercial;1;1 or 2;Slip Stream;Microdeal;English;OCS;;Slip Stream Microdeal
1989;http://www.lemonamiga.com/games/details.php?id=1332;s\sly-spy-secret-agent;Commercial;2;1 Only;Sly Spy: Secret Agent;Ocean;English;OCS;Arcade - Miscellaneous;Sly Spy: Secret Agent Ocean
1992;http://www.lemonamiga.com/games/details.php?id=3124;s\smash;Commercial;1;1 or 2, Simultaneous;Smash;Idea Software;English;OCS,ECS;Sports - Tennis;Smash Idea Software
1992;http://www.lemonamiga.com/games/details.php?id=3223;s\smash-the-beast;Commercial;1;1 Only;Smash the Beast;Avesoft;English;OCS,ECS;Brain - Puzzle;Smash the Beast Avesoft
1991;http://www.lemonamiga.com/games/details.php?id=976;s\smash-tv;Commercial;1;1 or 2, Simultaneous;Smash TV;Ocean;English;OCS,ECS;Arcade - Miscellaneous;Smash TV Ocean
1994;http://www.lemonamiga.com/games/details.php?id=3187;s\smus;Commercial;1;1 Only;Smu?;L.K. Avalon;Polish;OCS,ECS;Platformer - Multi Screen;Smu? L.K. Avalon
2015;http://www.lemonamiga.com/games/details.php?id=3671;s\smurf-rescue;Public Domain/Freeware;1;1 Only;Smurf Rescue;(unknown);English;OCS,ECS;Platformer - Scrolling Screen;Smurf Rescue (unknown)
1993;http://www.lemonamiga.com/games/details.php?id=2884;s\snapperazzi;Commercial;2;1 Only;Snapperazzi;Alternative Software;English;OCS,ECS;Platformer - Scrolling Screen;Snapperazzi Alternative Software
1992;http://www.lemonamiga.com/games/details.php?id=3262;s\snare;Commercial;1;1 Only;Snare;Enigma Software Developments;English;OCS,ECS;;Snare Enigma Software Developments
1994;http://www.lemonamiga.com/games/details.php?id=3704;s\sneech;Shareware;1;1 to 6, Simultaneous;Sneech;(unknown);English;OCS,ECS;Arcade - Tron;Sneech (unknown)
