"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"NoError, EmulTrap, ClearMem";"Maupiti Island ? 1990 Lankhor.";"1990 Lankhor ";"whdload";"0";"Maupiti Island";"MaupitiIslandFr";"1600094";"M\MaupitiIslandFr\MaupitiIslandFr.Slave";"524288";"M\MaupitiIslandFr";"589824";"MaupitiIsland";"OCS/ECS";"Fr";"";"";"";"";"maupiti island";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=722";"722";"Commercial";"English";"2";"1 Only";"Maupiti Island";"Lankhor";"m\maupiti-island";"OCS,ECS";"Adventure - Animated Graphics/Text";"maupiti island maupitiisland 722 lankhor maupitiisland english"
"NoError, Req68020, EmulPriv, ClearMem, Examine";"Max Rally ? 1998 Fortress";"1998 Fortress";"whdload";"0";"Max Rally";"MaxRally";"1369494";"M\MaxRally\MaxRally.Slave";"1179648";"M\MaxRally";"1572864";"MaxRally";"OCS/ECS";"";"";"";"";"";"max rally";"Exact";"100";"Lemon Amiga";"1998";"http://www.lemonamiga.com/games/details.php?id=2659";"2659";"Commercial";"English";"2";"1 to 4, Simultaneous";"Max Rally";"Fortress";"m\max-rally-aga";"ECS,AGA";"Racing - Overhead";"max rally maxrally 2659 fortress maxrally english"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche) (Without fast memory)";"Maya";"886865";"M\Maya\Maya.Slave";"262144";"M\Maya";"589824";"Maya";"OCS/ECS";"";"";"";"";"";"maya le fetiche without fast memory";"Best";"1.251245";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous";"fetiche maya le fetichemayale 2945 silmarils fetichemayale french"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche) (Without fast memory)";"MayaEs";"896778";"M\MayaEs\MayaEs.Slave";"262144";"M\MayaEs";"589824";"Maya";"OCS/ECS";"Es";"";"";"";"";"maya le fetiche without fast memory";"Best";"1.251245";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous";"fetiche maya le fetichemayale 2945 silmarils fetichemayale french"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche)";"MayaFast";"886873";"M\MayaFast\MayaFast.slave";"524288";"M\MayaFast";"524288";"Maya";"OCS/ECS";"";"Fast";"";"";"";"maya le fetiche";"Best";"3.071572";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous";"fetiche maya le fetichemayale 2945 silmarils fetichemayale french"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche)";"MayaFastEs";"896786";"M\MayaFastEs\MayaFastEs.Slave";"524288";"M\MayaFastEs";"524288";"Maya";"OCS/ECS";"Es";"Fast";"";"";"";"maya le fetiche";"Best";"3.071572";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous";"fetiche maya le fetichemayale 2945 silmarils fetichemayale french"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche)";"MayaFastFr";"891398";"M\MayaFastFr\MayaFastFr.slave";"524288";"M\MayaFastFr";"524288";"Maya";"OCS/ECS";"Fr";"Fast";"";"";"";"maya le fetiche";"Best";"3.071572";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous";"fetiche maya le fetichemayale 2945 silmarils fetichemayale french"
"NoError, EmulPriv, Examine";"Maya by Silmarils (c) 1989 - 1 disk.";"1990 Silmarils";"whdload";"0";"Maya (Le fetiche) (Without fast memory)";"MayaFr";"891390";"M\MayaFr\MayaFr.Slave";"262144";"M\MayaFr";"589824";"Maya";"OCS/ECS";"Fr";"";"";"";"";"maya le fetiche without fast memory";"Best";"1.251245";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2945";"2945";"Commercial";"French";"1";"1 Only";"Fetiche Maya, Le";"Silmarils";"f\fetiche-maya-le";"OCS";"Adventure - Miscellaneous";"fetiche maya le fetichemayale 2945 silmarils fetichemayale french"
"NoError, EmulTrap, ClearMem";"Mayday Squad by TyneSoft (c) 19??.";"19?? TyneSoft";"whdload";"0";"Mayday Squad";"MaydaySquadHeroes";"954264";"M\MaydaySquadHeroes\MaydaySquadHeroes.Slave";"0";"M\MaydaySquadHeroes";"524288";"MaydaySquadHeroes";"OCS/ECS";"";"";"";"";"";"mayday squad heroes";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=723";"723";"Commercial";"English";"1";"1 Only";"Mayday Squad";"Tynesoft";"m\mayday-squad";"OCS";"";"mayday squad maydaysquad 723 tynesoft maydaysquad english"
"NoError, EmulTrap, ClearMem";"McDonald Land ? 1993 Virgin.";"1992 Virgin";"whdload";"0";"McDonald Land";"McDonaldLand";"847925";"M\McDonaldLand\McDonaldLand.Slave";"4096";"M\McDonaldLand";"524288";"McDonaldLand";"OCS/ECS";"";"";"";"";"";"mc donald land";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2195";"2195";"Commercial";"English";"1";"1 or 2";"McDonald Land";"Virgin Games";"m\mcdonald-land";"OCS,ECS";"Platformer - Scrolling Screen";"mc donald land mcdonaldland 2195 virgin games mcdonaldland english"
"NoError, EmulTrap";"Mean Arenas by ICE (c) 1994, 2 disks or 1 CD-ROM.";"1994 ICE";"whdload";"0";"Mean Arenas";"MeanArenas";"1852017";"M\MeanArenas\MeanArenas.slave";"0";"M\MeanArenas";"1048576";"MeanArenas";"OCS/ECS";"";"";"";"";"";"mean arenas";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1771";"1771";"Commercial";"English";"2";"1 or 2";"Mean Arenas";"ICE";"m\mean-arenas";"OCS,ECS";"Arcade - Labyrinth/Maze";"mean arenas meanarenas 1771 ice meanarenas english"
"NoError, EmulTrap";"Mean Arenas by ICE (c) 1994, 2 disks or 1 CD-ROM.";"1994 ICE";"whdload";"0";"Mean Arenas CD³²";"MeanArenasCD32";"1616120";"M\MeanArenasCD32\MeanArenasCD32.slave";"0";"M\MeanArenasCD32";"1048576";"MeanArenas";"CD32";"";"";"";"";"";"mean arenas";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1771";"1771";"Commercial";"English";"2";"1 or 2";"Mean Arenas";"ICE";"m\mean-arenas";"OCS,ECS";"Arcade - Labyrinth/Maze";"mean arenas meanarenas 1771 ice meanarenas english"
"NoError, EmulTrap";"Mean Machine by Code Masters/Optimus (c) 1991 - 1 disk.";"1991 Code Masters";"whdload";"0";"Mean Machine";"MeanMachine";"205491";"M\MeanMachine\MeanMachine.slave";"0";"M\MeanMachine";"524288";"MeanMachine";"OCS/ECS";"";"";"";"";"";"mean machine";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=724";"724";"Commercial";"English";"1";"1 Only";"Mean Machine";"Codemasters";"m\mean-machine";"OCS,ECS";"Racing - Overhead";"mean machine meanmachine 724 codemasters meanmachine english"
"NoError, ClearMem";"Mean Streets by US Gold (c) 1990 - 2 disks.";"1990 US Gold";"whdload";"0";"Mean Streets";"MeanStreets";"1629889";"M\MeanStreets\MeanStreets.slave";"0";"M\MeanStreets";"524288";"MeanStreets";"OCS/ECS";"";"";"";"";"";"mean streets";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2255";"2255";"Commercial";"English";"3";"1 Only";"Mean Streets";"US Gold";"m\mean-streets";"OCS,ECS";"Adventure - Arcade 3D";"mean streets meanstreets 2255 us gold meanstreets english"
"NoError, ClearMem";"Mean Streets by US Gold (c) 1990 - 2 disks.";"1990 US Gold";"whdload";"0";"Mean Streets";"MeanStreetsDe";"1636186";"M\MeanStreetsDe\MeanStreetsDe.slave";"0";"M\MeanStreetsDe";"524288";"MeanStreets";"OCS/ECS";"De";"";"";"";"";"mean streets";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2255";"2255";"Commercial";"English";"3";"1 Only";"Mean Streets";"US Gold";"m\mean-streets";"OCS,ECS";"Adventure - Arcade 3D";"mean streets meanstreets 2255 us gold meanstreets english"
"NoError, ClearMem";"Mean Streets by US Gold (c) 1990 - 2 disks.";"1990 US Gold";"whdload";"0";"Mean Streets";"MeanStreetsFr";"1640571";"M\MeanStreetsFr\MeanStreetsFr.slave";"0";"M\MeanStreetsFr";"524288";"MeanStreets";"OCS/ECS";"Fr";"";"";"";"";"mean streets";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2255";"2255";"Commercial";"English";"3";"1 Only";"Mean Streets";"US Gold";"m\mean-streets";"OCS,ECS";"Adventure - Arcade 3D";"mean streets meanstreets 2255 us gold meanstreets english"
"NoError, EmulPriv, Examine";"MegaBall ? 1995 Ed Mackey.";"1995 Ed Mackey";"whdload";"0";"MegaBall";"MegaBall";"2127881";"M\MegaBall\MegaBall.slave";"786432";"M\MegaBall";"524288";"MegaBall";"OCS/ECS";"";"";"";"";"";"mega ball";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/megaball";;;"English";;"1 - 2 (1 simultaneous)";"Megaball";"Shareware";"m\megaball";;;"megaball megaball shareware megaball english"
"NoError, EmulPriv, Examine";"MegaBall ? 1995 Ed Mackey.";"1995 Ed Mackey";"whdload";"0";"MegaBall";"MegaBall1MB";"2127884";"M\MegaBall1MB\Megaball1MB.slave";"786432";"M\MegaBall1MB";"1048576";"MegaBall";"OCS/ECS";"";"1MB";"";"";"";"mega ball";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/megaball";;;"English";;"1 - 2 (1 simultaneous)";"Megaball";"Shareware";"m\megaball";;;"megaball megaball shareware megaball english"
"NoError, EmulPriv, Examine";"MegaBall ? 1995 Ed Mackey.";"1995 Ed Mackey";"whdload";"0";"MegaBall AGA";"MegaBallAGA";"2181594";"M\MegaBallAGA\MegaBallAGA.slave";"1048576";"M\MegaBallAGA";"1048576";"MegaBall";"AGA";"";"";"";"";"";"mega ball";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/amiga/megaball";;;"English";;"1 - 2 (1 simultaneous)";"Megaball";"Shareware";"m\megaball";;;"megaball megaball shareware megaball english"
"NoError";"Mego lo Mania (C) 1991 Mirrorsoft, Sensible";"1991 Mirrorsoft, Sensible Software";"whdload";"1024";"Mega-lo-Mania";"MegaLoMania";"1738882";"M\MegaLoMania\MegaLoMania.Slave";"57344";"M\MegaLoMania";"602112";"MegaLoMania";"OCS/ECS";"";"";"";"";"";"mega lo mania";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1230";"1230";"Commercial";"English";"2";"1 Only";"Mega lo Mania";"Image Works";"m\mega-lo-mania";"OCS,ECS";"Strategy - Miscellaneous";"mega lo mania megalomania 1230 image works megalomania english"
"NoError";"Mego lo Mania (C) 1991 Mirrorsoft, Sensible";"1991 Mirrorsoft, Sensible Software";"whdload";"1024";"Mega-lo-Mania";"MegaLoManiaDe";"1826612";"M\MegaLoManiaDe\MegaLoManiaDe.Slave";"57344";"M\MegaLoManiaDe";"602112";"MegaLoMania";"OCS/ECS";"De";"";"";"";"";"mega lo mania";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1230";"1230";"Commercial";"English";"2";"1 Only";"Mega lo Mania";"Image Works";"m\mega-lo-mania";"OCS,ECS";"Strategy - Miscellaneous";"mega lo mania megalomania 1230 image works megalomania english"
"NoError";"Mego lo Mania (C) 1991 Mirrorsoft, Sensible";"1991 Mirrorsoft, Sensible Software";"whdload";"1024";"Mega-lo-Mania";"MegaLoManiaFr";"1759590";"M\MegaLoManiaFr\MegaLoManiaFr.Slave";"57344";"M\MegaLoManiaFr";"602112";"MegaLoMania";"OCS/ECS";"Fr";"";"";"";"";"mega lo mania";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1230";"1230";"Commercial";"English";"2";"1 Only";"Mega lo Mania";"Image Works";"m\mega-lo-mania";"OCS,ECS";"Strategy - Miscellaneous";"mega lo mania megalomania 1230 image works megalomania english"
"Disk, NoError, EmulTrap, EmulPriv";"the game Mega Motion ? 1992-94 Extend Design/Black";"1992-94 Extend Design/Black Legend";"whdload";"0";"Mega Motion";"MegaMotion";"909462";"M\MegaMotion\MegaMotion.slave";"262144";"M\MegaMotion";"720896";"MegaMotion";"OCS/ECS";"";"";"";"";"";"mega motion";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=2656";"2656";"Commercial";"English";"1";"1 Only";"Mega Motion";"Black Legend";"m\mega-motion";"OCS,ECS";"Brain - Puzzle";"mega motion megamotion 2656 black legend megamotion english"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Mega Phoenix ? 1990 Dinamic.";"1990 Dinamic";"whdload";"0";"Mega Phoenix";"MegaPhoenix";"706370";"M\MegaPhoenix\MegaPhoenix.Slave";"0";"M\MegaPhoenix";"1048576";"MegaPhoenix";"OCS/ECS";"";"";"";"";"";"mega phoenix";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=725";"725";"Commercial";"English";"1";"1 or 2";"Mega Phoenix";"Dinamic Software";"m\mega-phoenix";"OCS";"";"mega phoenix megaphoenix 725 dinamic software megaphoenix english"
"NoError, EmulTrap, ClearMem";"Mega Twins ? 1991 US Gold/SEGA.";"1991 Capcom/US Gold";"whdload";"0";"Mega Twins";"MegaTwins";"1649464";"M\MegaTwins\MegaTwins.slave";"0";"M\MegaTwins";"524288";"MegaTwins";"OCS/ECS";"";"";"";"";"";"mega twins";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1772";"1772";"Commercial";"English";"2";"1 or 2, Simultaneous";"Mega Twins";"US Gold";"m\mega-twins";"OCS,ECS";"Platformer - Scrolling Screen";"mega twins megatwins 1772 us gold megatwins english"
"NoError, EmulPriv, Examine";"Mega-Typhoon ? 1996 Bernhardt Braun / Nordlicht Edv.";"1996 Bernhard Braun / Nordlicht Edv";"whdload";"0";"Mega-Typhoon";"MegaTyphoon";"789209";"M\MegaTyphoon\MegaTyphoon.slave";"458752";"M\MegaTyphoon";"1048576";"MegaTyphoon";"OCS/ECS";"";"";"";"";"";"mega typhoon";"Exact";"100";"Lemon Amiga";"1996";"http://www.lemonamiga.com/games/details.php?id=2433";"2433";"Commercial";"English";"1";"1 Only";"Mega Typhoon";"Nordlicht EDV-Service";"m\mega-typhoon";"OCS,ECS";"";"mega typhoon megatyphoon 2433 nordlicht edv service megatyphoon english"
"NoError, EmulTrap";"Menace by Psygnosis/DMA Design (c) 1988 - 1 disk.";"1988 Psygnosis";"whdload";"0";"Menace";"Menace";"1007246";"M\Menace\Menace.Slave";"4096";"M\Menace";"524288";"Menace";"OCS/ECS";"";"";"";"";"";"menace";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=735";"735";"Commercial";"English";"1";"1 Only";"Menace";"Psyclapse";"m\menace";"OCS";"";"menace menace 735 psyclapse menace english"
"NoError, EmulTrap";"Mental Image Game Disk 1 (c) 1991 Mental Image - 1";"1991 Mental Image";"whdload";"0";"Mental Image Game Disk 1";"MentalImage1";"920440";"M\MentalImage1\MentalImage1.Slave";"4096";"M\MentalImage1";"524288";"Mental";"OCS/ECS";"";"";"";"Image1";"";"mental image game disk";"Exact";"100";"Games Custom";"1991";"http://hol.abime.net/4745";;"PD/Freeware";"English";"2";"";"Mental Image Game Disk";"Mental Image";;"ECS/OCS";"Compilation (Rebound, Invaders, The Gridrunner)";"mental image game disk mentalimagegamedisk mental image mentalimagegamedisk english"
"NoError, EmulTrap, ClearMem";"Mental Image Game Disk II from";"1989 Mental Image";"whdload";"0";"Mental Image Game Disk II";"MentalImage2";"911002";"M\MentalImage2\MentalImage2.slave";"0";"M\MentalImage2";"1048576";"Mental";"OCS/ECS";"";"";"";"Image2";"";"mental image game disk";"Exact";"100";"Games Custom";"1991";"http://hol.abime.net/4745";;"PD/Freeware";"English";"2";"";"Mental Image Game Disk";"Mental Image";;"ECS/OCS";"Compilation (Rebound, Invaders, The Gridrunner)";"mental image game disk mentalimagegamedisk mental image mentalimagegamedisk english"
"NoError, EmulPriv, ClearMem, Examine";"Mentor ?1994 MarkSoft";"1994 MarkSoft";"whdload";"0";"Mentor";"MentorPl";"3369252";"M\MentorPl\MentorPl.Slave";"786432";"M\MentorPl";"524288";"Mentor";"OCS/ECS";"Pl";"";"";"";"";"mentor";"Exact";"N/A";"Open Amiga Game Database";"1994";"https://oagd.net/game/99b7ab58-f300-58e0-a571-6e837abe5ff9";;;"Polish";;"1";"Mentor";"MarkSoft";"m\mentor";;;"mentor mentor mark soft mentor polish"
"Disk, NoError";"Mercenary ? 1986 Novagen.";"1986 Novagen";"whdload";"0";"Mercenary";"Mercenary";"374703";"M\Mercenary\Mercenary.slave";"0";"M\Mercenary";"524288";"Mercenary";"OCS/ECS";"";"";"";"";"";"mercenary i escape from targ and the second city";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1429";"1429";"Commercial";"English";"1";"1 Only";"Mercenary I: Escape from Targ and the Second City";"Novagen";"m\mercenary-i-escape-from-targ-and-the-second-city";"OCS";"Adventure - Arcade 3D";"mercenary 1 escape from targ and the second city mercenary1escapefromtargandthesecondcity 1429 novagen mercenaryiescapefromtargandthesecondcity english"
"Disk, NoError, EmulTrap";"Mercenary 3 ? 1991 Novagen.";"1991 Novagen";"whdload";"0";"Mercenary 3 - The Dion Crisis";"Mercenary3";"531630";"M\Mercenary3\Mercenary3.Slave";"0";"M\Mercenary3";"524288";"Mercenary3";"OCS/ECS";"";"";"";"";"";"mercenary 3 the dion crisis";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1202";"1202";"Commercial";"English";"1";"1 Only";"Mercenary III: The Dion Crisis";"Novagen";"m\mercenary-iii-the-dion-crisis";"OCS,ECS";"Adventure - Miscellaneous";"mercenary 3 the dion crisis mercenary3thedioncrisis 1202 novagen mercenaryiiithedioncrisis english"
"NoError, EmulTrap, ClearMem";"Mercs ? 1991 Tiertex/US Gold.";"1991 Tiertex";"whdload";"0";"Mercs";"Mercs";"803989";"M\Mercs\Mercs.Slave";"0";"M\Mercs";"524288";"Mercs";"OCS/ECS";"";"";"";"";"";"mercs";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=738";"738";"Commercial";"English";"1";"1 or 2, Simultaneous";"Mercs";"US Gold";"m\mercs";"OCS,ECS";"";"mercs mercs 738 us gold mercs english"
"Disk, NoError, EmulTrap";"Merv the Merciless ? 1989 Probe Software Ltd.";"1989 Probe Software Ltd";"whdload";"0";"-+ Merv the Merciless +-";"MervTheMerciless";"311013";"M\MervTheMerciless\MervTheMerciless.slave";"0";"M\MervTheMerciless";"524288";"MervTheMerciless";"OCS/ECS";"";"";"";"";"";"merv the merciless";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=3519";"3519";"Coverdisk";"English";"1";"1 Only";"Merv the Merciless";"Zero";"m\merv-the-merciless";"OCS";"Arcade - Miscellaneous";"merv the merciless mervthemerciless 3519 zero mervthemerciless english"
"Disk, NoError, EmulTrap";"Metal Law (c) 1992 New Bits on the Ram.";"";"whdload";"0";"";"MetalLaw";"625335";"M\MetalLaw\MetalLaw.slave";"";"M\MetalLaw";"524288";"MetalLaw";"OCS/ECS";"";"";"";"";"";"metal law";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2563";"2563";"Commercial";"English";"1";"1 or 2";"Metal Law";"New Bits on the RAM";"m\metal-law";"OCS,ECS";"";"metal law metallaw 2563 new bits on the ram metallaw english"
"NoError, EmulPriv";"Metal Masters ? 1990 Incal Product/Infogrames.";"1990 Incal Product/Infogrames";"whdload";"0";"Metal Masters";"MetalMasters";"1832201";"M\MetalMasters\MetalMasters.Slave";"262144";"M\MetalMasters";"524288";"MetalMasters";"OCS/ECS";"";"";"";"";"";"metal masters";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=739";"739";"Commercial";"English";"2";"1 or 2, Simultaneous";"Metal Masters";"Infogrames";"m\metal-masters";"OCS,ECS";"";"metal masters metalmasters 739 infogrames metalmasters english"
"NoError, EmulPriv";"Metal Masters ? 1990 Incal Product/Infogrames.";"1990 Incal Product/Infogrames";"whdload";"0";"Metal Masters Intro";"MetalMasters";"1832201";"M\MetalMasters\MetalMastersIntro.Slave";"262144";"M\MetalMasters";"524288";"MetalMasters";"OCS/ECS";"";"";"";"";"";"metal masters intro";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=739";"739";"Commercial";"English";"2";"1 or 2, Simultaneous";"Metal Masters";"Infogrames";"m\metal-masters";"OCS,ECS";"";"metal masters metalmasters 739 infogrames metalmasters english"
"NoError, EmulPriv, Examine";"Metal Mutant by Silmarils (c) 1991 - 1 disk.";"1991 Silmarils";"whdload";"0";"Metal Mutant ";"MetalMutant";"610872";"M\MetalMutant\MetalMutant.slave";"262144";"M\MetalMutant";"589824";"MetalMutant";"OCS/ECS";"";"";"";"";"";"metal mutant";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=740";"740";"Commercial";"English,French";"1";"1 Only";"Metal Mutant";"Silmarils";"m\metal-mutant";"OCS,ECS";"";"metal mutant metalmutant 740 silmarils metalmutant english,french"
