"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"20000LeaguesUnderTheSeaEs\20000LeaguesUnderTheSeaEs.Slave";"NoError, EmulPriv, Examine";"20000 leagues under the sea ? 1989 Infogrames.";"20000 leagues under the sea";"1989 Infogrames.";"262144";"0\20000LeaguesUnderTheSea_v1.1_Es.lha";"20000LeaguesUnderTheSeaEs";"20000LeaguesUnderTheSeaEs";"0";"whdload";"524288";"812187";"20000LeaguesUnderTheSea";"OCS/ECS";"Es";"";"";"";"";"20000 leagues under the sea";"Exact";"100";"20000LeaguesUnderTheSeaEs";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\20000LeaguesUnderTheSeaEs.png";"20000leaguesundertheseaes"
"20000LieuesSousLesMersFr\20000LieuesSousLesMersFr.Slave";"NoError, EmulPriv, Examine";"20000 leagues under the sea ? 1989 Infogrames.";"20000 leagues under the sea";"1989 Infogrames.";"262144";"0\20000LieuesSousLesMers_v1.1_Fr.lha";"20000LieuesSousLesMersFr";"20000LieuesSousLesMersFr";"0";"whdload";"524288";"806774";"20000LieuesSousLesMers";"OCS/ECS";"Fr";"";"";"";"";"20000 lieues sous les mers leagues under the sea";"Exact";"100";"20000LieuesSousLesMersFr";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\20000LieuesSousLesMersFr.png";"20000lieuessouslesmersfr"
"20000LieuesSousLesMersNl\20000LieuesSousLesMersNl.Slave";"NoError, EmulPriv, Examine";"20000 leagues under the sea ? 1989 Infogrames.";"20000 leagues under the sea";"1989 Infogrames.";"262144";"0\20000LieuesSousLesMers_v1.1_Nl.lha";"20000LieuesSousLesMersNl";"20000LieuesSousLesMersNl";"0";"whdload";"524288";"804986";"20000LieuesSousLesMersNl";"OCS/ECS";"";"";"";"";"";"20000 lieues sous les mers nl leagues under the sea";"Exact";"100";"20000LieuesSousLesMersNl";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\20000LieuesSousLesMersNl.png";"20000lieuessouslesmersnl"
"20000MeilenUnterDemMeerDe\20000MeilenUnterDemMeerDe.Slave";"NoError, EmulPriv, Examine";"20000 leagues under the sea ? 1989 Infogrames.";"20000 leagues under the sea";"1989 Infogrames.";"262144";"0\20000MeilenUnterDemMeer_v1.1_De.lha";"20000MeilenUnterDemMeerDe";"20000MeilenUnterDemMeerDe";"0";"whdload";"524288";"777641";"20000MeilenUnterDemMeer";"OCS/ECS";"De";"";"";"";"";"20000 meilen unter dem meer leagues under the sea";"Exact";"100";"20000MeilenUnterDemMeerDe";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\20000MeilenUnterDemMeerDe.png";"20000meilenunterdemmeerde"
"3001OConnorsFight\3001OConnorsFight.Slave";"NoError, EmulPriv, Examine";"game called:";"3001 O";"19?? ???????";"1310720";"0\3001OConnorsFight_v1.0.lha";"3001OConnorsFight";"3001OConnorsFight";"0";"whdload";"1048576";"245622";"3001OConnorsFight";"OCS/ECS";"";"";"";"";"";"3001 oconnors fight";"Exact";"100";"3001OConnorsFight";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3001OConnorsFight.png";"3001oconnorsfight"
"3DConstructionKit\3DConstructionKit.Slave";"NoError, EmulTrap, EmulPriv, ClearMem, Examine, EmulDivZero";"3D Construction Kit ? 1991 Domark";"3D Construction Kit";"1991 Domark";"1310720";"0\3DConstructionKit_v1.0_1765.lha";"3DConstructionKit";"3DConstructionKit";"0";"whdload";"524288";"542846";"3DConstructionKit";"OCS/ECS";"";"";"";"";"";"3d construction kit";"Exact";"100";"3DConstructionKit";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DConstructionKit.png";"3dconstructionkit"
"3DGalax\3DGalax.Slave";"NoError, EmulTrap";"3D Galax (c) 1989 Gremlin - 1 disk.";"3D Galax";"1989 Gremlin";"4096";"0\3DGalax_v1.0_1085.lha";"3DGalax";"3DGalax";"0";"whdload";"524288";"460401";"3DGalax";"OCS/ECS";"";"";"";"";"";"3d galax";"Exact";"100";"3DGalax";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DGalax.png";"3dgalax"
"3DPool\3DPictures.Slave";"NoError, ClearMem";"3D Pool (c) 1989 Aardvark Software/Firebird.";"3D Pool (Pictures)";"1989 Aardvark Software/Firebird";"4096";"0\3DPool_v1.2_0621.lha";"3DPool";"3DPool";"0";"whdload";"528384";"481992";"3DPool";"OCS/ECS";"";"";"";"";"";"3d pool pictures";"Exact";"100";"3DPool";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DPool.png";"3dpool"
"3DPool\3DPool.Slave";"NoError";"3D Pool (c) 1989 Aardvark Software/Firebird.";"3D Pool";"1989 Aardvark Software/Firebird";"0";"0\3DPool_v1.2_0621.lha";"3DPool";"3DPool";"0";"whdload";"524288";"481992";"3DPool";"OCS/ECS";"";"";"";"";"";"3d pool";"Exact";"100";"3DPool";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DPool.png";"3dpool"
"3DWorldBoxing\3DWorldBoxing.Slave";"NoError, EmulTrap, ClearMem";"3D World Boxing ? 1992 Simulmondo.";"3D Wolrd Boxing";"1992 Silmulmondo.";"0";"0\3DWorldBoxing_v1.0_2223.lha";"3DWorldBoxing";"3DWorldBoxing";"0";"whdload";"524288";"913071";"3DWorldBoxing";"OCS/ECS";"";"";"";"";"";"3d world boxing wolrd";"Exact";"100";"3DWorldBoxing";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DWorldBoxing.png";"3dworldboxing"
"3DWorldSoccer\3DWorldSoccer.Slave";"NoError, EmulTrap, EmulPriv, Examine";"3D World Soccer ? 1992 Simulmondo.";"3D World Soccer";"1992 Simulmondo";"786432";"0\3DWorldSoccer_v1.0.lha";"3DWorldSoccer";"3DWorldSoccer";"0";"whdload";"524288";"1565979";"3DWorldSoccer";"OCS/ECS";"";"";"";"";"";"3d world soccer";"Exact";"100";"3DWorldSoccer";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DWorldSoccer.png";"3dworldsoccer"
"3DWorldTennis\3DWorldTennis.Slave";"NoError, EmulPriv, Examine";"3D World Tennis ? 1992 Simulmondo.";"3D World Tennis";"1992 Simulmondo";"786432";"0\3DWorldTennis_v1.0_2224.lha";"3DWorldTennis";"3DWorldTennis";"0";"whdload";"524288";"730208";"3DWorldTennis";"OCS/ECS";"";"";"";"";"";"3d world tennis";"Exact";"100";"3DWorldTennis";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\3DWorldTennis.png";"3dworldtennis"
"4DSportsBoxing\4DSportsBoxing.slave";"NoError, EmulPriv, Examine";"4D Sports Boxing ? 1991 Mindscape";"4D Sports Boxing";"1991 Distinctive/Mindscape";"786432";"0\4DSportsBoxing_v1.3b_0421.lha";"4DSportsBoxing";"4DSportsBoxing";"0";"whdload";"524288";"1127742";"4DSportsBoxing";"OCS/ECS";"";"";"";"";"";"4d sports boxing";"Exact";"100";"4DSportsBoxing";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\4DSportsBoxing.png";"4dsportsboxing"
"4DSportsDriving&MstrTrcks\4DSportsDriving&MstrTrcks.slave";"NoError, EmulPriv, Examine";"4D Sports Driving ? 1992 Mindscape";"4D Sports Driving";"1992 Distinctive/Mindscape";"786432";"0\4DSportsDriving&MasterTracks_v1.2_1461.lha";"4DSportsDriving&MstrTrcks";"4DSportsDriving&MstrTrcks";"0";"whdload";"524288";"1281698";"4DSportsDriving";"OCS/ECS";"";"";"";"";"MstrTrcks";"4d sports driving";"Exact";"100";"4DSportsDriving&MstrTrcks";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\4DSportsDriving&MstrTrcks.png";"4dsportsdriving-mstrtrcks"
"4DSportsDriving\4DSportsDriving.slave";"NoError, EmulPriv, Examine";"4D Sports Driving ? 1992 Mindscape";"4D Sports Driving";"1992 Distinctive/Mindscape";"786432";"0\4DSportsDriving_v1.2_1461.lha";"4DSportsDriving";"4DSportsDriving";"0";"whdload";"524288";"1260028";"4DSportsDriving";"OCS/ECS";"";"";"";"";"";"4d sports driving";"Exact";"100";"4DSportsDriving";"D:\work2\amiga-whdload-game-scripts\screenshots\Mr V\PNG_Screens\Game\4DSportsDriving.png";"4dsportsdriving"
