"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError, EmulTrap, ClearMem";"287456";"D\DerrynHinchDemo\DerrynHinchDemo.Slave";"Hinch Demo ? 1990 Decay.";"0";"DerrynHinchDemo";"Hinch Demo";"1990 Decay";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DerrynHinch";"OCS/ECS";"";"";"Demo";"";"";"derryn hinch demo decay"
"Disk, NoError, EmulTrap";"1810368";"D\DesertDream\DesertDream.slave";"Desert Dream, 1993 Kefrens (2 disks).";"0";"DesertDream";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DesertDream";"OCS/ECS";"";"";"";"";"";"desert dream"
"NoError, NoKbd, ClearMem";"212739";"D\Despair\Despair.Slave";"Despair ? 1991 LSD";"0";"Despair";"Despair";"1991 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Despair";"OCS/ECS";"";"";"";"";"";"despair lsd"
"NoError, EmulTrap, ClearMem";"418479";"D\DetKniber\DetKniber.slave";"Det Kniber ? 1991 Rebels.";"0";"DetKniber";"Det Kniber";"1991 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DetKniber";"OCS/ECS";"";"";"";"";"";"det kniber rebels"
"Disk, NoError";"2716379";"D\DevilsKey\DevilsKey.slave";"Devil's Key (MD4) ? 1990 Alcatraz (3 disks)";"0";"DevilsKey";"Devil";"1990 Alcatraz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DevilsKey";"OCS/ECS";"";"";"";"";"";"devils key devil alcatraz"
"NoError, EmulTrap, ClearMem";"906860";"D\DifficultToCure\DifficultToCure.Slave";"Difficult To Cure ? 1995 Analog.";"0";"DifficultToCure";"Difficult To Cure";"1995 Analog";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DifficultToCure";"OCS/ECS";"";"";"";"";"";"difficult to cure analog"
"NoError, EmulTrap, ClearMem";"1630982";"D\DiggyPiggys\DiggyPiggys.Slave";"Diggy Piggys ? 1990 Channel 42 & Silents.";"0";"DiggyPiggys";"Diggy Piggys Slideshow";"1990 Channel 42 & Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DiggyPiggys";"OCS/ECS";"";"";"";"";"";"diggy piggys slideshow channel 42 silents"
"NoError, EmulTrap, ClearMem";"417938";"D\DigitalComplexityCrass\DigitalComplexityCrass.Slave";"Digital Complexity ? 1992 Crass.";"0";"DigitalComplexityCrass";"Digital Complexity";"1992 Crass";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalComplexityCrass";"OCS/ECS";"";"";"";"";"";"digital complexity crass"
"NoError, ClearMem";"841010";"D\DigitalConcert\DigitalConcert.Slave";"Digital Concert #1 ? 1989 Flash Production";"0";"DigitalConcert";"Digital Concert #1";"1989 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert";"OCS/ECS";"";"";"";"";"";"digital concert 1 flash production"
"NoError, ClearMem";"904446";"D\DigitalConcert2\DigitalConcert2.Slave";"Digital Concert #2 ? 1989 Flash Production";"0";"DigitalConcert2";"Digital Concert #2";"1989 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert2";"OCS/ECS";"";"";"";"";"";"digital concert 2 flash production"
"NoError, ClearMem";"914404";"D\DigitalConcert3\DigitalConcert3.Slave";"Digital Concert #3 ? 1990 Flash Production";"0";"DigitalConcert3";"Digital Concert #3";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert3";"OCS/ECS";"";"";"";"";"";"digital concert 3 flash production"
"NoError, NoKbd, ClearMem";"925007";"D\DigitalConcert4\DigitalConcert4.Slave";"Digital Concert #4 ? 1990 Flash Production";"0";"DigitalConcert4";"Digital Concert #4";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert4";"OCS/ECS";"";"";"";"";"";"digital concert 4 flash production"
"NoError, ClearMem";"873938";"D\DigitalConcert5\DigitalConcert5.Slave";"Digital Concert #5 ? 1990 Flash Production";"0";"DigitalConcert5";"Digital Concert #5";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert5";"OCS/ECS";"";"";"";"";"";"digital concert 5 flash production"
"NoError, ClearMem";"926268";"D\DigitalConcert6\DigitalConcert6.Slave";"Digital Concert #6 ? 1991 Flash Production";"0";"DigitalConcert6";"Digital Concert #6";"1991 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert6";"OCS/ECS";"";"";"";"";"";"digital concert 6 flash production"
"Disk, NoError, EmulTrap";"906435";"D\DigitalInnovation\DigitalInnovation.slave";"Digital Innovation by Anarchy (c) 1991 - 1 disk.";"0";"DigitalInnovation";"Digital Innovation";"1991 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalInnovation";"OCS/ECS";"";"";"";"";"";"digital innovation anarchy"
"NoError, EmulTrap, ClearMem";"389333";"D\DigitalMusicArt\DigitalMusicArt.Slave";"Digital Music Art ? 1992 Wildfire.";"0";"DigitalMusicArt";"Digital Music Art";"1992 Wildfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalMusicArt";"OCS/ECS";"";"";"";"";"";"digital music art wildfire"
"NoError, EmulTrap, ClearMem";"762411";"D\DigitalNoises\DigitalNoises.Slave";"Digital Noises ? 1991 Ram Jam.";"0";"DigitalNoises";"Digital Noises";"1991 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalNoises";"OCS/ECS";"";"";"";"";"";"digital noises ram jam"
"NoError, EmulTrap, ClearMem";"926448";"D\DigitalSounds1\DigitalSounds1.Slave";"Digital Sounds Volume 1 ? 1990 The Warfalcons.";"0";"DigitalSounds1";"Digital Sounds Volume 1";"1990 Warfalcons";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalSounds1";"OCS/ECS";"";"";"";"";"";"digital sounds 1 volume warfalcons"
"NoError, EmulTrap, ClearMem";"640968";"D\DiscoFever\DiscoFever.Slave";"Disco Fever ? 1990 Ipec Elite.";"0";"DiscoFever";"Disco Fever";"1990 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DiscoFever";"OCS/ECS";"";"";"";"";"";"disco fever ipec elite"
"NoError, EmulTrap, ClearMem";"856659";"D\DivineInspiration\DivineInspiration.Slave";"Divine Inspiration ? 1991 Goldfire.";"0";"DivineInspiration";"Divine Inspiration";"1991 Goldfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DivineInspiration";"OCS/ECS";"";"";"";"";"";"divine inspiration goldfire"
"NoError, EmulTrap, ClearMem";"924701";"D\DizzyTunes\DizzyTunes.Slave";"Dizzy Tunes ? 1992 Silents & Noiseless";"0";"DizzyTunes";"Dizzy Tunes";"1992 Silents & Noiseless";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DizzyTunes";"OCS/ECS";"";"";"";"";"";"dizzy tunes silents noiseless"
"NoError, EmulTrap, ClearMem";"2746813";"D\DizzyTunes2\DizzyTunes2.Slave";"Dizzy Tunes 2 ? 1994 Noiseless & Spaceballs.";"0";"DizzyTunes2";"Dizzy Tunes 2";"1994 Noiseless & Spaceballs";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DizzyTunes2";"OCS/ECS";"";"";"";"";"";"dizzy tunes 2 noiseless spaceballs"
"NoError, EmulTrap, ClearMem";"730120";"D\DonMartinMusicDisk\DonMartinMusicDisk.Slave";"Don Martin Music Disk ? 1990 Hypnosis.";"0";"DonMartinMusicDisk";"Don Martin Music Disk";"1990 Hypnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DonMartinMusicDisk";"OCS/ECS";"";"";"";"";"";"don martin music disk hypnosis"
"NoError, EmulTrap, ClearMem";"1253243";"D\DontPanic\DontPanic.Slave";"Don't Panic ? 1992 LSD.";"0";"DontPanic";"Don";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DontPanic";"OCS/ECS";"";"";"";"";"";"dont panic don lsd"
"NoError";"750165";"D\DOS\DOS.Slave";"D.O.S. ? 1992 Andromeda - 1 disk";"0";"DOS";"D.O.S.";"1992 Andromeda";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DOS";"OCS/ECS";"";"";"";"";"";"dos andromeda"
"NoError, EmulTrap, ClearMem";"452174";"D\DoTheBartman\DoTheBartman.Slave";"Do the Bartman ? 1991 FreeHand.";"0";"DoTheBartman";"Do The Bartman";"1991 FreeHand";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DoTheBartman";"OCS/ECS";"";"";"";"";"";"do the bartman free hand"
"NoError, EmulTrap, ClearMem";"108623";"D\DoubleIntro\DoubleIntro.Slave";"Double Intro ? 1991 Vega.";"0";"DoubleIntro";"Double Intro";"1991 Vega";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Double";"OCS/ECS";"";"";"";"Intro";"";"double intro part1 vega"
"NoError, EmulPriv, Examine";"524646";"D\DragonLord\DragonLord.Slave";"demo called:";"0";"DragonLord";"Dragon Lord demo";"19?? ALFA FORCE";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DragonLord";"OCS/ECS";"";"";"";"";"";"dragon lord alfaforce"
"NoError, EmulTrap, ClearMem";"1024099";"D\DreamTrippin\DreamTrippin.Slave";"Dream Tripping ? 1993 Digital";"0";"DreamTrippin";"Dream Tripping";"1993 Digital";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DreamTrippin";"OCS/ECS";"";"";"";"";"";"dream trippin tripping digital"
"NoError, EmulTrap, ClearMem";"1820226";"D\Drums&Reverbs\Drums&Reverbs.Slave";"Drums and Reverbs ? 1992 Chryseis.";"0";"Drums&Reverbs";"Drums & Reverbs";"1992 Chryseis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Drums&Reverbs";"OCS/ECS";"";"";"";"";"";"drums reverbs chryseis"
"NoError";"118217";"D\DrunkDesertDemo\DrunkDesertDemo.Slave";"";"0";"DrunkDesertDemo";"Drunk Desert Demo";"1990 Paradox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DrunkDesert";"OCS/ECS";"";"";"Demo";"";"";"drunk desert demo paradox"
"NoError, EmulTrap, ClearMem";"1821615";"D\Dynamo\Dynamo.Slave";"Dynamo ? 1994 Orion.";"0";"Dynamo";"Dynamo";"1994 Orion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Dynamo";"OCS/ECS";"";"";"";"";"";"dynamo orion"
"NoError, EmulTrap, ClearMem";"919909";"D\Dyspepsia\Dyspepsia.Slave";"Dyspepsia ? 1993 Analogy.";"0";"Dyspepsia";"Dyspepsia";"1993 Analogy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Dyspepsia";"OCS/ECS";"";"";"";"";"";"dyspepsia analogy"
"NoError, EmulTrap, ClearMem";"1386421";"E\EargasmTunes\EargasmTunes.Slave";"Eargasm Tunes ? 1989 The Silents.";"0";"EargasmTunes";"Eargasm Tunes";"1989 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EargasmTunes";"OCS/ECS";"";"";"";"";"";"eargasm tunes the silents"
"NoError, EmulTrap";"912315";"E\Earwig\Earwig.Slave";"Earwig ? 1993 Infect.";"0";"Earwig";"Earwig";"1993 Infect";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Earwig";"OCS/ECS";"";"";"";"";"";"earwig infect"
"NoError, ClearMem";"756019";"E\Ecliptica\Ecliptica.Slave";"Ecliptica ?1992 TRSI";"0";"Ecliptica";"Ecliptica";"1992 TRSI";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Ecliptica";"OCS/ECS";"";"";"";"";"";"ecliptica trsi"
"NoError, EmulTrap, ClearMem";"921085";"E\ElectricSound3\ElectricSound3.Slave";"Electric Sound 3 ? 1990 Goonies.";"0";"ElectricSound3";"Electric Sound 3";"1990 Goonies";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ElectricSound3";"OCS/ECS";"";"";"";"";"";"electric sound 3 goonies"
"NoError";"910481";"E\ElectronsAtWork\ElectronsAtWork.Slave";"Electrons at work ? 1998 The Electronic Knights.";"0";"ElectronsAtWork";"Electrons at work";"1998 by TEK";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ElectronsAtWork";"OCS/ECS";"";"";"";"";"";"electrons at work by tek"
"Disk, NoError, EmulTrap";"301726";"E\Elysium\Elysium.Slave";"Elysium, ?1991 Sanity";"0";"Elysium";"-< E L Y S I U M >-";"1991 Sanity";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Elysium";"OCS/ECS";"";"";"";"";"";"elysium 1 sanity"
"NoError, EmulTrap, ClearMem";"411531";"E\EndOfMaloy\EndOfMaloy.Slave";"End of Maloy ? 1990 The Silents.";"0";"EndOfMaloy";"End of Maloy";"1990 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EndOfMaloy";"OCS/ECS";"";"";"";"";"";"end of maloy the silents"
"NoError, EmulTrap, ClearMem";"1821735";"E\EndOfTheMisery\EndOfTheMisery.Slave";"End Of The Misery ? 1993 Sagazity";"0";"EndOfTheMisery";"End of the misery";"1993 Sagazity";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EndOfTheMisery";"OCS/ECS";"";"";"";"";"";"end of the misery sagazity"
"Disk, NoError, EmulTrap";"910990";"E\Enigma\Enigma.slave";"Enigma, 1991 Phenomena (1 disk).";"0";"Enigma";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Enigma";"OCS/ECS";"";"";"";"";"";"enigma phenomena"
"Disk, NoError, EmulTrap";"911720";"E\EnjoyTheSilents\EnjoyTheSilents.Slave";"Enjoy The Silents ? 1992 TSL - 1 disk";"0";"EnjoyTheSilents";"Enjoy the Silents";"1992 The Silents";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EnjoyTheSilents";"OCS/ECS";"";"";"";"";"";"enjoy the silents"
"NoError, EmulTrap, ClearMem";"920325";"E\Epilepsia\Epilepsia.Slave";"Epilepsia 1992 Amnesia.";"0";"Epilepsia";"Epilepsia";"1992 Amnesia";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Epilepsia";"OCS/ECS";"";"";"";"";"";"epilepsia amnesia"
"NoError, EmulTrap, ClearMem";"918413";"E\Epilepsia2\Epilepsia2.Slave";"Epilepsia 2 1992 Amnesia.";"0";"Epilepsia2";"Epilepsia 2";"1992 Amnesia";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Epilepsia2";"OCS/ECS";"";"";"";"";"";"epilepsia 2 amnesia"
"NoError, EmulTrap, ClearMem";"157685";"E\Erazorhead\Erazorhead.Slave";"Erazorhead ? 1991 Razor 1911.";"0";"Erazorhead";"Erazorhead";"1991 Razor 1911";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Erazorhead";"OCS/ECS";"";"";"";"";"";"erazorhead razor"
"NoError, EmulTrap, ClearMem";"923550";"E\Eroticon6\Eroticon6.Slave";"The Triple Breasted Whore of Eroticon6 ? 1991 LSD.";"0";"Eroticon6";"Triple Breasted Whore of Eroticon 6";"1991 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Eroticon6";"OCS/ECS";"";"";"";"";"";"eroticon 6 triple breasted whore of lsd"
"NoError, EmulTrap, ClearMem";"897643";"E\EssentialBeats3\EssentialBeats3.Slave";"Essential Beats Volume 3 ? 1994 Quote.";"0";"EssentialBeats3";"Essential Beats 3";"1994 Quote";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EssentialBeats3";"OCS/ECS";"";"";"";"";"";"essential beats 3 quote"
"NoError, EmulTrap, ClearMem";"920126";"E\EssentialClassics\EssentialClassics.Slave";"Essential Classics ? 1993 Nova.";"0";"EssentialClassics";"Essential Classics";"1993 Nova";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EssentialClassics";"OCS/ECS";"";"";"";"";"";"essential classics nova"
"NoError, EmulTrap, ClearMem";"950574";"E\EstprobalMastic\EstprobalMastic.Slave";"Estprobal Mastic ? 1992 Imagine.";"0";"EstprobalMastic";"Estprobal Mastic";"1992 Imagine";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EstprobalMastic";"OCS/ECS";"";"";"";"";"";"estprobal mastic imagine"
"NoError, EmulTrap";"921183";"E\Exage\Exage.Slave";"Exage ? 1990 Burning Independence.";"0";"Exage";"Exage";"1990 Burning Independence";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Exage";"OCS/ECS";"";"";"";"";"";"exage 1 burning independence"
"NoError, EmulTrap, ClearMem";"111554";"E\Experiment\Experiment.Slave";"Experiment ? 1991 Ram Jam.";"0";"Experiment";"Experiment";"1991 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Experiment";"OCS/ECS";"";"";"";"";"";"experiment ram jam"
"NoError, EmulTrap, ClearMem";"919109";"E\Expressions\Expressions.Slave";"Expressions ? 1989 Timecircle.";"0";"Expressions";"Expressions";"1989 Timecircle";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Expressions";"OCS/ECS";"";"";"";"";"";"expressions timecircle"
"NoError";"911565";"E\Extemporized\Extemporized.Slave";"Extemporized ? 1993 Digital - 1 disk";"0";"Extemporized";"Extemporized";"1993 Digital";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Extemporized";"OCS/ECS";"";"";"";"";"";"extemporized digital"
"Disk, NoError";"717619";"E\Extension\Extension.Slave";"";"0";"Extension";"Extension";"1993 Pygmy Projects";"454656";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Extension";"OCS/ECS";"";"";"";"";"";"extension pygmy projects"
"NoError, EmulTrap, ClearMem";"922417";"F\FaceAnotherDay\FaceAnotherDay.Slave";"Face Another Day ? 1991 Razor 1911.";"0";"FaceAnotherDay";"Face Another Day";"1991 Razor 1911";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FaceAnotherDay";"OCS/ECS";"";"";"";"";"";"face another day razor"
"NoError, EmulTrap, ClearMem";"920777";"F\FallingUp\FallingUp.Slave";"Falling Up ? 1992 Analog";"0";"FallingUp";"Falling Up";"1992 Analog";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FallingUp";"OCS/ECS";"";"";"";"";"";"falling up analog"
"Disk, NoError, EmulTrap";"1832417";"F\FantasticArt\FantasticArt.slave";"The Fantastic Art ? 1990 Crusaders.";"0";"FantasticArt";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FantasticArt";"OCS/ECS";"";"";"";"";"";"fantastic art"
"NoError, EmulTrap, ClearMem";"924101";"F\FantasticDream\FantasticDream.Slave";"Fantastic Dream ? 1994 Saints.";"0";"FantasticDream";"Fantastic Dream";"1994 Saints";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FantasticDream";"OCS/ECS";"";"";"";"";"";"fantastic dream saints"
"NoError, EmulTrap, ClearMem";"369276";"F\FantasticPixVol1\FantasticPixVol1.Slave";"Fantastic Pix Vol.1 ? 1990 Venom.";"0";"FantasticPixVol1";"Fantastic Pix Vol.1";"1990 Venom";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FantasticPixVol1";"OCS/ECS";"";"";"";"";"";"fantastic pix 1 venom"
"Disk, NoError, EmulTrap, ClearMem";"908508";"F\FasterThanHell\FasterThanHell.Slave";"Faster Than Hell ? 1992 W.F.M.H.";"0";"FasterThanHell";"Faster Than Hell";"1992 W.F.M.H.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FasterThanHell";"OCS/ECS";"";"";"";"";"";"faster than hell"
"NoError, EmulTrap, ClearMem";"2727490";"F\Finlandia\Finlandia.Slave";"Finlandia ? 1992 Dual Crew & Complex.";"0";"Finlandia";"Finlanda";"1992 Dual Crew&Complex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Finlandia";"OCS/ECS";"";"";"";"";"";"finlandia finlanda dual crew complex"
"NoError, EmulTrap";"920397";"F\FlowerPower\FlowerPower.Slave";"Flower Power ? 1992 Anarchy - 1 disk";"0";"FlowerPower";"Flower Power";"1992 Anarchy";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FlowerPower";"OCS/ECS";"";"";"";"";"";"flower power anarchy"
"NoError, EmulTrap, ClearMem";"276045";"F\FollowMe\FollowMe.Slave";"Follow Me ? 1990 Red Sector Inc.";"0";"FollowMe";"Follow Me";"1990 Red Sector Inc.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FollowMe";"OCS/ECS";"";"";"";"";"";"follow me red sector inc"
"NoError";"908428";"F\FoolsGold\FoolsGold.Slave";"Fools Gold ? 1991 Sanity.";"0";"FoolsGold";"Fools Gold";"1991 by Sanity";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FoolsGold";"OCS/ECS";"";"";"";"";"";"fools gold by sanity"
"Disk, NoError";"717373";"F\Forgotten\Forgotten.Slave";"Forgotten ? 1992 Mirage (1 disk)";"0";"Forgotten";"Forgotten";"1992 Mirage";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Forgotten";"OCS/ECS";"";"";"";"";"";"forgotten mirage"
"NoError, EmulTrap, ClearMem";"920636";"F\FractalTunes\FractalTunes.Slave";"Fractal Tunes ? 1991 Midnightsun.";"0";"FractalTunes";"Fractal Tunes";"1991 Midnightsun";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FractalTunes";"OCS/ECS";"";"";"";"";"";"fractal tunes midnightsun"
"NoError, EmulTrap, ClearMem";"416631";"F\FutureSynthetix\FutureSynthetix.Slave";"Future Synthetix ? 1990 Anthrox.";"0";"FutureSynthetix";"Future Synthetix";"1990 Anthrox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"FutureSynthetix";"OCS/ECS";"";"";"";"";"";"future synthetix anthrox"
"NoError, EmulTrap, ClearMem";"1819193";"G\GateToHell\GateToHell.Slave";"Gate to Hell ? 1993 Technology.";"0";"GateToHell";"Gate to Hell";"1993 Technology";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"GateToHell";"OCS/ECS";"";"";"";"";"";"gate to hell technology"
"NoError, EmulTrap, ClearMem";"812391";"G\Gathering91Slideshow\Gathering91Slideshow.Slave";"Gathering '91 Slideshow ? 1991 Rebels.";"0";"Gathering91Slideshow";"Gathering";"1991 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 91 slideshow rebels"
"NoError, EmulTrap, ClearMem";"741728";"G\Gathering93Slideshow\Gathering93Slideshow.Slave";"Gathering '93 Slideshow ? 1993 Majic 12.";"0";"Gathering93Slideshow";"Gathering ";"1993 Majic 12";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 1993 partyslides majic 12"
"NoError, ClearMem";"192638";"G\Gen4Demo\Gen4Demo.Slave";"Gen4 Demo ? 1990 Dragons.";"0";"Gen4Demo";"Gen4 Demo";"1990 Dragons";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Gen4";"OCS/ECS";"";"";"Demo";"";"";"gen 4d emo 4 demo dragons"
"NoError, EmulTrap, ClearMem";"926367";"G\GigaDemo3\GigaDemo3.Slave";"Gigademo 3 ? 1989 Triangle & The Gang.";"0";"GigaDemo3";"Gigademo 3";"1989 Triangle & The Gang";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Giga";"OCS/ECS";"";"";"Demo3";"";"";"giga demo 3 gigademo triangle the gang"
"NoError, EmulTrap, ClearMem";"723087";"G\GladiatorMusic\GladiatorMusic.Slave";"Gladiator Music ? 1990 Cryptoburners.";"0";"GladiatorMusic";"Gladiator Music";"1990 Cryptoburners";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"GladiatorMusic";"OCS/ECS";"";"";"";"";"";"gladiator music cryptoburners"
