"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError";"924147";"Q\QED\QED.Slave";"QED ? 1993 Talent.";"0";"QED";"QED";"1993 by Talent";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"QED";"OCS/ECS";"";"";"";"";"";"qed by talent"
"NoError, EmulTrap, ClearMem";"492185";"Q\QuickMusique\QuickMusique.Slave";"Quick Musique ? 1992 Oxygen.";"0";"QuickMusique";"Quick Musique";"1992 Oxygen";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"QuickMusique";"OCS/ECS";"";"";"";"";"";"quick musique oxygen"
"NoError, EmulTrap, ClearMem";"749167";"R\RainheartProject\RainheartProject.Slave";"Rainheart Project ? 1990 Bad Company.";"0";"RainheartProject";"Rainheart Project";"1990 Bad Company";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RainheartProject";"OCS/ECS";"";"";"";"";"";"rainheart project bad company"
"Disk, NoError";"915525";"R\Rampage\Rampage.Slave";"Rampage ? 1994 T.E.K. - 1 disk";"0";"Rampage";"Rampage";"1994 T.E.K";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Rampage";"OCS/ECS";"";"";"";"";"";"rampage"
"NoError, EmulTrap, ClearMem";"1821032";"R\RapIsCrap\RapIsCrap.Slave";"Rap is Crap ? 1991 Taipan.";"0";"RapIsCrap";"Rap is Crap";"1991 Taipan";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RapIsCrap";"OCS/ECS";"";"";"";"";"";"rap is crap taipan"
"Disk, NoError";"910799";"R\Raverance\Raverance.slave";"Raverance ? 1993 Cyclone (1 disk)";"0";"Raverance";"Raverance";"1993 Cyclone";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Raverance";"OCS/ECS";"";"";"";"";"";"raverance cyclone"
"NoError, EmulTrap, ClearMem";"213385";"R\RayOfHope\RayOfHope.Slave";"Ray Of Hope ? 1991 Majic 12";"0";"RayOfHope";"Ray Of Hope";"1991 Majic 12";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RayOfHope";"OCS/ECS";"";"";"";"";"";"ray of hope majic 12"
"Disk, NoError";"912285";"R\RayOfHope2\RayOfHope2.slave";"Ray Of Hope 2 ? 1992 Majic 12 (1 disk)";"0";"RayOfHope2";"Ray Of Hope 2";"1992 Majic 12";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RayOfHope2";"OCS/ECS";"";"";"";"";"";"ray of hope 2 majic 12"
"NoError, EmulTrap, ClearMem";"918672";"R\RaytracedDreams\RaytracedDreams.Slave";"Orgasm ? 1993 Old Bulls.";"0";"RaytracedDreams";"Raytraced Dreams";"1993 Old Bulls";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RaytracedDreams";"OCS/ECS";"";"";"";"";"";"raytraced dreams old bulls"
"NoError, EmulTrap, ClearMem";"1652899";"R\RealEmpathy\RealEmpathy.Slave";"Real Empathy ? 1991 Virtual.";"0";"RealEmpathy";"Real Empathy";"1991 Virtual";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RealEmpathy";"OCS/ECS";"";"";"";"";"";"real empathy virtual"
"Disk, NoError, EmulTrap";"908600";"R\Reflex\Reflex.slave";":";"0";"Reflex";"Reflex";"1992 Liquid";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Reflex";"OCS/ECS";"";"";"";"";"";"reflex liquid"
"NoError, EmulTrap, ClearMem";"926067";"R\Revenge\Revenge.Slave";"Revenge ? 1990 Fraxion.";"0";"Revenge";"Revenge";"1990 Fraxion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Revenge";"OCS/ECS";"";"";"";"";"";"revenge fraxion"
"NoError, EmulTrap, ClearMem";"920640";"R\Revolutions\Revolutions.Slave";"Revolutions ? 1990 Amaze.";"0";"Revolutions";"Revolutions";"1990 Amaze";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Revolutions";"OCS/ECS";"";"";"";"";"";"revolutions amaze"
"NoError, EmulTrap, ClearMem";"918250";"R\RhythmDevice\RhythmDevice.Slave";"Rhythm Device ? 1993 Energy.";"0";"RhythmDevice";"Rhythm Device";"1993 Energy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RhythmDevice";"OCS/ECS";"";"";"";"";"";"rhythm device energy"
"NoError, EmulTrap, ClearMem";"1821499";"R\RhythmNation\RhythmNation.Slave";"Rhythm Nation ? 1992 The Lost Boys.";"0";"RhythmNation";"Rhythm Nation";"1992 The Lost Boys";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RhythmNation";"OCS/ECS";"";"";"";"";"";"rhythm nation the lost boys"
"NoError, ClearMem";"922038";"R\RinkADink\RinkADink.Slave";"Rink A Dink ? 1993 Lemon. (1 disk)";"0";"RinkADink";"Rink A Dink";"1993 Lemon.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RinkADink";"OCS/ECS";"";"";"";"";"";"rink adink dink lemon"
"NoError, EmulTrap, ClearMem";"920543";"R\RinkADinkRedux\RinkADinkRedux.Slave";"Rink a Dink: REDUX ? 2013 Lemon.";"0";"RinkADinkRedux";"Rink a Dink: REDUX";"2013 Lemon.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"RinkADinkRedux";"OCS/ECS";"";"";"";"";"";"rink adink redux dink lemon"
"Disk, NoError, EmulTrap, Req68020";"902776";"R\Roots2\Roots2.Slave";"Roots 2 ? 1994 Sanity.";"0";"Roots2";"Roots 2.0";"1994 Sanity";"983040";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Roots2";"OCS/ECS";"";"";"";"";"";"roots v20 sanity"
"NoError, EmulTrap, ClearMem";"136968";"R\Route66\Route66.Slave";"Route 66 ? 1990 D-Mob.";"0";"Route66";"Route 66";"1990 D-Mob";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Route66";"OCS/ECS";"";"";"";"";"";"route 66 mob"
"NoError, NoDivZero";"124918";"S\SAGA\SAGA.Slave";"S ? 1994 Skarla";"0";"SAGA";"Skarla ";"1994 Skarla";"1626112";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"S";"AGA";"";"";"";"";"";"s skarla"
"NoError, EmulTrap, ClearMem";"915731";"S\SaneSounds\SaneSounds.slave";"Sane Sounds ? 1989 Academy.";"0";"SaneSounds";"Sane Sounds";"1989 Academy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SaneSounds";"OCS/ECS";"";"";"";"";"";"sane sounds academy"
"NoError, EmulTrap, ClearMem";"196475";"S\Screwballs\Screwballs.Slave";"Screwballs ? 1990 Phenomena.";"0";"Screwballs";"Screwballs (aka Corkscew)";"1990 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Screwballs";"OCS/ECS";"";"";"";"";"";"screwballs aka corkscew phenomena"
"NoError, EmulTrap, ClearMem";"723569";"S\SCRMusax2\SCRMusax2.Slave";"SCR Musax 2 1991 Scrapers.";"0";"SCRMusax2";"SCR Musax 2";"1991 Scrapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SCRMusax2";"OCS/ECS";"";"";"";"";"";"scrmusax 2 scr musax scrapers"
"NoError, EmulTrap, ClearMem";"749836";"S\SeeingIsBelieving\SeeingIsBelieving.slave";"Seeing is Believing ? 1991 Anarchy.";"0";"SeeingIsBelieving";"Seeing is Believing";"1991 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SeeingIsBelieving";"OCS/ECS";"";"";"";"";"";"seeing is believing anarchy"
"NoError, EmulTrap, ClearMem";"924741";"S\Semi93Invitation\Semi93Invitation.Slave";"Semi '93 Invitation ? 1993 Manitou.";"0";"Semi93Invitation";"Semi";"1993 Manitou";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Semi93Invitation";"OCS/ECS";"";"";"";"";"";"semi 93 invitation manitou"
"NoError, EmulTrap, ClearMem";"160339";"S\Sensenmann\Sensenmann.Slave";"Sensenmann ? 1989 United Forces.";"0";"Sensenmann";"Sensenmann";"1989 United Forces";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sensenmann";"OCS/ECS";"";"";"";"";"";"sensenmann united forces"
"Disk, NoError";"909906";"S\Sequential\Sequential.slave";"";"1024";"Sequential";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sequential";"OCS/ECS";"";"";"";"";"";"sequential"
"NoError";"1423286";"S\SevenSeas\SevenSeas.Slave";"Seven Seas ? 1994 Andromeda - 2 disks";"0";"SevenSeas";"Seven Seas";"1994 Andromeda";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SevenSeas";"OCS/ECS";"";"";"";"";"";"seven seas andromeda"
"Disk, NoError, EmulTrap";"471432";"S\SevenSins\SevenSins.Slave";"Seven Sins, ?1989 Scoopex";"0";"SevenSins";"- Scoopex / Seven Sins -";"1991 Scoopex";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SevenSins";"OCS/ECS";"";"";"";"";"";"seven sins scoopex"
"NoError, Req68020";"840247";"S\Sexvens\Sexvens.slave";"";"0";"Sexvens";"SexVens";"198? *unknown*";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sexvens";"OCS/ECS";"";"";"";"";"";"sexvens 198 unknown"
"NoError";"1814777";"S\ShedTears\ShedTears.Slave";"Shed Tears ? 1993 Ozone - 2 disks";"0";"ShedTears";"Shed Tears";"1993 Ozone";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ShedTears";"OCS/ECS";"";"";"";"";"";"shed tears ozone"
"NoError, EmulTrap, ClearMem";"434281";"S\Simpsons\Simpsons.Slave";"The Simpsons ? 1991 Decay.";"0";"Simpsons";"The Simpsons";"1991 Decay";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Simpsons";"OCS/ECS";"";"";"";"";"";"simpsons the decay"
"NoError, NoDivZero";"124317";"S\SkarlaS\S.Slave";"S ? 1994 Skarla";"0";"SkarlaS";"Skarla ";"1994 Skarla";"1626112";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SkarlaS";"OCS/ECS";"";"";"";"";"";"s skarla"
"NoError, EmulTrap, ClearMem";"898643";"S\Smau92MusicDisk\Smau92MusicDisk.Slave";"Smau 92 Music Disk ? 1992 Nightfall.";"0";"Smau92MusicDisk";"Smau 92 Music Disk";"1992 Nightfall";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Smau92MusicDisk";"OCS/ECS";"";"";"";"";"";"smau 92 music disk nightfall"
"NoError, EmulTrap, ClearMem";"166899";"S\Snap\Snap.slave";"Snap! ? 1991 Rebels.";"0";"Snap";"Snap!";"1991 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Snap";"OCS/ECS";"";"";"";"";"";"snap rebels"
"NoError, EmulTrap, ClearMem";"348377";"S\SOFTMovie\SOFTMovie.Slave";"S.O.F.T. Movie ? 1993 Genocide.";"0";"SOFTMovie";"S.O.F.T. Movie";"1993 Genocide";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SOFTMovie";"OCS/ECS";"";"";"";"";"";"soft movie genocide"
"NoError";"917171";"S\Software\Software.Slave";"Software ? 1992 W.F.M.H.";"0";"Software";"Software";"1992 by W.F.M.H.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Software";"OCS/ECS";"";"";"";"";"";"software world federation of mad hackers"
"NoError, EmulTrap, ClearMem";"1821754";"S\SongsOfInfinity\SongsOfInfinity.Slave";"Songs of Infinity ? 1994 Pointless.";"0";"SongsOfInfinity";"Songs of Infinity";"1994 Pointless";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SongsOfInfinity";"OCS/ECS";"";"";"";"";"";"songs of infinity pointless"
"NoError, EmulTrap";"915646";"S\SonicalFantasia\SonicalFantasia.Slave";"Sonical Fantasia ? 1993 Equinox.";"0";"SonicalFantasia";"Sonical Fantasia";"1993 Equinox";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SonicalFantasia";"OCS/ECS";"";"";"";"";"";"sonical fantasia equinox"
"NoError, EmulTrap";"2754931";"S\SonicAttack\SonicAttack.Slave";"Sonic Attack ? 1994 Dual Crew/Shining - 4 disks";"0";"SonicAttack";"Sonic Attack";"1994 Dual Crew / Shining";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SonicAttack";"OCS/ECS";"";"";"";"";"";"sonic attack dual crew shining"
"NoError, ClearMem";"754389";"S\SOS\SOS.Slave";"S.O.S. ? 1992 Melon Dezign";"0";"SOS";"S.O.S. (Smell Of Shit)";"1992 Melon Dezign";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SOS";"OCS/ECS";"";"";"";"";"";"sos smell of shit melon dezign"
"Disk, NoError, EmulTrap";"916043";"S\SoundDemo\SoundDemo.slave";"Thalion Sound Demo ? 1989 Thalion";"0";"SoundDemo";"Thalion Sound Demo";"1989 Thalion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sound";"OCS/ECS";"";"";"Demo";"";"";"sound demo thalion"
"NoError, EmulTrap, ClearMem";"919322";"S\SoundAndVision\SoundAndVision.Slave";"Sound and Vision ? 1990 Rebels.";"0";"SoundAndVision";"Sound & Vision";"1990 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundAndVision";"OCS/ECS";"";"";"";"";"";"sound and vision rebels"
"NoError, EmulTrap, ClearMem";"920492";"S\SoundAtaxVol1\SoundAtaxVol1.Slave";"Sound Atax Vol. 1 ? 1989 Magnetic Fields.";"0";"SoundAtaxVol1";"Sound Atax Vol. 1";"1989 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundAtaxVol1";"OCS/ECS";"";"";"";"";"";"sound atax vol 1 magnetic fields"
"NoError, EmulTrap, ClearMem";"920546";"S\SoundAtaxVol2\SoundAtaxVol2.Slave";"Sound Atax Vol. 2 ? 1989 Magnetic Fields.";"0";"SoundAtaxVol2";"Sound Atax Vol. 2";"1989 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundAtaxVol2";"OCS/ECS";"";"";"";"";"";"sound atax vol 2 magnetic fields"
"NoError, EmulTrap, ClearMem";"921965";"S\SoundAtaxVol3\SoundAtaxVol3.Slave";"Sound Atax Vol. 3 ? 1990 Magnetic Fields.";"0";"SoundAtaxVol3";"Sound Atax Vol. 3";"1990 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundAtaxVol3";"OCS/ECS";"";"";"";"";"";"sound atax vol 3 magnetic fields"
"NoError, EmulTrap";"1816560";"S\SoundBarrier\SoundBarrier.Slave";"Sound Barrier ? 1993 Balance - 2 disks";"0";"SoundBarrier";"Sound Barrier";"1993 Balance";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundBarrier";"OCS/ECS";"";"";"";"";"";"sound barrier balance"
"NoError, EmulTrap, ClearMem";"681490";"S\SoundDeLight\SoundDeLight.Slave";"Sound De Light ? 1989 Software of Sweden.";"0";"SoundDeLight";"Sound De Light";"1989 Software of Sweden";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundDeLight";"OCS/ECS";"";"";"";"";"";"sound de light software of sweden"
"NoError, EmulTrap, ClearMem";"919702";"S\SoundDemoSyndicate\SoundDemoSyndicate.Slave";"Sounddemo ? 1994 Syndicate.";"0";"SoundDemoSyndicate";"Sounddemo";"1994 Syndicate";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundDemoSyndicate";"OCS/ECS";"";"";"";"";"";"sound demo syndicate sounddemo"
"NoError, EmulTrap, ClearMem";"925576";"S\SoundDisk\SoundDisk.Slave";"Sound Disk ? 1990 Zenith.";"0";"SoundDisk";"Sound Disk";"1990 Zenith";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundDisk";"OCS/ECS";"";"";"";"";"";"sound disk zenith"
"NoError, ClearMem";"918403";"S\SoundDisk1\SoundDisk1.Slave";"Sound Disk 1 ? 1988 Mygon.";"0";"SoundDisk1";"Sound Disk 1";"1988 Mygon";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundDisk1";"OCS/ECS";"";"";"";"";"";"sound disk 1 mygon"
"NoError, ClearMem";"918421";"S\SoundDisk2\SoundDisk2.Slave";"Sound Disk 2 ? 1988 Mygon.";"0";"SoundDisk2";"Sound Disk 2";"1988 Mygon";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundDisk2";"OCS/ECS";"";"";"";"";"";"sound disk 2 mygon"
"NoError, EmulTrap, ClearMem";"737475";"S\SounddiskPossessed\SounddiskPossessed.Slave";"Sounddisk ? 1991 Possessed.";"0";"SounddiskPossessed";"Sounddisk";"1991 Possessed";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SounddiskPossessed";"OCS/ECS";"";"";"";"";"";"sounddisk possessed"
"NoError, EmulTrap, ClearMem";"846230";"S\SoundEngine\SoundEngine.Slave";"Sound Engine ? 1990 Absence.";"0";"SoundEngine";"Sound Engine";"1990 Absence";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundEngine";"OCS/ECS";"";"";"";"";"";"sound engine absence"
"NoError, EmulTrap, ClearMem";"924423";"S\SoundEngine2\SoundEngine2.Slave";"Sound Engine 2 ? 1990 Absence.";"0";"SoundEngine2";"Sound Engine 2";"1990 Absence";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundEngine2";"OCS/ECS";"";"";"";"";"";"sound engine 2 absence"
"NoError, EmulTrap, ClearMem";"918780";"S\SoundMania2Pussy\SoundMania2Pussy.Slave";"Sound Mania 2 ? 1990 Pussy.";"0";"SoundMania2Pussy";"Sound Mania 2";"1990 Pussy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundMania2Pussy";"OCS/ECS";"";"";"";"";"";"sound mania 2 pussy"
"NoError, ClearMem";"923287";"S\SoundOfSilents\SoundOfSilents.Slave";"Sound of Silents ? 1990 The Silents";"0";"SoundOfSilents";"Sound of Silents";"1990 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundOfSilents";"OCS/ECS";"";"";"";"";"";"sound of silents the"
"NoError, EmulTrap, ClearMem";"582698";"S\SoundQuest1\SoundQuest1.Slave";"Sound Quest 1 ? 1988 Quest.";"0";"SoundQuest1";"Sound Quest 1";"1988 Quest";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundQuest1";"OCS/ECS";"";"";"";"";"";"sound quest 1"
"NoError, EmulTrap, ClearMem";"785572";"S\SoundQuest2\SoundQuest2.Slave";"Sound Quest 2 ? 1988 Quest.";"0";"SoundQuest2";"Sound Quest 2";"1988 Quest";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundQuest2";"OCS/ECS";"";"";"";"";"";"sound quest 2 quest"
"NoError, EmulTrap, ClearMem";"861851";"S\Soundrevolution6\Soundrevolution6.Slave";"Soundrevolution 6 ? 1990 Celtic.";"0";"Soundrevolution6";"Soundrevolution 6";"1990 Celtic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Soundrevolution6";"OCS/ECS";"";"";"";"";"";"soundrevolution 6 celtic"
"Disk, NoError, EmulTrap";"914724";"S\SoundsOfGnome\SoundsOfGnome.slave";"";"0";"SoundsOfGnome";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundsOfGnome";"OCS/ECS";"";"";"";"";"";"sounds of gnome"
"NoError, EmulTrap, ClearMem";"511543";"S\SoundtrackerInjury2\SoundtrackerInjury2.Slave";"Soundtracker Injury 2 ? 1989 Electronic Artists.";"0";"SoundtrackerInjury2";"Soundtracker Injury 2";"1989 Electronic Artists";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundtrackerInjury2";"OCS/ECS";"";"";"";"";"";"soundtracker injury 2 electronic artists"
"NoError, EmulTrap, ClearMem";"540348";"S\SoundtrackerInjury3\SoundtrackerInjury3.Slave";"Soundtracker Injury 3 ? 1989 Electronic Artists.";"0";"SoundtrackerInjury3";"Soundtracker Injury 3";"1989 Electronic Artists";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundtrackerInjury3";"OCS/ECS";"";"";"";"";"";"soundtracker injury 3 electronic artists"
"NoError, EmulTrap, ClearMem";"840447";"S\Soundtrip\Soundtrip.Slave";"Soundtrip ? 1991 Shadows.";"0";"Soundtrip";"Soundtrip";"1991 Shadows";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Soundtrip";"OCS/ECS";"";"";"";"";"";"soundtrip shadows"
"Disk, NoError";"909829";"S\SoundVision\SoundVision.Slave";"Sound Vision ? 1992 Reflect.";"0";"SoundVision";"Sound Vision";"1992 Reflect";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SoundVision";"OCS/ECS";"";"";"";"";"";"sound vision reflect"
"NoError, EmulTrap, ClearMem";"610429";"S\SozzledSomersault\SozzledSomersault.Slave";"Sozzled Somersault ? 1993 The Silents.";"0";"SozzledSomersault";"Sozzled Somersault";"1993 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SozzledSomersault";"OCS/ECS";"";"";"";"";"";"sozzled somersault the silents"
"NoError, EmulTrap, ClearMem";"922089";"S\SpacedOutVol1\SpacedOutVol1.Slave";"Spaced Out Vol. 1 ? 1991 Magnetic Fields.";"0";"SpacedOutVol1";"Spaced Out Vol. 1";"1991 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SpacedOutVol1";"OCS/ECS";"";"";"";"";"";"spaced out vol 1 magnetic fields"
"NoError, EmulTrap, ClearMem";"922157";"S\SpacedOutVol2\SpacedOutVol2.Slave";"Spaced Out Vol. 2 ? 1991 Magnetic Fields.";"0";"SpacedOutVol2";"Spaced Out Vol. 2";"1991 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SpacedOutVol2";"OCS/ECS";"";"";"";"";"";"spaced out vol 2 magnetic fields"
"NoError, EmulTrap, ClearMem";"125548";"S\Spaceship\Spaceship.Slave";"Spaceship ? 1988 Doctor Mabuse Orgasm Crackings.";"0";"Spaceship";"Spaceship";"1988 Doctor Mabuse Orgasm Crackings";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Spaceship";"OCS/ECS";"";"";"";"";"";"spaceship doctor mabuse orgasm crackings"
"Disk, NoError, EmulTrap";"912780";"S\Spasmolytic\Spasmolytic.slave";"Spasmolytic ? 199? Spaceballs.";"0";"Spasmolytic";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Spasmolytic";"OCS/ECS";"";"";"";"";"";"spasmolytic"
"NoError, EmulTrap, ClearMem";"196895";"S\Spellcheck\Spellcheck.Slave";"Spellcheck ? 1991 Andromeda.";"0";"Spellcheck";"Spellcheck";"1991 Andromeda";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Spellcheck";"OCS/ECS";"";"";"";"";"";"spellcheck andromeda"
"NoError, EmulTrap, ClearMem";"920208";"S\SphericalDreams\SphericalDreams.Slave";"Tuneshow IV - Spherical Dreams";"0";"SphericalDreams";"Tuneshow IV - Spherical Dreams";"1990 The Acoustic Revolution";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SphericalDreams";"OCS/ECS";"";"";"";"";"";"spherical dreams tuneshow 4 the acoustic revolution"
"NoError, EmulTrap, ClearMem";"2724598";"S\Sploosh\Sploosh.Slave";"Sploosh ? 1993 Anthrox.";"0";"Sploosh";"Sploosh";"1993 Anthrox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sploosh";"OCS/ECS";"";"";"";"";"";"sploosh anthrox"
"NoError, EmulTrap, ClearMem";"1821281";"S\Sploosh15Pond\Sploosh15Pond.Slave";"Sploosh 1.5 - Pond ? 1994 Anthrox.";"0";"Sploosh15Pond";"Sploosh 1.5 - Pond";"1994 Anthrox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sploosh15Pond";"OCS/ECS";"";"";"";"";"";"sploosh 15 pond 1 5 anthrox"
