"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError";"1814809";"M\MusicDisk4\MusicDisk4.Slave";"MusicDisk 4 ? 1990 D-Mob.";"0";"MusicDisk4";"MusicDisk 4";"1990 D-Mob";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk4";"OCS/ECS";"";"";"";"";"musicdisk iv d mob";"Exact";"100";"Pouet";"";"";"D-Mob";"m\musicdisk-iv-d-mob";"musicdisk";"";"http://content.pouet.net/files/screenshots/00051/00051731.png";"1991";"Musicdisk IV";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51731";"musicdisk 4 musicdisk4 d mob musicdiskivdmob"
"NoError, EmulTrap, ClearMem";"745841";"M\MusicDisk6RamJam\MusicDisk6RamJam.Slave";"Music Disk 6 ? 1992 Ram Jam.";"0";"MusicDisk6RamJam";"Megademo";"1992 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk6RamJam";"OCS/ECS";"";"";"";"";"music disk 6 ram jam megademo";"Best";"3,243752";"Pouet";"";"";"Ram Jam";"m\music-disk-6-ram-jam";"musicdisk";"";"http://content.pouet.net/files/screenshots/00061/00061934.png";"1992";"Music Disk 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61934";"music disk 6 musicdisk6 ram jam musicdisk6ramjam"
"NoError, EmulTrap, EmulPriv, Examine";"1084622";"M\MusicDiskActionForce\MusicDiskActionForce.Slave";"Music Disk 1989 Action Force.";"0";"MusicDiskActionForce";"Music Disk";"1989 Action Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskActionForce";"OCS/ECS";"";"";"";"";"music disk action force";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Action Force";;"Musicdisk";"";;"5/89";"Musicdisk";;;"musicdisk musicdisk action force musicdiskactionforce"
"NoError, EmulTrap, ClearMem";"510678";"M\MusicDiskArmada&It\MusicDiskArmada&It.Slave";"Music Disk ? 1989 Armada & It.";"0";"MusicDiskArmada&It";"Music Disk";"1989 Armada & It";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskArmada&";"OCS/ECS";"It";"";"";"";"walkman othon musicdisk armada it";"Exact";"100";"Pouet";"";"";"Armada,IT";"w\walkman-othon-musicdisk-armada-it";"musicdisk";"";"http://content.pouet.net/files/screenshots/00011/00011203.png";"n/a";"Walkman & Othon Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11203";"walkman othon musicdisk walkmanothonmusicdisk armada it walkmanothonmusicdiskarmadait"
"NoError, EmulTrap, ClearMem";"919716";"M\MusicDiskDexion\MusicDiskDexion.Slave";"Music Disk ? 1989 Dexion.";"0";"MusicDiskDexion";"Music Disk";"Dexion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskDexion";"OCS/ECS";"";"";"";"";"music disk dexion";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Dexion";;"Musicdisk";"Bamiga  Copy Party 89";;"";"Music Disk";;;"music disk musicdisk dexion musicdiskdexion"
"NoError, ClearMem";"362166";"M\MusicDiskDreamscape\MusicDiskDreamscape.Slave";"Music Disk ? 1992 Dreamscape.";"0";"MusicDiskDreamscape";"Music Disk";"1992 Dreamscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskDreamscape";"OCS/ECS";"";"";"";"";"music disk dreamscape";"Exact";"100";"Pouet";"";"";"Dreamscape";"m\music-disk-dreamscape";"musicdisk";"";"http://content.pouet.net/files/screenshots/00067/00067492.png";"1992";"Music Disk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67492";"music disk musicdisk dreamscape musicdiskdreamscape"
"NoError, EmulTrap, ClearMem";"925306";"M\MusicDiskThrust\MusicDiskThrust.Slave";"Music Disk ? 1988 Thrust.";"0";"MusicDiskThrust";"Music Disk";"1988 Thrust";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskThrust";"OCS/ECS";"";"";"";"";"music disk thrust";"Best";"2,62881";"Pouet";"";"";"thrust";"m\music-pack-1-thrust";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018968.jpg";"october 1988";"Music pack 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18968";"music pack 1 musicpack1 thrust musicpack1thrust"
"NoError, EmulTrap, ClearMem";"908156";"M\MusicDream1\MusicDream1.Slave";"Music Dream ? 1991 Phenomena";"0";"MusicDream1";"Music Dream";"1991 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDream1";"OCS/ECS";"";"";"";"";"music dream 1 phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"91";"Music Dream 1";;;"music dream 1 musicdream1 phenomena musicdream1phenomena"
"NoError, EmulTrap, ClearMem";"908317";"M\MusicDream2\MusicDream2.Slave";"Music Dream 2 ? 1991 Phenomena";"0";"MusicDream2";"Music Dream 2";"1991 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDream2";"OCS/ECS";"";"";"";"";"music dream 2 phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"";"Music Dream 2";;;"music dream 2 musicdream2 phenomena musicdream2phenomena"
"NoError, EmulTrap, ClearMem";"1361489";"M\MusicForFools\MusicForFools.Slave";"Music for Fools ? 1992 Ghost.";"0";"MusicForFools";"Music for Fools";"1992 Ghost";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicForFools";"OCS/ECS";"";"";"";"";"music for fools ghost";"Exact";"100";"Pouet";"";"";"Ghost";"m\music-for-fools-ghost";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018084.png";"n/a";"Music for fools";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18084";"music for fools musicforfools ghost musicforfoolsghost"
"NoError, EmulTrap, ClearMem";"925464";"M\Musicland\Musicland.Slave";"Musicland ? 1993 Brainstorm.";"0";"Musicland";"Musicland";"1993 Brainstorm";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musicland";"OCS/ECS";"";"";"";"";"musicland brainstorm";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Brainstorm";;"Musicdisk";"";;"1/93";"Musicland";;;"musicland musicland brainstorm musiclandbrainstorm"
"NoError, EmulTrap, ClearMem";"925709";"M\Musicland2\Musicland2.slave";"Musicland 2 ? 1993 Brainstorm.";"0";"Musicland2";"Musicland 2";"1993 Brainstorm";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musicland2";"OCS/ECS";"";"";"";"";"musicland 2 brainstorm";"Exact";"100";"Pouet";"";"";"Brainstorm";"m\musicland-2-brainstorm";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009140.gif";"may 1993";"Musicland 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9140";"musicland 2 musicland2 brainstorm musicland2brainstorm"
"NoError, EmulTrap, ClearMem";"920925";"M\MusicMadness\MusicMadness.Slave";"Music Madness ? 1989 Ipec Elite.";"0";"MusicMadness";"Music Madness";"1989 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicMadness";"OCS/ECS";"";"";"";"";"music madness ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"m\music-madness-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049787.png";"n/a";"Music Madness";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49787";"music madness musicmadness ipec elite musicmadnessipecelite"
"NoError, EmulTrap, ClearMem";"921513";"M\MusicMadness2\MusicMadness2.Slave";"Music Madness 2 ? 1990 Ipec Elite.";"0";"MusicMadness2";"Music Madness 2";"1990 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicMadness2";"OCS/ECS";"";"";"";"";"music madness 2 ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"m\music-madness-2-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049793.png";"n/a";"Music Madness 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49793";"music madness 2 musicmadness2 ipec elite musicmadness2ipecelite"
"NoError, EmulTrap, ClearMem";"526696";"M\MusicMegaDemo2\MusicMegaDemo2.Slave";"Music Megademo 2 ? 1993 Ghostbusters.";"0";"MusicMegaDemo2";"Music Megademo 2";"1993 Ghostbusters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicMega";"OCS/ECS";"";"";"Demo2";"";"music megademo 2 ghostbusters";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Ghostbusters";;"Musicdisk";"";;"";"Music Megademo 2";;;"music megademo 2 musicmegademo2 ghostbusters musicmegademo2ghostbusters"
"NoError, EmulTrap";"923452";"M\MusicParty1990\MusicParty1990.Slave";"Music Party 1990 ? 1990 Cryptoburners.";"0";"MusicParty1990";"Music Party 1990";"1990 Cryptoburners";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicParty1990";"OCS/ECS";"";"";"";"";"music party 1990 cryptoburners";"Exact";"100";"Pouet";"";"";"Cryptoburners";"m\music-party-1990-cryptoburners";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009162.png";"january 1990";"Music party 1990";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9162";"music party 1990 musicparty1990 cryptoburners musicparty1990cryptoburners"
"NoError, ClearMem";"917813";"M\MusicRip2\MusicRip2.Slave";"Music Rip 2 ? 1989 Silicon League";"0";"MusicRip2";"Music Rip #2";"1989 Silicon League";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicRip2";"OCS/ECS";"";"";"";"";"music rip 2 silicon league";"Exact";"100";"Pouet";"";"";"Silicon League";"m\music-rip-2-silicon-league";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012616.gif";"january 1989";"Music Rip #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12616";"music rip #2 musicrip#2 silicon league musicrip2siliconleague"
"NoError, ClearMem";"917486";"M\MusicRip3\MusicRip3.Slave";"Music Rip 3 ? 1989 Spreadpoint";"0";"MusicRip3";"Music Rip #3";"1989 Spreadpoint";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicRip3";"OCS/ECS";"";"";"";"";"music rip 3 spreadpoint";"Exact";"100";"Pouet";"";"";"Spreadpoint";"m\music-rip3-spreadpoint";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019079.png";"n/a";"Music Rip3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19079";"music rip 3 musicrip3 spreadpoint musicrip3spreadpoint"
"NoError, EmulTrap, ClearMem";"920335";"M\Musics3\Musics3.Slave";"Musics 3 ? 1990 Enemies.";"0";"Musics3";"Musics 3";"1990 Enemies";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musics3";"OCS/ECS";"";"";"";"";"musics 3 enemies";"Best";"4,080304";"Pouet";"";"";"The Enemies";"t\the-enemies-musics-iii-the-enemies";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031295.png";"1990";"The enemies musics III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31295";"the enemies musics 3 theenemiesmusics3 the enemies theenemiesmusicsiiitheenemies"
"NoError, EmulTrap, ClearMem";"211678";"M\MusicWithAMessage\MusicWithAMessage.Slave";"Music With A Message ? 1990 Magnetic Fields.";"0";"MusicWithAMessage";"Music With A Message";"1990 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicWithAMessage";"OCS/ECS";"";"";"";"";"music with a message magnetic fields";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Magnetic Fields";;"Intro";"";;"5/91";"Music With a Message";;;"music with a message musicwithamessage magnetic fields musicwithamessagemagneticfields"
"NoError, EmulTrap, ClearMem";"836567";"M\MuzakCompacting1\MuzakCompacting1.Slave";"Muzak Compacting 1 ? 1989 Mindwarp.";"0";"MuzakCompacting1";"Muzak Compacting 1";"1989 Mindwarp";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MuzakCompacting1";"OCS/ECS";"";"";"";"";"muzak compacting 1 mindwarp";"Best";"4,846715";"Pouet";"";"";"Alpha Flight 1970,Mindwarp";"m\muzak-compacting-1-alpha-flight-1970-mindwarp";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019116.jpg";"march 1989";"Muzak compacting 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19116";"muzak compacting 1 muzakcompacting1 alpha flight 1970 mindwarp muzakcompacting1alphaflight1970mindwarp"
"NoError, EmulTrap, ClearMem";"920715";"M\MuzaksDisk1\MuzaksDisk1.Slave";"Muzaks Disk 1 1990 Securitate.";"0";"MuzaksDisk1";"Muzaks Disk 1";"1990 Securitate";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MuzaksDisk1";"OCS/ECS";"";"";"";"";"muzaks disk 1 securitate";"Exact";"100";"Pouet";"";"";"Securitate";"m\muzaks-disk-1-securitate";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064114.png";"april 1990";"Muzaks Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64114";"muzaks disk 1 muzaksdisk1 securitate muzaksdisk1securitate"
"NoError, EmulTrap, ClearMem";"921374";"M\Muzzax1\Muzzax1.slave";"Muzzax 1 ? 1989 Byterapers.";"0";"Muzzax1";"Muzzax 1";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax1";"OCS/ECS";"";"";"";"";"muzzax 1 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-1-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049501.gif";"march 1989";"Muzzax 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49501";"muzzax 1 muzzax1 byterapers muzzax1byterapers"
"NoError, EmulTrap, ClearMem";"921442";"M\Muzzax2\Muzzax2.slave";"Muzzax 2 ? 1989 Byterapers.";"0";"Muzzax2";"Muzzax 2";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax2";"OCS/ECS";"";"";"";"";"muzzax 2 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-2-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049502.gif";"april 1989";"Muzzax 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49502";"muzzax 2 muzzax2 byterapers muzzax2byterapers"
"NoError, EmulTrap, ClearMem";"921743";"M\Muzzax3\Muzzax3.Slave";"Muzzax 3 ? 1989 Byterapers.";"0";"Muzzax3";"Muzzax 3";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax3";"OCS/ECS";"";"";"";"";"muzzax 3 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-3-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049503.gif";"1989";"Muzzax 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49503";"muzzax 3 muzzax3 byterapers muzzax3byterapers"
"NoError, EmulTrap, ClearMem";"922450";"M\Muzzax4\Muzzax4.Slave";"Muzzax 4 ? 1989 Byterapers.";"0";"Muzzax4";"Muzzax 4";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax4";"OCS/ECS";"";"";"";"";"muzzax 4 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-4-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049504.gif";"september 1989";"Muzzax 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49504";"muzzax 4 muzzax4 byterapers muzzax4byterapers"
"NoError, EmulTrap, ClearMem";"922505";"M\Muzzax5\Muzzax5.Slave";"Muzzax 5 ? 1989 Byterapers.";"0";"Muzzax5";"Muzzax 5";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax5";"OCS/ECS";"";"";"";"";"muzzax 5 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-5-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049505.gif";"1989";"Muzzax 5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49505";"muzzax 5 muzzax5 byterapers muzzax5byterapers"
"NoError, EmulTrap, ClearMem";"921017";"M\Muzzax6\Muzzax6.Slave";"Muzzax 6 ? 1989 Byterapers.";"0";"Muzzax6";"Muzzax 6";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax6";"OCS/ECS";"";"";"";"";"muzzax 6 byterapers";"Exact";"100";"Pouet";"";"";"Byterapers";"m\muzzax-6-byterapers";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049506.gif";"1989";"Muzzax 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49506";"muzzax 6 muzzax6 byterapers muzzax6byterapers"
"NoError, EmulTrap, ClearMem";"920777";"M\Muzzax7\Muzzax7.Slave";"Muzzax 7 ? 1989 Byterapers.";"0";"Muzzax7";"Muzzax 7 - Turtle";"1990 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax7";"OCS/ECS";"";"";"";"";"muzzax 7 turtle byterapers";"Best";"2,53403";"Pouet";"";"";"Byterapers";"m\muzzax-7-byterapers";"demo";"";"http://content.pouet.net/files/screenshots/00003/00003425.gif";"december 1990";"Muzzax 7";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3425";"muzzax 7 muzzax7 byterapers muzzax7byterapers"
"NoError, EmulPriv, Examine";"221105";"M\MyRoom\MyRoom.Slave";"My Room (c) 1989 Celebrandil/Fairlight. You can";"0";"MyRoom";"My Room";"1989 Celebrandil/Fairlight";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MyRoom";"OCS/ECS";"";"";"";"";"my room celebrandil fairlight";"Best";"2,537569";"Pouet";"amiga demo";"1st";"Fairlight";"m\my-room-fairlight";"demo";"Phenomena and Censor Party 1990";"http://content.pouet.net/files/screenshots/00001/00001335.gif";"january 1990";"My Room";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=1335";"my room myroom fairlight myroomfairlight"
"NoError, EmulTrap, ClearMem";"710531";"N\NegativeFX\NegativeFX.Slave";"Negative FX ? 2014 Reality.";"0";"NegativeFX";"Negative FX";"2014 Reality";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"NegativeFX";"OCS/ECS";"";"";"";"";"negative fx reality";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Reality";;"Demo";"Datastorm 2014";;"";"Negative FX";;;"negative fx negativefx reality negativefxreality"
"Disk, NoError, EmulTrap";"915844";"N\NeuralAssault\NeuralAssault.Slave";"Neural Assault by Rage (c) 1993 - 1 disk.";"0";"NeuralAssault";"Neural Assault";"1993 Rage";"1040384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"NeuralAssault";"OCS/ECS";"";"";"";"";"neural assault rage";"Exact";"100";"Pouet";"amiga demo";"1st";"Rage";"n\neural-assault-rage";"demo";"ECC 1993";"http://content.pouet.net/files/screenshots/00003/00003603.jpg";"august 1993";"Neural Assault";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3603";"neural assault neuralassault rage neuralassaultrage"
"NoError, EmulTrap, ClearMem";"852325";"N\NewAge\NewAge.Slave";"New Age ? 1993 Ram Jam.";"0";"NewAge";"New Age";"1993 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"NewAge";"OCS/ECS";"";"";"";"";"new age ram jam";"Exact";"100";"Pouet";"";"";"Ram Jam";"n\new-age-ram-jam";"musicdisk";"";"http://content.pouet.net/files/screenshots/00002/00002661.jpg";"september 1993";"new age";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2661";"new age newage ram jam newageramjam"
"NoError, Req68020, ReqAGA, ClearMem";"824207";"N\Nexus7\Nexus7.Slave";"Nexus 7 ? 1994 Andromeda.";"0";"Nexus7";"Nexus 7";"1994 Andromeda";"811008";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Nexus7";"AGA";"";"";"";"";"nexus 7 andromeda";"Exact";"100";"Pouet";"amiga demo";"1st";"Andromeda";"n\nexus-7-andromeda";"demo";"The Party 1994";"http://content.pouet.net/files/screenshots/00000/00000402.gif";"december 1994";"Nexus-7";"Amiga AGA";"http://www.pouet.net/prod.php?which=402";"nexus 7 nexus7 andromeda nexus7andromeda"
"NoError, Req68020, ReqAGA, ClearMem";"824820";"N\Nexus7AGA\Nexus7AGA.Slave";"Nexus 7 ? 1994 Andromeda.";"0";"Nexus7AGA";"Nexus 7";"1994 Andromeda";"811008";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Nexus7";"AGA";"";"";"";"";"nexus 7 aga andromeda";"Best";"2,794444";"Pouet";"amiga demo";"1st";"Andromeda";"n\nexus-7-andromeda";"demo";"The Party 1994";"http://content.pouet.net/files/screenshots/00000/00000402.gif";"december 1994";"Nexus-7";"Amiga AGA";"http://www.pouet.net/prod.php?which=402";"nexus 7 nexus7 andromeda nexus7andromeda"
"NoError, EmulTrap, ClearMem";"921284";"N\NightshadesHarmony\NightshadesHarmony.Slave";"Nightshade's Harmony ? 1992 Ecstasy.";"0";"NightshadesHarmony";"Nightshade";"1992 Ecstasy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"NightshadesHarmony";"OCS/ECS";"";"";"";"";"nightshades harmony nightshade ecstasy";"Best";"3,433952";"Pouet";"";"";"Ecstasy";"n\nightshades-harmony-ecstasy";"musicdisk";"";"http://content.pouet.net/files/screenshots/00016/00016657.jpg";"1992";"Nightshade's Harmony";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16657";"nightshades harmony nightshadesharmony ecstasy nightshadesharmonyecstasy"
