"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError, EmulTrap, NoKbd, ClearMem";"2683354";"Q\QuikThunderRabbit\QuikThunderRabbit.slave";"Quik The Thunder Rabbit ?1994 Stywos/Titus.";"0";"QuikThunderRabbit";"Quik The Thunder Rabbit (ECS)";"1994 Titus/Stywos ";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"QuikThunderRabbit";"OCS/ECS";"";"";"";"";"";"quik thunder rabbit the"
"NoError";"760123";"Q\QwakCD32\QwakCD32.Slave";"Qwak (c) 1993 Team 17 - 1 disk/CD??.";"0";"QwakCD32";"Qwak CD??";"1993 Team 17";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Qwak";"CD32";"";"";"";"";"";"qwak cd"
"NoError";"932607";"Q\Qwak\Qwak.Slave";"Qwak (c) 1993 Team 17 - 1 disk/CD??.";"0";"Qwak";"Qwak";"1993 Team 17";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Qwak";"OCS/ECS";"";"";"";"";"";"qwak"
"NoError, ReqAGA, EmulPriv, ClearMem, Examine";"1748634";"R\R³sselsheimAGA\R³sselsheimAGA.Slave";"Detroit ? 1994 Impressions";"0";"R³sselsheimAGA";"Detroit AGA";"1994 Impressions";"917504";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"R³sselsheim";"AGA";"";"";"";"";"";"russelsheim"
"NoError, EmulPriv, ClearMem, Examine";"1665938";"R\R³sselsheim\R³sselsheim.Slave";"Detroit ? 1994 Impressions";"0";"R³sselsheim";"Detroit ECS";"1994 Impressions";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"R³sselsheim";"OCS/ECS";"";"";"";"";"";"russelsheim"
"EmulTrap, NoDivZero, ClearMem";"1818529";"R\RaceDrivin\RaceDrivin.slave";"";"0";"RaceDrivin";"Race Drivin";"1991 Tengen / Domark / Atari";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RaceDrivin";"OCS/ECS";"";"";"";"";"";"race drivin"
"EmulTrap, NoDivZero, ClearMem";"911035";"R\RaceDrivinNoIntro\RaceDrivinNoIntro.slave";"";"0";"RaceDrivinNoIntro";"Race Drivin";"1991 Tengen / Domark / Atari";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RaceDrivin";"OCS/ECS";"";"";"";"NoIntro";"";"race drivin"
"NoError";"914517";"R\RackneysIsland\RackneysIsland.Slave";"Rackney's Island ? 1994 Megatronix.";"0";"RackneysIsland";"Rackney";"1994 Megatronix/Dynamic ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RackneysIsland";"OCS/ECS";"";"";"";"";"";"rackneys island rackney"
"NoError, EmulPriv, ClearMem, Examine";"344520";"R\Racter\Racter.Slave";"Racter ?1986 Inrac";"0";"Racter";"Racter";"1986 Inrac";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Racter";"OCS/ECS";"";"";"";"";"";"racter"
"NoError, Req68020, EmulPriv";"499149";"R\RafflesCDTV\RafflesCDTV.slave";"Raffles by The Edge/Softek (c) 1989,1991.";"0";"RafflesCDTV";"Raffles";"1989 The Edge";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Raffles";"CDTV";"";"";"";"";"";"raffles"
"NoError, Req68020, EmulPriv";"501733";"R\Raffles\Raffles.slave";"Raffles by The Edge/Softek (c) 1989,1991.";"0";"Raffles";"Raffles";"1989 The Edge";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Raffles";"OCS/ECS";"";"";"";"";"";"raffles"
"NoError, NoKbd, EmulPriv, Examine";"1465218";"R\RageCAD\RageCAD.Slave";"Rage version 1 (unreleased) ? 1991-92 CAD/UBI SOFT.";"0";"RageCAD";"Rage V1 (Unreleased game)";"1991-92 UBI-SOFT/CAD.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RageCAD";"OCS/ECS";"";"";"";"";"";"rage cad 1 unreleased game"
"NoError, NoKbd, EmulPriv, Examine";"1217512";"R\RageV2\RageV2.Slave";"Rage 2.0 (unreleased) ? Gabriel LEROY.";"0";"RageV2";"Rage 2.0 (Unreleased game)";"19xx Gabriel LEROY.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RageV2";"OCS/ECS";"";"";"";"";"";"rage 2 0 unreleased game"
"NoError, EmulPriv, Examine";"819273";"R\Raider\Raider.Slave";"Raider (c) 1989 Celestial Software/Impressions - 1";"0";"Raider";"Raider";"1989 Celestial Software/Impressions";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Raider";"OCS/ECS";"";"";"";"";"";"raider"
"NoError, EmulPriv, Examine";"1503732";"R\RaidersFr\RaidersFr.Slave";"Compilation The Raiders ? 1991 Silmarils.";"0";"RaidersFr";"Compilation The Raiders";"1991 Silmarils";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Raiders";"OCS/ECS";"Fr";"";"";"";"";"raiders compilation the"
"NoError, EmulPriv, Examine";"1158671";"R\RailroadTycoon\RailroadTycoon.slave";"Railroad Tycoon ? 1990 Microprose";"0";"RailroadTycoon";"Railroad Tycoon";"1990 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RailroadTycoon";"OCS/ECS";"";"";"";"";"";"railroad tycoon"
"NoError, EmulPriv, Examine";"939707";"R\RailroadTycoonFr\RailroadTycoonFr.slave";"Railroad Tycoon ? 1990 Microprose";"0";"RailroadTycoonFr";"Railroad Tycoon";"1990 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RailroadTycoon";"OCS/ECS";"Fr";"";"";"";"";"railroad tycoon"
"NoError, EmulPriv, Examine";"908620";"R\RailroadTycoonDe\RailroadTycoonDe.slave";"Railroad Tycoon ? 1990 Microprose";"0";"RailroadTycoonDe";"Railroad Tycoon";"1990 Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"RailroadTycoon";"OCS/ECS";"De";"";"";"";"";"railroad tycoon"
