"Priority";"Name";"File";"Keywords"
"3";"cracker-journal-20-alpha-flight";"D:\work2\amiga-whdload-game-scripts\screenshots\Magazines Custom\cracker-journal-20-alpha-flight\screen_001.png";"cracker journal 20 alpha flight"
"3";"cracker-journal-21-alpha-flight";"D:\work2\amiga-whdload-game-scripts\screenshots\Magazines Custom\cracker-journal-21-alpha-flight\screen_001.png";"cracker journal 21 alpha flight"
"3";"cracker-journal-22-alpha-flight";"D:\work2\amiga-whdload-game-scripts\screenshots\Magazines Custom\cracker-journal-22-alpha-flight\screen_001.png";"cracker journal 22 alpha flight"
"3";"cracker-journal-2-alpha-flight";"D:\work2\amiga-whdload-game-scripts\screenshots\Magazines Custom\cracker-journal-2-alpha-flight\screen_001.png";"cracker journal 2 alpha flight"
"3";"cracker-journal-3-alpha-flight";"D:\work2\amiga-whdload-game-scripts\screenshots\Magazines Custom\cracker-journal-3-alpha-flight\screen_001.png";"cracker journal 3 alpha flight"
"3";"cracker-journal-6-alpha-flight";"D:\work2\amiga-whdload-game-scripts\screenshots\Magazines Custom\cracker-journal-6-alpha-flight\screen_001.png";"cracker journal 6 alpha flight"
