"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"FantasticPixVol1\FantasticPixVol1.Slave";"NoError, EmulTrap, ClearMem";"Fantastic Pix Vol.1 ? 1990 Venom.";"Fantastic Pix Vol.1";"1990 Venom";"0";"F\FantasticPixVol1_v1.0_Venom.lha";"FantasticPixVol1";"FantasticPixVol1";"0";"whdload";"524288";"369276";"FantasticPixVol1";"OCS/ECS";"";"";"";"";"";"fantastic pix 1 venom";"Exact";"100";"fantastic-pix-1-venom";"C:\Work\First Realize\amiga-demo-database\jasdd\f\fantastic-pix-1-venom\screen_001.png";"fantastic-pix-1-venom"
"FasterThanHell\FasterThanHell.Slave";"Disk, NoError, EmulTrap, ClearMem";"Faster Than Hell ? 1992 W.F.M.H.";"Faster Than Hell";"1992 W.F.M.H.";"0";"F\FasterThanHell_v1.0_WFMH.lha";"FasterThanHell";"FasterThanHell";"0";"whdload";"1048576";"909122";"FasterThanHell";"OCS/ECS";"";"";"";"";"";"faster than hell";"Best";"4.278512";"faster-than-hell-world-federation-of-mad-hackers";"C:\Work\First Realize\amiga-demo-database\jasdd\f\faster-than-hell-world-federation-of-mad-hackers\screen_001.png";"faster-than-hell-world-federation-of-mad-hackers"
"Finlandia\Finlandia.Slave";"NoError, EmulTrap, ClearMem";"Finlandia ? 1992 Dual Crew & Complex.";"Finlanda";"1992 Dual Crew&Complex";"0";"F\Finlandia_v1.0_DualCrew&Complex.lha";"Finlandia";"Finlandia";"0";"whdload";"524288";"2728088";"Finlandia";"OCS/ECS";"";"";"";"";"";"finlandia finlanda dual crew complex";"Best";"3.585744";"finlandia-dual-crew-complex";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\finlandia-dual-crew-complex\screen.jpg";"finlandia-dual-crew-complex"
"FirstDemo\FirstDemo.Slave";"NoError, EmulTrap, ClearMem";"First Demo ? 1989 Exact.";"First Demo";"1989 Exact";"0";"F\FirstDemo_v1.0_Exact.lha";"FirstDemo";"FirstDemo";"0";"whdload";"524288";"108675";"First";"OCS/ECS";"";"";"Demo";"";"";"first demo exact";"Exact";"100";"first-demo-exact";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\first-demo-exact\screen.png";"first-demo-exact"
"FlowerPower\FlowerPower.Slave";"NoError, EmulTrap";"Flower Power ? 1992 Anarchy - 1 disk";"Flower Power";"1992 Anarchy";"0";"F\FlowerPower_v1.0_Anarchy.lha";"FlowerPower";"FlowerPower";"0";"whdload";"1048576";"921007";"FlowerPower";"OCS/ECS";"";"";"";"";"";"flower power anarchy";"Exact";"100";"flower-power-anarchy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\flower-power-anarchy\screen.png";"flower-power-anarchy"
"FollowMe\FollowMe.Slave";"NoError, EmulTrap, ClearMem";"Follow Me ? 1990 Red Sector Inc.";"Follow Me";"1990 Red Sector Inc.";"262144";"F\FollowMe_v1.0_RedSectorInc.lha";"FollowMe";"FollowMe";"0";"whdload";"524288";"276655";"FollowMe";"OCS/ECS";"";"";"";"";"";"follow me red sector inc";"Exact";"100";"follow-me-red-sector-inc";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\follow-me-red-sector-inc\screen.png";"follow-me-red-sector-inc"
"FoolsGold\FoolsGold.Slave";"NoError";"Fools Gold ? 1991 Sanity.";"Fools Gold";"1991 by Sanity";"0";"F\FoolsGold_v1.0_Sanity.lha";"FoolsGold";"FoolsGold";"0";"whdload";"524288";"909042";"FoolsGold";"OCS/ECS";"";"";"";"";"";"fools gold by sanity";"Best";"5.011878";"fools-gold-sanity";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\fools-gold-sanity\screen.gif";"fools-gold-sanity"
"Forgotten\Forgotten.Slave";"Disk, NoError";"Forgotten ? 1992 Mirage (1 disk)";"Forgotten";"1992 Mirage";"524288";"F\Forgotten_v1.0_Mirage.lha";"Forgotten";"Forgotten";"0";"whdload";"524288";"717987";"Forgotten";"OCS/ECS";"";"";"";"";"";"forgotten mirage";"Exact";"100";"forgotten-mirage";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\forgotten-mirage\screen.jpg";"forgotten-mirage"
"FractalTunes\FractalTunes.Slave";"NoError, EmulTrap, ClearMem";"Fractal Tunes ? 1991 Midnightsun.";"Fractal Tunes";"1991 Midnightsun";"0";"F\FractalTunes_v1.0_MidnightSun.lha";"FractalTunes";"FractalTunes";"0";"whdload";"524288";"920636";"FractalTunes";"OCS/ECS";"";"";"";"";"";"fractal tunes midnightsun";"Exact";"100";"fractal-tunes-midnightsun";"C:\Work\First Realize\amiga-demo-database\jasdd\f\fractal-tunes-midnightsun\screen_001.png";"fractal-tunes-midnightsun"
"FridayAtEightAGA\FridayAtEightAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Friday At Eight ? 1994 Polka Brothers";"Friday At Eight";"1994 Polka Brothers";"4096";"F\FridayAtEight_v1.0_PolkaBrothers_AGA.lha";"FridayAtEightAGA";"FridayAtEightAGA";"0";"whdload";"806912";"357423";"FridayAtEight";"AGA";"";"";"";"";"";"friday at eight aga polka brothers";"Best";"5.363473";"friday-at-eight-polka-brothers";"C:\Work\First Realize\amiga-demo-database\jasdd\f\friday-at-eight-polka-brothers\screen_001.PNG";"friday-at-eight-polka-brothers"
"FullMoonAGA\FullMoonAGA.Slave";"NoError, EmulTrap, ReqAGA";"Full Moon ? 1993 Virtual Dreams/Fairlight.";"FullMoon";"1993 Virtual Dreams/Fairlight";"1638400";"F\FullMoon_v1.0_Fairlight&VirtualDreams_AGA.lha";"FullMoonAGA";"FullMoonAGA";"0";"whdload";"1048576";"1590938";"FullMoon";"AGA";"";"";"";"";"";"fullmoon virtual dreams fairlight";"Exact";"100";"fullmoon-virtual-dreams-fairlight";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\fullmoon-virtual-dreams-fairlight\screen.gif";"fullmoon-virtual-dreams-fairlight"
"FutureSynthetix\FutureSynthetix.Slave";"NoError, EmulTrap, ClearMem";"Future Synthetix ? 1990 Anthrox.";"Future Synthetix";"1990 Anthrox";"0";"F\FutureSynthetix_v1.0_Anthrox.lha";"FutureSynthetix";"FutureSynthetix";"0";"whdload";"524288";"416631";"FutureSynthetix";"OCS/ECS";"";"";"";"";"";"future synthetix anthrox";"Exact";"100";"future-synthetix-anthrox";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\f\future-synthetix-anthrox\screen.png";"future-synthetix-anthrox"
"GateToHell\GateToHell.Slave";"NoError, EmulTrap, ClearMem";"Gate to Hell ? 1993 Technology.";"Gate to Hell";"1993 Technology";"524288";"G\GateToHell_v1.0_Technology.lha";"GateToHell";"GateToHell";"0";"whdload";"524288";"1819193";"GateToHell";"OCS/ECS";"";"";"";"";"";"gate to hell technology";"Exact";"100";"gate-to-hell-technology";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\gate-to-hell-technology\screen.gif";"gate-to-hell-technology"
"Gathering91Slideshow\Gathering91Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '91 Slideshow ? 1991 Rebels.";"Gathering";"1991 Rebels";"0";"G\Gathering91Slideshow_v1.0_Rebels.lha";"Gathering91Slideshow";"Gathering91Slideshow";"0";"whdload";"524288";"812391";"Gathering91Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 91 slideshow rebels";"Best";"2.89781";"gathering-91-party-slideshow-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\g\gathering-91-party-slideshow-byterapers\screen_001.png";"gathering-91-party-slideshow-byterapers"
"Gathering93Slideshow\Gathering93Slideshow.Slave";"NoError, EmulTrap, ClearMem";"Gathering '93 Slideshow ? 1993 Majic 12.";"Gathering ";"1993 Majic 12";"0";"G\Gathering93Slideshow_v1.0_Majic12.lha";"Gathering93Slideshow";"Gathering93Slideshow";"0";"whdload";"524288";"741728";"Gathering93Slideshow";"OCS/ECS";"";"";"";"";"";"gathering 1993 partyslides majic 12";"Exact";"100";"gathering-1993-partyslides-majic-12";"C:\Work\First Realize\amiga-demo-database\jasdd\g\gathering-1993-partyslides-majic-12\screen_001.png";"gathering-1993-partyslides-majic-12"
"Gen4Demo\Gen4Demo.Slave";"NoError, ClearMem";"Gen4 Demo ? 1990 Dragons.";"Gen4 Demo";"1990 Dragons";"4096";"G\Gen4Demo_v1.1_Dragons.lha";"Gen4Demo";"Gen4Demo";"0";"whdload";"524288";"193252";"Gen4";"OCS/ECS";"";"";"Demo";"";"";"gen 4d emo 4 demo dragons";"Best";"2.529701";"gen4-demo-dragons";"C:\Work\First Realize\amiga-demo-database\jasdd\g\gen4-demo-dragons\screen_001.PNG";"gen4-demo-dragons"
"Gevalia\Gevalia.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Gevalia ? 1994 Polka Brothers";"Gevalia";"1994 Polka Brothers";"4096";"G\Gevalia_v1.0_PolkaBrothers.lha";"Gevalia";"Gevalia";"0";"whdload";"770048";"371504";"Gevalia";"AGA";"";"";"";"";"";"gevalia polka brothers";"Exact";"100";"gevalia-polka-brothers";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\gevalia-polka-brothers\screen.gif";"gevalia-polka-brothers"
"GigaDemo3\GigaDemo3.Slave";"NoError, EmulTrap, ClearMem";"Gigademo 3 ? 1989 Triangle & The Gang.";"Gigademo 3";"1989 Triangle & The Gang";"0";"G\GigaDemo3_v1.0_Triangle&TheGang.lha";"GigaDemo3";"GigaDemo3";"0";"whdload";"524288";"926367";"Giga";"OCS/ECS";"";"";"Demo3";"";"";"giga demo 3 gigademo triangle the gang";"Best";"3.350911";"gigademo-3-triangle-the-gang";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\gigademo-3-triangle-the-gang\screen.jpg";"gigademo-3-triangle-the-gang"
"GladiatorMusic\GladiatorMusic.Slave";"NoError, EmulTrap, ClearMem";"Gladiator Music ? 1990 Cryptoburners.";"Gladiator Music";"1990 Cryptoburners";"0";"G\GladiatorMusic_v1.0_Cryptoburners.lha";"GladiatorMusic";"GladiatorMusic";"0";"whdload";"524288";"723087";"GladiatorMusic";"OCS/ECS";"";"";"";"";"";"gladiator music cryptoburners";"Exact";"100";"gladiator-music-cryptoburners";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\gladiator-music-cryptoburners\screen.png";"gladiator-music-cryptoburners"
"GlobalTrash\GlobalTrash.Slave";"Disk, NoError";"Global Trash ? 1991 Silents DK.";"Global Trash";"1991 Silents DK";"4096";"G\GlobalTrash_v1.0_Silents.lha";"GlobalTrash";"GlobalTrash";"0";"whdload";"524288";"910922";"GlobalTrash";"OCS/ECS";"";"";"";"";"";"global trash silents dk";"Best";"3.044752";"global-trash-the-silents";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\global-trash-the-silents\screen.gif";"global-trash-the-silents"
"GloomPartyInvitation\GloomPartyInvitation.slave";"NoError, EmulPriv";"Gloom Party Invitation ? 1991 Gloom.";"Gloom Party Invitation";"1991 Gloom";"0";"G\GloomPartyInvitation_v1.0_Gloom.lha";"GloomPartyInvitation";"GloomPartyInvitation";"0";"whdload";"516096";"100107";"GloomPartyInvitation";"OCS/ECS";"";"";"";"";"";"gloom party invitation";"Best";"4.13554";"gloom-party-invitation-gloom";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\gloom-party-invitation-gloom\screen.png";"gloom-party-invitation-gloom"
"GlowAGA\GlowAGA.slave";"NoError, Req68020, ReqAGA, ClearMem";"Glow ? 1996 The Black Lotus";"Glow";"1996 The Black Lotus";"3399680";"G\Glow_v1.0_BlackLotus_AGA.lha";"GlowAGA";"GlowAGA";"0";"whdload";"1085440";"2871502";"Glow";"AGA";"";"";"";"";"";"glow aga the black lotus";"Best";"3.541337";"glow-the-black-lotus";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\glow-the-black-lotus\screen.jpg";"glow-the-black-lotus"
"GoaAGA\GoaAGA.Slave";"NoError, Req68020, ReqAGA, ClearMem";"Goa ? 1996 The Black Lotus";"Goa";"1996 The Black Lotus";"3633152";"G\Goa_v1.0_BlackLotus_AGA.lha";"GoaAGA";"GoaAGA";"0";"whdload";"1761280";"3839506";"Goa";"AGA";"";"";"";"";"";"goa aga the black lotus";"Best";"3.572913";"goa-the-black-lotus";"C:\Work\First Realize\amiga-demo-database\jasdd\g\goa-the-black-lotus\screen_001.png";"goa-the-black-lotus"
"GrapevineMegamix\GrapevineMegamix.slave";"NoError, EmulTrap, ClearMem";"Grapevine Megamix ? 1991 LSD.";"Grapevine Megamix";"1991 LSD";"524288";"G\GrapevineMegamix_v1.01_LSD.lha";"GrapevineMegamix";"GrapevineMegamix";"0";"whdload";"524288";"924768";"GrapevineMegamix";"OCS/ECS";"";"";"";"";"";"grapevine megamix lsd";"Exact";"100";"grapevine-megamix-lsd";"C:\Work\First Realize\amiga-demo-database\jasdd\g\grapevine-megamix-lsd\screen_001.PNG";"grapevine-megamix-lsd"
"GreatBytesInFire\GreatBytesInFire.Slave";"NoError, EmulTrap, ClearMem";"Great Bytes in Fire 1992 Cyberiad.";"Great Bytes in Fire";"1992 Cyberiad";"0";"G\GreatBytesInFire_v1.0_Cyberiad.lha";"GreatBytesInFire";"GreatBytesInFire";"0";"whdload";"524288";"627378";"GreatBytesInFire";"OCS/ECS";"";"";"";"";"";"great bytes in fire cyberiad";"Exact";"100";"great-bytes-in-fire-cyberiad";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\great-bytes-in-fire-cyberiad\screen.jpg";"great-bytes-in-fire-cyberiad"
"GreatestHits\GreatestHits.Slave";"NoError, EmulTrap, ClearMem";"Greatest Hits ? 1990 Cult.";"Greatest Hits";"1990 Cult";"0";"G\GreatestHits_v1.0_Cult.lha";"GreatestHits";"GreatestHits";"0";"whdload";"524288";"813215";"GreatestHits";"OCS/ECS";"";"";"";"";"";"greatest hits cult";"Exact";"100";"greatest-hits-cult";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\greatest-hits-cult\screen.png";"greatest-hits-cult"
"GroovyJives3\GroovyJives3.slave";"NoError, EmulTrap, ClearMem";"Groovy Jives 3 ? 1991 Relay.";"Groovy Jives 3";"1991 Relay";"0";"G\GroovyJives3_v1.01_Relay.lha";"GroovyJives3";"GroovyJives3";"0";"whdload";"524288";"1003268";"GroovyJives3";"OCS/ECS";"";"";"";"";"";"groovy jives 3 relay";"Exact";"100";"groovy-jives-3-relay";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\groovy-jives-3-relay\screen.png";"groovy-jives-3-relay"
"Groovy\Groovy.slave";"NoError, EmulTrap, ClearMem";"Groovy ? 1993 Lemon.";"Groovy";"1993 Lemon.";"524288";"G\Groovy_v1.1_Lemon.lha";"Groovy";"Groovy";"0";"whdload";"524288";"916632";"Groovy";"OCS/ECS";"";"";"";"";"";"groovy lemon";"Exact";"100";"groovy-lemon";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\groovy-lemon\screen.gif";"groovy-lemon"
"GuardianDragon2\GuardianDragon2.slave";"Disk, NoError, EmulTrap, NoDivZero";"Guardian Dragon 2 ? 1992 Kefrens.";"";"";"";"G\GuardianDragon2_v1.1_Kefrens.lha";"GuardianDragon2";"GuardianDragon2";"0";"whdload";"1048576";"1815666";"GuardianDragon2";"OCS/ECS";"";"";"";"";"";"guardian dragon 2";"Best";"4.393185";"guardian-dragon-2-kefrens";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\g\guardian-dragon-2-kefrens\screen.gif";"guardian-dragon-2-kefrens"
"GuardianDragon\GuardianDragon.slave";"Disk, NoError, EmulTrap";"Guardian Dragon ? 1991 Kefrens.";"";"";"";"G\GuardianDragon_v1.1_Kefrens.lha";"GuardianDragon";"GuardianDragon";"0";"whdload";"1048576";"911502";"GuardianDragon";"OCS/ECS";"";"";"";"";"";"guardian dragon";"Best";"3.739649";"guardian-dragon-kefrens";"C:\Work\First Realize\amiga-demo-database\jasdd\g\guardian-dragon-kefrens\screen_001.png";"guardian-dragon-kefrens"
"HailTheEngineer\HailTheEngineer.Slave";"NoError, EmulTrap, ClearMem";"Hail the Engineer ? 1991 Jetset.";"Hail the Engineer";"1991 Jetset";"0";"H\HailTheEngineer_v1.0_Jetset.lha";"HailTheEngineer";"HailTheEngineer";"0";"whdload";"524288";"1175088";"HailTheEngineer";"OCS/ECS";"";"";"";"";"";"hail the engineer jetset";"Exact";"100";"hail-the-engineer-jetset";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hail-the-engineer-jetset\screen.png";"hail-the-engineer-jetset"
"Hallu&DreamsPrvKatharsis\Hallu&DreamsPrvKatharsis.Slave";"NoError, EmulTrap, ClearMem";"Hallucinations and Dreams Preview 1992 Katharsis.";"Hallucinations and Dreams Preview";"1992 Katharsis";"524288";"H\Hallucinations&DreamsPreview_v1.0_Katharsis.lha";"Hallu&DreamsPrvKatharsis";"Hallu&DreamsPrvKatharsis";"0";"whdload";"524288";"752181";"Hallu&DreamsPrvKatharsis";"OCS/ECS";"";"";"";"";"";"hallu dreams prv katharsis hallucinations and preview";"Best";"3.082843";"hallucinations-and-dreams-preview-katharsis";"C:\Work\First Realize\amiga-demo-database\jasdd\h\hallucinations-and-dreams-preview-katharsis\screen_001.png";"hallucinations-and-dreams-preview-katharsis"
"Hallucinations&Dreams\Hallucinations&Dreams.slave";"Disk, NoError, EmulTrap";"Hallucinations and dreams ? 1992 Union.";"Hallucinations & Dreams";"1992 Union";"524288";"H\Hallucinations&Dreams_v1.1_Union.lha";"Hallucinations&Dreams";"Hallucinations&Dreams";"0";"whdload";"524288";"1832781";"Hallucinations&Dreams";"OCS/ECS";"";"";"";"";"";"hallucinations dreams union";"Best";"5.170106";"hallucinations-and-dreams-union";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hallucinations-and-dreams-union\screen.jpg";"hallucinations-and-dreams-union"
"Hammer\Hammer.Slave";"NoError, EmulTrap, ClearMem";"Hammer ? 1990 Amaze.";"Hammer";"1990 Amaze";"0";"H\Hammer_v1.0_Amaze.lha";"Hammer";"Hammer";"0";"whdload";"524288";"329014";"Hammer";"OCS/ECS";"";"";"";"";"";"hammer amaze";"Exact";"100";"hammer-amaze";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hammer-amaze\screen.gif";"hammer-amaze"
"Hardcore\Hardcore.slave";"NoError, ClearMem";"Hardcore ? 1992 Anarchy";"Hardcore";"1992 Anarchy";"524288";"H\Hardcore_v1.1_Anarchy.lha";"Hardcore";"Hardcore";"0";"whdload";"524288";"535975";"Hardcore";"OCS/ECS";"";"";"";"";"";"hardcore anarchy";"Exact";"100";"hardcore-anarchy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hardcore-anarchy\screen.gif";"hardcore-anarchy"
"Hardwired\Hardwired.Slave";"Disk, NoError, EmulTrap";"Hardwired (C) 1991 Crionics & Silents.";"Hardwired";"1991 Crionics/Silents";"4096";"H\Hardwired_v1.1_Crionics&Silents.lha";"Hardwired";"Hardwired";"0";"whdload";"1048576";"1808825";"Hardwired";"OCS/ECS";"";"";"";"";"";"hardwired crionics silents";"Best";"5.293957";"hardwired-crionics-the-silents";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hardwired-crionics-the-silents\screen.gif";"hardwired-crionics-the-silents"
"HarmagedonAGA\HarmagedonAGA.Slave";"NoError, ReqAGA, ClearMem";"Harmagedon ? 1993 Infect.";"Harmagedon";"1993 Infect";"0";"H\Harmagedon_v1.0_Infect_AGA.lha";"HarmagedonAGA";"HarmagedonAGA";"0";"whdload";"2097152";"627354";"Harmagedon";"AGA";"";"";"";"";"";"harmagedon aga infect";"Best";"3.496395";"harmagedon-infect";"C:\Work\First Realize\amiga-demo-database\jasdd\h\harmagedon-infect\screen_001.png";"harmagedon-infect"
"HereWeAre\HereWeAre.Slave";"NoError, EmulTrap, ClearMem";"Here We Are ? 1991 Awake.";"Here We Are";"1991 Awake";"0";"H\HereWeAre_v1.0_Awake.lha";"HereWeAre";"HereWeAre";"0";"whdload";"524288";"337639";"HereWeAre";"OCS/ECS";"";"";"";"";"";"here we are awake";"Exact";"100";"here-we-are-awake";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\here-we-are-awake\screen.gif";"here-we-are-awake"
"HexadecimalPerfection\HexadecimalPerfection.slave";"NoError, EmulTrap, ClearMem";"Hexadecimal Perfection ? 1992 Action Direct.";"Hexadecimal Perfection";"1992 Action Direct";"524288";"H\HexadecimalPerfection_v1.01_ActionDirect.lha";"HexadecimalPerfection";"HexadecimalPerfection";"0";"whdload";"524288";"1823377";"HexadecimalPerfection";"OCS/ECS";"";"";"";"";"";"hexadecimal perfection action direct";"Exact";"100";"hexadecimal-perfection-action-direct";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hexadecimal-perfection-action-direct\screen.jpg";"hexadecimal-perfection-action-direct"
"Highway1930\Highway1930.Slave";"NoError, EmulTrap, ClearMem";"Highway 1930 ? 1990 Fraxion.";"Highway 1930";"1990 Fraxion";"0";"H\Highway1930_v1.0_Fraxion.lha";"Highway1930";"Highway1930";"0";"whdload";"524288";"485200";"Highway1930";"OCS/ECS";"";"";"";"";"";"highway 1930 fraxion";"Exact";"100";"highway-1930-fraxion";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\highway-1930-fraxion\screen.gif";"highway-1930-fraxion"
"HisMastersNoise\HisMastersNoise.slave";"Disk, NoError, EmulTrap";"His Master's Noise ? 1991 Mahoney & Kaktus.";"";"";"";"H\HisMastersNoise_v1.1_Mahoney&Kaktus.lha";"HisMastersNoise";"HisMastersNoise";"0";"whdload";"1048576";"1818838";"HisMastersNoise";"OCS/ECS";"";"";"";"";"";"his masters noise";"Best";"4.40661";"his-masters-noise-mahoney-kaktus";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\his-masters-noise-mahoney-kaktus\screen.gif";"his-masters-noise-mahoney-kaktus"
"HitCollection1\HitCollection1.Slave";"NoError, EmulTrap, ClearMem";"Hit Collection 1 ? 1989 Commando.";"Hit Collection 1";"1989 Commando";"0";"H\HitCollection1_v1.0_Commando.lha";"HitCollection1";"HitCollection1";"0";"whdload";"524288";"920217";"HitCollection1";"OCS/ECS";"";"";"";"";"";"hit collection 1 commando";"Exact";"100";"hit-collection-1-commando";"C:\Work\First Realize\amiga-demo-database\jasdd\h\hit-collection-1-commando\screen_001.png";"hit-collection-1-commando"
"HitFido\HitFido.Slave";"NoError, EmulTrap, ClearMem";"Megademo (a.k.a. Hit Fido) ? 1991 KGB.";"Megademo";"1991 KGB";"0";"H\HitFido_v1.0_KGB.lha";"HitFido";"HitFido";"0";"whdload";"524288";"1822970";"HitFido";"OCS/ECS";"";"";"";"";"";"hit fido megademo kgb";"Best";"4.382026";"hit-fido-kgb";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hit-fido-kgb\screen.png";"hit-fido-kgb"
"HitTheRoad\HitTheRoad.Slave";"NoError, EmulTrap, ClearMem";"Hit the Road ? 1989 Flash Production.";"Hit the Road";"1989 Flash Production";"0";"H\HitTheRoad_v1.0_FlashProduction.lha";"HitTheRoad";"HitTheRoad";"0";"whdload";"524288";"1726508";"HitTheRoad";"OCS/ECS";"";"";"";"";"";"hit the road flash production";"Exact";"100";"hit-the-road-flash-production";"C:\Work\First Realize\amiga-demo-database\jasdd\h\hit-the-road-flash-production\screen_001.png";"hit-the-road-flash-production"
"HollywoodPokerSlide\HollywoodPokerSlide.Slave";"NoError, EmulTrap, ClearMem";"Hollywood Poker Slideshow ? 1987 The Light Circle.";"Hollywood Poker Slideshow";"1987 The Light Circle";"0";"H\HollywoodPokerSlide_v1.0_TheLightCircle.lha";"HollywoodPokerSlide";"HollywoodPokerSlide";"0";"whdload";"524288";"681600";"HollywoodPokerSlide";"OCS/ECS";"";"";"";"";"";"hollywood poker slide slideshow the light circle";"Best";"5.016449";"hollywood-poker-slide-the-light-circle";"C:\Work\First Realize\amiga-demo-database\jasdd\h\hollywood-poker-slide-the-light-circle\screen_001.png";"hollywood-poker-slide-the-light-circle"
"HoneyComb\HoneyComb.Slave";"NoError";"The Honey Comb ? 1995 TRSI - 2 disks";"The Honey Comb";"1995 TRSI";"0";"H\HoneyComb_v1.0_Tristar&RedSectorInc.lha";"HoneyComb";"HoneyComb";"0";"whdload";"1048576";"1822944";"HoneyComb";"OCS/ECS";"";"";"";"";"";"honeycomb tristar red sector inc";"Exact";"100";"honey-comb";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\honey-comb\screen_001.png";"honey-comb"
"HotMusic1\HotMusic1.Slave";"NoError, EmulPriv, Examine";"HotMusic 1 ? 1991 Ram Jam.";"Hot Music #1";"1991 Ram Jam";"262144";"H\HotMusic1_v1.0_RamJam.lha";"HotMusic1";"HotMusic1";"0";"whdload";"524288";"842873";"HotMusic1";"OCS/ECS";"";"";"";"";"";"hot music 1 ram jam";"Exact";"100";"hot-music-1-ram-jam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hot-music-1-ram-jam\screen.png";"hot-music-1-ram-jam"
"HotMusic3\HotMusic3.Slave";"NoError, EmulPriv, Examine";"HotMusic 3 ? 1991 Ram Jam.";"Hot Music #3";"Ram Jam 1991";"262144";"H\HotMusic3_v1.0_RamJam.lha";"HotMusic3";"HotMusic3";"0";"whdload";"589824";"849742";"HotMusic3";"OCS/ECS";"";"";"";"";"";"hot music 3 ram jam";"Exact";"100";"hot-music-3-ram-jam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hot-music-3-ram-jam\screen.png";"hot-music-3-ram-jam"
"HotMusic4\HotMusic4.Slave";"NoError, EmulTrap, ClearMem";"Hot Music 4 ? 1991 Ram Jam.";"Hot Music 4";"1991 Ram Jam";"0";"H\HotMusic4_v1.0_RamJam.lha";"HotMusic4";"HotMusic4";"0";"whdload";"524288";"915116";"HotMusic4";"OCS/ECS";"";"";"";"";"";"hot music 4 ram jam";"Exact";"100";"hot-music-4-ram-jam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\hot-music-4-ram-jam\screen.png";"hot-music-4-ram-jam"
"HouseMusic\HouseMusic.Slave";"NoError, ClearMem";"House Music Disk ? 1990 Vision.";"House Music Disk";"1990 Vision";"0";"H\HouseMusic_v1.0_Vision.lha";"HouseMusic";"HouseMusic";"0";"whdload";"524288";"951574";"HouseMusic";"OCS/ECS";"";"";"";"";"";"house music disk vision";"Best";"2.684497";"house-music-vision";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\h\house-music-vision\screen.png";"house-music-vision"
