ArchiveFile;SlaveFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
ChaseHQ2.lha;ChaseHQ2.Slave;Chase HQ 2;1990 Ocean;892;17;NoError, EmulTrap, ClearMem;524288;0;59;0
Chessmaster2000.lha;Chessmaster2000.slave;The Chessmaster 2000;1986 The Software Toolworks;4040;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
Chessmaster2100.lha;Chessmaster2100.slave;Chessmaster 2100;1990 The Software Toolworks;4152;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
ChessPlayer2150.lha;ChessPlayer2150.slave;Chess Player 2150;1989 Oxford Softworks;4252;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
ChessSimulator.lha;ChessSimulator.slave;Chess Simulator;1990 Infogrames;4188;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
Chicago90.lha;chicago90.slave;Chicago 90;1989 Micro?ds.;1628;16;NoError, EmulPriv, Examine;524288;0;59;786432
ChichenItza.lha;Chichen Itza.slave;Chichen Itza;1992 Aventuras AD;4484;16;NoError, EmulPriv, Examine;524288;0;59;262144
ChipsChallenge.lha;ChipsChallenge.slave;Chip;1990 Epyx Inc/US Gold;1388;13;NoError, EmulTrap, ClearMem;524288;0;59;0
ChristophKolumbus.lha;ChristophKolumbusAGA.slave;Christoph Kolombus AGA;1994 Black Legend;1508;17;NoError, ReqAGA, ClearMem, Examine;655360;0;59;372736
ChristophKolumbus.lha;ChristophKolumbusECS.slave;Christoph Kolumbus ECS;1993 Software 2000;1452;17;NoError, ClearMem, Examine;393216;0;59;376832
Chrome.lha;Chrome.slave;Chrome;1992 Gremlin;672;10;NoError, EmulTrap;524288;0;59;4096
ChroniclesOfOmega.lha;ChroniclesOfOmega.slave;The Chronicles Of Omega;1990 ARC;2136;17;NoError, EmulPriv, Examine;524288;0;59;262144
ChubbyGristle.lha;ChubbyGristle.slave;Chubby Gristle;1988 Grandslam;700;10;NoError, EmulTrap;524288;0;59;0
ChuckieEgg.lha;ChuckieEgg.slave;Chuckie Egg;1983 Nigel Alderton;896;10;NoError, EmulTrap;524288;0;59;0
ChuckieEgg2.lha;ChuckieEgg2.slave;Chuckie Egg II;1983 Nigel Alderton;1052;10;NoError, EmulTrap;524288;0;59;0
ChuckRock.lha;ChuckRock.slave;Chuck Rock;1991 Core Design;1876;17;NoError, ClearMem;524288;0;59;4096
ChuckRock2.lha;ChuckRock2.slave;Chuck Rock 2 - Son Of Chuck;1993 Core Design;984;13;NoError, ClearMem;524288;0;5d;524288
ChuckYeagerAFT2.lha;YeagersAFT2.0.Slave;;;676;7;Disk, NoError, EmulTrap;524288;0;5a;
CircusAttractions.lha;CircusAttractions.slave;Circus Attractions;1989-91 Golden Goblins/Top Shots ;1720;13;NoError, EmulTrap, NoKbd, ClearMem;557056;5f;5d;0
CircusGames.lha;CircusGames.slave;Circus Games;1988 TyneSoft ;1688;13;NoError, EmulTrap;524288;5f;5d;0
CiscoHeat.lha;CiscoHeat.slave;Cisco Heat;1992 Imageworks;972;10;Disk, NoError, EmulTrap;524288;0;5d;0
Citadel.lha;Citadel.slave;Citadel;1995 VD;1764;17;NoError, EmulTrap, ClearMem;524288;0;0;593920
CityDefence.lha;CityDefence.Slave;Karate King/City Defence;1987 KingSoft;1328;14;NoError, EmulPriv;524288;0;59;262144
Civilization.lha;CivilizationAGA.slave;Civilization (AGA);1994 MicroProse;6828;16;NoError, Req68020, ReqAGA, EmulPriv, ClearMem, Examine;1048576;0;5d;1048576
Civilization.lha;CivilizationECS.slave;Civilization (ECS);1992 MicroProse;6316;16;NoError, EmulPriv, Examine;1048576;0;5d;1310720
CJInTheUSA.lha;CJInTheUSA.slave;CJ in the USA;1992 Codemasters;1444;17;NoError, EmulTrap, ClearMem;524288;0;59;0
CJsElephantAntics.lha;CJsElephantAntics.slave;CJ;1991 Codemasters;2868;17;NoError, EmulTrap;524288;0;59;0
ClassicArcadia.lha;ClassicArcadia.slave;Classic Arcadia;1994 Alternative Software;1456;15;NoError;524288;0;59;262144
ClassicBoardGames.lha;ClassicBoardGames.slave;Classic Board Games;1990 Merit Software;4008;15;NoError, EmulPriv, Examine;524288;0;5d;589824
Cliffhanger.lha;Cliffhanger.slave;Cliffhanger;1991 Spidersoft;616;10;NoError, EmulTrap;524288;0;59;524288
ClikClak.lha;ClikClak.slave;Clik Clak;1992 Idea;748;10;NoError, EmulTrap;524288;0;5d;0
Clockwiser.lha;ClockwiserAGA.slave;Clockwiser AGA;1994 Rasputin;6596;15;NoError, ReqAGA, ClearMem, Examine;1441792;0;5d;720896
Clockwiser.lha;ClockwiserECS.slave;Clockwiser ECS;1994 Rasputin;6284;15;NoError, ClearMem, Examine;802816;0;5d;757760
CloudKingdoms.lha;CloudKingdoms.slave;Cloud Kingdoms;Millennium;412;10;Disk, NoError, EmulTrap;524288;0;59;0
ClownOMania.lha;clownomania.slave;;;1124;5;Disk, NoError;507904;58;59;
CluedoMasterDetective.lha;CluedoMasterDetective.slave;Cluedo: Master Detective;1989 Leisure Genius;3900;16;NoError, EmulPriv, Examine;524288;0;5d;262144
Coala.lha;Coala.slave;Coala;1993 Empire;8168;13;NoError, EmulPriv;524288;0;59;1048576
Coala.lha;CoalaAGA.slave;Coala AGA;1993 Empire;8168;13;NoError, ReqAGA, EmulPriv;524288;0;59;1048576
Coala.lha;CoalaECS.slave;Coala ECS;1993 Empire;8132;13;NoError, EmulPriv;524288;0;59;1048576
CodenameIceman.lha;CodenameIceman.slave;Codename: Iceman;1990 Sierra;3844;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
CogansRun.lha;CogansRun.slave;Cogans Run;1987 SoftGang;4308;16;NoError, EmulPriv, Examine;524288;0;5d;262144
Colgate.lha;Colgate.slave;Colgate - Harald Hardtand;1992 Silver Rock;772;10;NoError, EmulTrap;524288;0;59;524288
ColonelsBequest.lha;ColonelsBequest.slave;Colonel;1990 Sierra;4168;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
Colonization.lha;ColonizationAGA.slave;Colonization;1995 Microprose;4592;16;NoError, Req68020, EmulPriv, Examine;1048576;0;5d;1572864
Colonization.lha;ColonizationECS.slave;Colonization;1995 Microprose;4560;16;NoError, Req68020, EmulPriv, Examine;524288;0;5d;2097152
Colorado.lha;colorado-nofast.Slave;Colorado (without fast memory);1990 Silmarils;5228;16;NoError, EmulPriv, Examine;589824;0;59;262144
Colorado.lha;Colorado.slave;Colorado;1990 Silmarils;5232;16;NoError, EmulPriv, Examine;524288;0;59;524288
Colorbuster.lha;Colorbuster.slave;Colorbuster;1991 Pyramid Software;668;15;NoError, EmulTrap;524288;0;59;0
Coloris.lha;Coloris.slave;Coloris;1990 Avesoft;4592;17;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;262144
ColossusChessX.lha;ColossusChessX.slave;Colossus Chess X;1989 CDS;4616;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
CombatAirPatrol.lha;CombatAirPatrol.slave;Combat Air Patrol;1991 Psygnosis;5184;15;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;786432
ComboRacer.lha;ComboRacer.Slave;Combo Racer;1990 Gremlin;4028;15;NoError, EmulPriv, Examine;524288;0;5d;262144
Commando.lha;Commando.slave;Commando;1989 Elite;1920;17;NoError, EmulTrap, ClearMem;524288;58;59;0
ComputerScrabble.lha;ComputerScrabble.slave;Computer Scrabble / Scrabble Deluxe;1988 Leisure Genius;4456;16;NoError, EmulPriv, Examine;524288;0;5d;786432
ConanTheCimmerian.lha;ConanTheCimmerian.Slave;Conan The Cimmerian;Virgins Games/Synergistic;1420;14;NoError, EmulPriv;655360;0;59;786432
ConflictEurope.lha;ConflictEurope.slave;Conflict: Europe;1989 PSS;4144;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;524288;0;5d;294912
ConflictMiddleEast.lha;ConflictMiddleEast.slave;Conflict: The Middle East Political Simulator;1990 Virgin Mastertronic;4448;17;NoError, EmulPriv, Examine;524288;0;59;262144
Conqueror.lha;Conqueror.Slave;;;384;5;NoError, EmulTrap;524288;0;41;
Conqueror.lha;ConquerorInstall.Slave;;;708;5;NoError, EmulTrap;524288;0;0;
ConquestsOfCamelot.lha;ConquestsOfCamelot.Slave;Conquests Of Camelot;1990 Sierra;4216;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
ConquestsOfTheLongbow.lha;ConquestsLongbow.slave;Conquests Of The Longbow;1992 Sierra;3864;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
ContinentalCircus.lha;ContinentalCircus.slave;Continental Circus;1989 Taito;980;10;Disk, NoError;524288;58;59;0
CoolCrocTwins.lha;CoolCrocTwins.slave;Cool Croc Twins;1991 Empire;2116;17;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
CoolSpot.lha;CoolSpot.slave;;;344;5;Disk, NoError, EmulTrap;1048576;57;58;
CoolWorld.lha;CoolWorld.slave;;;520;4;Disk, NoError;1048576;0;59;
Corporation.lha;Corporation.Slave;Corporation;Core Design/Dementia;1844;10;Disk, NoError;528384;0;59;0
Corruption.lha;Corruption.slave;* *  * Magnetic Scrolls - Volume I *  * *;1986-91 Magnetic Scrolls;1660;14;NoError, EmulPriv;1048576;0;59;1310720
Corsarios.lha;Corsarios.Slave;Corsarios/Corsaires;1989 Opera Soft.;1588;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
Corx.lha;Corx.slave;Corx;1991 Starbyte;472;13;NoError, EmulTrap, ClearMem;524288;0;59;0
CosmicBouncer.lha;cosmicbouncer.slave;Cosmic Bouncer;1988 EuroLine/Ready Soft;1848;10;NoError, EmulTrap, NoDivZero, NoKbd, ClearMem;1048576;0;5d;0
CosmicPirate.lha;CosmicPirate.slave;Cosmic Pirate;1988 Palace;552;11;Disk, NoError, EmulTrap;524288;0;59;0
CosmicRelief.lha;CosmicRelief.Slave;Cosmic Relief/Terramex;1987 Grandslam;600;10;NoError, EmulTrap, ClearMem;524288;0;5f;0
CosmicSpacehead.lha;CosmicSpacehead.slave;Cosmic Spacehead;1993 Codemasters;1324;10;NoError, EmulTrap, ClearMem;1048576;58;5f;0
CountDuckula.lha;CountDuckula.slave;Count Duckula;1990 Alternative Software;1452;10;NoError, EmulTrap, ClearMem;524288;58;59;0
CoverGirl.lha;CoverGirl.slave;;;496;4;Disk, NoError, EmulTrap;524288;57;58;
CovertAction.lha;CovertAction.slave;Covert Action;1992 Microprose;4496;16;NoError, EmulPriv, Examine;524288;0;5d;917504
Crack.lha;Crack.Slave;Crack;1988 Linel;1960;15;NoError, EmulPriv, ClearMem;524288;0;59;262144
Crackdown.lha;Crackdown.slave;Crackdown;1991 US Gold;2356;17;NoError, EmulTrap, NoDivZero, ClearMem;524288;58;5d;4096
CrashGarrett.lha;CrashGarrett.slave;Crash Garrett;1988 ERE Informatique/Infogrames;4672;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrazyCars.lha;crazycars.slave;Crazy Cars;1987-89 Titus/ EH Productions.;5160;16;NoError, EmulPriv, Examine;589824;0;59;786432
CrazyCars2_F40PursuitS.lha;crazycars2.slave;Crazy Cars 2/F40 Pursuit Simulator;1989 Titus;2340;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;0
CrazyCars3.lha;CrazyCars3.slave;Crazy Cars III;1992 Titus Software;452;10;NoError, EmulTrap;851968;0;5d;0
CrazyCars3.lha;CrazyCars3.slave.old;;;360;7;Disk, NoError, EmulTrap;851968;0;5d;
CrazySeasons.lha;CrazySeasons.slave;Crazy Seasons;1992 Proxima Design/Idea;2524;10;NoError, EmulTrap, ClearMem;524288;0;59;4096
CrazyShot.lha;CrazyShot.Slave;Crazy Shot;1989 Hitech Productions/Loriciel.;3012;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrazySue.lha;CrazySue.slave;Crazy Sue;1991 Hironymus Jumpshoe;808;15;NoError, NoKbd;524288;0;59;4096
CrazySue2.lha;CrazySue2.slave;Crazy Sue 2;1992 Hironymus Jumpshoe;592;15;0;524288;0;59;4096
Creature.lha;Creature.Slave;Creature;1989 Actionware.;4596;16;NoError, EmulPriv, Examine;1048576;0;59;262144
Creatures.lha;Creatures.slave;Creatures: To The Rescue;1993 Thalamus;2200;10;NoError, EmulTrap, NoKbd, ClearMem;524288;58;5f;0
CrimeCity.lha;CrimeCity.slave;Crime City;1992 Interactive Fantasy Fiction;4804;17;NoError, EmulPriv, Examine;524288;0;59;262144
CrimeDoesNotPay.lha;CrimeDoesNotPay.slave;Crime Does Not Pay;1991 Titus;5076;16;NoError, EmulPriv, Examine;524288;0;46;786432
CrimeWave.lha;CrimeWave.slave;Crime Wave;1990 US Gold;408;10;NoError;524288;0;59;0
Croak.lha;Croak.slave;Croak;1992 Selwyn Stevens;5144;17;NoError, EmulPriv, Examine;524288;0;46;262144
Croak2.lha;Croak2.slave;Croak 2;1995 Selwyn Stevens;4608;17;NoError, EmulPriv, Examine;524288;0;59;262144
Crossbow.lha;Crossbow.Slave;Crossbow;1989 Screen 7;492;13;NoError, EmulTrap, ClearMem;524288;0;59;0
CrossCheck.lha;CrossCheck.slave;Cross Check;1994 Sunflowers;4168;10;NoError, EmulTrap;524288;0;59;524288
CruiseForACorpse.lha;CruiseForACorpse.slave;Cruise for a corpse / Croisiere pour un cadavre;1991 Delphine Software;5120;16;NoError, EmulPriv, Examine, EmulDivZero;524288;0;5d;917504
CruncherFactory.lha;CruncherFactory.slave;Cruncher Factory;1987 Kingsoft;4168;15;EmulTrap, EmulPriv, Examine;524288;0;59;262144
CrystalDragon.lha;CrystalDragon.slave;Crystal Dragon;1994 Magnetic Fields;4972;16;NoError, EmulTrap, EmulPriv, ClearMem, Examine;557056;0;59;1310720
CrystalHammer.lha;CrystalHammer.Slave;Crystal Hammer;1987 Hannover/reLINE Software;1592;14;NoError, ClearMem;524288;0;59;4096
CrystalKingdomDizzy.lha;HD.slave;;;440;5;Disk, NoError, EmulTrap;1048576;58;59;
CrystalPalace.lha;CrystalPalace.slave;Crystal Palace;1991 Amiga Fun;344;10;NoError, NoKbd;524288;0;59;0
CrystalsOfArborea.lha;CrystalsOfArborea-NoFast.Slave;Crystals Of Arborea (without fast memory) ;1990 Silmarils;5236;16;NoError, EmulPriv, Examine;524288;0;59;262144
CrystalsOfArborea.lha;CrystalsOfArborea.slave;Crystals Of Arborea (0.25 Mo fast memory) ;1990 Silmarils;5264;16;NoError, EmulPriv, Examine;524288;0;59;524288
Cubix.lha;Cubix.slave;Cubix;1991 Media GMBH;1100;10;Disk, NoKbd;524288;5b;59;131072
Cubulus.lha;Cubulus.slave;Cubulus ;1991 Software 2000;4652;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;393216
CurseOfEnchantia.lha;CurseOfEnchantia.slave;Curse Of Enchantia;1992 Core Design ;1208;13;NoError, EmulTrap, ClearMem;1048576;5f;5d;0
CurseOfEnchantia.lha;CurseOfEnchantiaFast.slave;Curse Of Enchantia (Fast);1992 Core Design ;1208;13;NoError, EmulTrap, ClearMem;524288;5f;5d;524288
CurseOfRa.lha;CurseOfRA.slave;Curse Of Ra;1990 Rainbow Arts/Cyberstyle;1092;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
CurseOfTheAzureBonds.lha;CurseOfTheAzureBonds.slave;Curse Of The Azure Bonds;1990 SSI;3988;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
Custodian.lha;Custodian.slave;Custodian;1989 Hewson;384;10;Disk, NoError, NoDivZero;524288;0;5d;0
CyberAssault.lha;CyberAssault.Slave;Cyber Assault;1991 Trojan;1220;14;NoError, EmulTrap, NoKbd, ClearMem;524288;0;5d;0
Cyberball.lha;Cyberball.slave;Cyberball;1990 Domark;496;10;NoError, EmulTrap;524288;0;0;0
Cyberblast.lha;Cyberblast.slave;;;440;5;Disk, NoError, EmulTrap;524288;46;5f;
Cybercon3.lha;Cybercon3.Slave;Cybercon 3;1991 U.S.Gold;1372;10;Disk, NoError;524288;0;46;65536
CyberCop.lha;CyberCop.slave;Cyber Cop.info;1992 Energize (Impressions);5128;17;NoError, NoKbd, EmulPriv, ClearMem, Examine;524288;0;5d;262144
CyberEmpires.lha;CyberEmpires.Slave;;;860;9;Disk, NoError, EmulTrap;1048576;0;5a;0
CyberGames.lha;CyberGames.Slave;Cyber Games;1995 Cyberpunk Developments;4936;16;NoError, EmulTrap, EmulPriv, Examine;1572864;0;59;1310720
Cybernetix.lha;Cybernetix.slave;Cybernetix;1992 Vision;620;10;NoError;524288;0;5d;0
Cybernoid.lha;Cybernoid.Slave;Cybernoid;Hewson 1988;2312;15;NoError, EmulTrap;524288;0;5d;0
Cybernoid2.lha;Cybernoid2.Slave;Cybernoid 2;Hewson 1989;2376;15;NoError, EmulTrap, NoDivZero;524288;0;5d;0
Cyberpunks.lha;Cyberpunks.Slave;Cyberpunks;1993 Mutation Software & Core Design Ltd.;2188;10;Disk, NoError, NoKbd;524288;0;59;524288
Cyberzerk.lha;Cyberzerk.slave;Cyberzerk;1993 Boeder Games;1492;10;NoError, EmulTrap;524288;0;0;0
Cygnus8.lha;Cygnus8.slave;Cygnus 8;1996 Applaud Software;4452;16;NoError, EmulPriv, ClearMem, Examine;1048576;0;5d;786432
Cytron.lha;cytron.slave;;;816;4;Disk, NoError, EmulTrap;1048576;0;5d;
DalekAttack.lha;DalekAttack.slave;Dalek Attack;1992 Alternative;652;13;NoError, EmulTrap, NoDivZero, ClearMem;1048576;0;59;0
DaleyThompsonsOC.lha;DaleyThompsonsOC.slave;Daley Thompson;1988 Ocean;1496;13;NoError, EmulTrap, ClearMem;524288;0;5d;4096
Damage.lha;Damage.slave;Damage;1996 Suomi-Peli;3572;14;NoError, EmulTrap, ClearMem;524288;0;5d;1056768
DamagePreview.lha;DamagePreview.slave;Damage - Preview -;1996 Suomi-Peli;1044;14;NoError, ClearMem;450560;0;5d;753664
Dandare3.lha;DanDare3.slave;;;288;7;NoError, EmulTrap;524288;0;59;
DangerousStreets.lha;DangerousStreets.slave;Dangerous Streets;1993 Flair;1956;11;NoError, EmulTrap, ReqAGA, ClearMem;2097152;0;59;262144
Darius.lha;darius+.Slave;Darius +;1989 The Edge/Taito;1568;14;NoError, EmulTrap, EmulPriv;524288;0;59;786432
DarkCastle.lha;DarkCastle.slave;Dark Castle;1988 Three-Sixty;6012;17;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;262144
DarkCentury.lha;DarkCentury.Slave;Dark Century;1990 Titus;1872;16;NoError, EmulPriv, Examine;1048576;0;59;262144
DarkCentury.lha;DarkCenturyfile.Slave;Dark Century;1990 Titus;4456;16;NoError, EmulPriv, Examine;1048576;0;59;262144
DarkFusion.lha;DarkFusion.slave;Dark Fusion;1989 Esprit Software Programs Ltd/Gremlin;1128;10;NoError, EmulTrap;524288;0;59;0
Darkman.lha;Darkman.Slave;;;1048;9;Disk, NoError, EmulTrap;524288;0;5a;0
Darkmere.lha;Darkmere.Slave;Darkmere;1992/93 Core Design;1420;17;NoError, EmulTrap, ClearMem;1048576;0;59;0
DarkQueenOfKrynn.lha;DarkQueenOfKrynn.slave;The Dark Queen of Krynn;1992 SSI;4572;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
DarkSeed.lha;DarkSeed.Slave;DarkSeed;1992 CyberDreams;3984;15;NoError, EmulPriv, Examine;589824;0;59;786432
DarkSeed.lha;DarkSeedCD32.slave;DarkSeed CD??;1992-94 CyberDreams;13316;15;NoError, EmulPriv, Examine;1048576;0;5d;1572864
DarkSide.lha;DarkSide.slave;Dark Side;1989 Incentive Software/Domark;4076;15;NoError, EmulPriv, Examine;524288;0;59;266240
DarkSpyre.lha;DarkSpyre.slave;DarkSpyre;1991 Electronic Zoo;768;10;NoError, EmulTrap;524288;58;5f;0
DasBoot.lha;DasBoot.slave;Das Boot;1990 Three-Sixty;3936;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
DasErbe.lha;DasErbe.slave;Das Erbe;1991 Comad;4756;17;NoError, EmulPriv, Examine;524288;0;59;262144
DasSchmutzigeErbe.lha;DasSchmutzigeErbe.slave;Das schmutzige Erbe;1993 Comad;4708;17;NoError, EmulPriv, Examine;524288;0;59;786432
DataStorm.lha;DataStorm.slave;DataStorm;1989 Visionary Design Technologies Inc;1612;13;NoError, EmulTrap, NoKbd, ClearMem;524288;0;5d;0
DawnPatrol.lha;DawnPatrol.slave;Dawn Patrol;1994 Rowan Software Ltd.;4616;16;NoError, EmulTrap, NoDivZero, EmulPriv, Examine, EmulIllegal;524288;0;5d;1310720
DayOfThePharaoh.lha;DayOfThePharaoh.slave;Day of the Pharaoh;1989 Rainbow Arts;4296;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
DayOfTheViper.lha;DayOfTheViper.slave;Day of the Viper;1989 Accolade;4556;17;NoError, EmulPriv, Examine;524288;0;59;262144
DaysOfThunder.lha;DaysOfThunder.slave;Days of Thunder;1990 Mindscape;796;10;NoError, EmulTrap, EmulTrapV, EmulChk, ClearMem, EmulDivZero;524288;0;46;0
DDay.lha;D-Day.slave;D-Day: The Beginning Of The End;1994 Impressions;4436;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
DeathBringer.lha;DeathBringer.Slave;Death Bringer;1991 Empire;1612;14;NoError, EmulPriv;655360;0;59;786432
DeathBringer_Spotlight.lha;DeathBringer.slave;-) DeathBringer (-;1989 Spotlight Software;1856;15;NoError, EmulPriv;524288;0;59;262144
DeathKnightsOfKrynn.lha;DeathKnightsOfKrynn.slave;Death Knights Of Krynn;1991 SSI;4276;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
DeathMask.lha;DeathMaskAGA.slave;Death Mask AGA;1995 Alternative;920;10;Disk, NoError, EmulTrap, ReqAGA, NoKbd;2097152;58;59;0
DeathMask.lha;DeathMaskECS.slave;Death Mask ECS;1995 Alternative;932;10;Disk, NoError, EmulTrap, NoKbd;1048576;58;59;0
DeathOrGlory.lha;DeathOrGlory.slave;Death or Glory;1994 Software 2000;524;10;Disk, NoError;524288;58;59;524288
DeathSword.lha;DeathSword.slave;Death Sword;1988 Palace/Epyx;5560;16;NoError, EmulPriv, Examine;524288;0;5d;262144
DeathTrap.lha;DeathTrap.slave;Death Trap;1990 Anco;1188;10;NoError, EmulTrap;524288;0;59;0
Debut.lha;Debut.slave;D?but: Planet Simulation;1990 Pandora;1808;17;NoError, ClearMem;438272;0;5d;311296
Deconstruction.lha;Deconstruction.Slave;Deconstruction;1994-98 Brain Logo;4516;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;2097152;0;59;524288
DeepCore.lha;DeepCore.Slave;Deep Core;1993 ICE;2120;10;Disk, NoError, EmulTrap;1044480;0;5f;0
DeepSpace.lha;DeepSpace.slave;Deep Space;1986 Psygnosis;756;10;NoError, EmulTrap;528384;0;59;0
Defender.lha;Defender.slave;Defender;1994 Giles.F.McArdell;4812;10;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
Defender2.lha;Defender2.slave;Defender 2;1990 Arc;1628;10;NoError, EmulTrap, NoKbd;524288;0;59;4096
DefenderOfTheCrown.lha;DefenderOfTheCrown.slave;Defender Of The Crown;1986 Cinemaware/Master Designer Software;5096;16;NoError, EmulPriv, Examine;524288;0;5d;524288
DefenderOfTheCrown.lha;DefenderOfTheCrownCDTV.slave;Defender Of The Crown CDTV;1985-1989 Master Designer Software;4712;16;NoError, EmulPriv, Examine;524288;0;5d;786432
DefenderOfTheCrown2.lha;DefenderOfTheCrown2.slave;Defender Of The Crown 2 CD??/CDTV;1993 Commodore Electronics;5540;16;NoError, Req68020, EmulPriv, Examine;1048576;0;5d;1048576
DefendersOfTheEarth.lha;DefendersOfTheEarth.slave;Defenders Of The Earth;Enigma Variations;3140;17;NoError, EmulTrap, ClearMem;524288;58;59;0
Deflektor.lha;deflektor.slave;Deflektor;1988 Gremlin;796;10;Disk, NoError, EmulTrap;524288;5c;5d;0
Deflektor.lha;deflektor.slave.0608;;;732;4;Disk, NoError, EmulTrap;524288;5c;5d;
DejaVu.lha;DejaVu.slave;D?j? Vu: A Nightmare Comes True!!;1986 Mindscape;4312;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
DejaVu2.lha;DejaVuII.slave;D?j? Vu II: Lost in Las Vegas!!;1989 Mindscape;4368;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;327680
Deliverance.lha;Deliverance.slave;Deliverance;1990 21st Century Entertainment;1440;13;NoError, EmulTrap, ClearMem;1048576;0;59;0
DeltaCommandArcadia.lha;DeltaCommandArcadia.slave;Delta Command (Arcadia);1989 Arcadia Systems;8516;16;NoError, EmulTrap, EmulPriv;524288;0;59;1458176
DeluxeGalaga.lha;DeluxeGalagaAga.Slave;Deluxe Galaga (AGA) v2.6;1995 Edgar M.Vigdal.;4860;16;NoError, Req68020, EmulPriv, Examine;2097152;0;59;1048576
DeluxeGalaga.lha;DeluxeGalagaEcs.Slave;Deluxe Galaga (ECS) v2.6;1995 Edgar M.Vigdal.;4888;16;NoError, EmulPriv, Examine;1048576;0;59;786432
DeluxePacman.lha;DeluxePacmanAga.Slave;Deluxe Pacman (AGA) v1.6;1995 Edgar M.Vigdal.;4944;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;1048576;0;59;1048576
DeluxePacman.lha;DeluxePacmanEcs.Slave;Deluxe Pacman (ECS) v1.6;1995 Edgar M.Vigdal.;5016;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;786432
DemonBlue.lha;DemonBlue.slave;Demon Blue;1992 MicroValue;1476;10;NoError, EmulTrap, ClearMem;524288;58;59;0
Demoniak.lha;Demoniak.slave;Demoniak;1991 Palace Software;4100;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
DemonsTomb.lha;DemonsTomb.slave;Demon;1989 Melbourne House;4632;17;NoError, EmulPriv, Examine;524288;0;59;262144
Denaris.lha;Denaris.slave;Denaris;1990 Factor 5;3456;10;Disk, NoError, EmulTrap;524288;0;59;0
Denjoy.lha;Denjoy.slave;Denjoy;1991 Johannes Lipp;676;14;NoError, ClearMem;397312;0;59;131072
Dennis.lha;DennisAGA.slave;Dennis AGA;1993 Ocean;1744;10;NoError, EmulTrap, NoKbd, ClearMem;2097152;58;59;0
Dennis.lha;DennisCD32.slave;Dennis CD32;1994 Ocean;6076;16;NoError, Req68020, ReqAGA, EmulPriv, Examine;1310720;0;59;839680
Dennis.lha;DennisECS.slave;Dennis ECS;1993 Ocean;1376;10;NoError, EmulTrap, NoKbd, ClearMem;1048576;58;59;0
DenverColors.lha;DenverColors.Slave;Denver: Je d?couvre les couleurs;1990 Loriciel.;1608;16;NoError, EmulPriv, Examine;524288;0;59;262144
DesertStrike.lha;DesertStrike.slave;Desert Strike;1992 Electronic Arts;3784;10;NoError, EmulTrap, NoDivZero, ClearMem, EmulDivZero;1048576;0;5d;0
Destroyer.lha;Destroyer.slave;Destroyer;1988 Epyx;4548;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;786432
Detonator.lha;Detonator.slave;Detonator;1987 Creative Vision;7856;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;327680
Detroit.lha;DetroitAGA.slave;Detroit AGA;1994 Impressions;5208;16;NoError, ReqAGA, EmulPriv, ClearMem, Examine;917504;0;5d;1507328
Detroit.lha;DetroitECS.slave;Detroit ECS;1994 Impressions;4416;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;720896
Deuteros.lha;Deuteros.Slave;Deuteros;1991 Ian Bird;2260;14;Disk, NoError, EmulPriv;1048576;0;59;262144
