ArchiveFile;SlaveFile;Name;Copy;Size;Version;Flags;BaseMemSize;KeyDebug;KeyExit;ExpMem
JudgeDredd.lha;JudgeDredd.slave;Judge Dredd;1991 Virgin;304;10;NoError, EmulTrap;524288;0;59;0
Jug.lha;Jug.slave;;;544;4;Disk, NoError;507904;51;50;
JumpingJackSon.lha;jumpingjackson.slave;Jumping Jack Son;1990 Infogrames;1344;10;Disk, NoError, EmulTrap;524288;0;5d;0
JumpNRoll.lha;Jump'n'Roll.slave;Jump ;1990 Amiga Fun;1392;10;NoError;524288;0;59;0
JungleStrike.lha;JungleStrikeAGA.slave;Jungle Strike AGA;1994 Ocean;864;10;NoError;2097152;0;5d;0
JungleStrike.lha;JungleStrikeCD32.slave;Jungle Strike CD??;1994 Ocean;608;10;NoError;2031616;0;5d;0
JungleStrike.lha;JungleStrikeECS.slave;Jungle Strike ECS;1994 Ocean;816;10;NoError;1048576;0;5d;0
JuniorTypist.lha;JuniorTypist.Slave;Junior Typist;School Software Ltd.;4944;16;NoError, NoKbd, EmulPriv, Examine;524288;0;59;262144
JupiterProbe.lha;JupiterProbe.slave;Jupiter Probe;1987 Microdeal;1364;10;NoError, EmulTrap, ClearMem;524288;58;45;0
JupitersMasterdrive.lha;JupitersMasterdrive.Slave;Jupiter;1990 Ubi Soft;1412;14;NoError, ClearMem;524288;0;59;4096
JurassicPark.lha;JurassicParkAGA.Slave;Jurassic Park AGA;1993 Ocean;1080;13;Disk, NoError, EmulTrap, Req68020, ReqAGA, ClearMem;2097152;58;59;0
JurassicPark.lha;JurassicParkECS.Slave;;;1028;7;Disk, NoError, EmulTrap;1048576;0;59;
K240.lha;K240.slave;K240;1994 Gremlin;3948;15;NoError, EmulPriv, Examine;524288;0;5d;786432
Kaiser.lha;Kaiser.slave;Kaiser;1989 Linel;3092;16;NoError, EmulPriv, Examine;1048576;0;59;262144
KajkoIKokosz.lha;KajkoIKokosz.slave;Kajko I Kokosz;1994 Seven Stars;1820;15;NoError, ClearMem;430080;0;5d;475136
KalasPuffsExpressen.lha;1MB.slave;Kalas Puffs Expressen;19xx SilverRock;972;10;NoError, EmulTrap;1048576;0;59;0
KalasPuffsExpressen.lha;512kB.slave;Kalas Puffs Expressen;19xx SilverRock;952;10;NoError, EmulTrap;524288;0;59;0
Kamikaze.lha;Kamikaze.slave;Kamikaze;1990 Codemasters;916;10;NoError, EmulTrap;524288;0;59;4096
KarateKid2.lha;KarateKid2.slave;Karate Kid 2;1987 Microdeal;392;10;NoError, EmulTrap, ClearMem;524288;0;59;0
KarateKing.lha;Karateking.Slave;Karate King/City Defence;1987 KingSoft;1328;14;NoError, EmulPriv;524288;0;59;262144
KartingGrandPrix.lha;KartingGrandPrix.Slave;Karting Grand Prix;1988 Anco;4468;15;NoError, EmulPriv, Examine;548864;0;59;262144
Katakis.lha;Katakis.Slave;Katakis;1990 Factor 5;2292;10;Disk, NoError, EmulTrap;524288;0;59;0
KeefTheThief.lha;KeefTheThief.slave;Keef The Thief: A Boy and His Lockpick;1989 Electronic Arts;4412;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;524288
KellyX.lha;KellyX.slave;Kelly X;1989 Virgin Mastertronic;4696;15;NoError, EmulPriv, Examine;524288;0;5d;589824
KennedyApproach.lha;KennedyApproach.slave;Kennedy Approach;1988 Microprose;956;10;NoError, EmulTrap, EmulLineA;524288;0;46;0
KeysToMaramon.lha;KeysToMaramon.slave;The Keys To Maramon;1990 Mindcraft;1348;17;NoError, ClearMem;524288;0;5d;8192
KGB.lha;KGB.Slave;KGB;1992 Cryo;3056;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;5d;786432
Khalaan.lha;Khalaan.slave;Khalaan;1990 Rainbow Arts;4408;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
KickOff.lha;KickOff.slave;Kick Off;1989 ANCO;2344;17;NoError, ClearMem, Examine;524288;0;59;4096
KickOff2.lha;KickOff2.slave;Kick Off 2;1990 Anco;4528;10;NoError, EmulTrap;524288;0;46;524288
KickOff2FinalWhistle.lha;FinalWhistle.slave;Kick Off 2 - The Final Whistle;1991 Anco;2168;10;NoError, EmulTrap;524288;0;46;524288
KickOff2ReturnToEurope.lha;ReturnToEurope.slave;Kick Off 2 - Return To Europe;1991 Anco;1280;10;NoError, EmulTrap;524288;0;46;524288
KickOff3.lha;KickOff3.slave;Kick Off 3;1994 Anco;1252;10;NoError, EmulTrap;1048576;0;59;0
KickOff3EC.lha;KickOff3EC.slave;Kick Off 3 European Challenge;1994 Anco;2008;10;NoError, EmulTrap;1048576;0;59;0
KickOff3EC.lha;KickOff3EC_AGA.slave;Kick Off 3 European Challenge AGA;1994 Anco;1852;10;NoError, EmulTrap;2097152;0;59;0
KickOff96.lha;KickOff96.slave;Kick Off 96;1996 Anco;1348;17;NoError, EmulTrap, NoKbd, ClearMem;1048576;0;46;0
KidChaos.lha;KidChaos.slave;Kid Chaos;1994 Ocean/Magnetic Fields;880;14;NoError, ClearMem;1048576;0;59;4096
KidChaos.lha;KidChaosCD32.slave;Kid Chaos CD??;1994 Ocean/Magnetic Fields;464;10;NoError, EmulTrap, Req68020, ReqAGA;2097152;0;59;0
KidGloves.lha;KidGloves.slave;Kid Gloves;1990 Millenium;536;10;NoError, EmulTrap, NoKbd, ClearMem;524288;58;59;0
KidGloves2.lha;KidGlovesII.slave;Kid Gloves II: The Journey Back;1992 Millennium;2100;15;NoError, EmulTrap, ClearMem;524288;58;5f;0
Kikstart2.lha;Kikstart2.slave;Kikstart 2;1988 Mastertronic;616;10;NoError;524288;0;5d;0
Kikugi.lha;kikugi.Slave;Kikugi;1988 Image Tech;1316;14;NoError, EmulPriv;524288;0;59;262144
Killerball.lha;Killerball.slave;Killerball;1990 Microids;1056;11;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
KillingCloud.lha;KillingCloud.slave;The Killing Cloud;1991 Vektor Grafix;3432;14;EmulTrap, ClearMem;524288;58;59;32768
KillingGameShow.lha;KillingGameShow.slave;Killing Game Show;1990 Psygnosis;3072;14;NoError, EmulTrap, ClearMem;524288;0;5d;8192
KillingMachine.lha;KillingMachine.slave;Killing Machine;1993 Atlantis ;384;13;NoError, EmulTrap;1048576;5f;5d;0
Kingmaker.lha;KingMaker.slave;Kingmaker - The Quest For The Crown;1993 US Gold;4368;16;NoError, EmulPriv, Examine;524288;0;5d;786432
KingPin.lha;Kingpin.slave;King Pin: Arcade Sports Series Bowling;1995 Team 17;4472;17;NoError, ClearMem, Examine;708608;0;5d;888832
KingPin.lha;Kingpin1MB.slave;King Pin: Arcade Sports Series Bowling;1995 Team 17;4364;17;NoError, ClearMem, Examine;520192;0;5d;520192
KingPin.lha;KingpinCD32.slave;King Pin: Arcade Sports Series Bowling;1995 Team 17;4544;17;NoError, ClearMem, Examine;520192;0;5d;999424
KingPinDemo.lha;KingPinDemo.slave;King Pin demo;1994 Team 17;888;15;NoError, ClearMem;602112;0;59;876544
KingsQuest.lha;KingsQuest.slave;King;1986 Sierra;3928;11;NoError, EmulPriv;524288;0;59;589824
KingsQuest2.lha;KingsQuest2.Slave;King;1987 Sierra;3728;11;NoError, EmulPriv;524288;0;59;589824
KingsQuest2.lha;KingsQuest2Files.slave;King;1987 Sierra;3844;15;NoError, EmulPriv, Examine;524288;0;5d;589824
KingsQuest3.lha;KingsQuest3.slave;Kings Quest 3: To Heir is Human;1987/1989 Sierra;4704;17;NoError, EmulPriv, Examine;524288;0;59;262144
KingsQuest4.lha;KingsQuest4.slave;King;1990 Sierra;2168;11;NoError, EmulPriv;524288;0;59;786432
KingsQuest5.lha;KingsQuest5.slave;King;1992 Sierra;4764;16;NoError, EmulPriv, Examine;524288;0;5d;1310720
KingsQuest6.lha;KingsQuest6.slave;King;1992 Sierra;4996;15;NoError, EmulPriv, Examine;524288;0;5d;786432
KingsQuestEnhanced.lha;KingsQuestEnhanced.slave;Kings Quest I: Quest For The Crown (Enhanced);1990 Sierra;4052;16;NoError, EmulPriv, Examine;524288;0;5d;786432
KirosQuest.lha;KirosQuest.slave;Kiros Quest;1995 Vision;1364;10;Disk, NoError, EmulTrap;524288;0;5d;0
Klax.lha;Klax.Slave;Klax;1990 Tengen;944;10;Disk, NoError, EmulTrap;524288;0;59;0
KnightForce.lha;KnightForce.slave;Knight Force;1990 Titus;1584;10;NoError, EmulTrap, NoDivZero, ClearMem;1572864;0;5d;0
Knightmare.lha;Knightmare.Slave;Knightmare;1991 Mindscape;1352;10;NoError;524288;58;59;528384
KnightOrc.lha;KnightOrc.slave;Knigh tOrc;1988 Level 9;7124;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
KnightsOfTheCrystallion.lha;KnightsOfTheCrystallion.slave;Knights of the Crystallion;1989 US Gold/Bill Williams;2084;15;NoError, EmulPriv, Examine;524288;0;5d;786432
KnightsOfTheSky.lha;KnightsOfTheSky.Slave;Knights Of The Sky;1991 Microprose;4808;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;5d;1310720
KrustysSFH.lha;KrustysSFH.Slave;Krusty;1992 Virgin ;728;17;NoError, EmulTrap;524288;5f;5d;0
KryptonEgg.lha;KryptonEgg.slave;Krypton Egg;1989 HitSoft;1040;14;NoError, EmulTrap, ClearMem;524288;0;5d;4096
Kult.lha;Kult.slave;Kult (FR/DE/GB)/Chamber of Sci-Mutant Prietess (US);1989 Exxos/1990 Infogrames;10628;13;NoError, Req68020;524288;0;59;786432
Kwasimodo.lha;kwasimodo.Slave;Kwasimodo;1987 Courbois Software;3856;16;NoError, EmulTrap, EmulPriv, Examine;589824;0;59;262144
KwikSnax.lha;KwikSnax.slave;Kwik Snax;1991 Code Masters;824;10;NoError, EmulTrap;524288;0;59;0
Labyrinth.lha;Labyrinth.slave;Labyrinth;1990 Det Nye COMputer;1052;15;NoError, EmulTrap, ClearMem;524288;58;5f;0
LabyrintheAnglomania.lha;LabyrintheAnglomania.slave;Le Labyrinthe d;1989 RETZ;3684;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
LabyrintheAnglomania2.lha;LabyrintheAnglomania2.slave;Le Labyrinthe d;1990 RETZ;3676;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
LabyrintheErrare.lha;LabyrintheErrare.slave;Le Labyrinthe d;1989 RETZ;4012;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
LabyrintheLexicos.lha;LabyrintheLexicos.slave;Le Labyrinthe de Lexicos;1990 RETZ;3672;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
LabyrintheMilleCalculs.lha;LabyrintheMilleCalculs.slave;Le Labyrinthe aux Mille Calculs;1989 RETZ;3608;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
LabyrintheOrthophus.lha;LabyrintheOrthophus.slave;Le Labyrinthe d;1989 RETZ;4016;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
LabyrintheReineOmbres.lha;LabyrintheReineOmbres.slave;Le Labyrinthe de la Reine des Ombres;1991 RETZ;3720;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;524288
Lamborghini.lha;Lamborghini.slave;Lamborghini American Challenge;1994 Titus Software;484;10;NoError, EmulTrap;851968;0;5d;0
Lamborghini.lha;Lamborghini.slave.old;;;360;7;Disk, NoError, EmulTrap;851968;0;5d;
Lancelot.lha;Lancelot.slave;-) L A N C E L O T (-;1988 Level 9;1648;15;NoError, EmulPriv;524288;0;59;786432
LaserSquad.lha;LaserSquad.slave;Laser Squad;1989 Teque;6188;10;Disk, NoError, EmulTrap, ClearMem;565248;0;5f;0
LastActionHero.lha;LastActionHero.slave;Last Action Hero;1994 Psygnosis/DOME;1060;10;NoError, EmulTrap, ClearMem;1048576;0;59;0
LastBattle.lha;LastBattle.Slave;Last Battle;1991 Elite;504;10;NoError, EmulTrap;524288;0;59;0
LastDuel.lha;LastDuel.slave;Last Duel;1989 Capcom/U.S. Gold;808;10;Disk, NoError, EmulTrap, NoKbd;524288;58;5d;0
LastNinja2.lha;LastNinja2.Slave;Last Ninja 2;1990 System 3;892;10;Disk, NoError, EmulTrap;1048576;0;58;524288
LastNinja3.lha;LastNinja3.slave;;;3584;4;Disk, NoError, EmulTrap;524288;58;59;
LeaderBoard.lha;Leaderboard.slave;Leader Board;1986 Access;4556;16;NoError, EmulPriv, Examine;524288;0;59;262144
LeaderBoardArcadia.lha;LeaderBoardArcadia.slave;Leader Board (Arcadia);1987 Access Software;21004;16;NoError, EmulTrap, EmulPriv;524288;0;59;1458176
LeaderBoardTD1.lha;LeaderboardTD1.slave;Leader Board Tournament Disk 1;1986 Access;4580;16;NoError, EmulPriv, Examine;524288;0;59;262144
LeadingLap.lha;LeadingLapAGA.Slave;Leading Lap AGA;1995 Black Legend;3604;16;NoError, EmulTrap, EmulPriv, Examine;2097152;0;59;1048576
LeadingLap.lha;LeadingLapECS.Slave;Leading Lap ECS;1995 Black Legend;3464;16;NoError, EmulTrap, EmulPriv, Examine;524288;0;59;786432
Leander.lha;Leander.slave;Leander;1991 Psygnosis & Traveller Tales;4128;10;Disk, NoError, EmulTrap, ClearMem;524288;0;5d;0
Leatherneck.lha;Leatherneck.slave;Leatherneck;1988 Microdeal;1596;10;NoError, EmulTrap;524288;0;59;0
LeavinTeramis.lha;LeavinTeramis.slave;Leavin;1990 Thalion;1136;10;NoError, EmulTrap, ClearMem;524288;58;5d;0
LedStorm.lha;LedStorm.slave;L.E.D Storm;1988 Capcom/Software Creations;3968;16;NoError, EmulPriv, Examine;524288;0;5d;524288
Legacy.lha;TheLegacy.slave;The Legacy;1991 Hexodus;5236;15;NoError, EmulPriv, Examine;524288;0;5f;262144
Legacy.lha;TheLegacyGame.slave;The Legacy (Game Only);1991 Hexodus;1440;10;NoError, EmulTrap, ClearMem;524288;58;5f;0
Legend.lha;getlegendsavedisk.slave;;;480;3;Disk;524288;;;
Legend.lha;Legend.Slave;Legend / The four crystals of Trazere1992 Mindscape;1992 Mindscape;664;10;NoError, EmulTrap;524288;0;46;0
LegendOfDjel.lha;LegendOfDjel.slave;Legend Of Djel;1989 Tomahawk;5660;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;262144
LegendOfFaerghail.lha;LegendOfFaerghail.slave;Legend Of Faerghail;1990 ReLine;5304;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;851968
LegendOfKyrandia.lha;LegendOfKyrandia.Slave;Legend Of Kyrandia;1992 Westwood;3996;15;NoError, EmulPriv, Examine;589824;0;59;786432
LegendOfRagnarok.lha;LegendOfRagnarok.slave;Legend of Ragnarok;1995 GameTek;540;10;NoError, EmulTrap, ClearMem;1048576;0;59;4096
LegendOfTheLost.lha;LegendOfTheLost.slave;Legend of the Lost;1990 Impressions;1200;17;NoError, EmulTrap, ClearMem;524288;0;59;0
LegendOfTheSword.lha;LegendOfTheSword.slave;Legend of the Sword;1988 Rainbird;5088;17;NoError, EmulPriv, Examine;524288;0;59;786432
Legends.lha;Legends.Slave;Legends AGA/CD32;1994 krisalis;6488;16;NoError, EmulTrap, Req68020, EmulPriv, Examine;2097152;0;59;524288
LegendsOfValour.lha;LegendsOfValour.Slave;Legends Of Valour;1992 US-GOLD.;4488;16;NoError, EmulPriv, Examine;524288;0;59;786432
Legion.lha;Legion.slave;Legion;1996 Gobi;8868;17;NoError, EmulPriv, ClearMem, Examine;983040;0;5d;1310720
LeisureSuitLarry.lha;LeisureSuitLarry.slave;Leisure Suit Larry;1987 Sierra;7004;11;NoError, EmulTrap, EmulPriv;524288;0;59;524288
LeisureSuitLarry2.lha;LeisureSuitLarry2.Slave;Leisure Suit Larry 2;1990 Sierra;4000;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
LeisureSuitLarry3.lha;LeisureSuitLarry3.Slave;Leisure Suit Larry 3;1990 Sierra;4360;16;NoError, EmulPriv, Examine;1044480;0;5d;786432
LeisureSuitLarry5.lha;LeisureSuitLarry5.Slave;Leisure Suit Larry 5;1991 Sierra;4036;16;NoError, EmulPriv, Examine;524288;0;5d;1310720
LeisureSuitLarryEnhanced.lha;LeisureSuitLarryEnh.slave;Leisure Suit Larry Enhanced;1991 Sierra;4056;16;NoError, EmulPriv, Examine;524288;0;5d;1048576
Lemmings.lha;Lemmings.slave;Lemmings;1990 Psygnosis;2036;17;NoError, EmulTrap, ClearMem;524288;0;59;4096
Lemmings.lha;LemmingsCD.slave;Lemmings CDTV/CD32;1992 Psygnosis;3016;17;NoError, ClearMem;491520;0;59;344064
Lemmings2.lha;Lemmings2.slave;Lemmings 2: The Tribes;1993 Psygnosis;1428;14;NoError, EmulTrap, ClearMem;1048576;0;59;524288
Lemmings2.lha;Lemmings2Intro.slave;Lemmings 2: The Tribes (intro);1993 Psygnosis;1524;15;NoError, ClearMem;438272;0;59;421888
Lemmings2.lha;Lemmings2_512K.slave;Lemmings 2: The Tribes;1993 Psygnosis;1408;14;NoError, EmulTrap, ClearMem;524288;0;59;524288
Lemmings2Demo.lha;Lemmings2Demo.slave;Lemmings 2 demo;1992 Psygnosis;556;17;NoError;499712;0;59;479232
Lemmings3.lha;Lemmings3.slave;All New World of Lemmings;1994 DMA Design / Psygnosis;4304;15;NoError, ReqAGA, EmulPriv, Examine;2093056;0;5d;1048576
LemmingsDemo.lha;LemmingsDemo.slave;Lemmings demo;1990 Psygnosis;584;14;NoError, EmulTrap, ClearMem;524288;0;59;4096
LemmingsHoliday94.lha;LemmingsHoliday.slave;Lemmings Holiday;1993/94 Psygnosis;972;15;NoError;409600;0;59;110592
LemmingsHolidayDemo.lha;LemmingsHolidayDemo.slave;Lemmings Holiday demo;1994 Psygnosis;3104;17;NoError, ClearMem;409600;0;59;204800
LemmingsNewYear9192.lha;LemmingsNewYear9192.slave;New Year Lemmings 91/92;1991 Psygnosis;876;14;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;59;4096
LemmingsOhNoMore.lha;OhNoMoreLemmings.Slave;Oh-No! More Lemmings;1991 Psygnosis;2372;14;NoError, EmulTrap, ClearMem;524288;0;59;528384
LemmingsXmas91.lha;XmasLemmingsDemo1991.slave;Xmas Lemmings demo 1991;1991 Psygnosis;952;14;NoError, NoDivZero, ClearMem;491520;0;59;151552
LemmingsXmas92.lha;XmasLemmingsDemo1992.slave;Xmas Lemmings demo 1992;1992 Psygnosis;796;14;NoError, NoDivZero, ClearMem;491520;0;59;151552
Leonardo.lha;Leonardo.slave;Leonardo;1989 Starbyte ;1200;12;NoError, EmulTrap, ClearMem;524288;58;59;0
LesManley.lha;LesManley.slave;Les Manley - Search for the King;1990-1991 Accolade;4704;16;NoError, NoKbd, EmulPriv, Examine;524288;0;5d;1048576
LesPortesDuTemps.lha;LesPortesDuTemps.slave;Les Portes Du Temps;1989 Legend Software;4984;16;NoError, EmulTrap, NoDivZero, EmulPriv, Examine;983040;0;5d;278528
LethalWeapon.lha;LethalWeapon.slave;Lethal Weapon;1992 Ocean;1228;10;NoError, EmulTrap;524288;0;59;524288
LethalXcess.lha;LethalXcess.Slave;Lethal Xcess;1991 Eclipse;732;10;Disk, NoError, NoKbd;524288;0;5d;0
LethalZone.lha;LethalZone.slave;Lethal Zone;1991 Infernal Byte System;1808;17;NoError, EmulTrap, ClearMem;524288;0;59;0
Lettrix.lha;Lettrix.slave;Lettrix;1990 Software 2000;4956;17;NoError, EmulPriv, Examine;524288;0;46;786432
Leviathan.lha;Leviathan.slave;Leviathan;1987 English Software;1204;13;NoError, ClearMem;524288;0;59;131072
LicenceToKill.lha;LicenceToKill.slave;Licence To Kill;1989 Quixel/Domark;1504;10;NoError, EmulTrap;524288;0;59;0
LifeAndDeath.lha;LifeAndDeath.slave;Life & Death;1991 The Software Toolworks / Mindscape;5756;16;NoError, NoKbd, EmulPriv, Examine;786432;0;5d;524288
LightCorridor.lha;LightCorridor.slave;Light Corridor;1990 Infogrames;1688;11;Disk, NoError, EmulTrap;524288;0;59;290816
LightRacer.lha;LightRacer.slave;Light Racer;1989 A.Eberl & W.Singer ;840;13;NoError, EmulTrap;1048576;5f;5d;0
LimesAndNapoleon.lha;LimesAndNapoleon.Slave;Limes & Napoleon;1989 EAS ;1340;13;NoError, EmulTrap;524288;5f;5d;0
LineOfFire.lha;LineOfFire.slave;;;348;8;NoError;1048576;0;5d;0
Links.lha;Links.slave;Links - The Challenge of Golf;1992 Access;4832;17;NoError, EmulPriv, Examine;524288;0;59;1310720
Lionheart.lha;Lionheart.slave;Lionheart;1992 Thalion;2644;17;NoError, ClearMem;524288;0;5d;520192
LionheartDemo.lha;LionheartDemo.slave;Lionheart Demo;1993 Thalion;1544;17;NoError, ClearMem;524288;0;5d;876544
LionheartDemo.lha;LionheartDemo1MB.slave;Lionheart Demo;1993 Thalion;1404;17;NoError, ClearMem;524288;0;5d;528384
LionKing.lha;lk.slave;Disney;1994 Virgin / Disney;1116;10;Disk, NoError, EmulTrap;2097152;0;46;0
LiquidKids.lha;LiquidKids.slave;Liquid Kids;1991 Ocean;34592;10;NoError, EmulTrap;524288;0;59;4096
LittleComputerPeople.lha;LittleComputerPeople.slave;Little Computer People;1985/86 Activision;4392;16;NoError, EmulPriv, Examine;524288;0;5d;524288
LittlePuff.lha;LittlePuff.slave;;;312;8;NoError, EmulTrap;524288;0;59;0
LiveAndLetDie.lha;LiveAndLetDie.slave;;;384;7;Disk, NoError, EmulTrap;524288;58;59;
Livingstone2.lha;Livingstone2.slave;Livingstone 2;1990 Opera Soft;560;10;NoError, EmulTrap;524288;0;59;0
Llamatron.lha;Llamatron.slave;Llamatron;1991 Jeff Minter;476;10;NoError, NoKbd;524288;0;5d;0
Locomotion.lha;Locomotion.slave;Locomotion;1992 Kingsoft;3976;16;NoError, EmulPriv, ClearMem, Examine;524288;0;5d;786432
Logical.lha;logical.Slave;Logical ECS/CDTV ;1991 Rainbow Arts;4616;16;NoError, EmulTrap, EmulPriv, Examine;1048576;0;59;262144
Logo.lha;Logo.slave;Logo;1989 Starbyte;4460;16;NoError, EmulPriv, Examine;524288;0;59;294912
Lollypop.lha;Lollypop.slave;Lollypop;1995 Rainbow Arts;904;15;NoError, EmulTrap;1048576;0;59;4096
LombardRACRally.lha;LombardRacRally.Slave;Lombard Rac Rally;1988 Red Hat/Mandarin Software;4864;16;NoError, NoKbd, EmulPriv, Examine;524288;0;59;262144
Loom.lha;Loom.slave;Loom;1990 Lucasfilm Games;8144;13;NoError, EmulPriv;524288;0;59;589824
Loom.lha;Loom13.slave;Loom;1990 Lucasfilm Games;8292;13;NoError, EmulPriv;524288;0;59;589824
Loom.lha;Loom31.slave;Loom;1990 Lucasfilm Games;8292;13;NoError, EmulPriv;524288;0;59;851968
Loopz.lha;Loopz.slave;Loopz;1990 Audiogenic/Mindscape;920;10;NoError;524288;0;59;4096
LordsOfChaos.lha;LordsOfChaos.slave;Lords Of Chaos;1991 Blade Software;1008;10;Disk, NoError, EmulTrap;524288;58;59;0
LordsOfDoom.lha;LordsOfDoom.slave;Lords of Doom;1990/91 Starbyte;5620;17;NoError, EmulPriv, Examine;524288;0;59;786432
LordsOfTheRealm.lha;LordsOfTheRealmAGa.Slave;Lords Of The Realm AGA (no Fast);1994 Impressions ;4968;16;NoError, Req68020, EmulPriv, Examine;2097152;0;59;524288
LordsOfTheRealm.lha;LordsOfTheRealmAgaFast.Slave;Lords Of The Realm AGA (1 Mo Fast);1994 Impressions ;4964;16;NoError, Req68020, EmulPriv, Examine;2097152;0;59;1572864
LordsOfTheRealm.lha;LordsOfTheRealmECS.Slave;Lords Of The Realm ECS;1994 Impressions ;5044;16;NoError, EmulPriv, Examine;524288;0;59;917504
LordsOfTheRisingSun.lha;LordsOfTheRisingSun.Slave;Lords Of The Rising Sun;1989 Cinemaware;8664;16;NoError, EmulPriv, Examine;524288;0;5d;786432
LordsOfTime.lha;LordsOfTime.slave;Lords of Time;1992 Hollyware;5484;17;NoError, EmulPriv, Examine;524288;0;59;786432
LordsOfWar.lha;lordsofwar.slave;Lords of War;1989 Digital Concepts;5108;16;NoError, EmulPriv, Examine;917504;0;59;262144
Lorna.lha;Lorna.slave;Lorna;1990 Toposoft;760;10;NoError, EmulTrap;1048576;0;59;4096
LostDutchmanMine.lha;LostDutchManMine.slave;Lost DutchMan Mine;1989 Magnetic Scrolls;4660;16;NoError, EmulPriv, Examine;524288;0;5d;655360
LostInMine.lha;LostInMine.slave;Lost In Mine;1995 MarkSoft;4692;16;NoError, EmulPriv, ClearMem, Examine;589824;0;59;786432
LostPatrol.lha;LostPatrol.Slave;Lost Patrol;1990 OCEAN;2280;15;NoError, EmulTrap, NoDivZero, EmulPriv;524288;0;59;262144
LostVikings.lha;TheLostVikings.slave;The Lost Vikings;1992-93 Interplay;6568;16;NoError, EmulPriv, Examine;1048576;0;59;262144
LotharMatthaus.lha;LotharMatthaus.slave;Lothar Matthaus;1993 Ocean;480;10;NoError, EmulTrap;1048576;0;0;0
Lotus2.lha;Lotus2.Slave;Lotus Turbo Challenge II;1991 Magnetic Fields Ltd., Gremlin Ltd.;4060;10;Disk, NoError;524288;0;5f;532480
Lotus3.lha;Lotus3.slave;Lotus 3;1992 Gremlin;6668;13;Disk, NoError, EmulTrap, ClearMem;1048576;0;59;0
LotusEspritTC.lha;LotusEspritTC.slave;Lotus Turbo Esprit Challenge;1990 Gremlin/Magnetic Fields ;5500;13;NoError, EmulTrap, NoKbd, ClearMem;524288;5f;5d;4096
LunarC.lha;LunarC.slave;Lunar-C CD??;1993 Eikon/Mindscape;4088;15;NoError, EmulPriv, Examine;1048576;0;5d;720896
LupoAlberto.lha;LupoAlberto.slave;Lupo Alberto;1991 Idea;4964;17;NoError, EmulPriv, Examine;524288;0;59;786432
LureOfTheTemptress.lha;LureOfTheTemptress.slave;Lure Of The Temptress;1992 Revolution Software;7608;11;NoError, EmulTrap, NoDivZero, ClearMem;524288;0;5d;524288
Luxor.lha;Luxor.slave;Luxor;1988 Software Horizons Ltd/Paradox Software;732;10;NoError, EmulTrap;524288;0;59;0
M1TankPlatoon.lha;M1TankPlatoon.slave;M1 Tank Platoon;1990 Microprose;4204;15;NoError, EmulPriv, Examine;524288;0;5d;786432
Mach3.lha;Mach3.Slave;Mach 3;1988 Loriciel.;1344;16;NoError, EmulPriv, Examine;524288;0;59;262144
MadProfessorMariarti.lha;Mariarti.slave;Mad Professor Mariarti;1990 Krisalis;1088;17;NoError, EmulTrap;524288;0;59;0
MadShow.lha;MadShow.slave;Mad Show;1988 Silmarils;4692;16;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
MadTV.lha;madtv.Slave;Mad TV ;1991 Rainbow Arts;1456;14;NoError, EmulTrap, EmulPriv;1048576;0;59;393216
Mafdet.lha;Mafdet.slave;Mafdet And The Book Of The Dead;1989 Software Horizons;4012;17;NoError, EmulPriv, ClearMem, Examine;524288;0;59;262144
MagicBoy.lha;MagicBoy.slave;Magic Boy;1993 Blue Turtle;356;10;NoError;524288;0;59;0
MagicFly.lha;MagicFly0512k.slave;Magic Fly;1990 Electronic Arts;4620;16;EmulPriv, ClearMem, Examine;524288;58;57;786432
MagicFly.lha;MagicFly1024k.slave;Magic Fly;1990 Electronic Arts;4620;16;EmulPriv, ClearMem, Examine;1048576;58;57;786432
Magician.lha;Magician.slave;Magician;1990 Loriciel;324;10;NoError, EmulTrap;524288;0;0;0
MagicJohnsons.lha;MagicJohnsonsBasketball.slave;Magic Johnson;1989 Melbourne House;4680;16;NoError, EmulPriv, Examine;524288;0;59;786432
MagiclandDizzy.lha;MagiclandDizzy.slave;Magicland Dizzy;1992 Code Masters;1372;17;NoError, EmulTrap, ClearMem;524288;0;59;524288
