"RunFile";"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveExpMem";"ArchiveFile";"EntryName";"RunDir";"WhdloadSlaveExecInstall";"RunType";"WhdloadSlaveBaseMemSize";"EntrySize"
"MusicBoxExodus\MusicBoxExodus.Slave";"NoError, EmulTrap, ClearMem";"Musicbox ? 1990 Exodus.";"Musicbox";"1990 Exodus";"0";"MusicBox_v1.0_Exodus.lha";"MusicBoxExodus";"MusicBoxExodus";"0";"whdload";"524288";"585047"
